"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","investment_income_loss","commissions_fees_earned","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","commissions_fees_paid","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","other_interbank_assets","short_long_term_investments","investment_securities_available_for_sale","other_investments","net_loans","reserve_for_loan_losses","total_loans","net_fixed_assets","goodwill","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","short_term_debt","short_term_borrowings","long_term_debt","derivatives_hedging_liabilities","other_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","net_change_in_loans_interbank","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_change_in_deposits","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2017_Q2",28.5866666666667,"Down",1.384e+09,1.005e+09,1.16e+09,-1.55e+08,3.79e+08,4e+06,3.51e+08,2.5e+07,-9.6e+07,1.288e+09,-8.54e+08,-9.1e+07,-7.63e+08,4.34e+08,4.34e+08,4.34e+08,-1.14e+08,3.2e+08,3.2e+08,3.2e+08,3.13e+08,8.82e+08,3.462e+09,3.462e+09,2.8645e+10,1.9964e+10,3.689e+09,1.06887e+11,-1.224e+09,1.08111e+11,5.82e+08,6.876e+09,2.951e+09,1.50285e+11,1.12112e+11,8.4399e+10,2.7713e+10,3.855e+09,2.762e+09,1.178e+10,3.2e+08,2.371e+09,1.30438e+11,1.8757e+10,1.8751e+10,-1.418e+09,2.944e+09,-6.83e+08,1.9847e+10,1.9847e+10,1.50285e+11,3.2e+08,1.24e+08,9.6e+07,2.1e+08,1.03e+08,8.53e+08,-4.12e+08,-6.92e+08,-3.9e+07,-1.143e+09,-7.2e+07,-1.508e+09,-1.3e+08,2.308e+09,5.79e+08,2.89e+08,2.89e+08,2.89e+08,5.58e+08,1.5635e+10,0.31358,0.22616,0.01577,0.00208,6.57218,0.10404,0.62331,0.62142,2.75611,39.03158,0.14338,0.00256,0.23003,26.43907,33.99309
"12","2017_Q3",28.3336507936508,"Down",1.396e+09,1.026e+09,1.205e+09,-1.79e+08,3.7e+08,3e+06,3.65e+08,6e+06,-7e+07,1.326e+09,-8.64e+08,-9.6e+07,-7.68e+08,4.62e+08,4.62e+08,4.62e+08,-1.44e+08,3.18e+08,3.18e+08,3.18e+08,3.18e+08,9.04e+08,3.696e+09,3.696e+09,2.7866e+10,1.9257e+10,3.642e+09,1.07827e+11,-1.219e+09,1.09046e+11,6e+08,6.887e+09,3.627e+09,1.51407e+11,1.13613e+11,8.5799e+10,2.7814e+10,2.433e+09,2.004e+09,1.3154e+10,1.59e+08,1.984e+09,1.31343e+11,1.8767e+10,1.8761e+10,-1.548e+09,3.191e+09,-5.93e+08,2.0064e+10,2.0064e+10,1.51407e+11,3.18e+08,1.34e+08,7e+07,-1.12e+08,-7.26e+08,-3.16e+08,4.13e+08,-1.111e+09,-4.4e+07,-7.42e+08,-7.8e+07,-6.1e+07,-1.3e+08,1.501e+09,1.232e+09,1.74e+08,1.74e+08,1.74e+08,5.96e+08,1.5587e+10,0.33095,0.22779,0.01585,0.0021,6.5462,0.10295,0.63327,0.63135,2.78,39.46372,0.15533,0.00262,0.24528,24.63591,31.78139
"13","2017_Q4",31.8287301587302,"Up",1.443e+09,1.062e+09,1.264e+09,-2.02e+08,3.81e+08,2e+06,3.61e+08,1.9e+07,-7.2e+07,1.371e+09,-8.58e+08,-9.9e+07,-7.59e+08,5.13e+08,5.13e+08,5.13e+08,-1.65e+08,3.48e+08,3.48e+08,3.48e+08,3.41e+08,7.81e+08,1.626e+09,1.626e+09,2.9208e+10,1.9982e+10,4.403e+09,1.08927e+11,-1.224e+09,1.10151e+11,6.18e+08,6.887e+09,3.309e+09,1.51356e+11,1.13235e+11,8.4592e+10,2.8643e+10,1.958e+09,1.505e+09,1.34e+10,2.42e+08,2.412e+09,1.31247e+11,1.8774e+10,1.8768e+10,-1.773e+09,3.442e+09,-5.81e+08,2.0109e+10,2.0109e+10,1.51356e+11,3.48e+08,1.13e+08,7.2e+07,5e+07,3.3e+08,9.13e+08,-3.56e+08,-1.628e+09,-5.5e+07,-2.039e+09,-9e+07,-2.27e+08,-2.25e+08,-3.78e+08,-9.21e+08,-2.047e+09,-2.047e+09,-2.047e+09,6.26e+08,1.5358e+10,0.35551,0.23631,0.01696,0.00225,6.52678,0.10147,0.67907,0.67701,2.8736,39.55333,0.17923,0.00285,0.26393,23.28594,28.4152
"14","2018_Q1",36.7116393442623,"Up",1.484e+09,1.08e+09,1.291e+09,-2.11e+08,4.04e+08,2e+06,3.62e+08,4.1e+07,-8.3e+07,1.401e+09,-8.98e+08,-1.18e+08,-7.8e+08,5.03e+08,5.03e+08,5.03e+08,1.63e+08,6.66e+08,6.66e+08,6.66e+08,6.66e+08,9.87e+08,2.237e+09,2.237e+09,2.8724e+10,2.0157e+10,3.882e+09,1.09381e+11,-1.236e+09,1.10617e+11,6.85e+08,6.887e+09,3.435e+09,1.52336e+11,1.15089e+11,8.581e+10,2.9279e+10,2.671e+09,1.856e+09,1.1765e+10,3.1e+08,2.231e+09,1.32066e+11,1.8787e+10,1.8781e+10,-2.108e+09,4.164e+09,-8.2e+08,2.027e+10,2.027e+10,1.52336e+11,6.66e+08,1.31e+08,8.3e+07,-1.19e+08,-3.28e+08,4.33e+08,-1.1e+07,0,-4.9e+07,-6e+07,-9.6e+07,-8.84e+08,-3.35e+08,1.854e+09,5.39e+08,9.12e+08,9.12e+08,9.12e+08,6.34e+08,1.4436e+10,0.33895,0.44879,0.03286,0.00437,6.51534,0.09476,1.32628,1.32225,2.95525,39.87395,0.19118,0.005,0.14414,21.21293,26.73757
"15","2018_Q2",34.23875,"Down",1.462e+09,1.091e+09,1.328e+09,-2.37e+08,3.71e+08,8e+06,3.46e+08,1.8e+07,-7.8e+07,1.384e+09,-8.83e+08,-9.9e+07,-7.84e+08,5.01e+08,5.01e+08,5.01e+08,-1.13e+08,3.88e+08,3.88e+08,3.88e+08,3.81e+08,1.172e+09,2.829e+09,2.829e+09,2.8176e+10,1.9958e+10,3.663e+09,1.10179e+11,-1.246e+09,1.11425e+11,6.87e+08,6.887e+09,3.523e+09,1.53453e+11,1.1573e+11,8.7293e+10,2.8437e+10,1.893e+09,1.494e+09,1.3486e+10,3.31e+08,1.954e+09,1.33394e+11,1.8803e+10,1.8797e+10,-2.283e+09,4.437e+09,-1.145e+09,2.0059e+10,2.0059e+10,1.53453e+11,3.88e+08,1.22e+08,7.8e+07,4e+07,7.6e+07,7.04e+08,-7.8e+07,-9.83e+08,-5.7e+07,-1.118e+09,-1.08e+08,8.96e+08,-1.75e+08,6.41e+08,1.241e+09,8.27e+08,8.27e+08,8.27e+08,6.23e+08,1.5379e+10,0.34268,0.2606,0.01899,0.00248,6.65008,0.10022,0.75873,0.75643,2.91144,39.45376,0.21507,0.00319,0.28346,22.80417,28.35729
"16","2018_Q3",33.3612698412698,"Down",1.509e+09,1.121e+09,1.411e+09,-2.9e+08,3.88e+08,2e+06,3.71e+08,1.6e+07,-8.5e+07,1.424e+09,-8.75e+08,-1.06e+08,-7.69e+08,5.49e+08,5.49e+08,5.49e+08,-1.24e+08,4.25e+08,4.25e+08,4.25e+08,4.25e+08,9.97e+08,2.982e+09,2.982e+09,2.8124e+10,2.0157e+10,3.55e+09,1.12154e+11,-1.253e+09,1.13407e+11,7.2e+08,6.887e+09,3.567e+09,1.55431e+11,1.17073e+11,8.7634e+10,2.9439e+10,1.825e+09,1.499e+09,1.3641e+10,4.25e+08,2e+09,1.34964e+11,1.8812e+10,1.8806e+10,-2.433e+09,4.755e+09,-1.21e+09,2.0467e+10,2.0467e+10,1.55431e+11,4.25e+08,1.21e+08,8.5e+07,-1.8e+07,98000000.0000001,7.11e+08,-2.28e+08,-1.952e+09,-7.5e+07,-2.255e+09,-1.14e+08,4.71e+08,-1.5e+08,1.343e+09,1.55e+09,6e+06,6e+06,6e+06,6.7e+08,1.5466e+10,0.36382,0.28164,0.02077,0.00273,6.59422,0.0995,0.87428,0.87147,3.1042,40.9862,0.23451,0.00347,0.26824,21.59552,26.35519
"17","2018_Q4",29.2063492063492,"Down",1.564e+09,1.148e+09,1.477e+09,-3.29e+08,4.16e+08,3e+06,3.96e+08,1.8e+07,-7.8e+07,1.486e+09,-9.1e+08,-1.07e+08,-8.03e+08,5.76e+08,5.76e+08,5.76e+08,-1.33e+08,4.43e+08,4.43e+08,4.43e+08,4.36e+08,9.76e+08,3.157e+09,3.157e+09,2.8675e+10,2.0152e+10,4.239e+09,1.13478e+11,-1.242e+09,1.1472e+11,7.53e+08,6.946e+09,4.613e+09,1.58598e+11,1.17075e+11,8.729e+10,2.9785e+10,2.761e+09,2.006e+09,1.5639e+10,4.49e+08,2.398e+09,1.38322e+11,1.8822e+10,1.8816e+10,-2.833e+09,5.062e+09,-1.318e+09,2.0276e+10,2.0276e+10,1.58598e+11,4.43e+08,1.14e+08,7.8e+07,-9e+07,-7.53e+08,-2.08e+08,2.26e+08,-1.324e+09,-5.9e+07,-1.69e+09,-1.29e+08,2.551e+09,-4e+08,2e+06,2.024e+09,1.26e+08,1.26e+08,1.26e+08,6.9e+08,1.84e+10,0.36829,0.27877,0.0215,0.00275,6.82196,0.11602,0.91626,0.91331,3.28678,41.46931,0.2711,0.00356,0.29587,25.25217,30.25
"18","2019_Q1",29.1285245901639,"Down",1.593e+09,1.172e+09,1.542e+09,-3.7e+08,4.21e+08,6e+06,2.74e+08,1.41e+08,-8.5e+07,1.508e+09,-9.51e+08,-1.35e+08,-8.16e+08,5.57e+08,5.57e+08,5.57e+08,-9.2e+07,4.65e+08,4.65e+08,4.65e+08,4.5e+08,1.081e+09,3.141e+09,3.141e+09,2.841e+10,1.9895e+10,4.35e+09,1.15418e+11,-1.242e+09,1.1666e+11,7.91e+08,6.923e+09,4.754e+09,1.60518e+11,1.19575e+11,9.0117e+10,2.9458e+10,1.317e+09,1.61e+08,1.5925e+10,2.92e+08,2.592e+09,1.39701e+11,1.8815e+10,1.8815e+10,-3.133e+09,5.385e+09,-1.09e+09,2.0817e+10,2.0817e+10,1.60518e+11,4.65e+08,1.32e+08,8.5e+07,1.87e+08,-3.09e+08,5.6e+08,5.88e+08,-2.142e+09,-2.28e+08,-2.014e+09,-1.34e+08,-1.122e+09,2.93e+08,2.5e+09,1.537e+09,8.3e+07,8.3e+07,8.3e+07,6.89e+08,1.7242e+10,0.34965,0.28249,0.02162,0.0028,6.71091,0.10741,0.96316,0.95955,3.40958,42.75783,0.28681,0.00364,0.29778,23.45573,29.01436
"19","2019_Q2",29.5568253968254,"Up",1.588e+09,1.16e+09,1.57e+09,-4.1e+08,4.28e+08,8e+06,3.59e+08,6.2e+07,-8.5e+07,1.503e+09,-9.37e+08,-1.1e+08,-8.27e+08,5.66e+08,5.66e+08,5.66e+08,-1.27e+08,4.39e+08,4.39e+08,4.39e+08,4.24e+08,9.23e+08,1.68e+09,1.68e+09,2.9073e+10,2.1504e+10,4.224e+09,1.1637e+11,-1.245e+09,1.17615e+11,7.46e+08,7.04e+09,5.51e+09,1.61342e+11,1.23916e+11,9.5533e+10,2.8383e+10,7.72e+08,1.1e+07,1.1725e+10,1.73e+08,3.225e+09,1.39811e+11,1.8847e+10,1.8847e+10,-3.333e+09,5.672e+09,-7.87e+08,2.1531e+10,2.1531e+10,1.61342e+11,4.39e+08,1.34e+08,8.5e+07,1.22e+08,-3.08e+08,4.72e+08,-2.23e+08,-1.073e+09,-4.6e+07,-1.471e+09,-1.64e+08,-4.598e+09,-2e+08,4.341e+09,-6.39e+08,-1.638e+09,-1.638e+09,-1.638e+09,7e+08,1.2497e+10,0.35642,0.267,0.01969,0.00263,6.49347,0.07746,0.92031,0.91672,3.44683,44.27701,0.35597,0.00364,0.38679,16.53429,20.44876
"20","2019_Q3",29.86625,"Up",1.628e+09,1.166e+09,1.58e+09,-4.14e+08,4.62e+08,4e+06,3.95e+08,6.3e+07,-9.7e+07,1.531e+09,-9.51e+08,-1.18e+08,-8.33e+08,5.8e+08,5.8e+08,5.8e+08,-1.27e+08,4.53e+08,4.53e+08,4.53e+08,4.35e+08,9.96e+08,2.225e+09,2.225e+09,3.0647e+10,2.1698e+10,5.502e+09,1.15611e+11,-1.227e+09,1.16838e+11,7.4e+08,7.04e+09,5.49e+09,1.62749e+11,1.24004e+11,9.5812e+10,2.8192e+10,1.698e+09,3.09e+08,1.1538e+10,1.06e+08,3.386e+09,1.40732e+11,1.886e+10,1.886e+10,-3.453e+09,5.959e+09,-4.82e+08,2.2017e+10,2.2017e+10,1.62749e+11,4.53e+08,1.41e+08,9.7e+07,7.162e+09,-7.748e+09,1.05e+08,-11999999.9999999,2.16e+08,-5.2e+07,1.83e+08,-1.63e+08,508999999.999999,-1.2e+08,87999999.9999995,3.11e+08,5.99e+08,5.99e+08,5.99e+08,7.21e+08,1.3236e+10,0.35627,0.2672,0.01976,0.00267,6.39197,0.08133,0.94949,0.94731,3.5535,45.5843,0.35579,0.00367,0.37471,16.97642,21.10345
"21","2019_Q4",32.36234375,"Up",1.638e+09,1.145e+09,1.538e+09,-3.93e+08,4.93e+08,3e+06,4.35e+08,5.6e+07,-1.01e+08,1.537e+09,-9.73e+08,-1.28e+08,-8.45e+08,5.64e+08,5.64e+08,5.64e+08,-1.15e+08,4.49e+08,4.49e+08,4.49e+08,4.32e+08,1.638e+09,2.362e+09,2.362e+09,3.0364e+10,2.1502e+10,5.543e+09,1.16617e+11,-1.263e+09,1.1788e+11,7.47e+08,7.044e+09,5.59e+09,1.64362e+11,1.24714e+11,9.4775e+10,2.9939e+10,1.283e+09,2.1e+08,1.2806e+10,1.61e+08,3.547e+09,1.42511e+11,1.8876e+10,1.8876e+10,-3.953e+09,6.229e+09,-4.34e+08,2.1851e+10,2.1851e+10,1.64362e+11,4.49e+08,1.65e+08,1.01e+08,-8.005e+09,7.683e+09,3.93e+08,2.41e+08,-6.87e+08,2.6e+07,-4.98e+08,-1.8e+08,8.82e+08,-5e+08,7.1e+08,9.12e+08,8.07e+08,8.07e+08,8.07e+08,7.29e+08,1.4089e+10,0.34432,0.26374,0.01977,0.00263,6.52194,0.08572,0.96958,0.96657,3.67633,46.4995,0.40399,0.00372,0.41667,17.07956,22.07624
"22","2020_Q1",28.4861290322581,"Down",1.637e+09,1.143e+09,1.501e+09,-3.58e+08,4.94e+08,4e+06,4.25e+08,6.3e+07,-1.1e+08,1.527e+09,-9.86e+08,-1.42e+08,-8.44e+08,5.41e+08,5.41e+08,5.41e+08,-9.1e+07,4.5e+08,4.5e+08,4.5e+08,4.27e+08,1.175e+09,2.508e+09,2.508e+09,2.9677e+10,2.0613e+10,5.862e+09,1.17836e+11,-1.252e+09,1.19088e+11,7.61e+08,7.044e+09,6.732e+09,1.65733e+11,1.25313e+11,9.608e+10,2.9233e+10,2.74e+08,2.74e+08,1.4047e+10,1.2e+08,3.778e+09,1.43532e+11,1.8891e+10,1.8891e+10,-4.353e+09,6.498e+09,-4.05e+08,2.2201e+10,2.2201e+10,1.65733e+11,4.5e+08,1.93e+08,1.1e+08,1.23e+08,-1.49e+08,7.27e+08,9.32e+08,-2.939e+09,-3.4e+07,-2.089e+09,-1.75e+08,1.52e+08,3.3e+08,5.99e+08,9.06e+08,-4.56e+08,-4.56e+08,-4.56e+08,7.34e+08,1.4321e+10,0.33048,0.26084,0.01923,0.00258,6.46511,0.08641,0.9827,0.97891,3.76738,47.48006,0.40274,0.00363,0.40984,17.91008,24.29945
"23","2020_Q2",20.1414285714286,"Down",1.657e+09,1.16e+09,1.478e+09,-3.18e+08,4.97e+08,4106676.85202878,4.63e+08,3.4e+07,-6e+08,1.057e+09,-1.012e+09,-1.35e+08,-8.77e+08,4.5e+07,4.5e+07,4.5e+07,-1.1e+07,3.4e+07,3.4e+07,3.4e+07,1.2e+07,1.155e+09,3.183e+09,3.183e+09,3.3317e+10,2.2307e+10,7.939e+09,1.25357e+11,-2.171e+09,1.27528e+11,7.46e+08,7.05e+09,5.911e+09,1.76719e+11,1.33475e+11,1.01077e+11,3.2398e+10,1.059e+09,1.059e+09,1.6437e+10,2.34e+08,3.564e+09,1.54769e+11,1.8901e+10,1.8901e+10,-4.623e+09,6.011e+09,9.1e+07,2.195e+10,2.195e+10,1.76719e+11,3.4e+07,2.04e+08,6e+08,-1.13e+08,-2.052e+09,-1.327e+09,-9.61e+08,-7.613e+09,-1.75e+08,-8.768e+09,-1.91e+08,3.08e+09,-2.7e+08,8.162e+09,1.0767e+10,6.72e+08,6.72e+08,6.72e+08,2.49e+08,1.7496e+10,0.02716,0.00724,0.00055,7e-05,7.05098,0.099,0.02806,0.02795,3.87404,47.64817,0.44656,0.00115,15.91667,65.62651,363.13333
"24","2020_Q3",22.87546875,"Up",1.75e+09,1.16e+09,1.35e+09,-1.9e+08,5.9e+08,3e+06,5.45e+08,4.2e+07,-4.64e+08,1.286e+09,-9.79e+08,-1.31e+08,-8.48e+08,3.07e+08,3.07e+08,3.07e+08,-5.4e+07,2.53e+08,2.53e+08,2.53e+08,2.25e+08,1.088e+09,6.833e+09,6.833e+09,3.4458e+10,2.2144e+10,9.458e+09,1.23265e+11,-2.448e+09,1.25713e+11,7.51e+08,7.05e+09,6.429e+09,1.79874e+11,1.43618e+11,1.03073e+11,4.0545e+10,4.1e+08,2.55e+08,9.202e+09,1.98e+08,4.028e+09,1.57456e+11,1.8908e+10,1.8908e+10,-4.623e+09,6.068e+09,1e+08,2.2418e+10,2.2418e+10,1.79874e+11,2.53e+08,1.12e+08,4.64e+08,-7.5e+07,-8.4e+08,-85999999.9999998,5.23e+08,421000000.000001,2.62e+08,1.169e+09,-1.9e+08,-8.042e+09,3.95e+08,1.0143e+10,2.305e+09,3.388e+09,3.388e+09,3.388e+09,4.19e+08,9.612e+09,0.17543,0.12857,0.01004,0.00125,7.02364,0.05344,0.52741,0.52669,4.10208,47.94274,0.44537,0.00231,0.844439999999997,20.34368,27.76547
"25","2020_Q4",28.73375,"Up",1.791e+09,1.137e+09,1.28e+09,-1.43e+08,6.54e+08,1e+06,5.89e+08,6.4e+07,-4.28e+08,1.363e+09,-9.88e+08,-1.39e+08,-8.49e+08,3.75e+08,3.75e+08,3.75e+08,-6.1e+07,3.14e+08,3.14e+08,3.14e+08,2.89e+08,9.04e+08,8.64e+09,8.64e+09,3.3619e+10,2.2884e+10,8.157e+09,1.21529e+11,-2.542e+09,1.24071e+11,7.47e+08,7.05e+09,6.739e+09,1.79228e+11,1.42921e+11,1.01672e+11,4.1249e+10,2.52e+08,2.52e+08,9.109e+09,1e+08,4.377e+09,1.56759e+11,1.8922e+10,1.8922e+10,-4.623e+09,6.189e+09,1.6e+07,2.2469e+10,2.2469e+10,1.79228e+11,3.14e+08,1.03e+08,4.28e+08,-3.3e+07,-1.54e+08,6.58e+08,1.51e+08,1.858e+09,3.7e+07,2.1e+09,3.08e+08,-9.6e+07,0,-6.97e+08,-9.88e+08,1.77e+09,1.77e+09,1.77e+09,4.78e+08,9.361e+09,0.20938,0.16136,0.01286,0.00161,6.97668,0.05223,0.67706,0.67548,4.19591,48.03631,-0.72158,-0.00011,-1.06574,17.69247,22.552
"26","2021_Q1",38.5188524590164,"Up",1.707e+09,1.129e+09,1.249e+09,-1.2e+08,5.78e+08,0,-3.84e+08,9.62e+08,-1.24e+08,1.583e+09,-1.012e+09,-1.48e+08,-8.64e+08,5.71e+08,5.71e+08,5.71e+08,-1.15e+08,4.56e+08,4.56e+08,4.56e+08,5.31e+08,1.037e+09,1.2002e+10,1.2002e+10,3.3851e+10,2.2942e+10,1.0909e+10,1.20647e+11,-2.443e+09,1.2309e+11,7.59e+08,7.05e+09,8.003e+09,1.83349e+11,1.47164e+11,1.03333e+11,4.3831e+10,2.43e+08,2.43e+08,8.346e+09,1.28e+08,4.795e+09,1.60676e+11,1.8946e+10,1.894e+10,-4.623e+09,6.445e+09,1.905e+09,2.2673e+10,2.2673e+10,1.83349e+11,4.56e+08,1.59e+08,1.24e+08,2.7e+07,1e+08,8.66e+08,2.455e+09,-2.784e+09,-1.89e+08,-6.37e+08,-6.97e+08,-7.6e+08,0,4.243e+09,3.288e+09,3.517e+09,3.517e+09,3.517e+09,7.3e+08,8.589e+09,0.3345,0.31107,0.02342,0.0029,7.08667,0.04685,1.24334,1.24006,3.99696,53.08905,1.63203,0.0067,1.31262,10.34521,13.22592
"27","2021_Q2",44.0849206349206,"Up",1.659e+09,1.117e+09,1.216e+09,-9.9e+07,5.42e+08,3e+06,4.96e+08,4.3e+07,1.4e+08,1.799e+09,-1.018e+09,-1.39e+08,-8.79e+08,7.81e+08,7.81e+08,7.81e+08,-1.7e+08,6.11e+08,6.11e+08,6.11e+08,5.88e+08,1.117e+09,1.3851e+10,1.3851e+10,3.5274e+10,2.4467e+10,7.812e+09,1.20001e+11,-2.194e+09,1.22195e+11,7.43e+08,7.05e+09,9.181e+09,1.87217e+11,1.51349e+11,1.05282e+11,4.6067e+10,7e+07,7e+07,8.316e+09,1.11e+08,4.718e+09,1.64564e+11,1.8951e+10,1.8945e+10,-4.718e+09,6.866e+09,1.554e+09,2.2653e+10,2.2653e+10,1.87217e+11,6.11e+08,1.52e+08,-1.4e+08,9.9e+07,-1.412e+09,-6.9e+08,-2.055e+09,1.04e+09,-4.7e+07,-1.072e+09,-1.99e+08,-1.81e+08,-9.5e+07,4.185e+09,3.689e+09,1.927e+09,1.927e+09,1.927e+09,9.33e+08,8.386e+09,0.47077,0.35443,0.02596,0.00314,7.26456,0.04479,1.38043,1.37422,3.89479,53.18183,0.46719,0.0042,0.33844,7.791,9.3073
"28","2021_Q3",41.3721875,"Down",1.609e+09,1.124e+09,1.211e+09,-8.7e+07,4.85e+08,3e+06,4.38e+08,43999999.9999998,2.13e+08,1.822e+09,-9.91e+08,-1.37e+08,-8.54e+08,8.31e+08,8.31e+08,8.31e+08,-1.83e+08,6.48e+08,6.48e+08,6.48e+08,6.16e+08,1.035e+09,1.2007e+10,1.2007e+10,3.4915e+10,2.4583e+10,7.621e+09,1.20634e+11,-1.947e+09,1.22581e+11,7.35e+08,7.05e+09,8.728e+09,1.85104e+11,1.50636e+11,1.03156e+11,4.748e+10,6.2e+07,6.2e+07,6.957e+09,1.44e+08,4.106e+09,1.61905e+11,1.897e+10,1.8964e+10,-4.718e+09,7.314e+09,1.633e+09,2.3199e+10,2.3199e+10,1.85104e+11,6.48e+08,1.65e+08,-2.13e+08,1.28e+08,-1.48e+08,5.8e+08,9.7e+07,-6.38e+08,-6.8e+07,-6.31e+08,-1.91e+08,-1.36e+09,2.96e+08,-7.13e+08,-1.968e+09,-2.019e+09,-2.019e+09,-2.019e+09,9.96e+08,7.019e+09,0.51647,0.38285,0.02655,0.00333,6.97896,0.03792,1.44617,1.43965,3.77741,54.46366,0.44841,0.00436,0.31006,6.00803,7.20096
"29","2021_Q4",45.766875,"Up",1.659e+09,1.145e+09,1.222e+09,-7.7e+07,5.14e+08,3e+06,4.56e+08,5.5e+07,3.3e+07,1.692e+09,-1.011e+09,-1.44e+08,-8.67e+08,6.81e+08,6.81e+08,6.81e+08,-1.51e+08,5.3e+08,5.3e+08,5.3e+08,5.3e+08,1.145e+09,1.286e+10,1.286e+10,3.1693e+10,2.4911e+10,4.29e+09,1.21463e+11,-1.855e+09,1.23318e+11,7.32e+08,7.065e+09,1.2049e+10,1.87007e+11,1.52221e+11,1.04037e+11,4.8184e+10,8e+06,8e+06,6.947e+09,1.87e+08,4.221e+09,1.63584e+11,1.8987e+10,1.8981e+10,-4.718e+09,7.648e+09,1.506e+09,2.3423e+10,2.3423e+10,1.87007e+11,5.3e+08,1.36e+08,-3.3e+07,2.4e+07,6.23e+08,1.28e+09,3.73e+08,-1.534e+09,-8.2e+07,-1.284e+09,-2e+08,-5.6e+07,-2.5e+08,1.585e+09,1.079e+09,1.075e+09,1.075e+09,1.075e+09,8.17e+08,6.955e+09,0.41049,0.31947,0.02263,0.00283,6.9839,0.03719,1.24795,1.2416,3.90631,55.15215,0.47092,0.0039,0.37736,7.11138,8.53157
"30","2022_Q1",49.2193548387097,"Up",1.72e+09,1.126e+09,1.202e+09,-7.6e+07,5.94e+08,1e+06,9.2e+07,5.01e+08,2.5e+07,1.745e+09,-1.061e+09,-1.75e+08,-8.86e+08,6.84e+08,6.84e+08,6.84e+08,-1.54e+08,5.3e+08,5.3e+08,5.3e+08,5.85e+08,1.155e+09,8.319e+09,12199472018.6082,3.2368e+10,25262023990.8656,3314078457.09717,1.26405e+11,-1.758e+09,1.28163e+11,7.68e+08,7.116e+09,1.2214e+10,1.88409e+11,1.54361e+11,1.04918e+11,4.9443e+10,7.4e+07,-532371370.646103,6.932e+09,1.97e+08,3.425e+09,1.64989e+11,2.1025e+10,18565424561.1805,-4.918e+09,7.978e+09,-6.65e+08,2.342e+10,2.342e+10,1.88409e+11,5.3e+08,1.72e+08,-2.5e+07,-6.32e+08,1.06e+09,1.105e+09,-1.331e+09,-5.833e+09,-1.19e+08,-7.499e+09,-1.93e+08,89999999.9999998,-2e+08,2.14e+09,1.836e+09,-4.558e+09,-4.558e+09,-4.558e+09,8.56e+08,7.006e+09,0.39767,0.34012,0.02498,0.0031,7.04479,0.03719,1.37745,1.37045,4.04994,55.14508,0.45444,0.00413,0.32991,6.83528,8.55409
"31","2022_Q2",38.1396774193548,"Down",1.645e+09,1.147e+09,1.213e+09,-6.6e+07,4.98e+08,4e+06,4.19e+08,7.5e+07,-3e+06,1.642e+09,-1.106e+09,-1.69e+08,-9.37e+08,5.36e+08,5.36e+08,5.36e+08,-1.16e+08,4.2e+08,4.2e+08,4.2e+08,3.96e+08,1.223e+09,9.398e+09,9.398e+09,3.201e+10,2.5319e+10,6.691e+09,1.29585e+11,-1.72e+09,1.31305e+11,7.93e+08,7.232e+09,1.1856e+10,1.92097e+11,1.58776e+11,1.08663e+11,5.0113e+10,2.5e+07,24999999.9999998,5.894e+09,6.35e+08,4.693e+09,1.70023e+11,1.9027e+10,1.9021e+10,-4.918e+09,8.209e+09,-2.258e+09,2.2074e+10,2.2074e+10,1.92097e+11,4.2e+08,6.7e+07,3e+06,-1.8e+07,1.082e+09,1.554e+09,-6.59e+08,-2.978e+09,-8.3e+07,-3.914e+09,-1.98e+08,-1.056e+09,74265466.7578192,4.415e+09,3.138e+09,7.78e+08,7.78e+08,7.78e+08,6.03e+08,5.919e+09,0.32584,0.24073,0.01794,0.00206,7.70241,0.03081,0.9375,0.93249,3.8944,47.49033,0.46875,0.00309,0.5,7.78773,8.76119
