"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",17.7212698412698,"Up",2.043e+09,-1.084e+09,9.59e+08,-1.28e+09,-4.6e+07,-2.91e+08,-3.21e+08,-6.3e+07,-1.1e+08,4.7e+07,-3.84e+08,-3.84e+08,-8.3e+07,-4.67e+08,-4.69e+08,-1.4e+07,-4.83e+08,-4.83e+08,2.682e+09,2.682e+09,1.964e+09,2.33e+08,2.1e+08,5.686e+09,2.0566e+10,2.674e+10,-6.174e+09,8.53e+08,1.57e+08,6.96e+08,2.1419e+10,2.7105e+10,8.36e+08,6.19e+08,2.17e+08,1.024e+09,1.313e+09,1.313e+09,3.173e+09,8.996e+09,1.415e+09,1.52e+08,1.263e+09,1.0411e+10,1.3584e+10,1.0989e+10,2.866e+09,-4.14e+08,1.3201e+10,3.2e+08,1.3521e+10,2.7105e+10,-4.69e+08,2.91e+08,8.72e+08,-1.68e+08,5.26e+08,-1.92e+08,-1.92e+08,-6e+06,-2.81e+08,-2.87e+08,4.7e+07,4.7e+07,4.7e+07,-3e+07,1.002e+10,-3.07e+08,0.46941,-0.15712,-0.23642,-0.03572,-0.01782,0.63561,1.79199,1.00466,0.36967,-1.33058,-1.33058,5.6281,36.36639,-0.84573,-0.01935,-0.0123,-244.6,-22.85981
"22","2015_Q3",13.79203125,"Down",1.884e+09,-1.97e+08,1.687e+09,-1.181e+09,-4.4e+07,-2.49e+08,5.06e+08,-1.19e+08,-1.14e+08,-5000000.00000001,3.87e+08,3.87e+08,-4e+07,3.47e+08,3.48e+08,-6e+06,3.42e+08,3.42e+08,3.769e+09,3.769e+09,1.806e+09,2.23e+08,2.14e+08,6.539e+09,1.9657e+10,2.4708e+10,-5.051e+09,7.77e+08,1.8e+08,5.97e+08,2.0434e+10,2.6973e+10,6.61e+08,5.85e+08,7.6e+07,1.026e+09,1.215e+09,1.215e+09,2.902e+09,8.989e+09,1.424e+09,1.88e+08,1.236e+09,1.0413e+10,1.3315e+10,1.0782e+10,3.208e+09,-4.1e+08,1.334e+10,3.18e+08,1.3658e+10,2.6973e+10,3.48e+08,2.49e+08,9.23e+08,-2.09e+08,1.311e+09,-1.71e+08,-1.56e+08,-6e+06,-6.2e+07,-6.8e+07,1.087e+09,1.087e+09,1.087e+09,7.55e+08,1.0015e+10,4.15e+08,0.89544,0.26858,0.18153,0.02504,0.01268,1.21345,2.25327,0.97489,0.3713,0.94215,0.94215,5.19008,36.74931,1.14325,0.01363,0.01654,8.27285000000006,12.34387
"23","2015_Q4",14.4225,"Up",1.608e+09,-8.8e+08,7.28e+08,-2.83e+08,-4.5e+07,-2.1e+08,4.45e+08,-1.08e+08,-1.04e+08,-4e+06,3.37e+08,3.44e+08,-1.7e+07,3.27e+08,3.3e+08,-9e+06,3.21e+08,3.21e+08,2.234e+09,2.234e+09,1.482e+09,3.95e+08,3.86e+08,4.807e+09,2.0352e+10,2.5612e+10,-5.26e+09,6.76e+08,1.83e+08,4.93e+08,2.1028e+10,2.5835e+10,5.14e+08,4.32e+08,8.2e+07,1.23e+08,1.193e+09,1.193e+09,1.83e+09,8.63e+09,1.334e+09,1.72e+08,1.162e+09,9.964e+09,1.1794e+10,1.0799e+10,3.529e+09,-3.68e+08,1.372e+10,3.21e+08,1.4041e+10,2.5835e+10,3.3e+08,2.1e+08,5.5e+07,5.3e+07,6.48e+08,-9.37e+08,-9.37e+08,-1.184e+09,-6.2e+07,-1.246e+09,-1.535e+09,-1.535e+09,-1.535e+09,6.55e+08,8.753e+09,-2.12e+08,0.45274,0.27674,0.19963,0.02286,0.01243,-0.66044,2.62678,0.83997,0.3388,0.88187,0.88187,4.41758,37.69231,-0.58242,0.0133,-0.00879,9.95267,14.64944
"24","2016_Q1",9.94327868852459,"Down",1.851e+09,-7.94e+08,1.057e+09,-3.22e+08,-5.7e+07,-2.13e+08,7.35e+08,-8.3e+07,-8.2e+07,-999999.999999998,6.52e+08,6.68e+08,2e+07,6.88e+08,6.88e+08,-3e+06,6.85e+08,6.85e+08,2.339e+09,2.339e+09,1.343e+09,4.89e+08,4.89e+08,4.798e+09,2.0809e+10,2.6265e+10,-5.456e+09,8.24e+08,4.11e+08,4.13e+08,2.1633e+10,2.6431e+10,5.1e+08,4.55e+08,5.5e+07,1.093e+09,1.062e+09,1.062e+09,2.665e+09,7.397e+09,1.364e+09,2.29e+08,1.135e+09,8.761e+09,1.1426e+10,1.0929e+10,4.278e+09,-2.77e+08,1.469e+10,3.15e+08,1.5005e+10,2.6431e+10,6.88e+08,2.13e+08,41000000.0000001,18000000.0000001,9.6e+08,-6.47e+08,-6.47e+08,-2e+08,-7999999.99999999,-2.08e+08,1.05e+08,1.05e+08,1.05e+08,9.48e+08,8.49e+09,2.99e+08,0.57104,0.39708,0.37007,0.04565,0.02592,0.4365,1.80038,0.76148,0.32121,1.89227,1.89227,5.11326,40.58011,0.82597,0.02756,0.01203,6.48840000000001,8.36871
"25","2016_Q2",10.22953125,"Up",1.341e+09,-6.55e+08,6.86e+08,-2.62e+08,-4.3e+07,-2.17e+08,4.24e+08,-8.4e+07,-8.3e+07,-1e+06,3.4e+08,3.4e+08,-9.8e+07,2.42e+08,2.41e+08,-6e+06,2.35e+08,2.35e+08,2.574e+09,2.574e+09,1.094e+09,4.07e+08,3.99e+08,4.7e+09,2.0889e+10,2.6557e+10,-5.668e+09,6.56e+08,2.87e+08,3.69e+08,2.1545e+10,2.6245e+10,4.59e+08,3.7e+08,8.9e+07,1.2e+09,9.29e+08,9.29e+08,2.588e+09,7.253e+09,1.337e+09,3.1e+08,1.027e+09,8.59e+09,1.1178e+10,1.0708e+10,4.389e+09,-3.39e+08,1.4758e+10,3.09e+08,1.5067e+10,2.6245e+10,2.41e+08,2.17e+08,4e+07,1.33e+08,6.31e+08,-3.64e+08,-3.64e+08,-6e+06,-2.6e+07,-3.2e+07,2.35e+08,2.35e+08,2.35e+08,6.41e+08,8.453e+09,5.08e+08,0.51156,0.31618,0.17524,0.0156,0.00895,2.1617,1.81607,0.74189,0.32208,0.6456,0.6456,3.68407,40.54396,1.3956,0.00945,0.02044,9.17161,13.86557
"26","2016_Q3",10.57109375,"Up",9.4e+08,-4.97e+08,4.43e+08,-2.8e+08,-4.1e+07,-2.25e+08,1.63e+08,-9.1e+07,-9.4e+07,3e+06,7.2e+07,1.1e+08,-1.8e+07,9.2e+07,93000000.0000001,-1.1e+07,8.2e+07,8.2e+07,2.153e+09,2.153e+09,9.36e+08,4.43e+08,4.41e+08,4.129e+09,2.1089e+10,2.6977e+10,-5.888e+09,6.21e+08,2.56e+08,3.65e+08,2.171e+10,2.5839e+10,3.36e+08,2.79e+08,5.7e+07,1.063e+09,8e+08,8e+08,2.199e+09,7.155e+09,1.327e+09,3e+08,1.027e+09,8.482e+09,1.0681e+10,1.0714e+10,4.466e+09,-3.43e+08,1.4837e+10,3.21e+08,1.5158e+10,2.5839e+10,93000000.0000001,2.25e+08,7e+06,-1.18e+08,2.07e+08,-4.47e+08,-4.47e+08,-1.72e+08,-9e+06,-1.81e+08,-4.21e+08,-4.21e+08,-4.21e+08,3.88e+08,8.218e+09,-1.59e+08,0.47128,0.1734,0.08723,0.00540999999999999,0.00317,-1.93902,1.87767,0.70464,0.31805,0.22404,0.22404,2.56831,40.53825,-0.43443,0.00332,-0.00644,15.63144,37.20859
"27","2016_Q4",11.852380952381,"Up",9.06e+08,-4.09e+08,4.97e+08,-2.68e+08,-4.1e+07,-2.25e+08,2.29e+08,-9.7e+07,-1.04e+08,7e+06,1.32e+08,2.42e+08,-6e+06,2.36e+08,2.36e+08,-1.8e+07,2.18e+08,2.18e+08,2.534e+09,2.534e+09,8.87e+08,4.85e+08,4.79e+08,4.491e+09,2.11e+10,2.7178e+10,-6.078e+09,5.76e+08,2.47e+08,3.29e+08,2.1676e+10,2.6167e+10,3.62e+08,2.57e+08,1.05e+08,1.069e+09,8.75e+08,8.75e+08,2.306e+09,7.191e+09,1.257e+09,2.9e+08,9.67e+08,8.448e+09,1.0754e+10,1.0716e+10,4.695e+09,-3.27e+08,1.5084e+10,3.29e+08,1.5413e+10,2.6167e+10,2.36e+08,2.25e+08,-9.1e+07,7e+07,4.4e+08,-2.45e+08,-2.45e+08,1.96e+08,-1e+07,1.86e+08,3.81e+08,3.81e+08,3.81e+08,4.54e+08,8.26e+09,2.85e+08,0.54857,0.25276,0.24062,0.01414,0.00833,1.30734,1.94753,0.69772,0.31566,0.59726,0.59726,2.48219,41.32603,0.78082,0.00874,0.01143,12.61233,25.00437
"28","2017_Q1",13.7359677419355,"Up",9.74e+08,-3.14e+08,6.6e+08,-3.44e+08,-4.7e+07,-2.26e+08,3.16e+08,-7.4e+07,-1.08e+08,3.4e+07,2.42e+08,2.42e+08,1.5e+07,2.57e+08,2.57e+08,-1.4e+07,2.43e+08,2.43e+08,3.052e+09,3.052e+09,8.33e+08,6.52e+08,6.52e+08,5.098e+09,2.1093e+10,2.7372e+10,-6.279e+09,6.98e+08,2.98e+08,4e+08,2.1791e+10,2.6889e+10,3.01e+08,2.06e+08,9.5e+07,7.24e+08,9.6e+08,9.6e+08,1.985e+09,7.74e+09,1.331e+09,1.78e+08,1.153e+09,9.071e+09,1.1056e+10,1.1029e+10,5.056e+09,-2.83e+08,1.5802e+10,3.1e+07,1.5833e+10,2.6889e+10,2.57e+08,2.26e+08,1.09e+08,4.1e+07,6.33e+08,-2.58e+08,-2.57e+08,2.12e+08,-7e+07,1.42e+08,5.18e+08,5.18e+08,5.18e+08,5.42e+08,8.464e+09,3.1e+08,0.67762,0.32444,0.24949,0.01535,0.00904,1.27572,2.56826,0.69829,0.31478,0.65147,0.65147,2.61126,42.36461,0.8311,0.00948,0.0121,9.98524,17.12658
"29","2017_Q2",10.2103174603175,"Down",7.85e+08,-3.47e+08,4.38e+08,-2.69e+08,-3.9e+07,-2.32e+08,1.69e+08,-1.14e+08,-1.21e+08,7e+06,5.5e+07,5.5e+07,4e+07,9.5e+07,9.5e+07,-4e+06,9.1e+07,9.1e+07,3.093e+09,3.093e+09,8.5e+08,5.75e+08,5.75e+08,5.071e+09,2.0966e+10,2.7459e+10,-6.493e+09,6.8e+08,3.09e+08,3.71e+08,2.1646e+10,2.6717e+10,2.38e+08,1.62e+08,7.6e+07,1.458e+09,8.51e+08,8.51e+08,2.547e+09,6.937e+09,1.298e+09,1.7e+08,1.128e+09,8.235e+09,1.0782e+10,1.1037e+10,5.147e+09,-2.84e+08,1.59e+10,3.5e+07,1.5935e+10,2.6717e+10,9.5e+07,2.32e+08,-4e+06,-1.42e+08,1.81e+08,-1.18e+08,-1.18e+08,-2.2e+07,-3e+06,-2.5e+07,3.8e+07,3.8e+07,3.8e+07,4.01e+08,8.395e+09,1.01e+08,0.55796,0.21529,0.11592,0.00571,0.00341,1.10989,1.99097,0.67662,0.31422,0.23333,0.23333,2.01282,40.76923,0.25897,0.00355,0.00394,13.22195,31.37278
"30","2017_Q3",8.61111111111111,"Down",7.51e+08,-3.31e+08,4.2e+08,-1.962e+09,-3.5e+07,-2.19e+08,-1.542e+09,-1.26e+08,-1.22e+08,-4e+06,-1.668e+09,-1.716e+09,3.7e+07,-1.679e+09,-1.679e+09,-1.1e+07,-1.69e+09,-1.69e+09,2.471e+09,2.471e+09,6.24e+08,6.74e+08,6.74e+08,4.286e+09,1.8901e+10,2.4717e+10,-5.816e+09,6.6e+08,3.01e+08,3.59e+08,1.9561e+10,2.3847e+10,2.42e+08,1.73e+08,6.9e+07,8.65e+08,7.51e+08,7.51e+08,1.858e+09,6.525e+09,1.213e+09,1.55e+08,1.058e+09,7.738e+09,9.596e+09,1.1048e+10,3.457e+09,-3e+08,1.4205e+10,4.6e+07,1.4251e+10,2.3847e+10,-1.679e+09,2.19e+08,1.758e+09,6.5e+07,3.63e+08,1.89e+08,1.74e+08,-1.058e+09,0,-1.058e+09,-5.21e+08,-5.21e+08,-5.21e+08,-1.323e+09,7.39e+09,-1.106e+09,0.55925,-2.05326,-2.25033,-0.11859,-0.07087,0.65444,2.30678,0.67336,0.30989,-4.31122,-4.31122,1.91582,36.23724,-2.82143,-0.07395,-0.04839,-3.71807,-3.19001
"31","2017_Q4",10.3822222222222,"Up",8.08e+08,-3.25e+08,4.83e+08,-1.63e+09,-3.9e+07,-1.97e+08,-1.147e+09,-8.3e+07,-9.1e+07,8e+06,-1.23e+09,-1.231e+09,-1.8e+08,-1.411e+09,-1.411e+09,-6e+06,-1.417e+09,-1.417e+09,2.717e+09,2.717e+09,6.63e+08,6.34e+08,6.34e+08,4.451e+09,1.7482e+10,2.2599e+10,-5.117e+09,5.08e+08,1.67e+08,3.41e+08,1.799e+10,2.2441e+10,3.31e+08,1.72e+08,1.59e+08,7.99e+08,7.55e+08,7.55e+08,1.885e+09,6.501e+09,1.204e+09,1.06e+08,1.098e+09,7.705e+09,9.59e+09,1.1057e+10,2.04e+09,-2.98e+08,1.2799e+10,5.2e+07,1.2851e+10,2.2441e+10,-1.411e+09,1.97e+08,1.486e+09,1.1e+08,3.82e+08,-1.27e+08,-1.02e+08,-4.4e+07,0,-4.4e+07,2.36e+08,2.36e+08,2.36e+08,-9.5e+08,7.3e+09,-7.87e+08,0.59777,-1.41955,-1.75371,-0.11026,-0.06314,0.5554,2.36127,0.74625,0.3253,-3.62404,-3.62404,2.0665,32.73402,-2.01279,-0.06635,-0.03685,-4.82421,-3.99564
"32","2018_Q1",10.2962295081967,"Down",6.29e+08,-3.86e+08,2.43e+08,-2.28e+08,-4.3e+07,-1.84e+08,1.5e+07,-1.2e+08,-1.14e+08,-6e+06,-1.05e+08,-1.11e+08,9e+06,-1.02e+08,-1.02e+08,-9e+06,-1.11e+08,-1.11e+08,2.969e+09,2.519e+09,5.96e+08,6.23e+08,6.23e+08,4.606e+09,1.7402e+10,2.2693e+10,-5.291e+09,4.02e+08,4.7e+07,3.55e+08,1.7804e+10,2.241e+10,2.8e+08,2.01e+08,7.9e+07,2.5e+08,8.39e+08,8.39e+08,1.369e+09,7.146e+09,1.126e+09,4.4e+07,1.082e+09,8.272e+09,9.641e+09,1.1068e+10,1.929e+09,-2.9e+08,1.2707e+10,6.2e+07,1.2769e+10,2.241e+10,-1.02e+08,1.84e+08,1.01e+08,6.1e+07,2.44e+08,-9.1e+07,-5.41e+08,8.6e+07,3.72529029846191e-09,8.6e+07,-2.11e+08,-2.11e+08,-2.11e+08,1.99e+08,7.396e+09,1.6e+08,0.38633,0.0238499999999999,-0.17647,-0.00869,-0.00495000000000001,-1.44144,3.3645,0.75503,0.33003,-0.28389,-0.28389,1.6087,32.49872,0.40921,-0.00521,0.00751,22.24623,295.13333
"33","2018_Q2",12.30671875,"Up",6.64e+08,-4.24e+08,2.4e+08,-2.44e+08,-4.7e+07,-2.02e+08,-4e+06,-1.45e+08,-1.35e+08,-1e+07,-1.49e+08,-1.49e+08,-6.3e+07,-2.12e+08,-2.12e+08,2e+06,-2.1e+08,-2.1e+08,2.862e+09,2.712e+09,5.76e+08,6.48e+08,6.48e+08,4.543e+09,1.9671e+10,2.5165e+10,-5.494e+09,1.481e+09,5.4e+07,3.54e+08,2.1152e+10,2.5695e+10,3.23e+08,2.11e+08,1.12e+08,1.879e+09,8.2e+08,8.2e+08,3.022e+09,7.976e+09,1.213e+09,8.2e+07,1.131e+09,9.189e+09,1.2211e+10,1.1997e+10,1.719e+09,-2.92e+08,1.3424e+10,6e+07,1.3484e+10,2.5695e+10,-2.12e+08,2.02e+08,3.4e+07,7.9e+07,1.03e+08,-4e+07,3.76e+08,-1.42e+08,-1.06e+08,-2.48e+08,2.31e+08,2.31e+08,2.31e+08,1.98e+08,9.855e+09,3e+08,0.36145,-0.00602,-0.31627,-0.01557,-0.00817,-1.42857,1.50331,0.90559,0.38354,-0.47945,-0.47945,1.51598,30.6484,0.68493,-0.00855,0.01222,35.31818,-1748.25
"34","2018_Q3",12.4177777777778,"Up",7.9e+08,-4.31e+08,3.59e+08,-1.276e+09,-5.2e+07,-2.11e+08,-9.17e+08,-1.35e+08,-1.35e+08,0,-1.052e+09,-1.054e+09,-8.5e+07,-1.139e+09,-1.139e+09,4e+06,-1.135e+09,-1.135e+09,2.506e+09,2.506e+09,6.19e+08,6.78e+08,6.78e+08,4.217e+09,1.8958e+10,2.4236e+10,-5.278e+09,1.071e+09,4.4e+07,4.44e+08,2.0029e+10,2.4246e+10,2.39e+08,1.63e+08,7.6e+07,1.816e+09,7.71e+08,7.71e+08,2.826e+09,7.814e+09,1.244e+09,7.2e+07,1.172e+09,9.058e+09,1.1884e+10,1.2066e+10,5.84e+08,-2.91e+08,1.2359e+10,3e+06,1.2362e+10,2.4246e+10,-1.139e+09,2.11e+08,1.104e+09,-1.73e+08,2999999.99999999,-2.9e+07,3e+07,-2.2e+08,-1.2e+07,-2.32e+08,-1.99e+08,-1.99e+08,-1.99e+08,-7.06e+08,9.63e+09,-8.23e+08,0.45443,-1.16076,-1.43671,-0.09181,-0.04681,0.72511,1.49222,0.96133,0.39718,-2.45671,-2.45671,1.70996,26.75108,-1.78139,-0.04885,-0.03542,-10.09065,-7.76881000000003
"35","2018_Q4",10.1915873015873,"Down",8.16e+08,-4.47e+08,3.69e+08,-6.74e+08,-3.5e+07,-2.01e+08,-3.05e+08,-1.33e+08,-1.49e+08,1.6e+07,-4.38e+08,-4.39e+08,3e+07,-4.09e+08,-4.09e+08,0,-4.09e+08,-4.09e+08,2.307e+09,2.307e+09,6.27e+08,7.3e+08,7.3e+08,4.065e+09,1.8359e+10,2.3565e+10,-5.206e+09,1.038e+09,4e+07,4.44e+08,1.9397e+10,2.3462e+10,1.98e+08,1.72e+08,2.6e+07,3.72e+08,7.52e+08,7.52e+08,1.322e+09,8.955e+09,1.224e+09,7.5e+07,1.149e+09,1.0179e+10,1.1501e+10,1.2077e+10,1.75e+08,-2.9e+08,1.1962e+10,-1e+06,1.1961e+10,2.3462e+10,-4.09e+08,2.01e+08,4.87e+08,-6.5e+07,2.14e+08,-3.4e+07,-3.5e+07,-3.08e+08,-3e+06,-3.11e+08,-1.32e+08,-1.32e+08,-1.32e+08,-1.04e+08,9.327e+09,-2.33e+08,0.45221,-0.37377,-0.50123,-0.03419,-0.01743,0.56968,3.07489,0.96154,0.39754,-0.88528,-0.88528,1.76623,25.89177,-0.50433,-0.01817,-0.01035,-67.5,-23.01639
"36","2019_Q1",8.5655737704918,"Down",7.48e+08,-4.97e+08,2.51e+08,1.188e+09,-5.4e+07,-2.04e+08,1.439e+09,-1.08e+08,-1.48e+08,4e+07,1.331e+09,-1.33e+08,-1.1e+08,-2.43e+08,-2.43e+08,1e+06,-2.42e+08,-2.42e+08,2.16e+09,2.16e+09,6.04e+08,7.1e+08,7.1e+08,3.948e+09,2.0408e+10,2.5811e+10,-5.403e+09,1.309e+09,6.6e+07,4.48e+08,2.1717e+10,2.5665e+10,3.39e+08,2.69e+08,7e+07,3.73e+08,7.46e+08,7.46e+08,1.458e+09,9.605e+09,1.488e+09,6.4e+07,1.424e+09,1.1093e+10,1.2551e+10,1.3453e+10,-6.7e+07,-2.79e+08,1.3107e+10,7e+06,1.3114e+10,2.5665e+10,-2.43e+08,2.04e+08,-11000000.0000001,2.88e+08,2.38e+08,-3.8e+07,-1.142e+09,6.19e+08,-1e+06,6.18e+08,-2.86e+08,-2.86e+08,-2.86e+08,1.643e+09,9.978e+09,2.003e+09,0.33556,1.9238,-0.32353,-0.01845,-0.00943,-8.27686,2.70782,0.95707,0.38878,-0.47451,-0.47451,1.46667,25.7,3.92745,-0.00985,0.08149,4.75836999999999,5.43293999999992
"37","2019_Q2",7.42936507936508,"Down",7.54e+08,-5.08e+08,2.46e+08,-2.59e+08,-4.9e+07,-2.17e+08,-1.3e+07,-1.48e+08,-1.56e+08,8e+06,-1.61e+08,-1.79e+08,8e+06,-1.71e+08,-1.71e+08,-147767.91143545,-1.71e+08,-1.71e+08,1.886e+09,1.886e+09,6.65e+08,7.53e+08,7.53e+08,3.792e+09,1.9691e+10,2.5118e+10,-5.427e+09,1.967e+09,5.8e+07,1.159e+09,2.1658e+10,2.545e+10,2.62e+08,2.12e+08,5e+07,3.43e+08,7.91e+08,7.91e+08,1.396e+09,9.071e+09,2.03e+09,6.2e+07,1.968e+09,1.1101e+10,1.2497e+10,1.3455e+10,-2.13e+08,-2.96e+08,1.2946e+10,7e+06,1.2953e+10,2.545e+10,-1.71e+08,2.17e+08,5.7e+07,-1.54e+08,-5.1e+07,-4e+07,2.3e+07,-7.6e+07,-1.5e+07,-9.1e+07,-1.19e+08,-1.19e+08,-1.19e+08,2.04e+08,9.414e+09,2e+06,0.32626,-0.01724,-0.22679,-0.0132,-0.00672,-0.0117,2.71633,0.9648,0.3699,-0.27987,-0.27987,1.23404,21.18822,0.00327,-0.00701,8e-05,36.90196,-579.07692
"38","2019_Q3",5.30453125,"Down",7.58e+08,-5.1e+08,2.48e+08,-2.75e+08,-4.5e+07,-2.19e+08,-26999999.9999998,-1.33e+08,-1.56e+08,2.3e+07,-1.6e+08,-1.69e+08,-3.7e+07,-2.06e+08,-2.06e+08,-2e+06,-2.08e+08,-2.08e+08,2.243e+09,2.243e+09,6.45e+08,8.32e+08,8.32e+08,4.208e+09,1.9594e+10,2.522e+10,-5.626e+09,1.822e+09,7.1e+07,1.048e+09,2.1416e+10,2.5624e+10,3.05e+08,2.76e+08,2.9e+07,3.49e+08,8.07e+08,8.07e+08,1.461e+09,9.378e+09,2.028e+09,2.08e+08,1.82e+09,1.1406e+10,1.2867e+10,1.3464e+10,-4.21e+08,-2.95e+08,1.2748e+10,9e+06,1.2757e+10,2.5624e+10,-2.06e+08,2.19e+08,2.05e+08,-65000000.0000001,1.53e+08,-5.8e+07,-57000000.0000001,2.98e+08,-1.1e+07,2.87e+08,3.83e+08,3.83e+08,3.83e+08,1.92e+08,9.727e+09,1.06e+08,0.32718,-0.0356199999999998,-0.27441,-0.0163,-0.00812,-0.50962,2.88022,1.00862,0.37961,-0.33931,-0.33931,1.23654,20.79608,0.17292,-0.00849,0.00431999999999999,38.97917,-277.18519
"39","2019_Q4",5.1525,"Down",-1.512e+09,1.749e+09,2.37e+08,-8.44e+08,-4.5e+07,-2.12e+08,-6.07e+08,-1.52e+08,-1.55e+08,3e+06,-7.59e+08,-7.71e+08,-5.4e+07,-8.25e+08,-8.25e+08,0,-8.25e+08,-8.25e+08,1.906e+09,1.906e+09,6.39e+08,7.51e+08,7.51e+08,3.771e+09,1.8948e+10,2.4203e+10,-5.255e+09,1.73e+09,2.1e+07,1.054e+09,2.0678e+10,2.4449e+10,3.43e+08,3.08e+08,3.5e+07,3.49e+08,7.97e+08,7.97e+08,1.489e+09,9.041e+09,1.977e+09,1.93e+08,1.784e+09,1.1018e+10,1.2507e+10,1.3474e+10,-1.246e+09,-2.95e+08,1.1933e+10,9e+06,1.1942e+10,2.4449e+10,-8.25e+08,2.12e+08,7.03e+08,1e+06,9.1e+07,-1.09e+08,-1.24e+08,-3.55e+08,-8e+06,-3.63e+08,-3.96e+08,-3.96e+08,-3.96e+08,-3.95e+08,9.39e+09,-4.49e+08,-0.15675,0.40146,0.54563,-0.06908,-0.03374,0.54424,2.53257,1.04731,0.38406,-1.34804,-1.34804,-2.47059,19.49837,-0.73366,-0.03539,-0.01926,-18.94684,-12.32949
"40","2020_Q1",3.90177419354839,"Down",3.088e+09,-2.871e+09,2.17e+08,3.3e+08,-5.4e+07,-2.07e+08,5.47e+08,-3e+06,-1.5e+08,1.47e+08,5.44e+08,-78999999.9999999,2.4e+07,-5.5e+07,-5.5e+07,4e+06,-5.1e+07,-5.1e+07,1.79e+09,1.79e+09,6.54e+08,7.17e+08,7.17e+08,3.64e+09,1.8847e+10,2.4281e+10,-5.434e+09,1.618e+09,2e+07,9.9e+08,2.0465e+10,2.4105e+10,3.75e+08,3.11e+08,6.4e+07,5.68e+08,7.81e+08,7.81e+08,1.724e+09,8.693e+09,1.821e+09,2.66e+08,1.555e+09,1.0514e+10,1.2238e+10,1.3424e+10,-1.297e+09,-2.65e+08,1.1862e+10,5e+06,1.1867e+10,2.4105e+10,-5.5e+07,2.07e+08,7.8e+07,-8.3e+07,1.47e+08,-1.1e+08,-1.1e+08,-1.36e+08,-9e+06,-1.45e+08,-1.08e+08,-1.08e+08,-1.08e+08,7.54e+08,9.261e+09,5.37e+08,0.07027,0.17714,-0.0165199999999999,-0.0043,-0.00212,-10.52941,2.11137,1.03126,0.38419,-0.0833299999999995,-0.0833299999999999,5.04575,19.38235,0.87745,-0.00222000000000001,0.0234,9.90849,13.65814
"41","2020_Q2",1.55365079365079,"Down",7.59e+08,-5.4e+08,2.19e+08,-2.5e+08,-4.3e+07,-2.06e+08,-3.1e+07,-1.39e+08,-1.51e+08,1.2e+07,-1.7e+08,-3.95e+08,4e+06,-3.91e+08,-3.91e+08,-1e+06,-3.92e+08,-3.92e+08,1.483e+09,1.483e+09,6.54e+08,6.95e+08,6.95e+08,3.291e+09,1.858e+10,2.3935e+10,-5.355e+09,1.58e+09,2e+07,1e+09,2.016e+10,2.3451e+10,2.85e+08,2.44e+08,4.1e+07,5.81e+08,7.28e+08,7.28e+08,1.594e+09,8.576e+09,1.806e+09,2.77e+08,1.529e+09,1.0382e+10,1.1976e+10,1.3491e+10,-1.691e+09,-3.31e+08,1.1469e+10,6e+06,1.1475e+10,2.3451e+10,-3.91e+08,2.06e+08,3.1e+08,-1.73e+08,-4.8e+07,-1.06e+08,-1.12e+08,-1.66e+08,-9e+06,-1.75e+08,-3.35e+08,-3.35e+08,-3.35e+08,1.75e+08,9.157e+09,-1.08e+08,0.28854,-0.04084,-0.51647,-0.03416,-0.01672,0.27551,2.06462,1.04366,0.39047,-0.63844,-0.63844,1.23616,18.67915,-0.1759,-0.01747,-0.00481,43.85143,-247.54839
