"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","prepaid_pension_costs","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_revenue_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",124.445,"Down",2.4747e+10,-1.3015e+10,1.1732e+10,-7.443e+09,-5.909e+09,-1.534e+09,4.289e+09,4.82e+08,-1.24e+08,6.06e+08,4.771e+09,3.02e+08,5.073e+09,-1.251e+09,3.822e+09,3.822e+09,3.822e+09,3.822e+09,1.2254e+10,1.1909e+10,3.45e+08,9.772e+09,2.586e+09,2.3529e+10,5.016e+09,1.6991e+10,4.8141e+10,1.4028e+10,4.0716e+10,-2.6688e+10,5.006e+09,4.8605e+10,3.565e+09,2.827e+10,2.555e+09,3.424e+09,1.0791e+10,6.7639e+10,1.1578e+11,7.085e+09,7.085e+09,9.334e+09,2.308e+10,1.123e+10,9.703e+09,3.9499e+10,2.4333e+10,3.028e+10,1.6682e+10,4.263e+09,9.335e+09,5.4613e+10,9.4112e+10,4.9603e+10,-1.20115e+11,1.12773e+11,-2.072e+10,2.1541e+10,1.26e+08,2.1667e+10,1.15779e+11,3.823e+09,1.191e+09,-3.97e+08,-1.04e+08,4.513e+09,-8.89e+08,5.8e+07,5.8e+07,-9.47e+08,-9.47e+08,-2.17e+08,7.24e+08,-9.41e+08,2.33e+08,-3.41e+08,-1.24e+08,-9.97e+08,-9.68e+08,1.167e+09,5.9e+07,1.108e+09,-9.22e+08,2.03e+09,-2.706e+09,-2.507e+09,1.009e+09,1.009e+09,3.7e+07,1.046e+09,5.48e+09,3.3667e+10,5.738e+09,0.47408,0.17331,0.15444,0.1764,0.03301,1.50131,1.21879,4.34356,0.29078,3.21308,3.17926,20.80434,18.10912,4.82383,0.81378,6,0.05595,0.06702,0.25327,3.90748,4.99254
"12","2013_Q1",129.923833333333,"Up",2.7671e+10,-1.2441e+10,1.523e+10,-6.925e+09,-5.831e+09,-1.094e+09,8.305e+09,-6.2e+07,-1.09e+08,4.7e+07,8.243e+09,2.27e+08,8.47e+09,-2.241e+09,6.229e+09,5.834e+09,5.834e+09,5.834e+09,1.1129e+10,1.0412e+10,7.17e+08,1.0667e+10,2.287e+09,2.535e+10,4.024e+09,1.9911e+10,4.9433e+10,1.3996e+10,4.0501e+10,-2.6505e+10,5.021e+09,5.0764e+10,3.787e+09,2.9247e+10,3.973e+09,9.45e+08,1.2812e+10,6.9781e+10,1.19214e+11,7.952e+09,7.952e+09,9.181e+09,2.6492e+10,1.1952e+10,9.592e+09,4.3625e+10,2.4088e+10,3.2516e+10,2.0418e+10,4.491e+09,7.607e+09,5.6604e+10,1.00229e+11,5.011e+10,-1.23131e+11,1.17641e+11,-2.5759e+10,1.8861e+10,1.24e+08,1.8985e+10,1.19214e+11,5.833e+09,1.152e+09,9.43e+08,-1.581e+09,6.347e+09,-8.23e+08,1.77e+08,1.77e+08,-1e+09,-1e+09,-3.42e+08,1.171e+09,-1.513e+09,-1.444e+09,-1.456e+09,-1.485e+09,-4.094e+09,-9.57e+08,-1.69e+08,1.736e+09,-1.905e+09,-4.558e+09,2.653e+09,-2.665e+09,-3.791e+09,-1.538e+09,-1.538e+09,4e+07,-1.498e+09,9.457e+09,3.3269e+10,9.294e+09,0.5504,0.30013,0.21083,0.3073,0.04894,1.59308,1.13313,5.27938,0.27907,4.95889,4.908,23.52032,16.03183,7.89989,0.81345,6,0.08011,0.10964,0.16404,2.34112,2.66586
"13","2013_Q2",130.97828125,"Up",2.3408e+10,-1.273e+10,1.0678e+10,-7.221e+09,-5.577e+09,-1.644e+09,3.457e+09,-3.4e+07,-9.4e+07,6e+07,3.423e+09,1.83e+08,3.606e+09,-5.74e+08,3.032e+09,3.032e+09,3.032e+09,3.032e+09,1.1992e+10,1.0585e+10,1.407e+09,1.0084e+10,2.421e+09,2.4451e+10,4.747e+09,1.8112e+10,4.8948e+10,1.3597e+10,4.0056e+10,-2.6459e+10,5.011e+09,4.9702e+10,3.601e+09,2.9025e+10,4.227e+09,9.03e+08,1.1946e+10,6.831e+10,1.17258e+11,7.203e+09,7.203e+09,8.725e+09,2.6196e+10,1.2971e+10,8.547e+09,4.2124e+10,2.4672e+10,3.1249e+10,1.9069e+10,4.409e+09,7.771e+09,5.5921e+10,9.8045e+10,5.0522e+10,-1.25677e+11,1.19713e+11,-2.5466e+10,1.9092e+10,1.22e+08,1.9214e+10,1.17259e+11,3.032e+09,1.153e+09,8.2e+07,-2.44e+08,4.023e+09,-5.91e+08,1.23e+08,1.23e+08,-7.14e+08,-7.14e+08,-9.67e+08,1.169e+09,-2.136e+09,-4.8e+07,-5.8e+07,5.93e+08,-1.013e+09,-9.48e+08,4.69e+08,-1.359e+09,1.828e+09,-8.57e+08,2.685e+09,-2.237e+09,-2.716e+09,2.94e+08,2.94e+08,-1.21e+08,1.73e+08,4.61e+09,3.3397e+10,4.349e+09,0.45617,0.14768,0.12953,0.1578,0.02586,1.43437,1.162,5.10279,0.28482,2.60273,2.57888,20.09391,16.38896,3.73327,0.81378,6,0.04746,0.05186,0.31266,4.64317,6.19178
"14","2013_Q3",122.8471875,"Down",2.4924e+10,-1.2792e+10,1.2132e+10,-8.229e+09,-6.68e+09,-1.549e+09,3.903e+09,-7000000.00000001,-9.8e+07,9.1e+07,3.896e+09,2.47e+08,4.143e+09,-9.18e+08,3.225e+09,3.225e+09,3.225e+09,3.225e+09,1.0357e+10,9.558e+09,7.99e+08,1.0277e+10,2.389e+09,2.4889e+10,4.746e+09,1.8559e+10,4.7912e+10,1.3356e+10,3.9552e+10,-2.6196e+10,4.721e+09,4.9164e+10,3.418e+09,2.8846e+10,4.15e+09,9.22e+08,1.1828e+10,6.7241e+10,1.15153e+11,6.821e+09,6.821e+09,7.83e+09,2.6386e+10,1.2241e+10,9.437e+09,4.1037e+10,2.6292e+10,2.994e+10,1.7962e+10,4.166e+09,7.812e+09,5.6232e+10,9.7269e+10,5.0886e+10,-1.29239e+11,1.21883e+11,-2.5774e+10,1.7756e+10,1.27e+08,1.7883e+10,1.15152e+11,3.226e+09,1.136e+09,2.13e+08,-1.4e+09,3.175e+09,-8.02e+08,5.8e+07,5.8e+07,-8.6e+08,-8.6e+08,5.91e+08,1.59e+09,-9.99e+08,-1.19e+08,-1.21e+08,-5.32e+08,-8.62e+08,-1.048e+09,9.73e+08,9.83e+08,-9999999.99999952,-4.019e+09,4.009e+09,-3.251e+09,-3.326e+09,-1.013e+09,-1.013e+09,-1.2e+07,-1.025e+09,5.039e+09,3.4122e+10,3.755e+09,0.48676,0.1566,0.12939,0.18034,0.02801,1.16434,1.16753,5.43919,0.29632,2.80059,2.77914,21.64403,15.41933,3.26085,0.91008,4,0.05214,0.04582,0.32496,4.71621,6.08891
"15","2013_Q4",117.16328125,"Down",2.265e+10,-1.1114e+10,1.1536e+10,-6.304e+09,-5.206e+09,-1.098e+09,5.232e+09,-3.1e+07,-9.7e+07,6.6e+07,5.201e+09,1.91e+08,5.392e+09,-9.86e+08,4.406e+09,4.04e+09,4.04e+09,4.04e+09,1.0232e+10,1.0072e+10,1.6e+08,9.865e+09,2.492e+09,2.4944e+10,4.723e+09,1.8469e+10,4.7533e+10,1.3877e+10,4.0808e+10,-2.6931e+10,4.718e+09,5.1718e+10,4.003e+09,3.0882e+10,3.682e+09,1.476e+09,1.1675e+10,7.0313e+10,1.17846e+11,6.263e+09,6.263e+09,7.702e+09,2.5257e+10,1.1658e+10,8.853e+09,3.9222e+10,2.8478e+10,3.0138e+10,1.7994e+10,4.087e+09,8.057e+09,5.8616e+10,9.7838e+10,5.1203e+10,-1.3124e+11,1.24885e+11,-2.4971e+10,1.9877e+10,1.31e+08,2.0008e+10,1.17846e+11,4.041e+09,1.175e+09,2.1e+07,-1.477e+09,3.76e+09,-9.1e+08,7.5e+07,7.5e+07,-9.85e+08,-9.85e+08,6.93e+08,1.276e+09,-5.83e+08,-2.148e+09,-2.383e+09,-1.83e+08,-2.548e+09,-1.037e+09,1.958e+09,1.45e+09,5.08e+08,-2.864e+09,3.372e+09,-1.748e+09,-8.27e+08,3.85e+08,3.85e+08,1.29e+08,5.14e+08,6.407e+09,3.618e+10,5.006e+09,0.50932,0.23099,0.17837,0.20192,0.03428,1.23911,1.2119,4.88994,0.30701,3.5405,3.51505,19.84959,17.41944,4.38707,0.90879,5,0.05881,0.05799,0.25668,4.04995,4.95948
"16","2014_Q1",120.269016393443,"Up",2.7386e+10,-1.3047e+10,1.4339e+10,-7.44e+09,-5.988e+09,-1.452e+09,6.899e+09,3000000.00000001,-1.13e+08,1.16e+08,6.902e+09,2.01e+08,7.103e+09,-8.85e+08,6.218e+09,6.186e+09,6.186e+09,6.186e+09,1.1066e+10,1.0716e+10,3.5e+08,1.0465e+10,2.31e+09,2.751e+10,4.488e+09,2.1371e+10,5.1351e+10,1.3821e+10,4.0475e+10,-2.6654e+10,4.639e+09,5.6412e+10,3.871e+09,3.1184e+10,3.051e+09,5.551e+09,1.2755e+10,7.4872e+10,1.26223e+11,7.461e+09,7.461e+09,6.862e+09,2.5831e+10,1.2557e+10,8.641e+09,4.0154e+10,3.2856e+10,3.0284e+10,1.6242e+10,4.108e+09,9.934e+09,6.314e+10,1.03294e+11,5.1594e+10,-1.37242e+11,1.30042e+11,-2.1602e+10,2.2792e+10,1.37e+08,2.2929e+10,1.26223e+11,6.184e+09,1.214e+09,-1.548e+09,6.75e+08,6.525e+09,-9.48e+08,1.16e+08,1.16e+08,-1.064e+09,-1.064e+09,-5.2e+07,8.38e+08,-8.9e+08,-4.44e+08,-4.94e+08,-1.458e+09,-2.902e+09,-1.025e+09,3.561e+09,-4.53e+08,4.014e+09,-2.273e+09,6.287e+09,-5.549e+09,-3.013e+09,6.1e+08,6.1e+08,3.2e+07,6.42e+08,8.113e+09,3.9718e+10,8.725e+09,0.52359,0.25192,0.22588,0.26979,0.04901,1.41044,1.27885,4.50495,0.31467,5.51446,5.47605,24.41301,20.31773,7.77782,0.91373,6,0.0776,0.09389,0.1657,3.53162,4.15307
"17","2014_Q2",123.632698412698,"Up",2.2235e+10,-1.1608e+10,1.0627e+10,-7.674e+09,-6.272e+09,-1.402e+09,2.953e+09,2.2e+07,-1.05e+08,1.27e+08,2.975e+09,2.07e+08,3.182e+09,-6.53e+08,2.529e+09,2.383e+09,2.383e+09,2.383e+09,9.704e+09,9.409e+09,2.95e+08,9.682e+09,2.456e+09,2.6117e+10,4.43e+09,1.9979e+10,4.7959e+10,1.3683e+10,4.0478e+10,-2.6795e+10,5.03e+09,5.5974e+10,3.698e+09,3.1214e+10,3.034e+09,6.11e+09,1.1918e+10,7.4687e+10,1.22646e+11,6.865e+09,6.865e+09,9.312e+09,2.4882e+10,1.3681e+10,8.956e+09,4.1059e+10,3.4668e+10,3.0179e+10,1.6031e+10,4.042e+09,1.0106e+10,6.4847e+10,1.05906e+11,5.1943e+10,-1.45612e+11,1.31431e+11,-2.1156e+10,1.6606e+10,1.33e+08,1.6739e+10,1.22645e+11,2.384e+09,1.141e+09,-3.7e+07,-1.62e+08,3.326e+09,-7.75e+08,7.4e+07,7.4e+07,-8.49e+08,-8.49e+08,1.31e+08,6.08e+08,-4.77e+08,1.27e+08,-2.64e+08,5.53e+08,3.6e+07,-9.9e+08,4.213e+09,8.45e+08,3.368e+09,-1.507e+09,4.875e+09,-7.896e+09,-4.673e+09,-1.311e+09,-1.311e+09,5e+06,-1.306e+09,4.094e+09,4.398e+10,3.81e+09,0.47794,0.13281,0.10717,0.14236,0.01943,1.59883,1.16805,6.3269,0.35859,2.20074,2.18679,20.53436,15.33589,3.51859,0.91428,6,0.03711,0.04191,0.41544,8.37225,11.60718
"18","2014_Q3",125.8953125,"Up",2.4048e+10,-1.2004e+10,1.2044e+10,-6.954e+09,-5.593e+09,-1.361e+09,5.09e+09,6.8e+07,-1.35e+08,2.03e+08,5.158e+09,1.91e+08,5.349e+09,-1.096e+09,4.253e+09,4.138e+09,4.138e+09,4.138e+09,9.72e+09,9.715e+09,5e+06,9.902e+09,2.338e+09,2.6221e+10,4.263e+09,2.0175e+10,4.8181e+10,1.3748e+10,4.0936e+10,-2.7188e+10,5.369e+09,5.7015e+10,3.585e+09,3.1568e+10,2.828e+09,6.894e+09,1.214e+10,7.6132e+10,1.24313e+11,6.271e+09,6.271e+09,1.2462e+10,2.37e+10,1.2591e+10,8.774e+09,4.2433e+10,3.4008e+10,3.036e+10,1.5984e+10,4.152e+09,1.0224e+10,6.4368e+10,1.06801e+11,5.2163e+10,-1.489e+11,1.34483e+11,-2.0369e+10,1.7377e+10,1.36e+08,1.7513e+10,1.24314e+11,4.137e+09,1.166e+09,-1.22e+08,-1.601e+09,3.58e+09,-7.99e+08,1.09e+08,1.09e+08,-9.08e+08,-9.08e+08,2.75e+08,6.34e+08,-3.59e+08,-3.22e+08,-3.39e+08,-1.56e+08,-1.002e+09,-1.096e+09,2.367e+09,3.146e+09,-7.79e+08,-1.301e+09,5.22e+08,-3.531e+09,-2.26e+09,3.18e+08,3.18e+08,-1.3e+07,3.05e+08,6.256e+09,4.647e+10,4.952e+09,0.50083,0.21166,0.17207,0.23628,0.03329,1.19670999999999,1.13546,6.09838,0.37381,3.95761,3.93595,22.99964,16.61946,4.73612,1.04822,5,0.05548,0.05249,0.264859999999997,5.87436,7.22004
"19","2014_Q4",110.6253125,"Down",2.2397e+10,-1.1522e+10,1.0875e+10,-6.635e+09,-5.281e+09,-1.354e+09,4.24e+09,-2.4e+07,-1.27e+08,1.03e+08,4.216e+09,1.45e+08,4.361e+09,-9.06e+08,3.455e+09,1.8e+07,1.8e+07,1.8e+07,9.565e+09,9.561e+09,4e+06,9.122e+09,2.356e+09,2.6121e+10,5.022e+09,1.888e+10,4.7164e+10,1.1068e+10,3.995e+10,-2.8882e+10,5.126e+09,5.5551e+10,3.373e+09,3.1045e+10,2.697e+09,7.443e+09,1.0993e+10,7.1745e+10,1.18909e+11,5.855e+09,5.855e+09,1.2876e+10,2.3574e+10,1.1346e+10,9.753e+09,4.2305e+10,3.2821e+10,2.9389e+10,1.5093e+10,3.683e+09,1.0613e+10,6.221e+10,1.04515e+11,5.2446e+10,-1.50616e+11,1.33403e+11,-2.0978e+10,1.4255e+10,1.4e+08,1.4395e+10,1.1891e+11,1.8e+07,1.139e+09,3.659e+09,-9.12e+08,3.904e+09,-8.94e+08,1.42e+08,1.42e+08,-1.036e+09,-1.036e+09,-1.54e+08,5.23e+08,-6.77e+08,3.4e+07,-4.7e+07,2.15e+08,-7.99e+08,-1.09e+09,-1.58e+08,-1.03e+08,-5.5e+07,-3e+08,2.45e+08,-1.571e+09,-2.819e+09,2.86e+08,2.86e+08,-4.39e+08,-1.53e+08,5.379e+09,4.5697e+10,4.479e+09,0.48556,0.18931,8e-04,0.00125,0.00015,248.83333,1.11486,7.26051,0.3843,0.01735,0.01725,21.58908,13.74078,4.31743,1.05068,4,0.01238,0.05006,60.55556,6.71723,8.5217
"20","2015_Q1",106.222131147541,"Down",2.4113e+10,-1.1252e+10,1.2861e+10,-7.354e+09,-6.034e+09,-1.32e+09,5.507e+09,1.388e+09,-1.17e+08,1.505e+09,6.895e+09,1.99e+08,7.094e+09,-1.579e+09,5.515e+09,5.484e+09,5.484e+09,5.484e+09,8.476e+09,8.476e+09,0,9.09e+09,2.103e+09,2.7708e+10,4.967e+09,2.2741e+10,4.7377e+10,1.0771e+10,3.9034e+10,-2.8263e+10,5.52e+09,5.3604e+10,3.104e+09,3.0556e+10,6.675e+09,2.16e+09,1.1109e+10,6.9895e+10,1.17272e+11,6.864e+09,6.864e+09,5.731e+09,2.6986e+10,1.1877e+10,1.0025e+10,3.9581e+10,3.4991e+10,3.0685e+10,1.8261e+10,3.691e+09,8.733e+09,6.5676e+10,1.05257e+11,5.2666e+10,-1.50715e+11,1.37793e+11,-2.7875e+10,1.1869e+10,1.46e+08,1.2015e+10,1.17272e+11,5.483e+09,1.046e+09,-1.379e+09,9.09e+08,6.059e+09,-8.68e+08,7.9e+07,7.9e+07,-9.47e+08,-9.47e+08,-9.7e+07,7.28e+08,-8.25e+08,1.862e+09,-6000000.00000003,-2.133e+09,-1.236e+09,-1.089e+09,-4.639e+09,-5.641e+09,1.002e+09,-1.536e+09,2.538e+09,27999999.9999998,-5.7e+09,-8.77e+08,-8.77e+08,-2.08e+08,-1.085e+09,6.553e+09,4.0722e+10,8.173e+09,0.53336,0.22838,0.22743,0.45643,0.04676,1.49033999999997,1.19696,8.76047,0.34724,5.29317,5.26705,23.27391,11.45598,7.88859,1.0511,5,0.07879,0.09797,0.19858,4.9208,5.85546
"21","2015_Q2",113.409047619048,"Up",1.959e+10,-1.0138e+10,9.452e+09,-6.66e+09,-5.362e+09,-1.298e+09,2.792e+09,3.5e+07,-1.08e+08,1.43e+08,2.827e+09,1.73e+08,3e+09,-5.85e+08,2.415e+09,2.327e+09,2.327e+09,2.327e+09,8.804e+09,8.796e+09,8e+06,8.806e+09,1.97e+09,2.6738e+10,5.89e+09,1.9043e+10,4.6318e+10,1.051e+10,3.8303e+10,-2.7793e+10,5.466e+09,4.9746e+10,2.991e+09,2.9871e+10,4.374e+09,2.69e+09,9.82e+09,6.5722e+10,1.1204e+11,6.314e+09,6.314e+09,4.532e+09,2.4794e+10,1.2162e+10,9.093e+09,3.564e+10,3.4295e+10,2.9813e+10,1.7211e+10,3.811e+09,8.791e+09,6.4108e+10,9.9748e+10,5.2928e+10,-1.51975e+11,1.3903e+11,-2.7842e+10,1.2141e+10,1.48e+08,1.2289e+10,1.12037e+11,2.328e+09,9.68e+08,4.79e+08,-1.65e+08,3.61e+09,-8.1e+08,4.7e+07,4.7e+07,-8.57e+08,-8.57e+08,-3e+06,8.16e+08,-8.19e+08,-1.29e+08,-1.48e+08,1.502e+09,5.6e+08,-1.088e+09,-1.31e+09,-7.76e+08,-5.34e+08,-2.824e+09,2.29e+09,-1.004e+09,-3.402e+09,7.68e+08,7.68e+08,-4.49e+08,3.19e+08,3.76e+09,3.8827e+10,3.37e+09,0.48249,0.14252,0.11879,0.18936,0.02077,1.44822,1.29961,8.11685,0.34655,2.25146,2.24193,18.95404,11.74686,3.2606,1.05268,7,0.0422,0.04164,0.46755,7.98484,10.75322
"22","2015_Q3",104.99875,"Down",2.0812e+10,-1.0423e+10,1.0389e+10,-6.479e+09,-5.179e+09,-1.3e+09,3.91e+09,1.86e+08,-1.15e+08,3.01e+08,4.096e+09,1.28e+08,4.224e+09,-6.98e+08,3.526e+09,3.449e+09,3.449e+09,3.449e+09,8.76e+09,8.393e+09,3.67e+08,8.632e+09,1.912e+09,2.5881e+10,4.47e+09,1.9278e+10,4.5185e+10,1.0703e+10,3.8639e+10,-2.7936e+10,5.377e+09,5.1463e+10,2.938e+09,3.0535e+10,4.211e+09,3.44e+09,1.0339e+10,6.7543e+10,1.12728e+11,5.943e+09,5.943e+09,5.329e+09,2.4263e+10,1.1332e+10,9.292e+09,3.5535e+10,3.3339e+10,3.0017e+10,1.7298e+10,3.892e+09,8.827e+09,6.3356e+10,9.8891e+10,5.3059e+10,-1.53162e+11,1.41218e+11,-2.7432e+10,1.3683e+10,1.53e+08,1.3836e+10,1.12727e+11,3.449e+09,9.61e+08,-33000000.0000005,-4.94e+08,3.883e+09,-7.3e+08,1.35e+08,1.35e+08,-8.65e+08,-8.65e+08,-2.49e+08,6.48e+08,-8.97e+08,-4.98e+08,-5.6e+08,-4.54e+08,-1.931e+09,-1.278e+09,-2.11e+08,9.53e+08,-1.164e+09,-1.639e+09,4.75e+08,-1.078e+09,-2.567e+09,-6.15e+08,-6.15e+08,2.13e+08,-4.02e+08,4.871e+09,3.8668e+10,4.345e+09,0.49918,0.18787,0.16572,0.24928,0.0306,1.25979,1.27156,7.14737,0.34302,3.35674,3.34177,20.25527,13.31697,4.22877,1.24381,5,0.05728,0.05265,0.370539999999999,6.14001,7.6491
"23","2015_Q4",96.3778125,"Down",1.9281e+10,-9.843e+09,9.438e+09,-6.019e+09,-4.732e+09,-1.287e+09,3.419e+09,1.7e+07,-1.17e+08,1.34e+08,3.436e+09,1.88e+08,3.624e+09,-6.6e+08,2.964e+09,2.953e+09,2.953e+09,2.953e+09,9.568e+09,9.48e+09,8.8e+07,7.987e+09,1.613e+09,2.2944e+10,4.158e+09,1.7126e+10,4.2112e+10,1.0661e+10,2.9229e+10,-1.8568e+10,5.586e+09,5.029e+10,2.775e+09,3.0275e+10,3.69e+09,4.033e+09,9.517e+09,6.6537e+10,1.08649e+11,5.166e+09,5.166e+09,7.538e+09,2.1028e+10,1.0458e+10,7.687e+09,3.3732e+10,3.2122e+10,2.9344e+10,1.7012e+10,3.593e+09,8.739e+09,6.1466e+10,9.5198e+10,5.322e+10,-1.54669e+11,1.42898e+11,-2.8155e+10,1.3294e+10,1.57e+08,1.3451e+10,1.08649e+11,2.95e+09,9.36e+08,5.55e+08,-2.05e+08,4.236e+09,-8.16e+08,1.32e+08,1.32e+08,-9.48e+08,-9.48e+08,2.76e+08,6.61e+08,-3.85e+08,-6.82e+08,-1.13e+08,-1.21e+08,-1.343e+09,-1.27e+09,9.13e+08,9.03e+08,1e+07,-9.26e+08,9.36e+08,-1.493e+09,-1.85e+09,1.043e+09,1.043e+09,4.2e+07,1.085e+09,4.355e+09,3.966e+10,3.994e+09,0.4895,0.17732,0.15316,0.21954,0.02718,1.35252,1.24843,7.07739,0.36503,2.89523,2.88369,18.90378,13.03391,3.91586,1.24515,7,0.05122,0.04844,0.43007,6.90976,8.8014
"24","2016_Q1",92.5808196721311,"Down",2.2059e+10,-1.0653e+10,1.1406e+10,-6.519e+09,-5.157e+09,-1.362e+09,4.887e+09,1.8e+07,-1.28e+08,1.46e+08,4.905e+09,1.93e+08,5.098e+09,-6.38e+08,4.46e+09,4.462e+09,4.462e+09,4.462e+09,8.194e+09,7.686e+09,5.08e+08,8.333e+09,1.551e+09,2.4426e+10,4.205e+09,2.0221e+10,4.2504e+10,1.0727e+10,2.9342e+10,-1.8615e+10,5.187e+09,5.2077e+10,3.487e+09,3.2021e+10,4.822e+09,1.734e+09,1.0013e+10,6.7991e+10,1.10495e+11,6.028e+09,6.028e+09,6.461e+09,2.1781e+10,1.1021e+10,7.913e+09,3.427e+10,3.3428e+10,2.8374e+10,1.6504e+10,3.771e+09,8.099e+09,6.1802e+10,9.6072e+10,5.3262e+10,-1.55518e+11,1.46124e+11,-2.9607e+10,1.4261e+10,1.62e+08,1.4423e+10,1.10495e+11,4.463e+09,9.9e+08,1.406e+09,-1.332e+09,5.527e+09,-8.53e+08,5.6e+07,5.6e+07,-9.09e+08,-9.09e+08,-2.55e+08,7.17e+08,-9.72e+08,-2.441e+09,-2.528e+09,-1.897e+09,-5.446e+09,-1.261e+09,6.27e+08,-9.79e+08,1.606e+09,-2.33e+08,1.839e+09,-9.6e+08,-1.594e+09,-1.513e+09,-1.513e+09,-2.79e+08,-1.792e+09,5.877e+09,3.9889e+10,4.33e+09,0.51707,0.22154,0.20228,0.30937,0.04038,0.97042,1.24027,6.66103,0.361,4.40007,4.38504,21.75285,14.06308,4.2699,1.2435,5,0.06921,0.05237,0.28261,5.39306,6.48557
"25","2016_Q2",104.755,"Up",1.8684e+10,-9.998e+09,8.686e+09,-7.47e+09,-6.012e+09,-1.458e+09,1.216e+09,-4e+08,-1.47e+08,-2.53e+08,8.16e+08,2.17e+08,1.033e+09,9.83e+08,2.016e+09,2.013e+09,2.013e+09,2.013e+09,1.4869e+10,1.4354e+10,5.15e+08,8.527e+09,1.69e+09,2.2537e+10,4.334e+09,1.8203e+10,4.7623e+10,1.091e+10,2.9627e+10,-1.8717e+10,5.223e+09,5.5102e+10,4.373e+09,3.4322e+10,4.809e+09,2.332e+09,9.266e+09,7.1235e+10,1.18858e+11,5.302e+09,5.302e+09,5.303e+09,2.406e+10,1.2609e+10,9.248e+09,3.4665e+10,4.0254e+10,2.8865e+10,1.6939e+10,3.662e+09,8.264e+09,6.9119e+10,1.03784e+11,5.3439e+10,-1.56404e+11,1.46888e+11,-2.8998e+10,1.4925e+10,1.47e+08,1.5072e+10,1.18856e+11,2.014e+09,1.024e+09,3.05e+08,2.187e+09,5.53e+09,-8.27e+08,1.29e+08,1.29e+08,-9.56e+08,-9.56e+08,1.28e+08,1.169e+09,-1.041e+09,-2.543e+09,-2.59e+09,1.356e+09,-1.886e+09,-1.25e+09,4.964e+09,-9.1e+08,5.874e+09,-2.211e+09,8.085e+09,-9.07e+08,2.807e+09,6.451e+09,6.451e+09,2.17e+08,6.668e+09,2.24e+09,4.5557e+10,2.617e+09,0.46489,0.06508,0.10774,0.13356,0.01694,1.30005,1.37381,6.88588,0.38329,2.00112,1.99551,18.57371,14.8369,2.60155,1.24262,5,0.03646,0.02924,0.62096,13.7,25.23684
