"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","inventories","other_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","short_term_borrowings","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",24.4106451612903,"Down",3.736e+09,-9.87e+08,2.749e+09,-2.189e+09,-1.238e+09,-9.51e+08,5.6e+08,1.1e+07,1.1e+07,5.71e+08,-1.259e+09,5.46e+08,-7.13e+08,-7.13e+08,2e+06,-7.11e+08,-7.11e+08,2.93e+09,1.503e+09,1.427e+09,2.889e+09,1.697e+09,1.762e+09,9.278e+09,5.297e+09,3.698e+09,1.7771e+10,7.498e+09,9.217e+09,1.79e+08,8.77e+08,2.6766e+10,3.6044e+10,6.755e+09,2.085e+09,7.51e+08,7.51e+08,6.89e+08,8.195e+09,6.608e+09,7.341e+09,1.398e+09,4.64e+08,1.3949e+10,2.2144e+10,2.938e+09,2.21e+08,2.717e+09,-1.8475e+10,3.2381e+10,-2.944e+09,1.39e+10,0,1.39e+10,3.6044e+10,-7.11e+08,1.95e+08,4.617e+09,2.6e+07,-8.17e+08,5.408e+09,4.83e+08,9.9e+07,3.5e+07,-9.9e+07,4.48e+08,4.584e+09,-1.37e+08,-1.37e+08,9.72e+08,1.047e+09,-7.5e+07,-5.038e+09,-4.203e+09,-5.71e+08,-1.5e+08,-1.01e+08,-9.68e+08,0,-1.689e+09,-1.308e+09,-1.308e+09,1e+07,-1.298e+09,7.55e+08,7.359e+09,5.55e+08,0.73581,0.14989,-0.19031,-0.05115,-0.01973,-0.78059,1.13215,1.59309,0.20417,-0.42651,-0.42221,2.24115,8.33833,0.33293,0.34253,3,-0.0049,0.01941,-0.80309,5.86623,7.90893
"12","2013_Q1",27.5243333333333,"Up",4.191e+09,-1.075e+09,3.116e+09,-2.437e+09,-1.355e+09,-1.082e+09,6.79e+08,-1.66e+08,-1.66e+08,5.13e+08,5.13e+08,4.11e+08,9.24e+08,9.24e+08,999999.999999985,9.25e+08,9.25e+08,2.829e+09,1.656e+09,1.173e+09,3.083e+09,1.657e+09,1.952e+09,9.521e+09,5.333e+09,3.523e+09,1.752e+10,7.635e+09,8.778e+09,2.03e+08,9.04e+08,2.6376e+10,3.5897e+10,6.628e+09,2.202e+09,8.26e+08,8.26e+08,8.25e+08,8.279e+09,6.568e+09,7.412e+09,1.031e+09,4.75e+08,1.398e+10,2.2259e+10,2.915e+09,2.21e+08,2.694e+09,-1.8823e+10,3.2733e+10,-3.202e+09,1.3623e+10,1.5e+07,1.3638e+10,3.5897e+10,9.25e+08,1.99e+08,-1.49e+08,4.6e+07,-4.93e+08,298000000.000001,-1.39e+08,5e+06,3.2e+07,8.9e+07,-2.65e+08,836000000.000001,-1.75e+08,-1.75e+08,4e+08,5.06e+08,-1.06e+08,5.2e+07,276999999.999999,-5.61e+08,2.9e+07,28999999.9999999,-4.26e+08,-4.65661287307739e-10,-9.58e+08,1.55e+08,1.55e+08,-2e+06,1.53e+08,8.78e+08,7.394e+09,1.53e+08,0.7435,0.16201,0.22071,0.06783,0.02577,0.16541,1.15002,1.63213,0.20598,0.56299,0.55689,2.55082,8.29154,0.09312,0.34145,3,0.05224,0.00538000000000001,0.60649,5.19932,6.72312
"13","2013_Q2",32.83671875,"Up",3.831e+09,-1.063e+09,2.768e+09,-2.113e+09,-1.183e+09,-9.3e+08,6.55e+08,1.9e+07,1.9e+07,6.74e+08,6.74e+08,-5.1e+07,6.23e+08,6.23e+08,-1.4e+07,6.09e+08,6.09e+08,2.533e+09,1.355e+09,1.178e+09,3.308e+09,1.791e+09,2.444e+09,1.0076e+10,5.259e+09,3.242e+09,1.7381e+10,7.646e+09,8.57e+09,1.9e+08,9.75e+08,2.5882e+10,3.5958e+10,6.27e+09,2.079e+09,1.372e+09,1.372e+09,7.72e+08,8.414e+09,6.522e+09,7.323e+09,1.125e+09,4.59e+08,1.3845e+10,2.2259e+10,2.347e+09,2.21e+08,2.126e+09,-1.8318e+10,3.2761e+10,-3.131e+09,1.3659e+10,4e+07,1.3699e+10,3.5958e+10,6.09e+08,2.13e+08,-1.33e+08,4.9e+07,-1.82e+08,0,-1.117e+09,-3.18e+08,-1.63e+08,-5.3e+07,-5.83e+08,-4.28e+08,-1.15e+08,-1.15e+08,2.73e+08,5.51e+08,-2.78e+08,3e+06,1.61e+08,-5.8e+08,5.63e+08,5.51e+08,-2.7e+07,9753663.48806078,-4.4e+07,-3.11e+08,-3.11e+08,1e+07,-3.01e+08,8.68e+08,7.894e+09,-3.13e+08,0.72253,0.17097,0.15897,0.04446,0.01694,-0.51396,1.19753,1.62486,0.21953,0.37179,0.36798,2.33883,8.33883,-0.19109,0.35409,2,0.04112,-0.01082,0.95238,6.17627,8.18473
"14","2013_Q3",33.46875,"Up",4.048e+09,-1.108e+09,2.94e+09,-2.211e+09,-1.26e+09,-9.51e+08,7.29e+08,-1.99e+08,-1.99e+08,5.3e+08,5.3e+08,2.98023223876953e-08,5.3e+08,5.3e+08,6e+06,5.36e+08,5.36e+08,2.799e+09,1.821e+09,9.78e+08,3.406e+09,1.785e+09,2.496e+09,1.0486e+10,5.228e+09,3.223e+09,1.7315e+10,7.646e+09,8.37e+09,1.95e+08,1.104e+09,2.5766e+10,3.6252e+10,6.604e+09,2.346e+09,7.64e+08,7.64e+08,9.86e+08,8.354e+09,6.442e+09,7.083e+09,1.462e+09,6.49e+08,1.3525e+10,2.1879e+10,2.196e+09,2.21e+08,1.975e+09,-1.802e+10,3.2715e+10,-2.52e+09,1.4371e+10,1999999.99999999,1.4373e+10,3.6252e+10,5.36e+08,1.89e+08,-1.14e+08,4.6e+07,-1.53e+08,-7e+06,8.99e+08,-8.6e+07,-9999999.99999997,2.56e+08,7.39e+08,1.51e+09,-9.8e+07,-9.8e+07,1.55e+08,7.27e+08,-5.72e+08,0,57000000.0000002,-5.75e+08,-6.3e+08,-6.3e+08,9e+07,24472386.5482813,-1.115e+09,4.52e+08,4.52e+08,1.4e+07,4.66e+08,9.18e+08,7.206e+09,1.719e+09,0.72628,0.18009,0.13241,0.03729,0.01479,3.20709,1.25521,1.52223,0.19878,0.32603,0.32289,2.46229,8.74148,1.04562,0.34976,5,0.03876,0.05997,1.07276,4.80065,6.04527
"15","2013_Q4",39.134375,"Up",4.065e+09,-1.175e+09,2.89e+09,-2.067e+09,-1.174e+09,-8.93e+08,8.23e+08,-5e+06,-5e+06,8.18e+08,8.18e+08,-1.26e+08,6.92e+08,6.92e+08,0,6.92e+08,6.92e+08,2.722e+09,1.771e+09,9.51e+08,3.673e+09,1.64e+09,2.592e+09,1.0627e+10,5.236e+09,3.623e+09,1.7318e+10,7.646e+09,8.176e+09,1.95e+08,1.301e+09,2.6177e+10,3.6804e+10,6.596e+09,2.466e+09,6.8e+08,6.8e+08,1.003e+09,8.279e+09,6.532e+09,7.279e+09,1.643e+09,6.65e+08,1.3811e+10,2.209e+10,2.187e+09,2.21e+08,1.966e+09,-1.7975e+10,3.2826e+10,-2.312e+09,1.4726e+10,-1.2e+07,1.4714e+10,3.6804e+10,6.92e+08,1.8e+08,-2.7e+07,4.5e+07,-7.4e+07,2e+06,2.08e+08,-1.59e+08,1.65e+08,9.8e+07,1.04e+08,1.053e+09,-1.24e+08,-1.24e+08,-3.56e+08,2.42e+08,-5.98e+08,5e+06,-4.75e+08,-5.77e+08,-3e+07,5.67e+08,-1.3e+07,31954916.3343612,-6.2e+08,-4.2e+07,-4.2e+07,-8e+06,-5e+07,1.003e+09,7.212e+09,1.213e+09,0.71095,0.20246,0.17023,0.04703,0.0188,1.75289,1.28361,1.50129,0.19596,0.42041,0.41637,2.46962,8.94654,0.73694,0.35055,8,0.04345,0.04153,0.83382,4.47657,5.45565
"16","2014_Q1",41.155737704918,"Up",4.441e+09,-1.273e+09,3.168e+09,-2.279e+09,-1.322e+09,-9.57e+08,8.89e+08,-2e+07,-2e+07,8.69e+08,8.69e+08,-1.34e+08,7.35e+08,7.35e+08,-9e+06,7.26e+08,7.26e+08,4.525e+09,3.586e+09,9.39e+08,3.36e+09,1.498e+09,9.533e+09,1.8916e+10,4.579e+09,3.747e+09,1.135e+10,7.096e+09,2.318e+09,5.08e+08,1.428e+09,1.9676e+10,3.8592e+10,6.394e+09,2.559e+09,3.59e+08,3.59e+08,5.687e+09,1.244e+10,7.981e+09,2.935e+09,8.23e+08,6.25e+08,1.0916e+10,2.3356e+10,2.143e+09,2.21e+08,1.922e+09,-1.78e+10,3.2952e+10,-2.141e+09,1.5154e+10,8.2e+07,1.5236e+10,3.8592e+10,7.26e+08,1.81e+08,2.99e+08,5.1e+07,-8.2e+07,3.3e+08,2.04e+08,5.9e+07,-3.7e+07,1.11e+08,70999999.9999999,1.41e+09,-2e+08,-2e+08,-1.16e+08,2.95e+08,-4.11e+08,1e+06,-3.15e+08,-5.77e+08,1.187e+09,-2.9e+08,8.1e+07,2e+07,7.11e+08,1.806e+09,1.806e+09,9e+06,1.815e+09,1.07e+09,8.34e+09,1.208e+09,0.71335,0.20018,0.16348,0.04765,0.01881,1.66391,1.52058,1.53295,0.21611,0.44053,0.43447,2.69478,9.19539,0.73301,0.35012,4,0.04915,0.04557,0.79477,3.56542,4.29134
"17","2014_Q2",38.3768253968254,"Down",3.811e+09,-9.68e+08,2.843e+09,-2.066e+09,-1.12e+09,-9.46e+08,7.77e+08,2.08e+08,2.08e+08,9.85e+08,9.85e+08,-4.9e+07,9.36e+08,9.36e+08,1e+06,9.37e+08,9.37e+08,7.059e+09,5.225e+09,1.834e+09,3.316e+09,1.655e+09,1.984e+09,1.4014e+10,4.485e+09,3.558e+09,1.1367e+10,7.046e+09,2.208e+09,7.89e+08,1.324e+09,1.941e+10,3.3424e+10,6.179e+09,2.502e+09,2.81e+08,2.81e+08,1.061e+09,7.521e+09,7.367e+09,3.005e+09,6.35e+08,6.16e+08,1.0372e+10,1.7893e+10,1.67e+09,2.21e+08,1.449e+09,-1.7221e+10,3.3291e+10,-2.267e+09,1.5473e+10,5.8e+07,1.5531e+10,3.3424e+10,9.37e+08,1.37e+08,2.4e+07,4.9e+07,1.1e+08,-1.35e+08,-4.81e+08,1.07e+08,-1.44e+08,-1.2e+07,-4.32e+08,6.17e+08,-1.18e+08,-1.18e+08,-7.04e+08,3.76e+08,-1.08e+09,3.034e+09,2.212e+09,-6.05e+08,-7.55e+08,-7.9e+07,1.72e+08,-4e+06,-1.192e+09,1.637e+09,1.637e+09,2e+06,1.639e+09,9.14e+08,7.648e+09,3.64e+08,0.746,0.20388,0.24587,0.06033,0.02803,0.38847,1.86332,1.15208,0.22882,0.56719,0.56242,2.3069,9.36622,0.22034,0.36622,5,0.05889,0.0139,0.64568,0.64442,0.75804
"18","2014_Q3",39.19484375,"Up",3.889e+09,-9.91e+08,2.898e+09,-2.554e+09,-1.138e+09,-1.416e+09,3.44e+08,1.04e+08,1.04e+08,4.48e+08,4.48e+08,-1.14e+08,3.34e+08,3.34e+08,-999999.999999998,3.33e+08,3.33e+08,7.175e+09,4.282e+09,2.893e+09,3.315e+09,1.666e+09,1.906e+09,1.4062e+10,4.438e+09,3.876e+09,1.1127e+10,7.046e+09,1.843e+09,8.75e+08,1.363e+09,1.9441e+10,3.3503e+10,6.343e+09,2.405e+09,3.65e+08,3.65e+08,1.09e+09,7.798e+09,7.372e+09,2.954e+09,6.07e+08,6.24e+08,1.0326e+10,1.8124e+10,1.7e+09,2.21e+08,1.479e+09,-1.7174e+10,3.3026e+10,-2.225e+09,1.5327e+10,5.2e+07,1.5379e+10,3.3503e+10,3.33e+08,1.15e+08,4.24e+08,5e+07,-73999999.9999999,4.48e+08,1.84e+08,-2.8e+07,-1.3e+07,-1e+08,3.25e+08,1.056e+09,-1.1e+08,-1.1e+08,-1.366e+09,5.62e+08,-1.928e+09,-34999999.9999995,-1.511e+09,-5.98e+08,8.4e+07,83999999.9999999,2.8e+07,-1.86264514923096e-09,-4.86e+08,-9.41e+08,-9.41e+08,-2e+06,-9.43e+08,4.59e+08,7.737e+09,6.47e+08,0.74518,0.08845,0.08563,0.02165,0.00994,1.94294,1.80328,1.17849,0.23093,0.20097,0.19952,2.34701,9.24985,0.39046,0.36089,5,0.03571,0.02482,1.7958,1.2244,1.63372
"19","2014_Q4",44.57625,"Up",3.921e+09,-1.007e+09,2.914e+09,-2.183e+09,-1.2e+09,-9.83e+08,7.31e+08,2.77e+08,2.77e+08,1.008e+09,1.008e+09,-2.76e+08,7.32e+08,7.32e+08,-1.1e+07,7.21e+08,7.21e+08,7.221e+09,4.851e+09,2.37e+09,3.321e+09,1.565e+09,2.07e+09,1.4177e+10,4.387e+09,4.328e+09,1.0558e+10,7.046e+09,1.718e+09,1.015e+09,7.79e+08,1.9273e+10,3.345e+10,6.707e+09,2.568e+09,4.01e+08,4.01e+08,9.95e+08,8.103e+09,7.267e+09,2.879e+09,6.45e+08,6.18e+08,1.0146e+10,1.8249e+10,1.72e+09,2.21e+08,1.499e+09,-1.7119e+10,3.3147e+10,-2.605e+09,1.5143e+10,5.8e+07,1.5201e+10,3.345e+10,7.21e+08,1.12e+08,-3.28e+08,4.8e+07,-9.3e+07,-2.83e+08,3.98e+08,-5.3e+07,-5e+06,1.75e+08,2.81e+08,9.03e+08,-1.07e+08,-1.07e+08,3e+07,1.833e+09,-1.803e+09,2.41e+08,1.64e+08,-5.97e+08,4e+07,4e+07,2.9e+07,0,-5.28e+08,5.39e+08,5.39e+08,3e+07,5.69e+08,8.43e+08,7.668e+09,1.41e+09,0.74318,0.18643,0.18388,0.04743,0.02155,1.95562,1.7496,1.20051,0.22924,0.43486,0.43174,2.3649,9.13329,0.85042,0.36007,7,0.05119,0.05476,0.82802,0.53025,0.61149
"20","2015_Q1",49.7813114754098,"Up",4.258e+09,-9.66e+08,3.292e+09,-2.553e+09,-1.364e+09,-1.189e+09,7.39e+08,-7.99e+08,-7.99e+08,-59999999.9999998,-60000000.0000002,87000000.0000001,2.7e+07,2.7e+07,-1.4e+07,12999999.9999999,12999999.9999999,7.435e+09,5.571e+09,1.864e+09,3.39e+09,1.56e+09,2.223e+09,1.4608e+10,4.417e+09,4.408e+09,1.0316e+10,7.027e+09,1.753e+09,9.15e+08,6.21e+08,1.9141e+10,3.3749e+10,6.704e+09,2.487e+09,5.9e+08,5.9e+08,1.167e+09,8.461e+09,7.242e+09,3.063e+09,5.6e+08,6.18e+08,1.0305e+10,1.8766e+10,1.728e+09,2.21e+08,1.507e+09,-1.6992e+10,3.2541e+10,-2.425e+09,1.4852e+10,1.31e+08,1.4983e+10,3.3749e+10,3.8e+07,1.03e+08,2.9e+08,6.6e+07,-4.85e+08,7.09e+08,1.41e+08,-2.78e+08,-9.2e+07,-1.07e+08,6.18e+08,5.72e+08,-1.91e+08,-1.91e+08,4.16e+08,1.324e+09,-9.08e+08,1.26e+08,3.51e+08,-5.98e+08,1.99e+08,1.99e+08,5.9e+07,1.09e+08,-2.31e+08,6.92e+08,6.92e+08,2.8e+07,7.2e+08,8.42e+08,7.832e+09,7.05e+08,0.77313,0.17356,0.00305,0.000870000000000003,0.000390000000000005,54.23077,1.72651,1.25249,0.23207,0.00783000000000011,0.00775999999999999,2.56352,8.9416,0.42444,0.36002,5,0.02361,0.02724,46,0.4715,0.53721
"21","2015_Q2",52.7095238095238,"Up",4.041e+09,-8.47e+08,3.194e+09,-2.045e+09,-1.029e+09,-1.016e+09,1.149e+09,2.99e+08,2.99e+08,1.448e+09,1.448e+09,-2.49e+08,1.199e+09,1.199e+09,-1.3e+07,1.186e+09,1.186e+09,7.607e+09,6.294e+09,1.313e+09,3.458e+09,1.437e+09,2.423e+09,1.4925e+10,4.323e+09,4.279e+09,1.0052e+10,7.027e+09,1.706e+09,6.85e+08,6.34e+08,1.8654e+10,3.3579e+10,5.9e+09,2.346e+09,3.3e+08,3.3e+08,1.459e+09,7.689e+09,7.127e+09,3.074e+09,6.38e+08,5.83e+08,1.0201e+10,1.789e+10,1.535e+09,2.21e+08,1.314e+09,-1.6683e+10,3.311e+10,-2.416e+09,1.5546e+10,1.43e+08,1.5689e+10,3.3579e+10,1.199e+09,1.04e+08,-1.45e+08,5.4e+07,-7e+06,-1.92e+08,-5.32e+08,-9.1e+07,5.1e+07,-8.3e+07,-4.09e+08,6.26e+08,-1.36e+08,-1.36e+08,6.87e+08,1.508e+09,-8.21e+08,2.03e+08,7.54e+08,-6.23e+08,-2.6e+08,-2.6e+08,1.74e+08,2.7e+07,-6.82e+08,6.98e+08,6.98e+08,2.5e+07,7.23e+08,1.253e+09,7.457e+09,8.34e+08,0.7904,0.28434,0.29349,0.07559,0.03532,0.7032,1.94108,1.14029,0.22207,0.71317,0.70764,2.42995,9.34817,0.5015,0.37462,7,0.06899,0.03181,0.5253,-0.11971,-0.13055
"22","2015_Q3",51.02078125,"Down",4.163e+09,-1.013e+09,3.15e+09,-2.991e+09,-1.135e+09,-1.856e+09,1.59e+08,-1.07e+08,-1.07e+08,5.2e+07,51999999.9999998,-1.62e+08,-1.1e+08,-1.1e+08,-2e+07,-1.3e+08,-1.3e+08,5.476e+09,4.199e+09,1.277e+09,3.672e+09,1.304e+09,2.604e+09,1.3056e+10,4.363e+09,4.632e+09,9.903e+09,6.976e+09,1.563e+09,5.77e+08,7.87e+08,1.8898e+10,3.1954e+10,5.741e+09,1.839e+09,7.55e+08,7.55e+08,9.39e+08,7.435e+09,6.615e+09,2.613e+09,7.44e+08,4.75e+08,9.228e+09,1.6663e+10,1.584e+09,2.21e+08,1.363e+09,-1.6649e+10,3.2361e+10,-2.173e+09,1.5123e+10,1.68e+08,1.5291e+10,3.1954e+10,-1.1e+08,9.1e+07,9.43e+08,5.9e+07,-5.2e+07,9.36e+08,-8.53e+08,-1.76e+08,1.11e+08,-5.35e+08,-2.53e+08,7.1e+07,-1.65e+08,-1.65e+08,-3.51e+08,3e+08,-6.51e+08,-7.64e+08,-1.28e+09,-6.19e+08,-2.62e+08,4.27e+08,2.7e+07,-2.9e+07,-8.83e+08,-2.092e+09,-2.092e+09,-3e+06,-2.095e+09,2.5e+08,7.37e+09,-6.06e+08,0.75667,0.0381899999999999,-0.03123,-0.00849999999999999,-0.00407,4.66154000000001,1.75602,1.08973,0.23064,-0.0779799999999998,-0.0779799999999998,2.4973,9.07199,-0.36353,0.37133,6,0.01935,-0.02398,-4.76153999999999,7.576,11.91195
"23","2015_Q4",53.48546875,"Up",4.069e+09,-1.097e+09,2.972e+09,-2.308e+09,-1.176e+09,-1.132e+09,6.64e+08,3.23e+08,3.23e+08,9.87e+08,9.87e+08,-2.57e+08,7.3e+08,7.3e+08,-2.4e+07,7.06e+08,7.06e+08,5.413e+09,3.975e+09,1.438e+09,3.908e+09,1.13e+09,2.475e+09,1.2926e+10,4.249e+09,4.627e+09,9.977e+09,6.952e+09,1.544e+09,7.19e+08,7.62e+08,1.8853e+10,3.1779e+10,5.553e+09,1.249e+09,6.42e+08,6.42e+08,9.63e+08,7.158e+09,6.632e+09,2.716e+09,7.16e+08,4.68e+08,9.348e+09,1.6506e+10,1.634e+09,2.21e+08,1.413e+09,-1.6606e+10,3.2446e+10,-2.395e+09,1.5079e+10,1.94e+08,1.5273e+10,3.1779e+10,7.3e+08,1.05e+08,-1.38e+08,6.3e+07,1.1e+08,-3.11e+08,-1.73e+08,-3.19e+08,6.9e+07,-6e+08,6.77e+08,5.24e+08,-2.34e+08,-2.34e+08,-1.7e+08,6.41e+08,-8.11e+08,3.42e+08,-6.2e+07,-6.17e+08,-1.13e+08,-1.13e+08,3e+07,0,-7e+08,-2.38e+08,-2.38e+08,1.4e+07,-2.24e+08,7.69e+08,7.274e+09,6.19e+08,0.7304,0.16319,0.17351,0.04623,0.02222,0.87677,1.80581,1.08073,0.22889,0.42326,0.42074,2.43945,9.04017,0.3711,0.3699,6,0.05237,0.0245,0.87394,2.42003,2.80271
"24","2016_Q1",51.3214754098361,"Down",4.287e+09,-9.52e+08,3.335e+09,-3.417e+09,-1.501e+09,-1.916e+09,-81999999.9999999,-3.28e+08,-3.28e+08,-4.1e+08,-4.1e+08,2.22e+08,-1.88e+08,-1.88e+08,-9e+06,-1.97e+08,-1.97e+08,4.27e+09,2.385e+09,1.885e+09,4.299e+09,1.221e+09,6.25e+08,1.0415e+10,4.412e+09,4.66e+09,1.2261e+10,6.881e+09,1.419e+09,2.844e+09,1.117e+09,2.1333e+10,3.1748e+10,6.875e+09,1.565e+09,1.39e+08,1.39e+08,1.003e+09,8.017e+09,6.55e+09,2.757e+09,7.42e+08,1.429e+09,9.307e+09,1.7324e+10,1.68e+09,2.21e+08,1.459e+09,-1.6559e+10,3.1613e+10,-2.468e+09,1.4266e+10,1.58e+08,1.4424e+10,3.1748e+10,-1.88e+08,7.6e+07,1.73e+08,5.9e+07,-3.98e+08,5.12e+08,8.23e+08,-3.56e+08,-1.34e+08,2.99e+08,1.014e+09,8.84e+08,-2.85e+08,-2.85e+08,-5.15e+08,3.45e+08,-8.6e+08,-1.84e+08,-9.84e+08,-6.18e+08,-5.03e+08,-5.03e+08,-2.31e+08,-7e+06,-1.359e+09,-1.459e+09,-1.459e+09,-1.31e+08,-1.59e+09,-6000000.00000012,6.689e+09,3.1e+08,0.77793,-0.01913,-0.04595,-0.01366,-0.00621,-1.5736,1.29911,1.20105,0.21069,-0.11796,-0.11622,2.56707,8.54251,0.18563,0.37006,5,0.01764,0.01299,-3.13706,-403.16667,-29.5
"25","2016_Q2",57.8453125,"Up",4.391e+09,-1.052e+09,3.339e+09,-2.204e+09,-1.068e+09,-1.136e+09,1.135e+09,5.2e+08,5.2e+08,1.655e+09,1.655e+09,-4.49e+08,1.206e+09,1.206e+09,-1.1e+07,1.195e+09,1.195e+09,4.307e+09,2.644e+09,1.663e+09,4.957e+09,1.336e+09,6.15e+08,1.1215e+10,4.455e+09,3.689e+09,1.2533e+10,6.875e+09,1.38e+09,3.23e+09,1.048e+09,2.0677e+10,3.1892e+10,6.326e+09,1.543e+09,1.06e+08,1.06e+08,1.165e+09,7.597e+09,6.593e+09,3.151e+09,8.52e+08,1.693e+09,9.744e+09,1.7341e+10,1.724e+09,2.21e+08,1.503e+09,-1.6821e+10,3.2176e+10,-2.693e+09,1.4386e+10,1.65e+08,1.4551e+10,3.1892e+10,1.206e+09,6.5e+07,-5.58e+08,4.7e+07,-2.46e+08,-3.59e+08,-9.41e+08,-4.24e+08,-4.4e+07,-7.7e+07,-3.96e+08,-2.28e+08,-2.42e+08,-2.42e+08,1.237e+09,1.76e+09,-5.23e+08,4.31e+08,1.426e+09,-6.41e+08,-3.3e+07,-3.3e+07,-2.31e+08,-4.5e+07,-9.5e+08,2.48e+08,2.48e+08,1.1e+07,2.59e+08,1.2e+09,6.699e+09,4.66e+08,0.76042,0.25848,0.27215,0.08212,0.03747,0.38996,1.47624,1.19174,0.21005,0.716,0.71131,2.63092,8.61953,0.27921,0.38406,4,0.07524,0.0191,0.5364,1.99333,2.10749
"26","2016_Q3",52.85125,"Down",4.871e+09,-1.206e+09,3.665e+09,-2.504e+09,-1.238e+09,-1.266e+09,1.161e+09,4.54e+08,4.54e+08,1.615e+09,1.615e+09,-4.27e+08,1.188e+09,1.188e+09,-2.2e+07,1.166e+09,1.166e+09,4.651e+09,2.934e+09,1.717e+09,5.622e+09,1.437e+09,5.88e+08,1.2298e+10,4.597e+09,3.281e+09,1.2655e+10,6.875e+09,1.379e+09,3.389e+09,1.012e+09,2.0533e+10,3.2831e+10,6.548e+09,1.504e+09,1.55e+08,1.55e+08,1.182e+09,7.885e+09,6.581e+09,3.287e+09,8.96e+08,1.805e+09,9.868e+09,1.7753e+10,1.815e+09,2.21e+08,1.594e+09,-1.6799e+10,3.2706e+10,-2.804e+09,1.4918e+10,1.6e+08,1.5078e+10,3.2831e+10,1.188e+09,9e+07,-2.19e+08,5.4e+07,-7.1e+07,-2.02e+08,-6.2e+08,-4.28e+08,-6.7e+07,4.1e+07,-1.66e+08,4.39e+08,-2.61e+08,-2.61e+08,3.62e+08,1.034e+09,-6.72e+08,3.05e+08,4.06e+08,-6.35e+08,5e+07,5e+07,0,3.3e+07,-5.52e+08,2.93e+08,2.93e+08,-3e+06,2.9e+08,1.251e+09,6.736e+09,7.97e+08,0.75241,0.23835,0.23938,0.07733,0.03552,0.68353,1.55967,1.17741,0.20517,0.6982,0.69446,2.91677,8.93293,0.47725,0.38024,5,0.07175,0.03175,0.5446,1.66666999999994,1.79587
