"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","foreign_exchange_gain_loss","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"21","2015_Q4",3089.2728125,"Down",1.411e+09,-1.321e+09,-1.3e+09,9e+07,-6.7e+07,-6.7e+07,2.3e+07,-1e+07,5e+06,-4e+06,9e+06,0,1.6e+07,-3.1e+07,1.3e+07,1.3e+07,-1e+07,3e+06,3e+06,3e+06,3e+06,738651000,49208000,689443000,456100000,456100000,694249000,171936000,115894000,2060936000,842113000,901184000,635949000,265235000,1743297000,3804233000,204950000,204950000,104465000,404111000,76896000,327215000,713526000,306412000,71920000,234492000,306412000,1019938000,1171000,3049382000,-270935000,2779618000,4677000,2784295000,3804233000,3e+06,2.3e+07,1.1e+07,6.5e+07,1.02e+08,-2.8e+07,-7.9e+07,-1.35e+08,2e+06,2e+06,-3.1e+07,-3.1e+07,-3.1e+07,4.6e+07,104465000,9.3e+07,0.06378,0.0163,0.00213,0.00108,0.00079,31,2.88838,0.36632,0.02746,2.5629,2.5629,1205.41626,2374.6256,79.44983,0.00094,0.02911,-13.78665,-27.5733
"22","2016_Q1",2768.67508196721,"Down",1.303e+09,-1.19e+09,-1.167e+09,1.13e+08,-7e+07,-7e+07,4.3e+07,8.6e+07,3.4e+07,-6e+06,4e+07,-1e+06,3.1e+07,2.2e+07,1.29e+08,1.29e+08,-2.5e+07,1.04e+08,1.04e+08,1.03e+08,1.03e+08,1.304e+09,5e+07,1.254e+09,5.1e+08,5.1e+08,7.39e+08,1.11e+08,1.11e+08,2.664e+09,8.31e+08,9.36e+08,6.71e+08,2.5e+08,1.767e+09,4.431e+09,3.91e+08,2e+08,1.45e+08,2.3e+08,9.3e+07,1.37e+08,7.66e+08,2.65e+08,4.1e+07,9.2e+07,7.83e+08,1.549e+09,1e+06,3.153e+09,-2.78e+08,2.876e+09,6e+06,2.882e+09,4.431e+09,1.04e+08,2.2e+07,7e+06,-8.3e+07,5e+07,-1.9e+07,-5.58e+08,-6.18e+08,5.72e+08,5.72e+08,4e+06,4e+06,1e+06,6.5e+07,6.63e+08,-1.2e+07,0.08672,0.033,0.07905,0.03574,0.02325,-0.116499999999998,3.47781,0.53747,0.14963,87.99282,87.99282,1113.15194,2456.96467,-10.25159,0.02703,-0.00315,-9.86154,-14.90698
"23","2016_Q2",2898.5778125,"Up",1.319e+09,-1.219e+09,-1.202e+09,1e+08,-6.4e+07,-6.4e+07,3.6e+07,3.3e+07,2e+06,-8e+06,1e+07,7e+06,2.2e+07,2e+06,6.9e+07,6.9e+07,-1.4e+07,5.5e+07,5.5e+07,5.4e+07,5.4e+07,1.238e+09,5.3e+07,1.185e+09,4.51e+08,4.51e+08,6.94e+08,9.9e+07,9.9e+07,2.482e+09,9.07e+08,1.007e+09,7.22e+08,2.85e+08,1.914e+09,4.396e+09,1.93e+08,1.93e+08,1.54e+08,3.72e+08,1e+08,2.72e+08,7.19e+08,2.58e+08,3e+07,2.28e+08,7.64e+08,1.483e+09,1e+06,3.207e+09,-3.03e+08,2.905e+09,8e+06,2.913e+09,4.396e+09,5.5e+07,2.3e+07,-2.7e+07,6.6e+07,1.17e+08,-1.9e+07,6e+07,-1.31e+08,1.8e+07,1.8e+07,4e+06,4e+06,3e+06,5.9e+07,6.6e+08,1.2e+08,0.07582,0.02729,0.04094,0.01854,0.01228,2.22222,3.45202,0.5091,0.15014,46.13216,46.13216,1126.82073,2481.73935,102.51591,0.0141,0.03132,-9.79661,-16.05556
"24","2016_Q3",3070.2175,"Up",1.357e+09,-1.206e+09,-1.19e+09,1.51e+08,-7.5e+07,-7.5e+07,7.6e+07,2e+07,-2e+06,-8e+06,6e+06,2e+06,1.1e+07,9e+06,9.6e+07,9.6e+07,-1.6e+07,8e+07,8e+07,8e+07,8e+07,1.294e+09,1.51e+08,1.143e+09,4.14e+08,4.14e+08,6.59e+08,1.18e+08,1.18e+08,2.485e+09,9.3e+08,1.012e+09,7.42e+08,2.7e+08,1.942e+09,4.427e+09,1.58e+08,1.58e+08,1.17e+08,3.77e+08,1.01e+08,2.76e+08,6.52e+08,2.6e+08,3.3e+07,2.27e+08,7.67e+08,1.419e+09,1e+06,3.287e+09,-2.92e+08,2.996e+09,1.2e+07,3.008e+09,4.427e+09,8e+07,2.6e+07,0,2.3e+07,1.29e+08,-3.2e+07,61999999.9999999,1.7e+07,-4.9e+07,-48999999.9999999,9.7e+07,9.7e+07,9.8e+07,1.02e+08,6.24e+08,1.09e+08,0.11127,0.05601,0.05895,0.0266,0.01807,1.3625,3.81135,0.47174,0.14095,68.34394,68.34394,1159.2841,2559.48059,93.11862,0.02055,0.02801,-6.56863,-8.81579
"25","2016_Q4",3733.6153968254,"Up",1.33e+09,-1.222e+09,-1.204e+09,1.08e+08,-6.6e+07,-6.6e+07,4.2e+07,5.8e+07,6e+06,-7e+06,1.3e+07,1e+06,2.1e+07,3e+07,1e+08,1e+08,-2.5e+07,7.5e+07,7.5e+07,7.5e+07,7.5e+07,1.293e+09,1.13e+08,1.18e+09,4.51e+08,4.51e+08,7.79e+08,1.04e+08,1.04e+08,2.627e+09,9.78e+08,1.038e+09,7.56e+08,2.82e+08,2.016e+09,4.643e+09,2.13e+08,2.13e+08,1.46e+08,4.34e+08,1.06e+08,3.28e+08,7.93e+08,2.69e+08,6.6e+07,2.03e+08,7.72e+08,1.565e+09,1e+06,3.363e+09,-2.98e+08,3.066e+09,1.2e+07,3.078e+09,4.643e+09,7.5e+07,2.5e+07,9e+06,-5.6e+07,5.3e+07,-3.1e+07,-6e+06,-1.21e+08,3e+07,3e+07,-3.8e+07,-3.8e+07,-3.8e+07,6.7e+07,6.49e+08,5e+06,0.0812,0.03158,0.05639,0.02437,0.01615,0.06667,3.31274,0.50845,0.13978,64.07244,64.07244,1136.21802,2619.28153,4.2715,0.01877,0.00125,-9.61194,-15.33333
"26","2017_Q1",3861.50403225806,"Up",1.373e+09,-1.235e+09,-1.218e+09,1.38e+08,-7e+07,-7e+07,6.8e+07,5.1e+07,4e+06,-6e+06,1e+07,-8e+06,2.7e+07,2.8e+07,1.19e+08,1.19e+08,-1.5e+07,1.04e+08,1.04e+08,1.03e+08,1.03e+08,1.354e+09,7.7e+07,1.277e+09,6.27e+08,6.27e+08,7.62e+08,1.05e+08,1.05e+08,2.848e+09,1.006e+09,9.01e+08,7.73e+08,1.28e+08,1.907e+09,4.755e+09,2.16e+08,2.16e+08,1.38e+08,4.31e+08,1.14e+08,3.17e+08,7.85e+08,2.96e+08,7.7e+07,2.19e+08,7.95e+08,1.58e+09,1e+06,3.465e+09,-3.04e+08,3.162e+09,1.3e+07,3.175e+09,4.755e+09,1.04e+08,2.8e+07,-7e+06,2999999.99999999,1.28e+08,-2.9e+07,-8.9e+07,-1.39e+08,-2.6e+07,-2.6e+07,-3.7e+07,-3.7e+07,-3.6e+07,9.6e+07,6.37e+08,8.5e+07,0.10051,0.04953,0.07502,0.03244,0.02166,0.82524,3.62803,0.49764,0.13396,87.99282,87.99282,1172.95289,2701.29426,72.61544,0.02507,0.02069,-7.46875,-10.54412
"27","2017_Q2",3972.44841269841,"Up",1.399e+09,-1.261e+09,-1.241e+09,1.38e+08,-7.2e+07,-7.2e+07,6.6e+07,4.6e+07,5e+06,-3e+06,8e+06,3e+06,1e+06,3.7e+07,1.12e+08,1.12e+08,-2.8e+07,8.4e+07,8.4e+07,8.5e+07,8.5e+07,1.329e+09,4.3e+07,1.286e+09,6.06e+08,6.06e+08,8.42e+08,1.09e+08,1.09e+08,2.886e+09,1.024e+09,8.98e+08,7.86e+08,1.12e+08,1.922e+09,4.808e+09,1.63e+08,1.63e+08,1.6e+08,4.31e+08,1.5e+08,2.81e+08,7.54e+08,2.98e+08,8.9e+07,2.09e+08,7.97e+08,1.551e+09,1e+06,3.548e+09,-3.04e+08,3.245e+09,1.2e+07,3.257e+09,4.808e+09,8.4e+07,2.7e+07,-1.8e+07,-9.9e+07,-6e+06,-3.5e+07,2.9e+07,-4.5e+07,2.1e+07,1.9e+07,-3.2e+07,-3.2e+07,-3.4e+07,9.3e+07,6.59e+08,-1.3e+07,0.09864,0.04718,0.06076,0.0261,0.01768,-0.15294,3.82759,0.47621,0.13706,72.61544,72.61544,1195.16467,2772.2011,-11.10589,0.02065,-0.00308,-7.2043,-10.15152
"28","2017_Q3",4220.88984126984,"Up",1.422e+09,-1.293e+09,-1.313e+09,1.29e+08,-7.2e+07,-7.2e+07,5.7e+07,2.7e+07,4e+06,-7e+06,1.1e+07,6e+06,-8e+06,2.5e+07,8.4e+07,8.4e+07,-2.5e+07,5.9e+07,5.9e+07,5.8e+07,5.8e+07,1.461e+09,7e+07,1.391e+09,6.05e+08,6.05e+08,7.22e+08,1.19e+08,1.19e+08,2.907e+09,1.034e+09,9.21e+08,8.24e+08,9.7e+07,1.955e+09,4.862e+09,1.88e+08,1.88e+08,1.6e+08,3.93e+08,9.8e+07,2.95e+08,7.41e+08,3.08e+08,9.6e+07,2.12e+08,8.03e+08,1.544e+09,1e+06,3.604e+09,-3e+08,3.305e+09,1.3e+07,3.318e+09,4.862e+09,5.9e+07,2.9e+07,-1.2e+07,1.07e+08,1.83e+08,-4.3e+07,-7.4e+07,-1.56e+08,-2e+06,-4000000.00000001,2.3e+07,2.3e+07,2.7e+07,8.6e+07,6.55e+08,1.75e+08,0.09072,0.04008,0.04079,0.01748,0.01193,3.01724,3.92308,0.46534,0.13472,49.54936,49.54936,1214.81355,2823.45906,149.50237,0.01402,0.04088,-9.37209,-14.14035
"29","2017_Q4",4292.22047619048,"Up",1.402e+09,-1.254e+09,-1.254e+09,1.48e+08,-7.5e+07,-7.5e+07,7.3e+07,5.1e+07,-1e+06,-9e+06,8e+06,3e+06,-3e+06,5.2e+07,1.24e+08,1.24e+08,-4.3e+07,8.1e+07,8.1e+07,8.1e+07,8.1e+07,1.419e+09,6.1e+07,1.358e+09,6.22e+08,6.22e+08,8.28e+08,1.2e+08,1.2e+08,2.989e+09,1.064e+09,9.4e+08,8.46e+08,9.4e+07,2.004e+09,4.993e+09,1.9e+08,1.9e+08,1.47e+08,4.38e+08,1.4e+08,2.98e+08,7.75e+08,3.32e+08,1.22e+08,2.1e+08,8.22e+08,1.597e+09,1e+06,3.683e+09,-3.01e+08,3.383e+09,1.3e+07,3.396e+09,4.993e+09,8.1e+07,3.2e+07,-2.1e+07,-7.1e+07,2.1e+07,-4e+07,8.8e+07,-1.5e+07,-1.4e+07,-1.6e+07,-1e+07,-1e+07,-9e+06,1.05e+08,6.37e+08,3.7e+07,0.10556,0.05207,0.05777,0.02385,0.01622,0.45679,3.85677,0.47026,0.12758,69.19824,69.19824,1197.72756,2890.0944,31.60907,0.01901,0.00848,-7.44762,-10.71233
"30","2018_Q1",4127.10655737705,"Down",1.586e+09,-1.452e+09,-1.452e+09,1.34e+08,-9e+07,-9e+07,4.4e+07,6.3e+07,0,-1e+07,1e+07,2e+06,3e+06,5.8e+07,1.07e+08,1.07e+08,-8.5e+07,2.2e+07,2.2e+07,2.3e+07,2.3e+07,1.692e+09,1.16e+08,1.576e+09,4.82e+08,4.82e+08,7.8e+08,1.74e+08,8e+07,3.128e+09,1.077e+09,9.56e+08,8.51e+08,8.1e+07,2.033e+09,5.161e+09,4.09e+08,2.56e+08,2.15e+08,1.94e+08,8.1e+07,1.13e+08,8.18e+08,4.53e+08,1.12e+08,2.13e+08,9.35e+08,1.753e+09,1e+06,3.75e+09,-3.54e+08,3.397e+09,1.1e+07,3.408e+09,5.161e+09,2.2e+07,3e+07,4.7e+07,-5.2e+07,4.7e+07,-5e+07,-5.96046447753906e-08,-5e+07,6.1e+07,5.9e+07,5.6e+07,5.6e+07,5.5e+07,7.4e+07,6.97e+08,5.7e+07,0.08449,0.02774,0.0145,0.00675,0.00446,2.47826,3.82396,0.51438,0.13505,19.64888,19.64888,1354.91863,2902.05459,48.69506,0.00527,0.01251,-13.44595,-22.61364
"31","2018_Q2",3992.39703125,"Down",1.579e+09,-1.407e+09,-1.407e+09,1.72e+08,-7.5e+07,-7.5e+07,9.7e+07,-4.3e+07,-5e+06,-8e+06,3e+06,4e+06,-6e+06,-3.6e+07,5.4e+07,5.4e+07,-2.2e+07,3.2e+07,3.2e+07,3.2e+07,3.2e+07,1.364e+09,1e+08,1.264e+09,6.08e+08,6.08e+08,7.97e+08,1.34e+08,1.34e+08,2.903e+09,1.126e+09,1.226e+09,8.66e+08,3.6e+08,2.352e+09,5.255e+09,2.21e+08,2.21e+08,2.21e+08,3.45e+08,7.5e+07,2.7e+08,7.87e+08,5.13e+08,1.5e+08,3.63e+08,1.035e+09,1.822e+09,1e+06,3.787e+09,-3.7e+08,3.418e+09,1.5e+07,3.433e+09,5.255e+09,3.2e+07,3.2e+07,5.1e+07,-1.07e+08,8e+06,-3.6e+07,2.94e+08,-2.9e+07,7e+06,5e+06,-1.6e+07,-1.6e+07,-1.6e+07,1.29e+08,7.43e+08,8e+06,0.10893,0.06143,0.02027,0.00932,0.00609,0.25,3.68869,0.53073,0.14139,27.33758,27.33758,1348.93853,2919.99487,6.83439,0.00725,0.00171,-4.81395,-6.40206
"32","2018_Q3",3690.26476190476,"Down",1.691e+09,-1.575e+09,-1.575e+09,1.16e+08,-8.4e+07,-8.4e+07,3.2e+07,-2.1e+07,-8e+06,-1.1e+07,3e+06,-6e+06,-1.6e+07,9e+06,1.1e+07,1.1e+07,-4e+06,6999999.99999999,6999999.99999999,6999999.99999999,6999999.99999999,1.343e+09,7.9e+07,1.264e+09,5.21e+08,5.21e+08,8.74e+08,1.28e+08,1.28e+08,2.866e+09,1.104e+09,1.206e+09,8.49e+08,3.57e+08,2.31e+09,5.176e+09,2.38e+08,2.38e+08,1.65e+08,3.39e+08,5.6e+07,2.83e+08,7.42e+08,5.08e+08,1.46e+08,3.62e+08,1.016e+09,1.758e+09,1e+06,3.792e+09,-3.9e+08,3.403e+09,1.5e+07,3.418e+09,5.176e+09,6999999.99999999,3.5e+07,4e+06,1e+07,5.6e+07,-2.2e+07,5e+06,-1.7e+07,-5.8e+07,-6e+07,-2.1e+07,-2.1e+07,-2.1e+07,6.7e+07,6.73e+08,5.9e+07,0.0686,0.01892,0.00413999999999999,0.00205,0.00135,8.42857,3.86253,0.51434,0.13002,5.98009,5.98009,1444.62005,2907.18039,50.40366,0.00196,0.01283,-10,-20.9375
"33","2018_Q4",3653.35158730159,"Down",1.651e+09,-1.529e+09,-1.529e+09,1.22e+08,-8.5e+07,-8.5e+07,3.7e+07,2.3e+07,-9e+06,-1.2e+07,3e+06,9e+06,-1.8e+07,4.1e+07,6e+07,6e+07,-2.6e+07,3.4e+07,3.4e+07,3.5e+07,3.5e+07,1.668e+09,7.8e+07,1.59e+09,5.06e+08,5.06e+08,8.74e+08,1.24e+08,1.24e+08,3.172e+09,1.098e+09,1.165e+09,8.23e+08,3.42e+08,2.263e+09,5.435e+09,2.27e+08,2.27e+08,1.72e+08,3.7e+08,8.3e+07,2.87e+08,7.69e+08,4.99e+08,1.43e+08,3.56e+08,1.24e+09,2.009e+09,1e+06,3.825e+09,-4.14e+08,3.412e+09,1.4e+07,3.426e+09,5.435e+09,3.4e+07,3.4e+07,8e+06,2.6e+07,1.02e+08,-3.7e+07,-2.94e+08,-3.4e+08,2.43e+08,2.4e+08,2e+06,2e+06,-1e+06,7.1e+07,9.13e+08,8.6e+07,0.07389,0.02241,0.0212,0.01022,0.00644,2.45714,4.12484,0.5864,0.16799,29.90047,29.90047,1410.44808,2914.86908,73.46974,0.00765,0.01778,-10.6338,-20.40541
"34","2019_Q1",3817.44639344262,"Up",1.662e+09,-1.522e+09,-1.423e+09,1.4e+08,-7e+07,-7e+07,7e+07,-1.84e+08,-8e+06,-1.3e+07,5e+06,-3e+06,-4e+06,-1.69e+08,-1.14e+08,-1.14e+08,4.4e+07,-7e+07,-7e+07,-7.1e+07,-7.1e+07,1.53e+09,1.94e+08,1.336e+09,5.51e+08,5.51e+08,8.15e+08,1.31e+08,7.6e+07,3.027e+09,1.16e+09,1.12e+09,8.04e+08,79999999.9999999,2.28e+09,5.307e+09,3.99e+08,2.18e+08,1.87e+08,1.98e+08,7e+07,1.28e+08,7.84e+08,4.55e+08,1.27e+08,1.92e+08,1.194e+09,1.978e+09,1e+06,3.727e+09,-4.1e+08,3.318e+09,1.1e+07,3.329e+09,5.307e+09,-7e+07,3.3e+07,1.62e+08,-5.3e+07,7.2e+07,-6.7e+07,1.19e+08,3.7e+07,-17000000.0000001,5000000.00000009,1.14e+08,1.14e+08,1.16e+08,1.03e+08,9.26e+08,-6.1e+07,0.08424,0.04212,-0.04272,-0.02133,-0.01338,0.859150000000001,3.86097,0.59417,0.17449,-60.66541,-60.66541,1420.08315,2835.03965,-52.12098,-0.01486,-0.01295,-5.86408,-8.62857
"35","2019_Q2",4252.87317460317,"Up",1.543e+09,-1.493e+09,-1445232278.83884,5e+07,-8.4e+07,-8.4e+07,-3.4e+07,9.9e+07,1e+06,-6e+06,7e+06,3e+06,-1.8e+07,1.13e+08,6.5e+07,6.5e+07,-8e+06,5.7e+07,5.7e+07,5.7e+07,5.7e+07,1.547e+09,5.9e+07,1.488e+09,5.04e+08,5.04e+08,9.88e+08,1.43e+08,1.43e+08,3.182e+09,1.232e+09,1.562e+09,7.89e+08,6.07e+08,2.794e+09,5.976e+09,2.97e+08,2.97e+08,3.05e+08,4.34e+08,7.4e+07,3.6e+08,1.036e+09,8.35e+08,1.39e+08,6.96e+08,1.57e+09,2.606e+09,1e+06,3.768e+09,-4.09e+08,3.36e+09,1e+07,3.37e+09,5.976e+09,5.7e+07,3.4e+07,-8.6e+07,-1.12e+08,-1.07e+08,-8.3e+07,-4.4e+07,-1.27e+08,1.16e+08,9.9e+07,-1.35e+08,-1.35e+08,-1.35e+08,0,1.04e+09,-1.87e+08,0.0324,-0.02203,0.03694,0.01691,0.00954,-3.2807,3.07143,0.77329,0.17403,48.8252,48.8252,1321.70665,2878.11689,-160.18091,0.01144,-0.03565,0.584548704539368,14.91176
"36","2019_Q3",4050.17859375,"Down",1.822e+09,-1.686e+09,-1547601146.73641,1.36e+08,-8.3e+07,-8.3e+07,5.3e+07,1.6e+07,-4e+06,-1.2e+07,8e+06,-1e+06,-1.6e+07,3.7e+07,6.9e+07,6.9e+07,-1.1e+07,5.8e+07,5.8e+07,5.8e+07,5.8e+07,1.55e+09,1.1e+08,1.44e+09,5.46e+08,5.46e+08,8.71e+08,1.07e+08,1.07e+08,3.074e+09,1.288e+09,1.539e+09,7.83e+08,5.91e+08,2.827e+09,5.901e+09,2.62e+08,2.62e+08,2.14e+08,4.29e+08,6.5e+07,3.64e+08,9.05e+08,8.43e+08,1.43e+08,7e+08,1.577e+09,2.482e+09,1e+06,3.823e+09,-4.15e+08,3.409e+09,1e+07,3.419e+09,5.901e+09,5.8e+07,3.4e+07,-1.4e+07,6.8e+07,1.46e+08,-7.3e+07,8.5e+07,1e+06,-9.2e+07,-9.6e+07,50999999.9999999,50999999.9999999,5.1e+07,8.7e+07,9.48e+08,9.3e+07,0.07464,0.02909,0.03183,0.01696,0.00983,1.60345,3.39669,0.72594,0.16065,49.75466,49.75466,1562.98253,2924.37292,79.77902,0.01152,0.01785,-6.91954,-11.35849
"37","2019_Q4",4154.7778125,"Up",1.663e+09,-1.589e+09,-1633669441.26578,7.4e+07,-8e+07,-8e+07,-6e+06,-1.2e+07,1e+06,-9e+06,1e+07,1e+06,-1.5e+07,1e+06,-1.8e+07,-1.8e+07,1.1e+07,-7e+06,-7e+06,-7e+06,-7e+06,1.539e+09,1.21e+08,1.418e+09,5.29e+08,5.29e+08,9.16e+08,1.12e+08,1.12e+08,3.096e+09,1.358e+09,1.492e+09,7.34e+08,5.93e+08,2.85e+09,5.946e+09,2.35e+08,2.35e+08,5.8e+07,6.66e+08,8e+07,5.86e+08,9.59e+08,8.44e+08,1.27e+08,7.17e+08,1.577e+09,2.536e+09,1e+06,3.811e+09,-4.12e+08,3.4e+09,1e+07,3.41e+09,5.946e+09,-7e+06,3.5e+07,-5e+06,8e+06,3.1e+07,-1.05e+08,3.6e+07,-6.9e+07,-8e+06,4.9e+07,1.1e+07,1.1e+07,1.1e+07,2.9e+07,7.91e+08,-7.9e+07,0.0445,-0.00361,-0.00421,-0.00205,-0.00118,11.28571,3.22836,0.7437,0.13303,-6.00823,-6.00823,1427.38327,2918.28209,-67.80714,-0.00099,-0.01566,-25.7931,124.66667
"38","2020_Q1",3592.49241935484,"Down",1.812e+09,-1.626e+09,-1.607e+09,1.86e+08,-8.9e+07,-8.9e+07,9.7e+07,7.7e+07,-4e+06,-9e+06,5e+06,-3e+06,8e+06,7.6e+07,1.74e+08,1.74e+08,5e+06,1.79e+08,1.79e+08,1.79e+08,1.79e+08,1.559e+09,1.25e+08,1.434e+09,6.46e+08,6.46e+08,1.086e+09,1.23e+08,7.5e+07,3.414e+09,1.431e+09,1.504e+09,7.35e+08,5.47e+08,2.935e+09,6.349e+09,5.67e+08,3.68e+08,6.2e+07,5.6e+08,8e+07,4.8e+08,1.189e+09,8.29e+08,9.3e+07,5.77e+08,1.559e+09,2.748e+09,1e+06,4.03e+09,-4.4e+08,3.591e+09,1e+07,3.601e+09,6.349e+09,1.79e+08,3.5e+07,-1.26e+08,1.3e+07,1.01e+08,-8e+07,7.7e+07,-5.8e+07,-1.08e+08,-4.1e+07,2000000.00000001,2000000.00000001,4e+06,1.32e+08,7.92e+08,59999999.9999999,0.10265,0.05353,0.09879,0.04971,0.02819,0.3352,2.87132,0.76312,0.12474,153.67274,153.67274,1555.61451,3082.89828,51.51041,0.03485,0.01149,-5.81061,-7.90722000000001
"39","2020_Q2",3008.21126984127,"Down",1.683e+09,-1.548e+09,-1.534e+09,1.35e+08,-7.2e+07,-7.2e+07,6.3e+07,-2.37e+08,2e+06,-5e+06,7e+06,-1.1e+07,-4e+06,-2.24e+08,-1.74e+08,-1.74e+08,7.1e+07,-1.03e+08,-1.03e+08,-1.03e+08,-1.03e+08,1.226e+09,1.01e+08,1.125e+09,6.91e+08,6.91e+08,1.122e+09,1.15e+08,1.15e+08,3.154e+09,1.463e+09,1.538e+09,7.31e+08,6.43e+08,3.001e+09,6.155e+09,3.36e+08,3.36e+08,1.05e+08,8.33e+08,8.7e+07,7.46e+08,1.274e+09,7.58e+08,1.3e+07,7.45e+08,1.444e+09,2.718e+09,1e+06,3.861e+09,-4.35e+08,3.427e+09,1e+07,3.437e+09,6.155e+09,-1.03e+08,3.6e+07,1.75e+08,-2.14e+08,-1.06e+08,-5.5e+07,9.6e+07,6e+06,-7.6e+07,7.7e+07,-2.3e+07,-2.3e+07,-2.4e+07,9.9e+07,7.91e+08,-2.41e+08,0.08021,0.03743,-0.0612,-0.02997,-0.01673,2.33981,2.47567,0.79081,0.12851,-88.49649,-88.49649,1446.01542,2944.44139,-207.0646,-0.02006,-0.04834,-4.39394,-6.90476
"40","2020_Q3",2823.0796875,"Down",1.808e+09,-1.719e+09,-1.705e+09,8.9e+07,-8e+07,-8e+07,8999999.99999999,1.05e+08,-2e+06,-6e+06,4e+06,-5e+06,-1.7e+07,1.29e+08,1.14e+08,1.14e+08,-1.41e+08,-2.7e+07,-2.7e+07,-2.7e+07,-2.7e+07,1.257e+09,7.9e+07,1.178e+09,5.51e+08,5.51e+08,9.89e+08,1.17e+08,1.17e+08,2.914e+09,1.479e+09,1.48e+09,7.06e+08,6.11e+08,2.959e+09,5.873e+09,1.89e+08,1.89e+08,8.2e+07,7.51e+08,4.4e+07,7.07e+08,1.022e+09,7.74e+08,2.9e+07,7.45e+08,1.461e+09,2.483e+09,1e+06,3.833e+09,-4.54e+08,3.38e+09,1e+07,3.39e+09,5.873e+09,-2.7e+07,3.6e+07,-73999999.9999999,1.71e+08,1.06e+08,-5.1e+07,7.1e+07,1.7e+07,-1.6e+08,-1.45e+08,-2.2e+07,-2.2e+07,-2.2e+07,4.5e+07,7.69e+08,3.06e+08,0.04923,0.00497999999999999,-0.01493,-0.00796,-0.00460000000000001,-11.33333,2.85127,0.73245,0.13094,-23.2613,-23.2613,1557.64582,2911.97061,263.62811,-0.00506999999999999,0.06203,-10.84444,-54.22222
"41","2020_Q4",3242.81765625,"Up",1.645e+09,-1.517e+09,-1.499e+09,1.28e+08,-8.9e+07,-8.9e+07,3.9e+07,4.6e+07,0,-6e+06,6e+06,-5e+06,-6e+06,5.7e+07,8.5e+07,8.5e+07,6.9e+07,1.54e+08,1.54e+08,1.54e+08,1.54e+08,1.337e+09,9.2e+07,1.245e+09,5.25e+08,5.25e+08,1.062e+09,9.1e+07,9.1e+07,3.015e+09,1.514e+09,1.447e+09,6.98e+08,5.85e+08,2.961e+09,5.976e+09,2.1e+08,2.1e+08,5.6e+07,7.44e+08,5.8e+07,6.86e+08,1.01e+09,7.38e+08,2.4e+07,7.14e+08,1.421e+09,2.431e+09,1e+06,3.978e+09,-4.44e+08,3.535e+09,1e+07,3.545e+09,5.976e+09,1.54e+08,3.7e+07,-5.7e+07,-1e+08,3.4e+07,-5.1e+07,1.8e+07,-3.6e+07,-6.1e+07,1.5e+07,1.3e+07,1.3e+07,1.3e+07,7.6e+07,7.39e+08,-1.44e+08,0.07781,0.02371,0.09362,0.04344,0.02577,-0.93506,2.98515,0.68575,0.12366,132.67147,132.67147,1417.17251,3045.41327,-124.05644,0.03106,-0.02867,-7.86842,-15.33333
