"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",26.7219047619048,"Up",1327100000,-902500000,424600000,-164400000,-164400000,260200000,-12900000,-1.7e+07,4100000,247300000,247300000,-65500000,181800000,181800000,-2e+06,179800000,179800000,1351100000,969900000,381200000,1091800000,1091800000,871400000,219500000,3533800000,589500000,2902300000,2594500000,3491800000,7025600000,780800000,582900000,98900000,9.9e+07,1600000,925700000,2.757e+09,363700000,363700000,3120700000,4046400000,689100000,2532300000,-271500000,2949900000,29300000,2979200000,7025600000,181800000,40100000,6500000,-40100000,188300000,-39700000,-76100000,-20500000,-136300000,-77500000,85600000,-46200000,4e+05,-37700000,14300000,14300000,-13300000,1e+06,300300000,2758600000,2.86e+08,0.31995,0.19607,0.13548,0.06035,0.02559,1.59066,3.81744,1.35822,0.39265,0.29,0.2827,2.14048,4.7579,0.46129,0.125,0.04217,0.04687,0.43103,4.68698,5.4093
"22","2015_Q3",25.0340625,"Down",1351500000,-919100000,432400000,-1.66e+08,-1.66e+08,266400000,-12900000,-17100000,4200000,253500000,247800000,-67200000,180600000,180600000,-1600000,1.79e+08,1.79e+08,1397200000,1242800000,154400000,1089500000,1089500000,8.93e+08,213100000,3592800000,609900000,3.026e+09,2.709e+09,3635900000,7228700000,783100000,559500000,7.9e+07,144600000,400000.000000015,984700000,2759200000,3.82e+08,3.82e+08,3141200000,4125900000,729900000,2591300000,-256100000,3065100000,37700000,3102800000,7228700000,180600000,43400000,4600000,5900000,234500000,-43200000,-95700000,226700000,87800000,0,899999.999999985,-57200000,4300000,-5.2e+07,270300000,270300000,2600000,272900000,309800000,2759600000,339700000,0.31994,0.19711,0.13245,0.05769,0.02476,1.89777,3.64862,1.32973,0.38176,0.28964,0.28251,2.18689,4.95971,0.54968,0,0.02867,0.0544,0,4.39768,5.11411
"23","2015_Q4",24.9865625,"Down",1459600000,-995500000,464100000,-169300000,-169300000,294800000,-12800000,-1.7e+07,4200000,2.82e+08,2.82e+08,-74700000,207300000,207300000,-2800000,204500000,204500000,1597700000,1575600000,22100000,1163300000,1163300000,887700000,213600000,3862300000,611700000,3011600000,2706300000,3623300000,7485600000,911100000,661500000,97800000,151800000,4e+05,1081300000,2.853e+09,369900000,369900000,3222900000,4304200000,746200000,2700700000,-303600000,3143300000,38100000,3181400000,7485600000,207300000,44600000,11600000,21900000,285400000,-41200000,-2.8e+07,131400000,62200000,-38600000,93600000,-46400000,-1400000,7200000,354800000,354800000,-2.2e+07,332800000,339400000,2853400000,394800000,0.31796,0.20197,0.14011,0.06428,0.02732,1.93056,3.5719,1.35293,0.38119,0.33113,0.32365,2.36344,5.08975,0.63928,0.0625,0.03796,0.06164,0.18875,3.69976,4.2595
"24","2016_Q1",24.337868852459,"Down",1430500000,-972100000,458400000,-169400000,-169400000,2.89e+08,-13300000,-17200000,3900000,275700000,275700000,-73100000,202600000,202600000,-2400000,200200000,200200000,1760400000,1737200000,23200000,1104600000,1104600000,851800000,133200000,3.85e+09,609500000,2998900000,2692900000,3608400000,7458400000,818400000,587800000,81800000,148800000,299999.999999998,1008400000,2813200000,358400000,262500000,3171600000,4.18e+09,783600000,2804400000,-349500000,3238500000,39900000,3278400000,7458400000,202600000,43500000,18200000,5.8e+07,322300000,-39300000,0,-1700000,-4.1e+07,-43200000,-26500000,-34700000,6800000,-97600000,183700000,183700000,-22100000,161600000,332500000,2813500000,424300000,0.32045,0.20203,0.13995,0.06107,0.02684,2.11938,3.81793,1.27501,0.37723,0.32435,0.3175,2.31763,5.24686,0.68743,0.06999,0.03773,0.06578,0.21578,3.16722,3.64394
"25","2016_Q2",27.024375,"Up",1451200000,-9.92e+08,459200000,-189500000,-189500000,269700000,-17100000,-18100000,1e+06,252600000,222300000,-63900000,158400000,158400000,-1800000,156600000,156600000,713600000,6.87e+08,26600000,1201900000,1201900000,933500000,140600000,2989600000,693300000,4207100000,3659800000,4900400000,7.89e+09,876200000,615400000,95800000,1.65e+08,3e+05,1069600000,2866200000,5.3e+08,5.3e+08,3396200000,4465800000,814800000,2868800000,-297400000,3386200000,3.8e+07,3424200000,7.89e+09,158400000,61900000,7400000,-33500000,194200000,-38300000,-1185800000,-3e+06,-1227100000,-43200000,50800000,-34600000,-2800000,-29800000,-1062700000,-1062700000,12500000,-1050200000,331600000,2866500000,323700000,0.31643,0.18585,0.10791,0.04573,0.01985,2.06705,2.79506,1.30419,0.36331,0.25455,0.2492,2.35891,5.50423,0.52617,0.07022,0.02929,0.04746,0.27586,6.49246,7.98257
"26","2016_Q3",28.62015625,"Up",1548200000,-1050800000,497400000,-1.97e+08,-1.97e+08,300400000,-16300000,-1.8e+07,1700000,284100000,284100000,-75300000,208800000,208800000,-2200000,206600000,206600000,824700000,7.94e+08,30700000,1257300000,1257300000,926600000,149500000,3158100000,692800000,4176100000,3641700000,4868900000,8.027e+09,880200000,645100000,66800000,168300000,299999.999999985,1.1e+09,2834600000,518500000,518500000,3353100000,4453100000,890500000,2972900000,-328800000,3534600000,39300000,3573900000,8.027e+09,208800000,50500000,-7e+05,-1.5e+07,243600000,-47400000,2.38418579101562e-07,-4800000,-52200000,-43100000,-32700000,-6e+06,12200000,-69600000,121800000,121800000,-14800000,1.07e+08,350900000,2834900000,363800000,0.32128,0.19403,0.13345,0.05781,0.02574,1.76089,2.871,1.24601,0.35317,0.33517,0.32752,2.51168,5.73426,0.5902,0.06992,0.03605,0.05252,0.20862,5.7287,6.69174
"27","2016_Q4",31.4403174603175,"Up",1635900000,-1098500000,537400000,-204800000,-204800000,332600000,-15800000,-18100000,2300000,316800000,310500000,-83400000,227100000,227100000,-2800000,224300000,224300000,1016900000,853600000,163300000,1319400000,1319400000,926600000,142300000,3405200000,717600000,4.247e+09,3707800000,4964600000,8369800000,905600000,650700000,79500000,175400000,374500000,1513500000,2.598e+09,503600000,503600000,3101600000,4615100000,972500000,3032800000,-297300000,3.708e+09,46700000,3754700000,8369800000,227100000,51200000,-4400000,1.7e+07,290900000,-46600000,-86800000,-132200000,-265600000,-43100000,127700000,-68200000,1.5e+07,31400000,56700000,56700000,2900000,59600000,383800000,2972500000,437600000,0.3285,0.20331,0.13711,0.05974,0.0268,1.95096,2.24988,1.22915,0.35515,0.36283,0.35524,2.64623,5.99806,0.70786,0.06972,0.03698,0.06052,0.19215,5.09536,5.87974
"28","2017_Q1",32.7383870967742,"Up",1651100000,-1105100000,5.46e+08,-206900000,-206900000,339100000,-14900000,-18400000,3500000,324200000,324200000,-85900000,238300000,238300000,-2900000,235400000,235400000,1173200000,1034600000,138600000,1349300000,1349300000,928900000,139800000,3591200000,711400000,4196100000,3678800000,4907500000,8498700000,984400000,678200000,125100000,181100000,375200000,1635200000,2635500000,504900000,288400000,3140400000,4775600000,1021200000,3122700000,-4.69e+08,3674900000,48200000,3723100000,8498700000,238300000,53400000,-2.9e+07,86200000,348900000,-51400000,-32500000.0000001,16100000,-67800000.0000001,-43300000,37400000,-69800000,10200000,-65500000,215600000,215600000,-34600000,1.81e+08,392500000,3010700000,513200000,0.33069,0.20538,0.14257,0.06323,0.0277,2.18012,2.19618,1.28269,0.35425,0.38177,0.37306,2.67775,5.95994,0.83231,0.07022,0.0385,0.0709,0.18394,4.68153,5.41876
"29","2017_Q2",34.6149206349206,"Up",1560100000,-1044200000,515900000,-201800000,-201800000,314100000,-15700000,-19300000,3600000,298400000,298400000,-71100000,227300000,227300000,-2400000,224900000,224900000,1279700000,1242900000,36800000,1318300000,1318300000,962300000,162100000,3722400000,726900000,4258100000,3748700000,4.985e+09,8707400000,972200000,682400000,117700000,172100000,375100000,1583300000,2862100000,510900000,288800000,3.373e+09,4956300000,1.057e+09,3049500000,-402300000,3704200000,46900000,3751100000,8707400000,227300000,54100000,16600000,-60200000,237800000,-48400000,-46600000,103900000,8900000,-49300000,225300000,-225500000,-4200000,-53700000,1.93e+08,1.93e+08,15300000,208300000,368200000,3237200000,330700000,0.33068,0.20133,0.14416,0.05996,0.02583,1.47043,2.35104,1.32129,0.37178,0.36676,0.3554,2.54419,6.04077,0.5393,0.0804,0.03656,0.0441,0.21921,5.3164,6.23209
"30","2017_Q3",37.3269841269841,"Up",1666500000,-1113900000,552600000,-212400000,-212400000,340200000,-19100000,-23400000,4300000,321100000,317100000,-63500000,253600000,253600000,-2100000,251500000,251500000,1360100000,1316900000,43200000,1407300000,1407300000,1059200000,165800000,3992400000,769400000,4411100000,3902400000,5180500000,9172900000,1045300000,769900000,85300000,190100000,3.76e+08,1713900000,3020600000,522500000,296500000,3543100000,5.257e+09,1114500000,3101400000,-3.41e+08,3874900000,4.1e+07,3915900000,9172900000,253600000,56500000,13800000,-43500000,280400000,-51100000,-152400000,-5900000,-209400000,-48900000,159900000,-101400000,-20600000,-1.1e+07,6e+07,6e+07,1.4e+07,7.4e+07,396700000,3396600000,365600000,0.33159,0.20414,0.15092,0.06423,0.02742,1.45368,2.32942,1.34248,0.37029,0.41122,0.39769,2.72482,6.33568,0.59778,0.07995,0.03834,0.04666,0.19443,5.1336,5.98618
"31","2017_Q4",41.8919047619048,"Up",1840800000,-1234700000,606100000,-228200000,-228200000,377900000,-19600000,-24600000,5e+06,358300000,358300000,-78100000,280200000,280200000,-2700000,277500000,277500000,1489600000,1452200000,37400000,1575500000,1575500000,1098200000,189600000,4352900000,790100000,4465800000,3969300000,5255900000,9608800000,1130100000,826800000,1.02e+08,201300000,1100000,1433700000,3559700000,506100000,2.85e+08,4065800000,5499500000,1188100000,3165300000,-286200000,4067200000,42100000,4109300000,9608800000,280200000,57900000,6100000,-1.46e+08,198200000,-54300000,-44500000,6300000,-92500000,-48900000,162700000,-94300000,-2500000,1.7e+07,122700000,122700000,12600000,135300000,435800000,3560800000,313600000,0.32926,0.20529,0.15075,0.06753,0.02888,1.13009,3.03613,1.33831,0.37058,0.45492,0.4395,3.0177,6.66754,0.5141,0.08016,0.03992,0.03836,0.17622,4.75264,5.48082
"32","2018_Q1",42.9655737704918,"Up",1943900000,-1308600000,635300000,-235900000,-235900000,399400000,-20800000,-2.5e+07,4200000,378600000,378600000,-4.79e+08,-100400000,-100400000,-3e+06,-103400000,-103400000,1753700000,1719100000,34600000,1598600000,1598600000,1106900000,196800000,4.656e+09,816800000,4531100000,4042600000,5347900000,10003900000,1239500000,875600000,154200000,209700000,1100000,1579400000,3541500000,839600000,2.72e+08,4381100000,5960500000,1249300000,2941500000,-2.01e+08,3989800000,53600000,4043400000,10003900000,-100400000,58300000,199500000,270400000,427800000,-68700000,-2.2e+07,3500000,-87200000,-57900000,-19500000,-12700000,-2300000,-92400000,248200000,248200000,18700000,266900000,457700000,3542600000,1138400000,0.32682,0.20546,-0.05319,-0.02557,-0.01034,-11.00967,2.94795,1.47413,0.35412,-0.16929,-0.16273,3.18255,6.53209,1.86379,0.09479,-0.0054,0.13511,-0.55996,3.90846,4.47897
"33","2018_Q2",41.6228125,"Down",1866900000,-1.26e+09,606900000,-2.3e+08,-2.3e+08,376900000,-22200000,-24500000,2300000,354700000,354700000,-86400000,268300000,268300000,-2700000,265600000,265600000,1024300000,1000200000,24100000,1515800000,1515800000,1166800000,230200000,3937100000,839300000,4627300000,4146500000,5466600000,9403700000,1163200000,798200000,166300000,198700000,749900000,2184700000,2489400000,761700000,190500000,3251100000,5435800000,1282700000,2770900000,-139700000,3913900000,5.4e+07,3967900000,9403700000,268300000,60500000,12500000,-211100000,130200000,-54100000,-99500000,11300000,-142300000,-58100000,-304800000,-361400000,-3900000,-728200000,-740300000,-740300000,21400000,-718900000,437400000,3239300000,258600000,0.32508,0.20189,0.14227,0.06694,0.02824,0.97364,1.80212,1.36994,0.34447,0.43727,0.42025,3.07359,6.44369,0.42575,0.09565,0.04062,0.03245,0.21875,5.06401,5.87689
"34","2018_Q3",44.5733333333333,"Up",1981400000,-1336600000,644800000,-236600000,-236600000,408200000,-25900000,-2.6e+07,1e+05,382300000,382300000,-94499999.9999999,287800000,287800000,-3e+06,284800000,284800000,991100000,964400000,26700000,1627300000,1627300000,1159800000,243200000,4021400000,888200000,4600700000,4128600000,5488900000,9510300000,1279200000,903100000,155700000,220400000,768400000,2340800000,2668200000,688700000,176800000,3356900000,5697700000,1326500000,2723300000,-288700000,3761100000,51500000,3812600000,9510300000,287800000,61700000,-23400000,-60999999.9999999,265100000,-78500000,-59300000,-3e+06,-140800000,-57400000,176200000,-233300000,-3200000,-117700000,6600000.00000012,6600000.00000012,-42400000,-35800000.0000002,469900000,3436600000,424900000,0.32543,0.20602,0.14374,0.0747,0.02995,1.49192,1.71796,1.49444,0.36136,0.47325,0.45583,3.29246,6.24975,0.70605,0.09538,0.04311,0.05353,0.20154,5.2043,5.99094
"35","2018_Q4",41.2777777777778,"Down",2.129e+09,-1440800000,688200000,-2.44e+08,-2.44e+08,444200000,-24700000,-24800000,1e+05,419500000,419500000,-99900000,319600000,319600000,-3100000,316500000,316500000,1019800000,998300000,21500000,1737600000,1737600000,1245500000,278600000,4281500000,886400000,4574700000,4113700000,5461100000,9742600000,1429200000,1.014e+09,184800000,230400000,790200000,2543200000,2468300000,677800000,1.71e+08,3146100000,5689300000,1410400000,2935800000,-337300000,4008900000,44400000,4053300000,9742600000,319600000,72300000,9800000,-62500000,339200000,-71800000,-1e+05,4700000,-67200000,-68900000,-180200000,37500000,-11100000,-222700000,49300000,49300000,-15400000,33900000,516500000,3258500000,482100000,0.32325,0.20864,0.14866,0.07808,0.03249,1.52322,1.68351,1.40362,0.33446,0.52662,0.50656,3.54243,6.67038,0.80216,0.11464,0.04824,0.06034,0.21769,4.33437,5.03985
"36","2019_Q1",43.0891803278689,"Up",2224700000,-1509700000,7.15e+08,-248900000,-248900000,466100000,-25700000,-26400000,7e+05,440400000,431900000,-90700000,341200000,341200000,-3100000,338100000,338100000,1291700000,1279300000,12400000,1791800000,1791800000,1233800000,254300000,4571600000,875800000,4597500000,4103200000,5473300000,10044900000,1319900000,890500000,203500000,225900000,764300000,2451300000,2806400000,7.23e+08,190200000,3529400000,5980700000,1433500000,3028700000,-390200000,4.017e+09,47200000,4064200000,10044900000,341200000,105200000,44700000,-112900000,378200000,-101200000,0,9700000,-91500000,-69300000,320700000,-247300001,-5600000,-1500001,285199999,285199999,-4200000,280999999,571300000,3570700000,447900000,0.32139,0.20951,0.15198,0.08319,0.03366,1.32476,1.86497,1.47156,0.35547,0.56406,0.54603,3.71154,6.7017,0.74725,0.11562,0.04874,0.05359,0.20497,3.98915,4.88951
"37","2019_Q2",46.4903174603175,"Up",1958500000,-1330700000,627800000,-235100000,-235100000,392700000,-26700000,-29700000,3e+06,3.66e+08,349500000,-79600000,269900000,269900000,-2400000,267500000,267500000,987600000,969700000,17900000,1661900000,1661900000,1224400000,253600000,4127500000,9.32e+08,5148600000,4439900000,6080600000,10208100000,1194300000,797100000,177700000,219500000,6e+06,1649200000,3554800000,833700000,186100000,4388500000,6037700000,1485500000,3142100000,-384800000,4123100000,47300000,4170400000,10208100000,269900000,85600000,-7500000,-4400000,343600000,-70200000,-399300000,-5600000,-475100000,-68700000,9700000,-112500000,-10100000,-181600000,-313100000,-313100000,3500000,-309600000,478300000,3560800000,483300000,0.32055,0.20051,0.13658,0.06414,0.0262,1.80673,2.50273,1.44775,0.34882,0.44867,0.43341,3.28497,6.91563,0.81063,0.11523,0.03925,0.05643,0.25682,5.37989,6.55258
"38","2019_Q3",44.63234375,"Down",2015300000,-1367700000,647600000,-239200000,-239200000,408400000,-29900000,-3e+07,1e+05,378500000,369600000,-78700000,290900000,290900000,-2400000,288500000,288500000,997300000,982300000,1.5e+07,1.685e+09,1.685e+09,1275300000,264500000,4222100000,9.7e+08,5441900000,4706100000,6411900000,1.0634e+10,1197800000,814600000,155200000,2.28e+08,403100000,2052900000,3569400000,808500000,184800000,4377900000,6430800000,1542100000,3104600000,-396900000,4148300000,54900000,4203200000,1.0634e+10,290900000,77800000,-49200000,2900000.00000001,322400000,-74200000,-356900000,3100000,-4.28e+08,-68500000,399500000,-182700000,-21700000,126600000,2.1e+07,2.1e+07,-8400000,12600000,486200000,3972500000,493600000,0.32134,0.20265,0.14315,0.06864,0.02713,1.71092,2.05665,1.52998,0.37357,0.4839,0.46713,3.38024,6.9579,0.82791,0.11489,0.03974,0.05494,0.23744,6.11929,7.28501
"39","2019_Q4",49.565,"Up",2100600000,-1438700000,661900000,-248200000,-248200000,413700000,-25300000,-29800000,4500000,388400000,374100000,-91700000,282400000,282400000,-2100000,280300000,280300000,986700000,969300000,17400000,1689100000,1689100000,1273500000,282900000,4232200000,965200000,5486200000,4.75e+09,6451400000,10683600000,1233900000,830700000,168800000,234400000,403700000,2122600000,3545400000,804500000,1.76e+08,4349900000,6472500000,1585900000,3158700000,-493700000,4155300000,55800000,4211100000,10683600000,282400000,7.2e+07,52800000,5e+06,412200000,-71500000,-1.35e+08,-1400000,-207900000,-68300000,15600000,-117200000,-21500000,-191400000,12900000,12900000,-25900000,-1.3e+07,485700000,3949100000,510900000,0.3151,0.19694,0.13344,0.06656,0.02624,1.82269,1.99388,1.53701,0.36964,0.47252,0.45801,3.54113,7.00489,0.86126,0.11514,0.03889,0.05699,0.24367,6.09924,7.16074
"40","2020_Q1",46.3985483870968,"Down",2.151e+09,-1472300000,678700000,-248900000,-248900000,429800000,-27100000,-28100000,1e+06,402700000,402700000,-81900000,320800000,320800000,-2100000,318700000,318700000,908600000,891200000,17400000,1736400000,1736400000,1310100000,256100000,4211200000,9.99e+08,5605300000,4867100000,6604300000,10815500000,1729400000,866800000,127900000,734700000,403300000,2132700000,3203400000,883199999,198800000,4086599999,6219299999,1683600000,3348400000,-430900000,4530300000,65900000,4596200000,10815499999,320800000,76700000,96400000,-69800000,424100000,-71700000,-46200000,1e+05,-117800000,-7.4e+07,-366500000,56800000,-18300000,-4.02e+08,-95700000.0000001,-95700000.0000001,17600000,-78100000,506500000,3606700000,446900000,0.31553,0.19981,0.14816,0.06934,0.02947,1.40226,1.97459,1.35314,0.33348,0.53617,0.51703,3.61878,7.62164,0.75185,0.1245,0.04322,0.04919,0.23219,5.32695,6.27757
"41","2020_Q2",43.6042857142857,"Down",1.862e+09,-1302200000,559800000,-242900000,-242900000,316900000,-27700000,-28800000,1100000,289200000,289200000,-4.6e+07,243200000,243200000,-1100000,242100000,242100000,2383600000,2372300000,11300000,1540500000,1540500000,1.325e+09,268400000,5517500000,982400000,5577800000,4846200000,6560200000,12077700000,1170900000,817200000,119400000,234300000,500900000,2170200000,4591500000,870300000,187900000,5461800000,7.632e+09,1720900000,3248500000,-525100000,4385800000,59900000,4445700000,12077700000,243200000,72100000,28800000,40200000,384300000,-59600000,-16500000,5700000,-70400000,-74400000,1.501e+09,-227200000,-1.2e+07,1187400000,1501300000,1501300000,-20200000,1481100000,3.89e+08,5092400000,415600000,0.30064,0.17019,0.13002,0.05446,0.02005,1.71665,2.54239,1.71672,0.42164,0.40703,0.39494,3.13046,7.37357,0.69872,0.12508,0.03041,0.03993,0.30731,6.9635,8.54781
"42","2020_Q3",51.60796875,"Up",1987500000,-1383700000,603800000,-246400000,-246400000,357400000,-28900000,-30200000,1300000,328500000,328500000,-6.8e+07,260500000,260500000,-2800000,257700000,257700000,1.314e+09,1288300000,25700000,1658300000,1658300000,1361900000,283800000,4.618e+09,1001700000,5584200000,4.867e+09,6585900000,11203900000,1300700000,9.28e+08,119100000,253600000,2300000,1785200000,3763800000,854600000,187300000,4618400000,6403600000,1834800000,3419400000,-494600000,4738600000,61700000,4800300000,11203900000,260500000,71500000,8300000,27800000,368100000,-66800000,-1.86264514923096e-09,-14500000,-81300000,-7.4e+07,-1345900000,122500000,-81400000,-1378800000,-1.092e+09,-1.092e+09,8e+06,-1.084e+09,428900000,3766100000,457900000,0.3038,0.17982,0.12966,0.05368,0.023,1.77687,2.58683,1.334,0.33614,0.43442,0.42399,3.35047,7.9882,0.77192,0.12475,0.03521,0.0486,0.28716,5.71718,6.86094
"43","2020_Q4",60.324375,"Up",2323400000,-1588499999,734900001,-259100000,-259100000,475800001,-27100000,-28100000,1e+06,448700001,448700001,-99300000,349400001,349400001,-2800000,346600001,346600001,1456200000,1420500000,35700000,1880300000,1880300000,1.391e+09,309500000,5.037e+09,1036900000,5.68e+09,4955500000,6716900000,11753900000,1457100000,1075900000,117400000,263800000,229200000,2.215e+09,3.586e+09,847700000,189400000,4433700000,6648700000,1938400000,3587100000,-388400000,5040200000,6.5e+07,5105200000,11753900000,349400000,74400000,8100000,-33300000,398600000,-67600000,-33800000,-9400000,-110800000,-74600000,-2300000,-97900000,-1.8e+07,-192800000,9.5e+07,9.5e+07,37200000,132200000,550200001,3815200000,548600001,0.3163,0.20479,0.14918,0.06789,0.02949,1.5828,2.27404,1.30234,0.32459,0.57999,0.5623,3.88788,8.43407,0.91801,0.12483,0.04312,0.05616,0.21523,4.28753,4.95797
"44","2021_Q1",63.9173770491803,"Up",2.426e+09,-1660400001,765599999,-265800000,-265800000,499799999,-28100000,-28300000,2e+05,471699999,460199999,-1e+08,360199999,360199999,-3200000,356999999,356999999,1738100000,1.702e+09,36100000,1951600000,1951600000,1462200000,338900000,5490800000,1054599999,5781900000,5032100000,6836499999,12327299999,2.074e+09,1120700000,112600000,840700000,230300000,2304300000,3636200000,934900000,228600000,4571100000,6875400000,2068700000,3705400000,-278100000,5384900000,6.7e+07,5451900000,12327300000,360200000,90100000,56100000,-65400000,4.41e+08,-70100000,-1e+05,-8e+05,-7.1e+07,-74600000,-1400000,-5.3e+07,-3400000,-132400000,237600000,237600000,43900000,281500000,589899999,3866500000,554399999,0.31558,0.20602,0.14716,0.06548,0.02896,1.55294,2.38285,1.2611,0.31365,0.59659,0.57322,4.05414,8.99883,0.92647,0.12467,0.04209,0.05407,0.20896,3.60807,4.2585
"45","2021_Q2",66.6990476190476,"Up",2377100000,-1649600000,727500000,-262700000,-262700000,464800000,-28900000,-28600000,-3e+05,435900000,435900000,-104100000,331800000,331800000,-2200000,329600000,329600000,2361200000,2327600000,33600000,1931800000,1931800000,1565100000,328600000,6186700000,1076200000,5870600000,5.093e+09,6946800000,13133500000,2021500000,1070700000,129400000,821400000,526400000,2547900000,4110300000,953600000,224800000,5063900000,7611800000,2106299999,3807100000,-3.35e+08,5460999999,60700000,5521699999,13133499999,331800000,76700000,33300000,-120800000,3.21e+08,-77500000,-185600000,-2400000,-263200000,-86800000,812300000,-131700000,-7600000,586200000,6.44e+08,6.44e+08,-18400000,625600000,541500000,4636700000,447300000,0.30605,0.19553,0.13866,0.05969,0.0251,1.3571,2.42816,1.37852,0.35304,0.55071,0.52812,3.97176,9.12448,0.74737,0.14503,0.03747,0.04025,0.26335,4.20222,4.89565
"46","2021_Q3",72.69890625,"Up",2653900000,-1810700000,843200000,-311600000,-311600000,531600000,86200000,86300000,-1e+05,617800000,562400000,286300000,848700000,848700000,6200000,854900000,854900000,1242600000,1209400000,33200000,2072800000,2072800000,1771400000,1404400000,6491200000,1169300000,6898600000,5891700000,8067900000,14559100000,2246800000,1204700000,94700000,947400000,526100000,2996500000,4710200000,1074100000,227100000,5784300000,8780800000,2199500000,3916400000,-300300000,5715500000,62800000,5778300000,14559100000,368900000,102600000,18500000,-7.9e+07,387700000,-104200000,-1345400000,-8800000,-1461500000,-86600000,203300000,-85100000,-4799999,33800001,-1039999999,-1039999999,9300000,-1030699999,585704996.819995,5236300000,503313654.95979,0.303150768747694,0.193387364347593,0.142475944196463,0.063634879451286,0.0263269828207992,1.34366576078213,2.16626,1.51962,0.35966,0.616145608905313,0.59078974596241,4.28368094066668,9.48028241843252,0.841638519799902,0.140744540806197,0.0383853251902655,0.0419986727023257,0.240397077244799,4.57899928806658,5.39363158954108
"47","2021_Q4",80.333125,"Up",2818500000,-1928600000,889900000,-318700000,-318700000,571200000,-144300000,-144400000,1e+05,426900000,426900000,-4.85e+08,-58100000,-58100000,-6e+05,-58700000,-58700000,1302500000,1268100000,34400000,2204500000,2204500000,1952500000,1460300000,6919800000,1175400000,6830900000,5839400000,8006300000,14926100000,2378900000,1.3e+09,101200000,977700000,298700000,2.885e+09,4.95e+09,1082400000,221600000,6032400000,8917400000,2290100000,4080600000,-335500000,5945900000,62800000,6008700000,14926100000,421700000,95200000,33300000,-221800000,360800000,-90100000,0,4e+06,-9e+07,-86600000,43100000,-93300000,-37800000,-181700000,89100000,89100000,-6400000,82700000,684130998.091997,5248700000,641690192.515874,0.306445861248616,0.197663818608556,0.151739766517878,0.0713875276707716,0.0303013896924795,1.44846885646928,2.39854,1.48408,0.35165,0.733147765343187,0.702180847577446,4.79523416440001,10.0561852510595,1.07377551187994,0.128118124483719,0.0426697951141593,0.0526866036213954,0.18221964634688,4.65430357283995,5.60343415372465
"48","2022_Q1",77.0261290322581,"Down",3026800000,-2085600000,941200000,-333300000,-333300000,607900000,-28900000,-28800000,-1e+05,5.79e+08,5.64e+08,-106300000,457700000,457700000,7300000,4.65e+08,4.65e+08,1241400000,1197100000,44300000,2454800000,2454800000,1894100000,367900000,5958200000,1175300000,7544900000,6376800000,8720200000,14678400000,2443100000,1.312e+09,88800000,1042300000,4e+06,2447100000,4795900000,1056300000,193400000,5852200000,8299300000,2409600000,4278899999,-286500000,6301999999,77100000,6379099999,14678399999,457700000,121100000,-31700000,-83600001,470599999,-84900000,-694400000,-15100000,-72800000,-86700000,-422900000,-63100000,-10800000,-583500000,-185700001,-185700001,3200000,-182500001,7.29e+08,4799900000,666799999,0.31096,0.20084,0.15363,0.07289,0.03168,1.43398,2.4348,1.30101,0.327,0.77798,0.74305,5.06408,10.54375,1.11561,0.14506,0.04509,0.0545,0.18645,4.88134,5.85376
