"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",42.48,"Up",415800000,-325400000,90400000,-78800000,-78800000,11600000,-32100000,-31600000,-5e+05,-20500000,-49800000,22200000,-27600000,-27600000,-27600000,-27600000,1.2e+07,1.2e+07,3.09e+08,3.09e+08,38300000,385200000,2730300000,409600000,283600000,9.1e+07,3139900000,3525100000,408900000,314800000,94100000,424900000,2145400000,6.96e+08,657200000,2841400000,3266300000,1754400000,-6.92e+08,-111600000,258800000,258800000,3525100000,-27600000,12600000,120700000,-69300000,36400000,-111500000,-67600000,22900000,-2.3283064365387e-10,-7.27595761418343e-12,3e+05,23200000,-8e+06,-8e+06,4e+05,-7600000,24200000,2161400000,-178800000,0.21741,0.0279,-0.06638,-0.10665,-0.00783,6.47826,0.90657,12.62094,0.61315,-0.97527,-0.97527,14.69258,9.14488,-6.31802,-0.00886,-0.05738,88.81818,185.2931
"31","2017_Q4",53.9649206349206,"Up",457600000,-323800000,133800000,-84500000,-84500000,49300000,-30700000,-32400000,1700000,18600000,18600000,-5800000,12800000,12800000,12800000,12800000,19100000,19100000,347900000,347900000,30700000,424400000,2752800000,411700000,284400000,91100000,3164500000,3588900000,370500000,246300000,124200000,387700000,2212300000,700100000,661800000,2912400000,3300100000,1758400000,-679200000,-98400000,288800000,288800000,3588900000,12800000,13400000,125800000,-24700000,127300000,-225500000,-192500000,67700000,2e+05,2e+05,4e+05,68300000,3100000,3100000,8e+05,3900000,62700000,2229500000,-181700000,0.2924,0.10774,0.02797,0.04432,0.00357,-14.19531,1.09466,11.42694,0.62122,0.4523,0.44755,16.16961,10.20495,-6.42049,0.00398,-0.05646,35.25359,44.8357
"32","2018_Q1",63.93,"Up",491700000,-357700000,1.34e+08,-76200000,-76200000,57800000,-36300000,-38200000,1900000,21500000,21100000,193200000,214300000,214300000,214300000,214300000,41500000,41500000,386300000,386300000,2.3e+07,474500000,2660900000,414300000,283900000,9.1e+07,3075200000,3549700000,265300000,1.52e+08,113300000,290700000,2137100000,611500000,462800000,2748600000,3039300000,1763400000,-462400000,-98600000,510400000,510400000,3549700000,214300000,13800000,-85900000,-54100000,88100000,-159500000,-1.14e+08,-73100000,5e+05,5e+05,120800000,48200000,22300000,22300000,-1.16415321826935e-10,22300000,71600000,2162500000,-335200000,0.27252,0.11755,0.43583,0.41987,0.06037,-1.56416,1.63227,5.95474,0.60921,7.57244,7.33904,17.37456,18.03534,-11.84452,0.06525,-0.10206,29.62291,36.6955
"33","2018_Q2",57.19359375,"Down",431300000,-340300000,9.1e+07,-74500000,-74500000,16500000,-31700000,-3.2e+07,3e+05,-15200000,-15200000,5100000,-10100000,-10100000,-10100000,-10100000,4.3e+07,4.3e+07,3.47e+08,3.47e+08,2.4e+07,436200000,2718300000,419400000,286300000,9.1e+07,3137700000,3573900000,3.9e+08,266600000,123400000,413700000,2054700000,605200000,456700000,2659900000,3073600000,1766900000,-472500000,-102100000,500300000,500300000,3573900000,-10100000,13800000,99100000,26400000,129200000,-95700000,-42800000,-85100000,4e+05,4e+05,3e+05,-84400000,2e+06,2e+06,-5e+05,1500000,30300000,2078400000,-44100000,0.21099,0.03826,-0.02342,-0.02019,-0.00283,4.36634,1.05439,6.14351,0.58155,-0.35563,-0.35563,15.18662,17.6162,-1.55282,-0.00317,-0.01385,67.17492,123.35758
"34","2018_Q3",53.0211111111111,"Down",485500000,-375400000,110100000,-77300000,-77300000,32800000,-32200000,-32400000,2e+05,6e+05,5e+05,-8e+05,-3e+05,-3e+05,-300000.00000003,-300000.00000003,4.4e+07,4.4e+07,350300000,350300000,20600000,435600000,2871600000,422400000,289300000,9.1e+07,3.294e+09,3729600000,491600000,387800000,103800000,518500000,2109600000,606200000,458200000,2715800000,3234300000,1770300000,-472800000,-110200000,495300000,495300000,3729600000,-3e+05,13700000,1.18e+08,-27700000,103700000,-235600000,-158400000,57500000,1e+05,1e+05,-500000.000000015,57100000,2400000,2400000,-1400000,999999.999999996,46500000,2136500000,-2.16e+08,0.22678,0.06756,-0.000620000000000068,-0.000610000000000069,-7.99999999999907e-05,720,0.84012,6.52998,0.57285,-0.0105600000000002,-0.0105600000000002,17.09507,17.44014,-7.60563,-9.00000000000007e-05,-0.06671,45,63.79573
"35","2018_Q4",34.1593650793651,"Down",516200000,-354400000,161800000,-78400000,-78400000,83400000,-38200000,-38600000,4e+05,45200000,45200000,1e+06,46200000,46200000,46200000,46200000,1.8e+07,1.8e+07,373500000,373500000,22200000,433900000,2907800000,429100000,294500000,9.1e+07,3336900000,3770800000,352900000,233800000,119100000,381800000,2.229e+09,605700000,458400000,2834700000,3216500000,1774100000,-426600000,-101200000,554300000,554300000,3770800000,46200000,14300000,122400000,-40800000,142100000,-340800000,-281800000,117300000,0,0,-4200000,113100000,-26600000,-26600000,6e+05,-2.6e+07,97700000,2257900000,-284900000,0.31344,0.16157,0.0895,0.08335,0.01225,-6.16667,1.13646,5.80281,0.59879,1.62105,1.59862,18.11228,19.44912,-9.99649,0.01352,-0.08336,22.92631,26.85731
"36","2019_Q1",37.0318032786885,"Up",543700000,-384600000,159100000,-81100000,-81100000,7.8e+07,-34700000,-3.4e+07,-7e+05,43300000,38300000,-5e+06,33300000,33300000,33300000,33300000,27800000,27800000,332400000,332400000,40200000,400400000,2787200000,422600000,293500000,9.1e+07,3209800000,3610200000,269300000,1.47e+08,122300000,299200000,2129900000,608400000,448300000,2738300000,3037500000,1778200000,-391100000,-122400000,572700000,572700000,3610200000,33300000,4.03e+08,-278400000,26200000,184100000,105100000,-8.4e+07,-96700000,2e+06,2e+06,4700000,-9e+07,10100000,10100000,-3e+05,9799999.99999999,4.81e+08,2159800000,617300000,0.29262,0.14346,0.06125,0.05815,0.00922,18.5375399999999,1.33824,5.30382,0.59825,1.17668,1.11371,19.21201,20.23675,21.81272,0.00997,0.18477,4.43243,27.33333
"37","2019_Q2",40.8007936507937,"Up",475700000,-380800000,94900000,-71500000,-71500000,23400000,-33200000,-32900000,-3e+05,-9800000,-9800000,3100000,-6700000,-6700000,-6700000,-6700000,24500000,24500000,316400000,316400000,33500000,374400000,2710800000,581200000,292900000,9.1e+07,3.292e+09,3666400000,282500000,162200000,120300000,335500000,2019400000,745700000,443800000,2765100000,3100600000,1780900000,-405400000,-117700000,565800000,565800000,3666400000,-6700000,1.5e+07,118600000,4300000,131200000,-93100000,-23500000,-114600000,5e+05,5e+05,2900000,-111200000,-3500000,-3500000,2e+05,-3300000,38400000,2046300000,-53500000,0.1995,0.04919,-0.01408,-0.01184,-0.00183,7.98507,1.11595,5.48003,0.55812,-0.23427,-0.23427,16.63287,19.78322,-1.87063,-0.002,-0.01593,52.65104,86.40171
"38","2019_Q3",42.5521875,"Up",475100000,-349800000,125300000,-73500000,-73500000,51800000,-2.9e+07,-31600000,2600000,22800000,1.5e+07,-5300000,9700000,9700000,9700000,9700000,27900000,27900000,308400000,308400000,31200000,367500000,2857900000,576100000,292600000,9.1e+07,3.434e+09,3801500000,400900000,296200000,104700000,458100000,2004600000,755100000,446100000,2759700000,3217800000,1786100000,-395700000,-114700000,583700000,583700000,3801500000,9700000,14600000.0000001,123700000,-6600000,141400000,-180400000,-124400000,-14800000,1100000,1100000,-99999.9999999981,-13800000,3200000,3200000,2e+05,3400000,66400000,2033300000,-115300000,0.26373,0.10903,0.02042,0.01662,0.00255,-11.8866,0.80223,5.51276,0.53487,0.33916,0.32993,16.61189,20.40909,-4.03147,0.00288,-0.03419,30.20181,38.71429
"39","2019_Q4",45.7096875,"Up",508099999,-344300000,163799999,-76200000,-76200000,87599999,-82400000,-81900000,-5e+05,5199999,5199999,4200000,9399999,9399999,9399999,9399999,34500000,34500000,316400000,316400000,30900000,381800000,2927700000,593600000,292100000,9.1e+07,3521300000,3903100000,332900000,2.12e+08,120900000,396200000,2149100000,764800000,441200000,2913900000,3310100000,1789500000,-386300000,-118200000,5.93e+08,5.93e+08,3903100000,9400000,318500000,-128100000,-31200000,168600000,-263100000,-227800000,121800000,9e+05,9e+05,-56600000,66100000,6900000,6900000,-3e+05,6600000,406099999,2182100000,107599999,0.32238,0.17241,0.0185,0.01585,0.00241,11.44681,0.96365,5.58196,0.55907,0.32526,0.32082,17.58131,20.51903,3.72318,0.00266,0.0304,5.28835,24.51598
"40","2020_Q1",35.7398387096774,"Down",540100001,-381799999,158300002,-73600000,-73600000,84700002,-26500000,-27100000,6e+05,58200002,53200002,-18100000,35100002,35100002,35100002,35100002,3.3e+07,3.3e+07,306700000,306700000,6e+07,399700000,2801800000,615500000,291500000,93600000,3417300000,3.817e+09,262200000,126500000,135700000,323100000,2051500000,798100000,459300000,2849600000,3172700000,1797200000,-351200000,-109700000,644300000,644300000,3.817e+09,35100000,1.22e+08,32200000,5099999,194399999,73200000,-87900000,-104200000,7e+05,7e+05,-4699999.99999999,-108200000,-1700001,-1700001,2e+05,-1500001,206700002,2081900000,303100001,0.29309,0.15682,0.06499,0.05448,0.0092,8.63533,1.23708,4.92426,0.54543,1.223,1.20619,18.81882,22.44948,10.56098,0.00996,0.086,9.91243,24.19008
"41","2020_Q2",25.1004761904762,"Down",436200000,-337100000,99100000,-69800000,-69800000,29300000,-25600000,-24400000,-1200000,3700000,-2600000,-1100000,-3700000,-3700000,-3700000,-3700000,55800000,55800000,288800000,288800000,50900000,395500000,2746600000,625100000,290200000,93600000,3371700000,3767200000,242500000,135400000,107100000,299100000,2041600000,806600000,4.57e+08,2848200000,3147300000,1798500000,-354900000,-131700000,619900000,619900000,3767200000,-3700000,116200000,2.9e+07,-4e+07,101500000,-62300000,-62300000,-13900000,6e+05,6e+05,-2500000,-15800000,23400000,23400000,-6e+05,22800000,145500000,2067300000,44300000,0.22719,0.06717,-0.00848,-0.00597,-0.00098,-11.97297,1.3223,5.07711,0.54876,-0.12803,-0.12803,15.09343,21.44983,1.53287,-0.00106,0.01268,13.82474,68.65188
"42","2020_Q3",36.8175,"Up",3.68e+08,-280800000,87200000,-56800000,-56800000,30400000,-27100000,-23300000,-3800000,3300000,1e+05,1900000,2000000.00000001,2000000.00000001,2000000.00000001,2000000.00000001,83200000,83200000,2.47e+08,2.47e+08,44600000,374800000,2693400000,643500000,289900000,93600000,3336900000,3711700000,259800000,138100000,121700000,310500000,1931300000,835900000,459900000,2767200000,3077700000,1800500000,-352900000,-121600000,6.34e+08,6.34e+08,3711700000,2e+06,117100000,17900000,41899999,178899999,-54600000,-39300000,-113200000,6e+05,6e+05,-3e+05,-112900000,26699999,26699999,7e+05,27399999,147500000,1950200000,132899999,0.23696,0.08261,0.00542999999999999,0.00315,0.000540000000000001,66.45,1.20709,4.85442,0.52542,0.0687299999999998,0.06873,12.64605,21.78694,4.56701,0.000579999999999999,0.03886,12.65763,61.41447
"43","2020_Q4",52.91890625,"Up",456700000,-3.22e+08,134700000,-6.1e+07,-6.1e+07,73700000,-22100000,-22400000,3e+05,51600000,51600000,-11700000,39900000,39900000,39900000,39900000,53800000,53800000,293300000,293300000,37900000,3.85e+08,2634500000,642500000,289400000,93600000,3.277e+09,3.662e+09,252099999,132699999,119400000,301699999,1827900000,845900000,469500000,2673800000,2975499999,1807700000,-3.13e+08,-116200000,686500000,686500000,3661999999,39900000,117400000,22200000,-35899999,143600001,-7e+07,-7e+07,-1.05e+08,2e+06,2e+06,-4e+05,-103400000,-29799999,-29799999,4e+05,-29399999,191100000,1845600000,96900001,0.29494,0.16138,0.08737,0.05812,0.0109,2.42857,1.2761,4.3343,0.50399,1.36177,1.33445,15.58703,23.43003,3.30717,0.01181,0.02869,9.37624,24.31208
"44","2021_Q1",79.2429508196721,"Up",520400000,-314800000,205600000,-132300000,-69800000,73300000,-22400000,-22500000,99999.9999999995,50900000,4.5e+07,-9500000,35500000,35500000,35500000,35500000,3.3e+07,3.3e+07,301200000,301200000,32900000,367100000,2550800000,670500000,295900000,100500000,3221300000,3588400000,280100000,125800000,154300000,3.28e+08,1651500000,866900000,4.74e+08,2518400000,2846400000,1818500000,-277500000,-1.07e+08,7.42e+08,7.42e+08,3588400000,35500000,115700000,19200000,16500000,186900000,500000.000000015,-35900000,-178500000,4700000,4700000,-1e+05,-173900000,-22900000,-22900000,2100000,-20800000,1.89e+08,1667300000,215500000,0.39508,0.14085,0.06822,0.04784,0.00989,6.07042,1.11921,3.83612,0.46464,1.21993,1.19529,17.88316,25.49828,7.4055,0.01084,0.06578,8.64709,22.29604
"45","2021_Q2",103.675555555556,"Up",453800000,-3.26e+08,127800000,-65500000,-65500000,62300000,-21200000,-21400000,2e+05,41100000,41100000,-8199999,32900001,32900001,32900001,32900001,32900000,32900000,299600000,299600000,31500000,3.64e+08,2523900000,688100000,294600000,100600000,3.212e+09,3.576e+09,273500000,1.46e+08,127500000,322800000,1585200000,8.9e+08,480600000,2475200000,2.798e+09,1818800000,-244600000,-104200000,7.78e+08,7.78e+08,3.576e+09,32900000,116200000,14400000,-28800000,134700000,-62200000,-62200000,-67800000,2100000,2100000,-7100000,-72800000,-3e+05,-3e+05,2e+05,-1e+05,178500000,1600500000,95699999,0.28162,0.13729,0.0725,0.04229,0.0092,2.90881,1.12763,3.5964,0.44757,1.11525,1.0894,15.38305,26.37288,3.24407,0.01007,0.02928,8.78207,25.16212
"46","2021_Q3",124.15546875,"Up",490900000,-333700000,157200000,-7.4e+07,-7.4e+07,83200000,-21400000,-2.1e+07,-4e+05,61800000,61800000,-14700001,47099999,47099999,47099999,47099999,34600000,34600000,312800000,312800000,32299999,379699999,2585100000,717800000,303200000,108200000,3302900000,3682599999,343400000,190600000,152800000,392200000,1539200000,915800000,491400000,2.455e+09,2847200000,1825600000,-197500000,-100700000,835400000,835400000,3682600000,47100000,117100000,21100000,7900000,193200000,-124600000,-142500000,-48900000,8e+05,8e+05,-1099999,-49199999,1500001,1500001,2e+05,1700001,200300000,1553100000,98300001,0.32023,0.16948,0.09595,0.05638,0.01279,2.08705,0.96813,3.40819,0.42174,1.59661,1.5596,16.64068,28.31864,3.3322,0.01425,0.02975,7.58113,18.2512
"47","2021_Q4",173.3078125,"Up",550400000,-334500000,215900000,-98500000,-81500000,117400000,-21300000,-21400000,1e+05,96100000,96100000,-23800000,72300000,72300000,72300000,72300000,35200000,35200000,373700000,373700000,39500000,448400000,2806500000,877700000,349200000,150600000,3684200000,4132600000,374600000,201800000,172800000,426700000,1.792e+09,1004700000,511900000,2796700000,3223400000,1831200000,-125200000,-104800000,909200000,909200000,4132600000,72300000,122500000,31300000,-50800000,175300000,-201800000,-409100000,234900000,6e+05,6e+05,-600001,234899999,1099999,1099999,-5e+05,599999,239900000,1807800000,11100000,0.39226,0.2133,0.13136,0.07952,0.0175,0.15353,1.05086,3.54531,0.43745,2.44257,2.37829,18.59459,30.71622,0.375,0.01943,0.00298,7.38891,15.09881
"48","2022_Q1",155.548064516129,"Down",5.78e+08,-322400000,255600000,-140800000,-89800000,114800000,-20200000,-22500000,2300000,94600000,91400000,-19600000,71800000,71800000,71800000,71800000,35100000,35100000,388100000,388100000,46500000,469700000,2973700000,1.047e+09,388700000,231500000,4020700000,4490400000,4.76e+08,280600000,195400000,529900000,1916100000,1067500000,536800000,2983600000,3513500000,1822500000,-53400000,-100200000,976900000,976900000,4490400000,71800000,132900000,27300000,8800000.00000001,240800000,-141700000,-347500000,120500000,1300000,1300000,-299999.999999998,106700000,-4.65661287307739e-10,-4.65661287307739e-10,-1e+05,-1e+05,247700000,1931300000,134400000,0.44221,0.19862,0.12422,0.0735,0.01599,1.87187,0.88639,3.59658,0.4301,2.42568,2.33117,19.52703,33.00338,4.54054,0.02178,0.03381,7.65523,16.51742
"49","2022_Q2",118.705322580645,"Down",567299999,-389300000,177999999,-89400000,-89400000,88599999,-21500000,-22500000,1e+06,67099999,67099999,-8600000,58499999,58499999,58499999,58499999,22800000,22800000,399100000,399100000,53300000,475200000,3100500000,1141900000,398600000,272500000,4242400000,4717600000,408600000,239400000,169200000,463300000,2142100000,1100500000,543200000,3242600000,3705900000,1796900000,5100000,-98300000,1011700000,1011700000,4717600000,58500000,1.4e+08,13300000,-68800000,1.43e+08,-268700000,-346700000,222700000,8e+05,8e+05,-32100000,191400000,-12300000,-12300000,434641.060368806,-12300000,228599999,2156700000,-100300001,0.31377,0.15618,0.10312,0.05782,0.0124,-1.71453,1.02569,3.66304,0.45716,1.9697,1.92434,19.10101,34.06397,-3.3771,0.0137,-0.0235,9.33465,24.08465
"50","2022_Q3",110.449375,"Down",640400001,-420400000,220000001,-9.7e+07,-9.7e+07,123000001,-25500000,-25200000,-3e+05,97500001,97500001,-25300000,72200001,72200001,72200001,72200001,52100000,52100000,457800000,457800000,56900000,566800000,3452200000,1.291e+09,415900000,325500000,4743200000,5.31e+09,4.72e+08,286900000,185100000,528300000,2503300000,1213100000,580100000,3716400000,4244700000,1802600000,59600000,-104900000,1065300000,1065300000,5.31e+09,72199999,152900000,50200000,-59400000,215899999,-2.64e+08,-526100000,356300000,8e+05,8e+05,-17400000,339700000,29499999,29499999,-2e+05,29299999,275900001,2518200000,-22199999,0.34354,0.19207,0.11274,0.06777,0.0136,-0.30748,1.07288,3.98451,0.47424,2.42282,2.38284,21.48993,35.74832,-0.744969999999998,0.01505,-0.00463000000000002,8.93838,20.04959
