"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",32.1034920634921,"Up",767997000,-435457000,332540000,-244351000,-246233000,-49092000,-197141000,88189000,-7411000,-4761000,80778000,80778000,-19120000,61658000,61658000,-5578000,56080000,56080000,396710000,396710000,442688000,442688000,392192000,83705000,51401000,13440000,1315295000,375586000,22702000,22702000,398288000,1713583000,382501000,321034000,61467000,99849000,482350000,13660000,21040000,21040000,34700000,517050000,362225000,791720000,-20465000,1133480000,63053000,1196533000,1713583000,61658000,13607000,8680000,-132369000,-48424000,-14623000,-15320000,-4819000,988000,-3831000,-67575000,-67575000,-2400000,-69975000,101796000,113509000,-26076000,0.433,0.11483,0.07302,0.04687,0.03273,-0.46498,2.72685,0.43212,0.06624,0.36795,0.36551,5.03892,7.4369,-0.17109,0.04213,-0.01959,-2.78204,-3.2113
"22","2015_Q3",45.4103125,"Up",800464000,-425856000,374608000,-262266000,-265896000,-64875000,-201021000,112342000,106000.000000001,2990000,112448000,112448000,-25383000,87065000,87065000,-7283000,79782000,79782000,513902000,513902000,434191000,434191000,470640000,85813000,51633000,15314000,1504546000,381853000,26126000,26126000,407979000,1912525000,484048000,430422000,53626000,110630000,594678000,1592000,24400000,24400000,25992000,620670000,369455000,871502000,-18747000,1222210000,69645000,1291855000,1912525000,87065000,14686000,6605000,27011000,135367000,-18476000,-19780000,-1267000,-197000.000000001,774000,116361000,116361000,831000,117192000,127028000,112222000,160946000,0.46799,0.14035,0.09967,0.06176,0.04172,2.01732,2.53002,0.48045,0.05868,0.52243,0.51797,5.24166,8.00337,1.05392,0.05585,0.11267,-3.16214,-3.57551
"23","2015_Q4",33.4409375,"Down",856179000,-469173000,387006000,-291421000,-293733000,-63685000,-230048000,95585000,-5912000,-3409000,89673000,89673000,-15839000,73834000,73834000,-7232000,66602000,66602000,510679000,510679000,396428000,396428000,500201000,105373000,70865000,15642000,1512681000,388842000,39131000,39131000,427973000,1940654000,487493000,407612000,79881000,30622000,518115000,70147000,26901000,26901000,97048000,615163000,374892000,938104000,-27528000,1285468000,40023000,1325491000,1940654000,73834000,14967000,6674000,-23255000,72220000,-25159000,-26383000,-11440000,-33976000,-45416000,421000,421000,-3644000,-3223000,110552000,100769000,77977000,0.45202,0.11164,0.07779,0.05025,0.03432,1.17079,2.91959,0.4641,0.05193,0.43561,0.43115,5.59978,8.40752,0.51,0.04583,0.05366,-3.70785,-4.28843
"24","2016_Q1",30.0934426229508,"Down",722683000,-392829000,329854000,-275146000,-279067000,-57934000,-221133000,54708000,-4110000,-2141000,50598000,50598000,-12108000,38490000,38490000,-9042000,29448000,29448000,507991000,507991000,343930000,343930000,620247000,76024000,57363000,18661000,1548192000,435907000,55779000,37954000,491686000,2039878000,561301000,473983000,87318000,15712000,577013000,68942000,18189000,9682000,87131000,664144000,386309000,967552000,-26305000,1327556000,48178000,1375734000,2039878000,38490000,10387000,-330999.999999999,24505000,73051000,-59941000,-6.5e+07,-16101000,4317999.99999999,-9703000,-1652000,-1652000,-1036000,-2688000,65095000,84654000,41767000,0.45643,0.0757,0.04075,0.02141,0.01444,1.41833,2.68311,0.48276,0.0415,0.19201,0.19015,4.71208,8.65602,0.27233,0.01992,0.02825,-6.50337,-7.73812
"25","2016_Q2",30.20671875,"Up",978794000,-546642000,432152000,-293602000,-296227000,-53878000,-242349000,138550000,1657000,2779000,140207000,140207000,-30568000,109639000,109639000,-12027000,97612000,97612000,443828000,443828000,542396000,542396000,501855000,65680000,44080000,21600000,1553759000,456971000,57680000,41516000,514651000,2068410000,467427000,405324000,62103000,14478000,481905000,68498000,19184000,10424000,87682000,569587000,394845000,1065164000,-21253000,1438756000,60067000,1498823000,2068410000,109639000,17493000,11621000,-170120000,-31367000,-35197000,-36280000,-1679000,2796000,1117000,-66530000,-66530000,2367000,-64163000,156043000,82976000,-18706000,0.44151,0.14155,0.09973,0.06513,0.04719,-0.19164,3.2242,0.38002,0.04012,0.6349,0.6305,6.36635,9.35807,-0.12167,0.06097,-0.01168,-2.31252,-2.60449
"26","2016_Q3",25.456875,"Down",877810000,-461556000,416254000,-315899000,-319206000,-75966000,-243240000,100355000,-4146000,-2604000,96209000,96209000,-12200000,84009000,84009000,-9902000,74107000,74107000,628827000,628827000,468572000,468572000,590711000,77828000,57283000,20545000,1765938000,464403000,61091000,43411000,525494000,2291432000,605841000,534180000,71661000,5049000,610890000,68053000,20798000,11740000,88851000,699741000,404575000,1139271000,-19365000,1524481000,67210000,1591691000,2291432000,84009000,18882000,8442000,102316000,213649000,-19837000,-20817000,-9857000,-621000,-7550000,185282000,185282000,-283000,184999000,119237000,73102000,213916000,0.4742,0.11432,0.08442,0.04656,0.03234,2.88658,2.89076,0.43962,0.0319,0.48106,0.47804,5.69825,9.89608,1.38862,0.04396,0.12691,-4.66068,-5.53759
"27","2016_Q4",23.0669841269841,"Down",942417000,-512439000,429978000,-326627000,-329597000,-67783000,-261814000,103351000,-2433000,-1485000,100918000,100918000,-24376000,76542000,76542000,-11432000,65110000,65110000,665291000,665291000,426084000,426084000,523345000,79704000,60480000,19224000,1694424000,470137000,62749000,45001000,532886000,2227310000,455884000,383530000,72354000,6895000,462779000,67606000,22121000,12897000,89727000,552506000,410974000,1204381000,-19040000,1596315000,78489000,1674804000,2227310000,76542000,20827000,12001000,-48714000,60656000,-25717000,-26969000,1352000,207000,1559000,35246000,35246000,1218000,36464000,124178000,74501000,74123000,0.45625,0.10967,0.06909,0.03888,0.02923,1.13843,3.66141,0.32989,0.03345,0.42221,0.41952,6.11122,10.3515,0.48066,0.03676,0.04184,-4.75761,-5.71635
"28","2017_Q1",25.9191935483871,"Up",764290000,-408078000,356212000,-327950000,-332933000,-59502000,-273431000,28262000,-6112000,-4640000,22150000,22150000,-6981000,15169000,15169000,-8505000,6663999.99999999,6663999.99999999,718536000,718536000,326844000,326844000,700515000,81871000,62680000,19191000,1827766000,494473000,71431000,45388000,565904000,2393670000,613861000,520437000,93424000,7869000,621730000,67159000,19267000,18855000,86426000,708156000,419192000,1211045000,-26604000,1603633000,81881000,1685514000,2393670000,15169000,21980000,6365000,75170000.0000001,118684000,-38720000,-61579000,622000.000000002,-1464000,1350000,58455000,58455000,-5210000,53245000,50242000,75028000,93673000,0.46607,0.03698,0.00872,0.00395,0.00278,14.05657,2.93981,0.42014,0.03134,0.0430800000000001,0.04291,4.94139,10.36803,0.60563,0.00374,0.05263,-12.80817,-22.76937
"29","2017_Q2",25.8449206349206,"Down",1072808000,-596310000,476498000,-352075000,-356305000,-73809000,-282496000,124423000,-381000,696000,124042000,124042000,-17407000,106635000,106635000,-12640000,93995000,93995000,607813000,607813000,551598000,551598000,585814000,81072000,60568000,20504000,1826297000,502658000,76756000,50697000,579414000,2405711000,505492000,423902000,81590000,8091000,513583000,68775000,20839000,20408000,89614000,603197000,425820000,1305040000,-23704000,1707156000,95358000,1802514000,2405711000,106635000,22333000,17539000,-230912000,-84405000,-28882000,-29326000,1402000,-846000,556000,-113175000,-113175000,2452000,-110723000,146756000,76866000,-95631000,0.44416,0.11598,0.08762,0.05215,0.03907,-1.01741,3.55599,0.33464,0.03195,0.60604,0.60281,6.91701,11.00702,-0.61659,0.04947,-0.05033,-3.61789,-4.26727
"30","2017_Q3",27.3104761904762,"Up",1025934000,-537613000,488321000,-402012000,-405233000,-99950000,-305283000,86309000,1200000,2663000,87509000,87509000,-14109000,73400000,73400000,-13865000,59535000,59535000,751581000,751581000,494683000,494683000,669741000,79003000,54119000,24884000,1995008000,527441000,86841000,53324000,614282000,2609290000,629769000,528251000,101518000,5841000,635610000,68271000,22151000,21734000,90422000,726032000,436451000,1364575000,-21929000,1779097000,104161000,1883258000,2609290000,73400000,23238000,-4260000,101178000,193556000,-47620000,-47959000,-2577000,-5861000,-5427000,140170000,140170000,3598000,143768000,109547000,74112000,177214000,0.47598,0.08413,0.05803,0.03161,0.02282,2.97664,3.13873,0.38552,0.0284,0.38267,0.38121,6.5943,11.43533,1.13906,0.03008,0.08952,-6.18428,-7.84934
"31","2017_Q4",32.3773015873016,"Up",1094829000,-574842000,519987000,-403494000,-406411000,-89559000,-316852000,116493000,1367000,2148000,117860000,117860000,-11030000,106830000,106830000,-14520000,92310000,92310000,802932000,802932000,485277000,485277000,697659000,88490000,65306000,23184000,2074358000,532482000,86420000,55676000,618902000,2693260000,586556000,501332000,85224000,12426000,598982000,71390000,23191000,22773000,94581000,693563000,443941000,1456885000,-18022000,1882804000,116893000,1999697000,2693260000,106830000,24479000,8116000,-73073000,66352000,-25795000,-26618000,9962000,-2594000,7368000,47102000,47102000,4249000,51351000,140972000,83816000,53134000,0.47495,0.1064,0.08431,0.04616,0.03427,0.5756,3.46314,0.34683,0.03112,0.5924,0.58893,7.02606,12.08289,0.34099,0.04382,0.02522,-5.10113,-6.17304
"32","2018_Q1",39.8227868852459,"Up",970589000,-516506000,454083000,-398428000,-404726000,-63883000,-340843000,55655000,-806000,130000,54849000,54849000,-106610000,-51761000,-51761000,-14889000,-66650000,-66650000,736431000,736431000,405921000,405921000,873016000,89656000,62573000,27083000,2105024000,541601000,71061000,41139000,630058000,2735082000,587536000,505334000,82202000,9812000,597348000,71103000,118420000,118259000,189523000,786871000,453573000,1390235000,-14744000,1829064000,119147000,1948211000,2735082000,-51761000,26460000,12022000,-2886999.99999994,-16166000,-33893000,-34347000,-2900000,-16606000,-17038000,-67551000,-67551000,1050000,-66501000,82115000,80915000,151945000,0.46784,0.05734,-0.06867,-0.03421,-0.02437,-2.27974,3.52395,0.40389,0.02958,-0.42696,-0.42385,6.21758,11.71696,0.97336,-0.03104,0.07075,-7.9829,-11.77821
"33","2018_Q2",31.97984375,"Down",1250078000,-666974000,583104000,-434305000,-439827000,-84446000,-355381000,148799000,3080000,3403000,151879000,151879000,-14621000,137258000,137258000,-19606000,117652000,117652000,700071000,700071000,692569000,692569000,800323000,100191000,68920000,31271000,2293154000,552540000,90290000,60715000,642830000,2935984000,660015000,524427000,135588000,14005000,674020000,70646000,107993000,107832000,178639000,852659000,450533000,1507887000,-12250000,1946170000,137155000,2083325000,2935984000,137258000,27176000,22232000,-183128000,3538000,-34464000,-35585000,3731000,-13155000,-12424000,-44471000,-44471000,8111000,-36360000,175975000,84651000,-26996000,0.46645,0.11903,0.09412,0.05647,0.04007,-0.22946,3.4022,0.40928,0.02883,0.75209,0.74638,7.99114,12.44092,-0.17257,0.05169,-0.01186,-3.4972,-4.13591
"34","2018_Q3",28.9611111111111,"Down",1134797000,-573841000,560956000,-479599000,-484949000,-114022000,-370927000,81357000,-6419000,-7473000,74938000,74938000,-14079000,60859000,60859000,-15575000,45284000,45284000,887742000,844847000,547497000,547497000,822423000,104228000,77290000,26938000,2361890000,553574000,66247000,40038000,643775000,3005665000,706566000,577783000,128783000,12989000,719555000,70181000,102467000,102306000,172648000,892203000,443248000,1553171000,-25335000,1971084000,142378000,2113462000,3005665000,60859000,27158000,25288000,138780000,252085000,-26354000,-74252000,-1483000,-5692000,-19285000,158548000,158548000,-13772000,144776000,108515000,83170000,235020000,0.49432,0.07169,0.0399,0.02143,0.01507,5.18991,3.28243,0.42215,0.02767,0.28932,0.28827,7.25027,12.59334,1.50155,0.0197,0.10222,-7.41439,-9.8894
"35","2018_Q4",26.2363492063492,"Down",1176395000,-612529000,563866000,-439954000,-444814000,-90138000,-354676000,123912000,-1041000,-2848000,122871000,122871000,-16821000,106050000,106050000,-15323000,90727000,90727000,890048000,802771000,503954000,503954000,755068000,131928000,83085000,48843000,2280998000,565395000,66996000,38772000,723477000,3004475000,647661000,528077000,119584000,17255000,664916000,69782000,102522000,102362000,172304000,837220000,410622000,1643898000,-30133000,2024387000,142868000,2167255000,3004475000,106050000,26926000,8999000,15212000,157187000,-36491000,-148440000,3862000,-11218000,-47383000,-38636000,-38636000,-3440000,-42076000,150838000,87037000,146380000,0.47932,0.10533,0.07712,0.04186,0.0302,1.61341,3.43051,0.3863,0.02897,0.58246,0.58047,7.55232,12.99633,0.93974,0.0385,0.06211,-5.32367,-6.48049
"36","2019_Q1",29.8750819672131,"Up",1080798000,-565119000,515679000,-431982000,-436832000,-61829000,-375003000,83697000,-1501000,-3244000,82196000,82196000,-15090000,67106000,67106000,-19728000,47378000,47378000,972266000,872237000,501913000,501913000,863260000,134701000,79018000,55683000,2472140000,585457000,76913000,37482000,756115000,3228255000,841334000,679553000,161781000,8888000,850222000,88119000,100639000,100188000,188758000,1038980000,375170000,1691276000,-31488000,2034958000,154317000,2189275000,3228255000,67106000,28420000,10534000,49682000,155742000,-45727000,-61137000,10046000,-11126000,-40623000,53982000,53982000,15484000,69466000,112117000,97007000,131162000,0.47713,0.07744,0.04384,0.02164,0.01468,2.76842,2.90764,0.47458,0.03005,0.30657,0.3061,6.99351,13.16758,0.84871,0.01985,0.05495,-7.80666,-10.45747
"37","2019_Q2",30.8601587301587,"Up",1276756000,-686247000,590509000,-424645000,-429846000,-70214000,-359632000,165864000,-3121000,-4986000,162743000,162743000,-31724000,131019000,131019000,-22261000,108758000,108758000,783885000,687498000,736563000,736563000,740869000,120484000,85137000,35347000,2381801000,605876000,1043830000,1007268000,1745612000,4127413000,631798000,456306000,175492000,16542000,819174000,93755000,978966000,978523000,1072721000,1891895000,292020000,1800034000,-29522000,2062532000,172986000,2235518000,4127413000,131019000,27421000,33313000,-255258000,-63505000,-38144000,-36664000,11141000,-89724000,-93592000,-193761000,-193761000,9022000,-184739000,193285000,110297000,-68393000,0.46251,0.12991,0.08518,0.04865,0.02635,-0.62885,2.90756,0.84629,0.02672,0.70861,0.70561,8.31871,13.43844,-0.44562,0.03271,-0.02057,-3.48495,-4.06109
"38","2019_Q3",34.30625,"Up",1258565000,-648730000,609835000,-498754000,-505095000,-113507000,-391588000,111081000,1715000,552999.999999999,112796000,112796000,-20798000,91998000,91998000,-16818000,75180000,75180000,883552000,779281000,641431000,641431000,855627000,111933000,67165000,44768000,2492543000,683254000,1155953000,1103443000,1928693000,4421236000,809690000,640170000,169520000,13984000,994573000,100024000,1002966000,1002524000,1102990000,2097563000,282975000,1875214000,-25282000,2132907000,190766000,2323673000,4421236000,91998000,25005000,-12984000,204220000,308239000,-87586000,-189709000,3710000,-28246000,-36369000,82161000.0000001,82161000.0000001,9622000,91783000,136086000,114008000,273518000,0.48455,0.08826,0.05973,0.03235,0.017,3.63818,2.50614,0.90269,0.02579,0.49005,0.48828,8.20382,13.90313,1.7829,0.02185,0.0795,-5.65484,-6.92777
"39","2019_Q4",39.44328125,"Up",1353998000,-700934000,653064000,-505648000,-511933000,-97516000,-414417000,147416000,-2916000,-4195000,144500000,144500000,-22766000,121734000,121734000,-18644000,103090000,103090000,930751000,824004000,662356000,662356000,890409000,143860000,97638000,46222000,2627376000,702545000,1145428000,1093004000,1938822000,4566198000,850950000,661428000,189522000,82916000,1106813000,39773000,1078159000,1077726000,1117932000,2224745000,293552000,1978304000,-97354000,2174502000,166951000,2341453000,4566198000,121734000,28305000,26594000,-72105000,104528000,-43386000,-47223000,8682000,-16277000,-7595000,49710000,49710000,-4985000,44725000,175721000,122689000,82996000,0.48232,0.10887,0.07614,0.04403,0.02258,0.80508,2.37382,0.95016,0.02687,0.67249,0.66959,8.83257,14.18499,0.54141,0.0291,0.02343,-4.59855,-5.48151
"40","2020_Q1",34.4920967741935,"Down",1330732000,-692983000,637749000,-566160000,-548333000,-88664000,-459669000,71589000,24377000,28683000,95966000,95966000,-13465000,82501000,82501000,-22969000,59532000,59532000,936913000,824876000,645303000,645303000,1069863000,167512000,113580000,53932000,2819591000,738925000,1239838000,1119338000,2073352000,4892943000,975079000,764844000,210235000,72023000,1238231000,49183000,1069422000,1069100000,1118605000,2356836000,306822000,2037836000,-29993000,2314665000,221442000,2536107000,4892943000,82501000,30784000,41489000,-77484000,77290000,-61448000,-70477000,4222000.00000003,-1635000,5583000,12396000,12396000,-11526000,870000,102373000,121206000,-23094000,0.47925,0.0538,0.04474,0.02347,0.01217,-0.38793,2.27711,0.92931,0.02477,0.38813,0.38522,8.67605,15.09105,-0.15057,0.01597,-0.0062,-7.96799,-11.39431
"41","2020_Q2",28.6669841269841,"Down",1242345000,-694677000,547668000,-502858000,-508106000,-74055000,-434051000,44810000,3779000,3471000,48589000,48589000,-7429000,41160000,41160000,7941000,49101000,49101000,1289424000,1158766000,796195000,796195000,985659000,159129000,95444000,63685000,3230407000,787980000,1299295000,1156940000,2164613000,5395020000,822969000,624677000,198292000,30627000,1042990000,669152000,1094413000,1081465000,1763565000,2806555000,313604000,2086937000,-52819000,2347722000,240743000,2588465000,5395020000,41160000,39559000,26469000,-242169000,-134981000,-74887000,-76257000,578572000,-20524000,558048000,346810000,346810000,-12920000,333890000,84369000,699779000,-225258000,0.44083,0.03607,0.03952,0.01897,0.0091,-4.58765,3.09726,1.08425,0.12971,0.31976,0.31749,8.09055,15.28913,-1.46695,0.0112,-0.0514,-6.98888,-13.15878
"42","2020_Q3",29.8084375,"Up",729472000,-360906000,368566000,-429537000,-432133000,-60240000,-371893000,-60971000,1447000,4686000,-59524000,-59524000,4307000,-55217000,-55217000,-12880000,-68097000,-68097000,1457797000,1352120000,478011000,478011000,1027735000,173245000,105141000,68104000,3136788000,833103000,1339919000,1197224000,2271258000,5408046000,799049000,621142000,177907000,83229000,1076786000,680109000,1214007000,1201572000,1894116000,2970902000,330113000,2018840000,-124238000,2224715000,212429000,2437144000,5408046000,-55217000,32205000,-4567000,338848000,311269000,-74765000,-70682000,63559000,-16190000,51056000.0000001,291643000,291643000,-98289000,193354000,-28766000,763338000,231010000,0.50525,-0.08358,-0.09335,-0.02794,-0.01259,-3.39237,2.9131,1.21901,0.14115,-0.44178,-0.44494,4.73244,14.4328,1.49867,-0.01543,0.05233,24.14166,11.38999
"43","2020_Q4",34.03453125,"Up",1300886000,-675766000,625120000,-532994000,-536211000,-85927000,-450284000,92126000,4967000,7725000,97093000,97093000,-14982000,82111000,82111000,-17832000,64279000,64279000,1400989000,1294222000,708947000,708947000,1053360000,222334000,147607000,74727000,3385630000,870162000,1356904000,1202473000,2325764000,5711394000,935258000,742226000,193032000,128422000,1260440000,683611000,1126232000,1114306000,1809843000,3070283000,359833000,2083118000,-40549000,2402402000,238709000,2641111000,5711394000,82111000,33988000,10493000,-245884000,-119292000,-63564000,-65115000,49088000,-20787000,28301000,-156106000,-156106000,98208000,-57898000,126114000,812033000,-168352000,0.48053,0.07082,0.04941,0.02434,0.01125,-2.61908,2.68607,1.1625,0.14218,0.41609,0.41093,8.42079,15.55104,-1.08976,0.01404,-0.03676,-4.67002999999999,-6.39294
"44","2021_Q1",37.7467213114754,"Up",1324711000,-676284000,648427000,-606725000,-595664000,-97875000,-497789000,41702000,26869000,21180000,68571000,68571000,9602000,78173000,78173000,-24892000,53281000,53281000,1471593000,1370826000,619800000,619800000,1016774000,236184000,166962000,69222000,3344351000,935441000,1424165000,1266784000,2468018000,5812369000,952789000,744077000,208712000,55547000,1212706000,679415000,1194585000,1183146000,1.874e+09,3086706000,372320000,2136400000,-27285000,2481435000,244228000,2725663000,5812369000,78173000,37058000,36242000,122984000,274457000,-96700000,-100414000,-77070000,-29262000,-104103000,69940000,69940000,6663999.99999997,76604000,78760000,734962000,95442000.0000001,0.48949,0.03148,0.04022,0.01955,0.00917,1.7913,2.75776,1.13246,0.12645,0.34474,0.34274,8.57124,16.05556,0.61754,0.01145,0.0205,-9.35286,-17.66416
"45","2021_Q2",47.154126984127,"Up",1434455000,-748796000,685659000,-527991000,-527991000,-91325000,-436666000,157668000,-14174000,-14174000,143494000,143494000,-28985000,114509000,114509000,-15936000,98573000,98573000,1390568000,1284540000,798836000,798836000,1067437000,207896000,137138000,70758000,3464737000,992512000,1403938000,1247102000,2520829000,5985566000,992058000,807949000,184109000,62080000,1271379000,717595000,1165046000,1154211000,1882641000,3154020000,377505000,2234973000,-36349000,2576129000,255417000,2831546000,5985566000,114509000,33008000,24958000,-186249000,-13774000,-84237000,-105464000,44713000,-9914000,34799000,-84439000,-84439000,-1847000,-86286000,190676000,779675000,-50825000,0.47799,0.10991,0.06872,0.03481,0.01647,-0.51561,2.72518,1.11389,0.13026,0.6367,0.63214,9.26543,16.63973,-0.32829,0.02064,-0.01064,-3.20383,-3.87455
"46","2021_Q3",49.4646875,"Up",1661871000,-808279000,853592000,-652382000,-652382000,-141470000,-510912000,201210000,2158000,2158000,203368000,203368000,-41545000,161823000,161823000,-24454000,137369000,137369000,1198981000,1091355000,778216000,778216000,1057284000,211554000,145256000,66298000,3246035000,1026777000,1369377000,1214604000,2518696000,5764731000,1080906000,831910000,248996000,43122000,1338299000,268913000,1143415000,1132994000,1412328000,2750627000,396107000,2372342000,-34990000,2733459000,280645000,3014104000,5764731000,161823000,33641000,9906999.99999999,125564000,330935000,-61982000,-61744000,-467641000,-819999.999999998,-464434000,-195243000,-195243000,2058000,-193185000,234851000,312035000,339978000,0.51363,0.12107,0.08266,0.04558,0.02383,2.47493,2.42549,0.91259,0.05413,0.88729,0.88093,10.73435,17.65595,2.19598,0.03073,0.07607,-3.77663,-4.40806
"47","2021_Q4",44.81578125,"Down",1558476000,-781513000,776963000,-630716000,-630716000,-147414271.496244,-555634825.678901,146247000,-8049000,-8049000,138198000,138198000,-21497000,116701000,116701000,-13562000,103139000,103139000,1042653000,952076000,758713000,758713000,1230349000,270960000,189598000,81362000,3302675000,1087183000,1372665000,1208815000,2598900000,5901575000,1078700000,846101000,232599000,44062000,1336954000,282760000,1149867000,1140017000,1432627000,2769581000,410532000,2475481000,-44510000,2841503000,290491000,3131994000,5901575000,116701000,34009000,17574000,-232207000,-63923000,-89407000,-88868000,14788000,-648000,14140000,-138651000,-138651000,-628000,-139279000,180256000,326822000,-119861000,0.49854,0.09384,0.06618,0.03293,0.01748,-1.16213,2.4703,0.88429,0.05538,0.66185,0.65642,10.00081,18.23405,-0.76915,0.02238,-0.02601,-3.97119,-4.89467
"48","2022_Q1",42.8116129032258,"Down",1630227000,-847229000,782998000,-715095000,-715095000,-118688436.406701,-548531034.522937,67903000,16794000,16794000,84697000,84697000,337902000,422599000,422599000,-20177000,402422000,402422000,894863000,796283000,732793000,732793000,1470994000,273590000,193547000,80043000,3372240000,1128909000,1844541000,1299689000,3119040000,6491280000,1141762000,876342000,265420000,78162000,1445582000,263445000,1240181000,1228361000,1503626000,2949208000,429764000,2877903000,-48323000,3259344000,282728000,3542072000,6491280000,422599000,38919000,-314656000,-187948000,-41086000,-74048000,-88590000,14784000.0000001,-36456000,-18423000,-148099000,-148099000,-7694000,-155793000,106822000,341607000,-493076000,0.4803,0.04165,0.24685,0.11361,0.06199,-1.22527,2.33279,0.83262,0.05263,2.58236,2.56119,10.46124,20.91535,-3.16409,0.07854,-0.09623,-5.17923,-8.14774
"49","2022_Q2",38.3796774193548,"Down",1819594000,-995431000,824163000,-648259000,-648259000,-108209000,-540050000,175904000,-5746000,-5746000,170158000,170158000,-33992000,136166000,136166000,-14943000,121223000,121223000,694841000,589908000,1010599000,1010599000,1449513000,270651000,198727000,71924000,3425604000,1184483000,1809972000,1270468000,3119506000,6545110000,1070929000,812216000,258713000,108956000,1405770000,265305000,1208119000,1196819000,1473424000,2879194000,415513000,2999126000,-46822000,3367817000,298099000,3665916000,6545110000,136166000,36516000,39637000,-347082000,-134763000,-89398000,-75212000,32655000,-12621000,-4966000,-214941000,-214941000,8566000,-206375000,212420000,374261000,-190068000,0.45294,0.09667,0.06662,0.03307,0.01852,-1.56792,2.43682,0.7854,0.05718,0.77752,0.77045,11.67087,21.60117,-1.2191,0.0231,-0.03622,-1.50918,-1.82247
"50","2022_Q3",37.4340625,"Down",1867804000,-970225000,897579000,-743421000,-743421000,-166609000,-576812000,154158000,-19259000,-19259000,134899000,134899000,-28739000,106160000,106160000,-15756000,90404000,90404000,857003000,751904000,916784000,916784000,1563907000,232275000,177236000,55039000,3569969000,1225529000,1791675000,1245431000,3106627000,6676596000,1231039000,972399000,258640000,73414000,1527683000,253260000,1177549000,1167837000,1430809000,2958492000,402516000,3089530000,-75784000,3416262000,301842000,3718104000,6676596000,106160000,35516000,11927000,135869000,289472000,-74113000,-38651000,-47587000,-9430000,-76413000,174408000,174408000,-12412000,161996000,189674000,326674000,280169000,0.48055,0.08253,0.0484,0.02431,0.01354,3.09908,2.33685,0.7957,0.04893,0.57973,0.57675,11.97763,21.9074,1.79663,0.01731,0.05365,-2.796,-3.44017
