"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"23","2019_Q4",23.8359375,"Down",462500000,-245500000,2.17e+08,-133400000,-82300000,-51100000,83600000,-33900000,-33900000,0,49700000,-9100000,40600000,-3300000,1400000,38700000,38700000,38700000,38700000,58300000,58300000,290700000,290700000,1.11e+08,21900000,89100000,4.6e+08,665800000,4195100000,548600000,2082800000,1563700000,4860900000,5320900000,209100000,53400000,155700000,2.26e+08,38900000,187100000,645100000,2212500000,1337100000,18700000,1318400000,3549600000,4194700000,2.069e+09,-957300000,-18700000,1.093e+09,1126200000,5320900000,38700000,51100000,5199999,-16400000,78599999,-23100000,-26300000,-55600000,-52100000,-382400000,-9e+05,-435400000,-412400001,-412400001,-1e+05,-412500001,134700000,2422500000,98500000,0.46919,0.18076,0.08368,0.03436,0.00727,2.54522,0.71307,3.72465,0.45528,0.27006,0.26856,3.22749,7.62736,0.68737,0.36357,0.01858,0.02016,1.34625,17.5516,28.2799
"24","2020_Q1",22.9298387096774,"Down",488100000,-255900000,232200000,-1.35e+08,-134600000,-400000.000000007,97200000,-34400000,-34400000,0,62800000,-16700000,46100000,-2400000,1800000,45500000,45500000,4.5e+07,4.5e+07,59100000,59100000,2.9e+08,2.9e+08,86700000,15800000,70900000,435800000,666200000,4280300000,550900000,2083100000,1646300000,4946500000,5382300000,239900000,67900000,1.72e+08,215100000,2.9e+07,186100000,6.5e+08,2222100000,1383800000,1.8e+07,1365800000,3605900000,4255900000,2076099999,-964600000,-17700000,1093799999,1126399999,5382299999,45500000,400000.000000007,61000001,7900000,114800001,-23600000,-9e+06,-38200000,-52100000,-14700000.0000001,-12800000,-79600000.0000001,-2999999,-2999999,-3e+05,-3299999,97600000,2417100000,84300000,0.47572,0.19914,0.09219,0.03995,0.00836,1.87333,0.67046,3.77832,0.44908,0.31315,0.31099,3.39666,7.61169,0.58664,0.36256,0.01971,0.01711,1.15778,24.15984,24.25926
"25","2020_Q2",13.3160317460317,"Down",385300000,-224800000,160500000,-126800000,-90800000,-3.6e+07,33700000,-29600000,-29800000,2e+05,4100000,1e+05,4200000,1700000,4e+05,6300000,6300000,6100000,6100000,487800000,487800000,260800000,260800000,34100000,15300000,18800000,782700000,665800000,4355800000,562700000,2081300000,1711800000,5021600000,5804300000,196400000,70800000,125600000,236200000,4e+07,196200000,642600000,2.718e+09,1386700000,15500000,1371200000,4104700000,4747300000,2074200000,-1013800000,-31800000,1028600000,1.057e+09,5804300000,6300000,3.6e+07,14700000,-42100000,14900000,-17900000,-6600000,-26700000,-55600000,5.1e+08,-12200000,442200000,430400000,430400000,-433152.297702481,430400000,69700000,2.928e+09,8e+06,0.41656,0.08746,0.01583,0.00577,0.00105,1.31148,1.21802,4.4913,0.50445,0.04239,0.04216,2.67755,7.14802,0.05559,0.38638,0.01149,0.00149,9.11475,35.01004,72.4095
"26","2020_Q3",14.21,"Up",232900000,-1.54e+08,78900000,-105300000,-68700000,-36600000,-26400000,-33300000,-33300000,0,-59700000,500000.000000002,-59200000,1500000,-3e+05,-5.8e+07,-5.8e+07,-57900000,-57900000,647800000,647800000,2e+08,2e+08,39900000,1.5e+07,24900000,887700000,657800000,4341600000,559300000,2082100000,1700200000,4999400000,5887100000,180900000,45800000,135100000,246800000,38300000,208500000,507700000,2618400000,1374300000,14200000,1360100000,3992700000,4500400000,2080200000,-1077200000,-26900000,976100000,1386700000,5887100000,-5.8e+07,36600000,4099999.99999999,53100000,35800000,-11300000,-7e+06,-22600000,-5500000.00000001,-2.25e+08,-7300000,146100000,159300000,159300000,-528325.324791493,159300000,10200000,2698400000,50500000,0.33877,-0.11335,-0.2486,-0.04175,-0.00984,-0.872190000000001,1.74847,3.2454,0.45836,-0.40125,-0.40348,1.614,6.76438,0.34997,0.03812,-0.0096,0.00925,-0.0949899999999975,201.03922,-77.67424
"27","2020_Q4",16.060625,"Up",282300000,-155800000,126500000,-108800000,-72500000,-36300000,17700000,-34300000,-34200000,-1e+05,-16600000,7400000,-9200000,-3500000,-6e+05,-13300000,-13300000,-13500000,-13500000,690600000,690600000,191400000,191400000,56200000,18400000,37800000,938200000,644200000,4288099999,549400000,2076699999,1.662e+09,4932299999,5870499999,198600000,51900000,146700000,248400000,40600000,207800000,5.27e+08,2619600000,1348500000,14600000,1333900000,3968100000,4495100000,2085400000,-1097700000,-23100000,964600000,1375400000,5870500000,-13300000,36300000,8100000,4200000,35300000,23100000,-1900000,14200000,-7e+06,0,-2e+05,-7300000,42200000,42200000,-496922.203029264,42200000,5.4e+07,2699600000,84800000,0.4481,0.0627,-0.04782,-0.00982,-0.0023,-6.28148,1.78027,3.26821,0.45986,-0.09349,-0.09349,1.95499,6.68006,0.58726,0.04848,-0.0012,0.01564,-0.51852,37.2037,113.50282
"28","2021_Q1",19.3590163934426,"Up",335800000,-176200000,159600000,-1.2e+08,-83100000,-36900000,39600000,-33800000,-33800000,0,5800000,-100000.000000002,5700000,-8e+05,-1e+05,4800000,4800000,4300000,4300000,710400000,710400000,209200000,209200000,55100000,14400000,40700000,974700000,634200000,4.288e+09,547500000,2077800000,1662700000,4922200000,5896900000,228200000,64900000,163300000,226700000,29500000,197200000,534900000,2620800000,1357500000,14600000,1342900000,3978300000,4513200000,2092200000,-1100400000,-1.8e+07,973800000,1383700000,5896900000,4800000,36900000,12500000,-9599999.99999999,44600000,-7400000.00000001,-2600000,-18100000,-7e+06,0,-599999.999999999,-8000000.00000001,18500000,18500000,-250346.054178024,18500000,76500000,2700800000,60300000,0.47528,0.11793,0.01281,0.00311,0.00073,14.02326,1.82221,3.26169,0.458,0.02974,0.02974,2.32227,6.73444,0.41701,0.04841,0.00208,0.01108,1.62791,26.0183,50.26263
"29","2021_Q2",22.0190476190476,"Up",259200000,-177600000,81600000,-112899999,-76500000,-36399999,-31299999,-34600000,-34600000,32244.1874192199,-65899999,-6e+06,-71899999,4700000,-4e+05,-67599999,-67599999,-67699999,-67699999,5.6e+08,5.6e+08,164900000,164900000,52600000,13900000,38700000,777500000,629200000,4307200000,545800000,2.078e+09,1683400000,4936400000,5713900000,184300000,56800000,127500000,248400000,42300000,206100000,432700000,2616600000,1360400000,13200000,1347200000,3.977e+09,4409700000,2.097e+09,-1175100000,-15500000,906400000,1304200000,5713900000,-67600000,36400000,7300000,13100000,-10800000,-8300000,-15800000,-28300000,-7300000,-84700000,-19600000,-111600000,-150700000,-150700000,3e+05,-150400000,5100001,2616600000,5200001,0.31481,-0.12076,-0.26119,-0.05191,-0.01185,-0.07681,1.79686,3.38115,0.45794,-0.46754,-0.46754,1.79006,6.25967,0.03591,0.05041,-0.01144,0.00098,-0.10783,403.25482,-65.70607
"30","2021_Q3",22.44734375,"Up",3.41e+08,-189600000,151400000,-125200001,-88900000,-36300001,26199999,-32100000,-32100000,-21689.7967401892,-5900000.99999999,2900000,-3000000.99999999,2400000,-1e+05,-700000.999999985,-700000.999999985,-900001.000000015,-900001.000000015,5.29e+08,5.29e+08,206400000,206400000,46800000,15700000,31100000,782200000,631200000,4358600000,5.59e+08,2078500000,1721100000,4989800000,5.772e+09,214400000,51600000,162800000,253200000,43700000,209500000,467600000,2617900000,1379100000,13500000,1365600000,3.997e+09,4464600000,2104600000,-1.183e+09,-11700000,909900000,1307400000,5.772e+09,-7e+05,36300000,3800000,-1.5e+07,24400000,-1.6e+07,-26900000,-48700000,-7e+06,0,-3e+05,-7300000,-31600000,-31600000,6e+05,-3.1e+07,62499999,2617900000,29099999,0.44399,0.07683,-0.00263999999999992,-0.000689999999999996,-0.00016,-32.3333,1.6728,3.41487,0.45355,-0.00622,-0.00622,2.35497,6.28384,0.20097,0.04834,0.00115,0.00549,-7.77777,33.4224,79.72901
"31","2021_Q4",24.5671875,"Up",399200000,-199800000,199400000,-134800000,-98500000,-36300000,64600000,-31800000,-31800000,-101745.874609208,32800000,4e+05,33200000,-1100000,1100000,33200000,33200000,33100000,33100000,510300000,510300000,245900000,245900000,4.5e+07,1.9e+07,2.6e+07,801200000,629600000,4352600000,552100000,2077800000,1722700000,4982200000,5783400000,234700000,62200000,172500000,242100000,3.5e+07,207100000,476800000,2619300000,1363300000,13700000,1349600000,3982600000,4459400000,2112100000,-1171500000,-13700000,926900000,1.324e+09,5783400000,33200000,36300000,7800000,-45800000,31500000,-15100000,-12300000,-29500000,-21600000,0,0,-21600000,-19600000,-19600000,-7e+05,-20300000,100900000,2619300000,41100000,0.4995,0.16182,0.08292,0.025,0.00572,1.24169,1.68037,3.36813,0.4529,0.2278,0.2278,2.74742,6.37922,0.28286,0.14866,0.01031,0.00775,0.65257,20.90188,32.64706
"32","2022_Q1",24.7253225806452,"Up",464500000,-2.17e+08,247500000,-140700000,-104300000,-36400000,106800000,-31900000,-31900000,-147867.968318818,74900000,-1600000,73300000,-2600000,8e+05,71500000,71500000,71100000,71100000,424800000,424800000,310500000,310500000,4.2e+07,17800000,24200000,777300000,647900000,4499500000,614900000,2077800000,1806800000,5147400000,5924700000,270500000,64900000,174900000,49700000,30900000,18800000,507700000,2620600000,1405900000,17200000,1388700000,4026500000,4534200000,2120500000,-1.122e+09,-4400000,1377500000,1390500000,5924700000,71500000,36400000,14400000,-68600000,53700000,-31600000,-81500000,-117500000,-21600000,0,-99999.9999999991,-21700000,-85500000,-85500000,-2e+05,-85700000,143200000,2808100000,45600000,0.53283,0.22992,0.15307,0.05113,0.012,0.641350000000004,1.53102,3.26084,0.47396,0.48532,0.47495,3.17065,6.78567,0.31126,0.14744,0.01654,0.00814,0.303800000000012,16.64316,22.31554
"33","2022_Q2",21.1425806451613,"Down",373500000,-212800000,160700000,-132500000,-98400000,-34100000,28200000,-30800000,-30700000,-99999.9999999998,-2600000,3e+05,-2300000,2100000,3e+05,1e+05,1e+05,-1e+05,-1e+05,355700000,355700000,2.65e+08,2.65e+08,4e+07,18500000,21500000,660700000,652100000,4530200000,609500000,2078300000,1842400000,5182300000,5.843e+09,209900000,52600000,157300000,255900000,4.3e+07,212900000,465800000,2621900000,1416400000,18500000,1397900000,4038300000,4504100000,2392900000,-1176800000,-1400000,1214700000,1338900000,5.843e+09,1e+05,34100000,10300000,-2.4e+07,20500000,-16100000,-9600000,-27800000,-51500000,109355031.813064,-10900000,-62400000,-69700000,-69700000,6e+05,-69100000,62300000,2621900000,20100000,0.43025,0.0755,-0.00027,-7e-05,-2e-05,-201,1.41842,3.36403,0.44872,-0.00069,-0.00058,2.56525,8.34272,0.13805,0.35371,0.00956,0.00374,-515,36.3756,80.3617
"34","2022_Q3",17.42515625,"Down",450200000,-226500000,223700000,-143600000,-106900000,-36700000,80100000,-31500000,-31600000,1e+05,48600000,-2e+05,48400000,-1200000,1200000,48400000,48400000,4.8e+07,4.8e+07,1.17e+08,1.17e+08,288400000,288400000,36400000,20100000,16300000,441800000,679600000,4787600000,806600000,2077500000,1903500000,5467200000,5.909e+09,247400000,57900000,189500000,258600000,41900000,216700000,5.06e+08,2623300000,1440400000,16600000,1423800000,4063700000,4569700000,2401400000,-1180400000,-5600000,1215400000,1339299999,5908999999,48400000,36700000,8799999,-13300000,80599999,-24600000,-2.39e+08,-266600000,-51400000,412765095.439191,-4e+05,-51800000,-237800001,-237800001,-9e+05,-238700001,116800000,2623300000,80100000,0.49689,0.17792,0.10662,0.03584,0.00812,1.66874999999999,0.87312,3.41201,0.44395,0.29268,0.29162,2.74512,7.41098,0.48841,0.31341,0.0184,0.01483,1.07083,21.45805,31.28964
