"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"21","2016_Q2",7.6121875,"Up",28858000,-13541000,15317000,-11497000,-8680000,-5233000,-3447000,-2749000,3820000,303000,331000,-28000,4123000,4123000,-1551000,2572000,2572000,232000,232000,65592000,46446000,19146000,20718000,3414000,17304000,86310000,13056000,21953000,18749000,678000,46165000,132475000,3575000,974000,2601000,33068000,26634000,6434000,36643000,2529000,1488000,615000,2529000,39172000,114813000,-25378000,3868000,93303000,93303000,132475000,2572000,1411000,3907000,-2625000,5265000,-882000,-882000,-2861000,256000,256000,-2592000,1791000,1791000,1791000,5231000,0,3275000,0.53077,0.13237,0.00804,0.00249,0.00174999999999999,14.11638,2.35543,0.41984,0,0.00811,0.00803,1.00853,3.26075,0.11445,0.09999,0.03228,0.03417,12.3319,-12.53909,-17.17068
"22","2016_Q3",8.90078125,"Up",29070000,-14173000,14897000,-11569000,-9085000,-5465000,-3620000,-2416000,3328000,133000,326000,-193000,3461000,3461000,-1308000,2153000,2153000,194000,194000,60995000,41522000,19473000,22717000,4422000,18295000,83712000,13221000,21707000,18749000,655000,46071000,129783000,4369000,883000,3486000,29698000,24466000,5232000,34067000,2327000,1393000,605000,2327000,36394000,115684000,-25448000,3153000,93389000,93389000,129783000,2153000,1407000,3644000,-8107000,-903000,-1349000,-1349000,-2863000,383000,453000,-2672000,-4924000,-4924000,-4924000,4735000,0,-3413000,0.51245,0.11448,0.00666999999999999,0.00208,0.00149,-17.59278,2.45728,0.3897,0,0.00676999999999999,0.0067,1.01431,3.25851,-0.11909,0.0999,0.03194,-0.03566,14.75773,-12.88173,-18.32782
"23","2016_Q4",8.83269841269841,"Down",27095000,-13488000,13607000,-11089000,-8009000,-5269000,-2740000,-3012000,2518000,-194000,352000,-546000,2324000,2324000,-213000,2111000,2111000,189000,189000,64729000,42962000,21767000,25576000,4846000,20730000,90305000,12975000,21806000,18749000,976000,44377000,134682000,5246000,1222000,4024000,32827000,27693000,5134000,38073000,2449000,1106000,606000,2449000,40522000,117230000,-25448000,2378000,94160000,94160000,134682000,2111000,1399000,2686000,-2093000,4103000,-931000,-931000,-2869000,927000,927000,-1732000,1440000,1440000,1440000,3917000,0,1106000,0.5022,0.09293,0.00698,0.00201000000000001,0.0014,5.85185,2.37189,0.43035,0,0.00657,0.0065,0.94152,3.27194,0.03843,0.09969,0.03165,0.01145,15.17989,-16.52515,-25.70651
"24","2017_Q1",8.64516129032258,"Down",28866000,-13027000,15839000,-11978000,-8839000,-6197000,-2642000,-3071000,3861000,931000,337000,594000,4792000,4792000,-1386000,3406000,3406000,9627000,9627000,69961000,49004000,20957000,24134000,3586000,20548000,94095000,12536000,22169000,18749000,1562000,42629000,136724000,5629000,1280000,4349000,33665000,27999000,5666000,39294000,2536000,1319000,605000,2536000,41830000,117556000,-25559000,2897000,94894000,94894000,136724000,3406000,1401000,6120000,-1101000,9826000,-739000,-739000,-2885000,70999.9999999999,182000,-3045000,6042000,6042000,6042000,5262000,6.93889390390723e-18,4808000,0.54871,0.13376,0.33351,0.10145,0.07041,0.499430000000001,2.39464,0.44081,0,0.33362,0.33081,1.00035,3.28854,0.16662,0.09998,0.12842,0.04935,0.29968,-13.29552,-18.11992
"25","2017_Q2",9.14666666666667,"Up",27433000,-13637000,13796000,-12150000,-8982000,-5471000,-3511000,-3100000,1646000,660000,317000,343000,2306000,2306000,-618000,1688000,1688000,1688000,1688000,71874000,51837000,20037000,21739000,3719000,18020000,93613000,12132000,21532000,18749000,1147000,39752000,133365000,3737000,1436000,2301000,32483000,26401000,6082000,36220000,1896000,1327000,57000,1896000,38116000,119423000,-25559000,1385000,95249000,95249000,133365000,1688000,1407000,5023000,-3088000,5030000,-780000,-780000,-2896000,1479000,1479000,-1417000,2833000,2833000,2833000,3053000,0,-197000,0.5029,0.06,0.06153,0.01772,0.01266,-0.11671,2.58457,0.40017,2.06795153138257e-25,0.05833,0.0577,0.94799,3.29149,-0.00681,0.10008,0.04719,-0.00203,1.71564,-23.54209,-43.66586
"26","2017_Q3",8.68777777777778,"Down",26146000,-13128000,13018000,-12309000,-8891000,-5201000,-3690000,-3169000,709000,-167000,278000,-445000,542000,542000,-130000,412000,412000,412000,412000,68437000,48169000,20268000,20418000,5053000,15365000,88855000,12069000,25375000,19549000,1394000,41307000,130162000,3879000,1322000,2557000,31175000,25269000,5906000,35054000,1544000,1057000,74000,1544000,36598000,120537000,-25559000,-1414000,93564000,93564000,130162000,412000,1636000,2753000,-196000,4605000,-1155000,-5596000,-3201000,724000,724000,-2677000,-3668000,-3668000,-3668000,2345000,0,1124000,0.4979,0.02712,0.01576,0.0044,0.00317,2.72816,2.5348,0.39115,0,0.01414,0.01395,0.89738,3.21129,0.03858,0.10986,0.03799,0.01182,7.76942,-29.18422,-96.52609
"27","2017_Q4",10.4042857142857,"Up",26441000,-12393000,14048000,-11594000,-8135000,-4635000,-3500000,-3074000,2454000,1026000,287000,739000,3480000,3480000,-1237000,2243000,2243000,2243000,2243000,76556000,55752000,20804000,21789000,4394000,17395000,98345000,11645000,24268000,19549000,826000,38628000,136973000,3863000,1263000,2600000,36615000,28406000,8209000,40478000,1422000,1039000,70000,1422000,41900000,123064000,-25559000,-2432000,95073000,95073000,136973000,2243000,2002000,5567000,-185000,9627000,-1036000,-1036000,-3202000,2194000,2194000,-1008000,7583000,7583000,7583000,4456000,0,4472000,0.5313,0.09281,0.08483,0.02359,0.01638,1.99376,2.42959,0.44071,0,0.07646,0.07592,0.90138,3.24105,0.15245,0.10916,0.05643,0.04634,1.42755,-17.18043,-31.19641
"28","2018_Q1",10.9516393442623,"Up",26266000,-11926000,14340000,-11383000,-8498000,-4980000,-3518000,-2546000,2957000,12330000,375000,11955000,15287000,15287000,-5009000,10278000,10278000,10278000,10278000,85333000,66001000,19332000,24193000,4322000,19871000,109526000,10669000,24124000,19549000,1176000,39248000,148774000,4870000,1541000,3329000,37867000,29437000,8430000,42737000,2287000,1994000,79000,2287000,45024000,124701000,-25559000,4608000,103750000,103750000,148774000,10278000,1595000,-7655000,-3700000,518000,11650000,11650000,-3239000,1320000,1320000,-1919000,10249000,10249000,10249000,4552000,1.77635683940025e-15,17511000,0.54595,0.11258,0.3913,0.09907,0.06908,1.70374,2.56279,0.43397,0,0.34817,0.34344,0.88977,3.51457,0.59319,0.10972,0.12747,0.16514,0.31514,-18.74627,-28.85796
"29","2018_Q2",11.8371875,"Up",26886000,-11661000,15225000,-11603000,-8748000,-5233000,-3515000,-2507000,3622000,599000,363000,236000,4221000,4221000,-1496000,2725000,2725000,2725000,2725000,84206000,66227000,17979000,20267000,3900000,16367000,104473000,11121000,23896000,19549000,1343000,41369000,145842000,4924000,1829000,3095000,34073000,28332000,5741000,38997000,2431000,2114000,77000,2431000,41428000,125909000,-25559000,4064000,104414000,104414000,145842000,2725000,1385000,5333000,-5428000,4015000,-1420000,-1420000,-3259000,890000,890000,-2369000,226000,226000,226000,5007000,0,-345000,0.56628,0.13472,0.10135,0.0261,0.01868,-0.12661,2.679,0.39677,0,0.09184,0.09087,0.90614,3.51906,-0.01163,0.10984,0.05601,-0.00323000000000001,1.19596,-16.81766,-23.24848
"30","2018_Q3",13.3671428571429,"Up",26336000,-12331000,14005000,-10764000,-8077000,-4437000,-3640000,-2644000,3241000,676000,354000,322000,3917000,3917000,-1437000,2480000,2480000,2480000,2480000,80463000,61242000,19221000,22336000,5708000,16628000,102799000,11495000,23792000,19549000,1548000,45839000,148638000,5032000,1326000,3706000,32881000,27291000,5590000,37913000,3480000,2755000,74000,3480000,41393000,129574000,-25559000,3230000,107245000,107245000,148638000,2480000,1320000,4292000,-11587000,-3495000,-1409000,-1409000,-3270000,3189000,3189000,-81000,-4985000,-4985000,-4985000,4561000,0,-6998000,0.53178,0.12306,0.09417,0.02312,0.01668,-2.82177,2.71144,0.38597,0,0.08293,0.08203,0.88066,3.58619,-0.23401,0.10935,0.05193,-0.0632,1.31855,-17.64153,-24.8266
"31","2018_Q4",9.84142857142857,"Down",30118000,-13071000,17047000,-12842000,-9648000,-5385000,-4263000,-3099000,4205000,1574000,403000,1171000,5779000,5779000,-199000,5580000,5580000,5580000,5580000,77967000,54912000,23055000,28680000,5510000,23170000,106647000,11690000,35122000,25468000,3483000,57276000,163923000,7465000,1841000,5624000,39510000,33564000,5946000,46975000,4512000,2202000,1779000,4512000,51487000,132528000,-25559000,5467000,112436000,112436000,163923000,5580000,1600000,1969000,-4318000,4831000,-1236000,-10489000,-3312000,2640000,2640000,-672000,-6330000,-6330000,-6330000,5805000,0,450000,0.56601,0.13962,0.18527,0.04963,0.03404,0.08065,2.27029,0.45792,0,0.1845,0.1819,0.99583,3.71763,0.01488,0.10951,0.07603,0.00385000000000001,0.59355,-13.43101,-18.5415
"32","2019_Q1",10.1218032786885,"Up",29363000,-12937000,16426000,-13963000,-10242000,-5603000,-4639000,-3627000,2463000,-665000,455000,-1120000,1798000,1798000,-530000,1268000,1268000,1268000,1268000,78915000,52794000,26121000,28610000,6592000,22018000,107525000,12762000,33785000,25888000,2777000,55440000,162965000,8284000,1974000,6310000,37839000,33226000,4613000,46123000,4258000,2615000,1496000,4258000,50381000,134777000,-25559000,3366000,112584000,112584000,162965000,1268000,1725000,3808000,-5398000,1403000,-2167000,-2064000,-3347000,1890000,1890000,-1457000,-2118000,-2118000,-2118000,4188000,-2.27373675443232e-13,-2847000,0.55941,0.08388,0.04318,0.01126,0.00778,-2.24527,2.33127,0.4475,0,0.04157,0.04092,0.96272,3.69128,-0.09334,0.10974,0.0395,-0.02437,2.63959,-18.84312,-32.04019
"33","2019_Q2",11.9373015873016,"Up",27399000,-13647000,13752000,-13145000,-9373000,-5180000,-4193000,-3675000,607000,753000,504000,249000,1360000,1360000,25000,1385000,1385000,1385000,1385000,84847000,54855000,29992000,23427000,6433000,16994000,108274000,13159000,34466000,25888000,4055000,50134000,158408000,4471000,2166000,2305000,33843000,29518000,4325000,38314000,4707000,3222000,1485000,4707000,43021000,137841000,-25559000,3105000,115387000,115387000,158408000,1385000,1798000,5796000,-4618000,4361000,-1598000,-1598000,-3368000,2666000,2666000,-702000,2061000,2061000,2061000,2405000,0,-3836000,0.50192,0.02215,0.05055,0.012,0.00874,-2.76968,2.82596,0.37284,6.7762635780344e-21,0.04508,0.04419,0.89175,3.75548,-0.12485,0.10962,0.03958,-0.03194,2.43177,-35.27942,-139.78089
"34","2019_Q3",12.87234375,"Up",28033000,-13366000,14667000,-13141000,-9712000,-5304000,-4408000,-3332000,1526000,-190000,523000,-713000,1336000,1336000,-93000,1243000,1243000,1243000,1243000,80749000,50933000,29816000,27099000,6568000,20531000,107848000,13227000,33590000,25888000,3776000,48742000,156590000,4304000,1475000,2829000,34162000,29395000,4767000,38466000,4036000,2929000,1107000,4036000,42502000,138704000,-25559000,943000,114088000,114088000,156590000,1243000,1913000,4509000,-7224000,441000,-1384000,-1384000,-3399000,420000,420000,-2979000,-3922000,-3922000,-3922000,3439000,7.27595761418343e-12,-5076000,0.5232,0.05444,0.04434,0.0109,0.00794,-4.08367,2.80372,0.37254,0,0.04019,0.03948,0.90648,3.68918,-0.16414,0.10991,0.0393,-0.04297,2.73451,-23.48037,-52.91547
"35","2019_Q4",14.48734375,"Up",27003000,-12964000,14039000,-11909000,-9001000,-4699000,-4302000,-2811000,2130000,527000,524000,3000,2657000,2657000,-356000,2301000,2301000,2301000,2301000,83164000,55058000,28106000,29474000,6184000,23290000,112638000,14059000,33126000,25888000,3910000,48183000,160821000,4698000,1789000,2909000,37643000,32947000,4696000,42341000,4124000,3027000,1097000,4124000,46465000,140087000,-25559000,-172000,114356000,114356000,160821000,2301000,1960000,4174000,371000,8806000,-2194000,-2194000,-3405000,918000,918000,-2487000,4125000,4125000,4125000,4090000,0,2623000,0.51991,0.07888,0.08521,0.02012,0.01431,1.13994,2.66026,0.40632,1.0842021724855e-19,0.0742,0.07368,0.87076,3.68759,0.08458,0.1098,0.04816,0.02214,1.47979,-20.3335,-39.04413
"36","2020_Q1",13.7406451612903,"Down",26271000,-11989000,14282000,-13269000,-9912000,-5809000,-4103000,-3260000,1013000,1275000,541000,734000,2288000,2288000,-414000,1874000,1874000,1874000,1874000,85998000,61288000,24710000,26504000,6210000,20294000,112502000,14648000,31676000,25888000,3056000,48808000,161310000,5009000,2448000,2561000,38092000,33283000,4809000,43101000,3602000,3514000,88000,3602000,46703000,141895000,-25559000,-1729000,114607000,114607000,161310000,1874000,2048000,-4592000,10992000,10322000,3924000,-2037000,-3418000,1363000,1363000,-2055000,6230000,6230000,6230000,3061000,0,18391000,0.54364,0.03856,0.07133,0.01635,0.01162,9.81377,2.61019,0.40751,0,0.06018,0.05957,0.84367,3.6805,0.59061,0.10977,0.04477,0.15558,1.82391,-28.09474,-84.89437
"37","2020_Q2",15.7392063492063,"Up",27383000,-12761000,14622000,-13825000,-10400000,-5579000,-4821000,-3328000,797000,525000,475000,50000,1322000,1322000,-170000,1152000,1152000,1152000,1152000,86313000,62722000,23591000,26273000,5772000,20501000,112586000,14396000,34273000,25888000,6251000,50348000,162934000,4537000,1173000,3364000,38792000,32704000,6088000,43329000,3445000,3357000,87999.9999999999,5402000,48731000,143790000,-25559000,-4028000,114203000,114203000,162934000,1152000,2245000,10950000,-9536000,4811000,-1395000,-1395000,-3434000,1452000,1452000,-1982000,1434000,1434000,1434000,3042000,1957000,-7719000,0.53398,0.02911,0.04207,0.01009,0.00707,-6.70052,2.5984,0.42671,0.01201,0.03684,0.03606,0.8757,3.65216,-0.24685,0.10982,0.03834,-0.06454,2.9809,-27.73044,-105.84191
"38","2020_Q3",14.69328125,"Down",28210000,-13024000,15186000,-14343000,-10056000,-5148000,-4908000,-4209000,843000,712000,4e+05,312000,1555000,1555000,204000,1759000,1759000,1759000,1759000,94177000,62684000,31493000,24926000,6812000,18114000,119103000,13321000,33660000,25888000,6013000,47475000,166578000,5943000,1846000,4097000,37531000,32563000,4968000,43474000,3469000,3382000,87000,5238000,48712000,149199000,-25559000,-5774000,117866000,117866000,166578000,1759000,2183000,6484000,-11187000,-760999.999999999,-733000,-733000,-3450000,4906000,4906000,1456000,-37999.9999999991,-37999.9999999991,-37999.9999999991,3026000,1769000,-9098000,0.53832,0.02988,0.06235,0.01492,0.01056,-5.17226,2.73964,0.41328,0.01062,0.05565,0.05466,0.89244,3.72876,-0.28782,0.10914,0.04231,-0.0739,1.96134,-30.538,-109.61803
"39","2020_Q4",15.08640625,"Up",30600000,-13158000,17442000,-14623000,-10713000,-5519000,-5194000,-3853000,2819000,978000,359000,619000,3797000,3797000,-511000,3286000,3286000,3286000,3286000,96287000,68809000,27478000,30214000,6576000,23638000,126501000,12662000,33529000,25888000,6197000,46191000,172692000,7778000,1772000,6006000,40231000,34419000,5812000,48009000,3415000,3322000,93000,5011000,53020000,151242000,-25559000,-6011000,119672000,119672000,172692000,3286000,1882000,5535000,-1641000,9062000,-908000,-908000,-3508000,1479000,1479000,-2029000,6125000,6125000,6125000,4701000,1596000,2663000,0.57,0.09212,0.10739,0.02746,0.01903,0.81041,2.63494,0.44304,0.00924,0.10284,0.10065,0.95766,3.74525,0.08334,0.10979,0.05449,0.02136,1.06756,-20.14274,-33.59028
"40","2021_Q1",19.0896721311475,"Up",29273000,-13365000,15908000,-14319000,-10308000,-5712000,-4596000,-3958000,1589000,-1465000,290000,-1755000,124000.000000001,124000,421000,545000,545000,545000,545000,93975000,79814000,14161000,31691000,6684000,25007000,125666000,3373000,41553000,25888000,14533000,45627000,171293000,11825000,1643000,6635000,35633000,34227000,1406000,47458000,2989000,2897000,92000,4413000,51871000,153994000,-25559000,-9013000,119422000,119422000,171293000,545000,1793000,-9219000,19751000,12870000,2616000,-554000,-3546000,2235000,2235000,-1311000,11005000,11005000,11005000,3382000,1424000,25328000,0.54344,0.05428,0.01862,0.00456,0.00318,46.47339,2.64794,0.43435,0.00831,0.01695,0.01667,0.91037,3.71395,0.78768,0.11028,0.03304,0.20453,6.50642,-27.36576,-58.24481
"41","2021_Q2",20.2085714285714,"Up",27278000,-13037000,14241000,-13356000,-9208000,-4744000,-4464000,-4095000,885000,1332000,126000,1206000,2217000,2217000,-183000,2034000,2034000,2034000,2034000,104664000,88658000,16006000,31959000,5320000,26639000,136623000,3428000,37106000,25888000,6091000,40534000,177157000,11476000,1732000,6129000,39188000,37142000,2046000,50664000,3281000,2627000,654000,4102000,54766000,163237000,-25559000,-15287000,122391000,122391000,177157000,2034000,1680000,2216000,-4451000,1479000,-118000,-363000,-3547000,2383000,2383000,-1164000,-48000,-48000,-48000,2565000,821000,-1821000,0.52207,0.03244,0.07457,0.01662,0.01148,-0.89528,2.69665,0.44747,0.00463,0.0629,0.06176,0.8435,3.78463,-0.05631,0.10968,0.04412,-0.0144,1.74385,-40.4846,-117.33672
"42","2021_Q3",22.19984375,"Up",27881000,-13064000,14817000,-14186000,-9796000,-5429000,-4367000,-4337000,631000,-42000,97000,-139000,589000,589000,103000,692000,692000,692000,692000,94143000,81786000,12357000,27671000,6673000,20998000,121814000,3225000,38491000,25888000,12094000,42188000,164002000,8355000,1640000,3139000,32793000,31206000,1587000,41148000,2664000,2553000,111000,3801000,44949000,158045000,-25559000,-13433000,119053000,119053000,164002000,692000,1514000,669000,2417000,5292000,-45000.0000000005,-171000,-3571000,470000,470000,-3101000,2020000,2020000,2020000,2145000,1137000,4414000,0.53144,0.02263,0.02482,0.00581,0.00422,6.37861,2.96039,0.37755,0.00693,0.0213,0.02103,0.85817,3.66441,0.13586,0.10991,0.0347,0.03593,5.1604,-43.35944,-147.39461
"43","2021_Q4",25.71765625,"Up",27683000,-12422000,15261000,-14326000,-10031000,-5029000,-5002000,-4242000,935000,1432000,90000,1342000,2367000,2367000,-56000,2311000,2311000,2311000,2311000,100773000,86721000,14052000,25919000,6161000,19758000,126692000,3368000,37364000,25888000,11063000,40732000,167424000,9630000,1696000,4337000,33784000,32023000,1761000,43414000,2685000,2572000,113000,3660000,47074000,160630000,-25559000,-14721000,120350000,120350000,167424000,2311000,1247000,-499000,4103000,7162000,-298000,-531000,-3578000,1882000,1882000,-1696000,4935000,4935000,4935000,2182000,975000,6043000,0.55128,0.03378,0.08348,0.0192,0.0138,2.61489,2.91823,0.39114,0.00582,0.07083,0.06902,0.84847,3.68866,0.18521,0.10966,0.04749,0.04873,1.54825,-45.73694,-106.73583
"44","2022_Q1",21.5014516129032,"Down",28566000,-11905000,16661000,-14751000,-10408000,-5102000,-5306000,-4290000,1910000,1765000,96000,1669000,3675000,3675000,-623000,3052000,3052000,3052000,3052000,104664000,88658000,16006000,31959000,5320000,26639000,136623000,3428000,37106000,25888000,10858000,40534000,177157000,11476000,1732000,6129000,39188000,37142000,2046000,50664000,3281000,2627000,654000,4102000,54766000,163237000,-25559000,-15287000,122391000,122391000,177157000,3052000,1169000,-1255000,857000,3823000,-217000,-233000,-3615000,1962000,1962000,-1653000,1937000,1937000,1937000,3079000,821000,4342000,0.58325,0.06686,0.10684,0.02494,0.01723,1.42267,2.69665,0.44747,0.00463,0.09395,0.09219,0.87936,3.76762,0.13366,0.11128,0.05271,0.03433,1.18447,-33.72621,-54.36806
"45","2022_Q2",16.9085483870968,"Down",29271000,-12367000,16904000,-15131000,-10654000,-6120000,-4534000,-4424000,1773000,437000,93000,344000,2210000,2210000,737000,2947000,2947000,2947000,2947000,108134000,91854000,16280000,31830000,6957000,24873000,139964000,3556000,35936000,25888000,5877000,39492000,179456000,9800000,2028000,4121000,39332000,36921000,2411000,49132000,3116000,2602000,514000,3790000,52922000,168084000,-25559000,-15991000,126534000,126534000,179456000,2947000,1131000,476000,-1520000,3034000,-302000,-302000,-3608000,4072000,4072000,464000,3196000,3196000,3196000,2904000,674000,345000,0.5775,0.06057,0.10068,0.02329,0.01642,0.11707,2.84873,0.41824,0.00376,0.08916,0.08681,0.88558,3.82822,0.01044,0.10916,0.0503,0.00265,1.2243,-37.00413,-60.60914
"46","2022_Q3",16.69375,"Down",31211000,-12825000,18386000,-15699000,-11368000,-8401735.40476999,-1993160.29632054,-4278000,2687000,930000,97000,833000,3617000,3617000,-303000,3314000,3314000,3314000,3314000,111364000,94201000,17163000,29512000,7375000,22137000,140876000,3689000,35043000,25888000,5844000,38732000,179608000,9951000,1994000,4281000,37244000,35968000,1276000,47195000,2897000,2527000,370000,3566000,50761000,170768000,-25559000,-16362000,128847000,128847000,179608000,3314000,1039000,84999.9999999995,240000,4678000,-313000,-313000,-3660000,1642000,1642000,-2018000,2347000,2347000,2347000,3726000,669000,3956000,0.58909,0.08609,0.10618,0.02572,0.01845,1.19372,2.98498,0.39396,0.00372,0.10026,0.09763,0.94427,3.89819,0.11969,0.11073,0.05267,0.02988,1.10441,-29.7088,-41.1965
