"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",19.9506451612903,"Up",3.404e+09,-1.022e+09,2.382e+09,-1.567e+09,-1.095e+09,-3.89e+08,8.15e+08,5e+06,8.2e+08,-1.48e+08,6.72e+08,-7.5e+07,5.97e+08,5.97e+08,5.97e+08,5.97e+08,9.135e+09,7.331e+09,1.804e+09,7.293e+09,6.94e+08,9.82e+08,9.82e+08,1.741e+10,2.393e+09,2.5e+09,1.0199e+10,1.234e+09,8.492e+09,4.73e+08,1.5092e+10,3.2502e+10,5.141e+09,2.71e+08,4.87e+09,1.2e+07,1.908e+09,1.32e+08,1.776e+09,7.061e+09,4.506e+09,1.022e+09,9.45e+08,7.7e+07,5.528e+09,1.2589e+10,1.1813e+10,-7.797e+09,1.5248e+10,6.49e+08,1.9913e+10,1.9913e+10,3.2502e+10,5.97e+08,3.11e+08,2.7e+08,-2.4e+07,1.154e+09,-3.62e+08,1.83e+08,-2.41e+08,-4.3e+08,8.7e+07,1.34e+08,-4.7e+07,3e+06,2.516e+09,3.24e+09,3.24e+09,5.3e+07,3.293e+09,1.126e+09,4.518e+09,8.15e+08,0.69976,0.23942,0.17538,0.02998,0.01837,1.36516,2.46566,0.6322,0.13901,0.46207,0.45434,2.63467,15.41254,0.6308,5,0.02345,0.03202,-4.10036,-5.66503
"12","2013_Q1",21.7713333333333,"Up",3.993e+09,-1.224e+09,2.769e+09,-1.729e+09,-1.229e+09,-4.16e+08,1.04e+09,1.22e+08,1.162e+09,-2.85e+08,8.77e+08,-1.27e+08,7.5e+08,7.5e+08,7.5e+08,7.5e+08,9.408e+09,6.817e+09,2.591e+09,1.1076e+10,8.22e+08,9.14e+08,9.14e+08,2.1398e+10,2.491e+09,3.044e+09,1.0141e+10,1.128e+09,8.537e+09,4.76e+08,1.5676e+10,3.7074e+10,8.458e+09,3.01e+08,8.157e+09,4.13e+08,2.053e+09,1.37e+08,1.916e+09,1.0924e+10,4.106e+09,1.179e+09,9.72e+08,2.07e+08,5.285e+09,1.6209e+10,1.2064e+10,-8.053e+09,1.5998e+10,8.56e+08,2.0865e+10,2.0865e+10,3.7074e+10,7.5e+08,3.18e+08,1.3e+08,1.87e+08,1.385e+09,-2.96e+08,-1.175e+09,-3.88e+08,-1.859e+09,-1.32e+08,1.24e+08,-2.56e+08,1e+06,-1.31e+08,-6.05e+08,-6.05e+08,9.1e+07,-5.14e+08,1.358e+09,4.519e+09,1.376e+09,0.69346,0.26046,0.18783,0.03595,0.02023,1.83467,1.95881,0.77685,0.12189,0.57826,0.56775,3.07864,16.08712,1.06091,4,0.02823,0.0518,-3.60015,-4.70096
"13","2013_Q2",21.68046875,"Down",3.748e+09,-1.152e+09,2.596e+09,-1.621e+09,-1.105e+09,-4.34e+08,9.75e+08,9e+06,9.84e+08,-1.75e+08,8.09e+08,-1.32e+08,6.77e+08,6.77e+08,6.77e+08,6.77e+08,9.402e+09,6.53e+09,2.872e+09,1.179e+10,7.43e+08,1.144e+09,1.144e+09,2.2336e+10,2.575e+09,3.172e+09,9.917e+09,1.023e+09,8.455e+09,4.39e+08,1.5664e+10,3.8e+10,9.275e+09,3.08e+08,8.967e+09,4.11e+08,2.034e+09,1.49e+08,1.885e+09,1.172e+10,4.105e+09,1.063e+09,8.32e+08,2.31e+08,5.168e+09,1.6888e+10,1.2242e+10,-8.529e+09,1.6675e+10,7.24e+08,2.1112e+10,2.1112e+10,3.8e+10,6.77e+08,3.29e+08,7.36e+08,-8.05e+08,9.37e+08,-2.99e+08,-3.78e+08,-3.4e+07,-7.19e+08,-3.74e+08,1.02e+08,-4.76e+08,-3.7e+07,-4.11e+08,-1.93e+08,-1.93e+08,-9.4e+07,-2.87e+08,1.304e+09,4.516e+09,3.32e+08,0.69264,0.26014,0.18063,0.03207,0.01782,0.4904,1.9058,0.79992,0.11884,0.52278,0.51327,2.89421,16.3027,0.25637,4,0.02536,0.01244,-3.74693,-5.01128
"14","2013_Q3",21.441875,"Down",3.877e+09,-1.211e+09,2.666e+09,-1.723e+09,-1.19e+09,-4.51e+08,9.43e+08,6e+06,9.49e+08,-1.93e+08,7.56e+08,-1.16e+08,6.4e+08,6.4e+08,6.4e+08,6.4e+08,1.0436e+10,6.855e+09,3.581e+09,1.2028e+10,7.43e+08,9.82e+08,9.82e+08,2.3446e+10,2.697e+09,2.506e+09,9.901e+09,9.26e+08,8.394e+09,5.81e+08,1.5104e+10,3.855e+10,9.395e+09,3.13e+08,9.082e+09,4.1e+08,1.865e+09,1.54e+08,1.711e+09,1.167e+10,4.123e+09,1.106e+09,8.89e+08,2.17e+08,5.229e+09,1.6899e+10,1.2505e+10,-8.995e+09,1.7315e+10,8.26e+08,2.1651e+10,2.1651e+10,3.855e+10,6.4e+08,3.47e+08,2.51e+08,-2.27e+08,1.011e+09,-3.53e+08,1.52e+08,-1.63e+08,-3.71e+08,-3.24e+08,1.42e+08,-4.66e+08,-2.8e+07,-3.52e+08,2.88e+08,2.88e+08,3.7e+07,3.25e+08,1.29e+09,4.533e+09,8.26e+08,0.68765,0.24323,0.16508,0.02956,0.0166,1.29062,2.00908,0.78052,0.11759,0.49345,0.48743,2.98921,16.69314,0.63685,4,0.02345,0.03027,-4.57597,-6.25981
"15","2013_Q4",21.15875,"Down",3.892e+09,-1.224e+09,2.668e+09,-1.684e+09,-1.17e+09,-4.33e+08,9.84e+08,7.4e+07,1.058e+09,-1.85e+08,8.73e+08,-1.84e+08,6.89e+08,6.89e+08,6.89e+08,6.89e+08,1.0271e+10,5.28e+09,4.991e+09,1.2279e+10,7.72e+08,9.26e+08,9.26e+08,2.3476e+10,2.763e+09,4.138e+09,9.69e+09,8.63e+08,8.566e+09,2.61e+08,1.6591e+10,4.0067e+10,9.448e+09,2.88e+08,9.16e+09,4.08e+08,2.172e+09,1.64e+08,2.008e+09,1.2028e+10,4.123e+09,1.149e+09,9.14e+08,2.35e+08,5.272e+09,1.73e+10,1.2699e+10,-9.141e+09,1.8004e+10,1.205e+09,2.2767e+10,2.2767e+10,4.0067e+10,6.89e+08,3.57e+08,1.61e+08,1.27e+08,1.334e+09,-3.17e+08,-2.79e+09,2.73e+08,-2.904e+09,-8.9e+07,5.7e+07,-1.46e+08,-2e+06,-9.1e+07,-1.661e+09,-1.661e+09,8.6e+07,-1.575e+09,1.341e+09,4.531e+09,1.335e+09,0.68551,0.25283,0.17703,0.03026,0.0172,1.93759,1.95178,0.75987,0.11309,0.53205,0.52595,3.00541,17.58069,1.03089,5,0.02422,0.04693,-4.28039,-5.83333
"16","2014_Q1",22.2018032786885,"Up",-3.26e+09,2.095e+09,-1.165e+09,9.53e+08,4.41e+08,4.03e+08,-2.12e+08,2.8e+07,-1.84e+08,3.17e+08,1.33e+08,-71999999.9999999,61000000.0000001,8.5e+08,8.5e+08,8.5e+08,9.025e+09,4.494e+09,4.531e+09,1.2948e+10,8.99e+08,1.31e+09,1.31e+09,2.3283e+10,2.76e+09,4.971e+09,1.0474e+10,9.41e+08,9.267e+09,2.66e+08,1.8205e+10,4.1488e+10,9.676e+09,3.09e+08,9.367e+09,6e+06,2.957e+09,1.58e+08,2.799e+09,1.2639e+10,4.117e+09,1.085e+09,8.41e+08,2.44e+08,5.202e+09,1.7841e+10,1.3033e+10,-9.396e+09,1.8854e+10,1.156e+09,2.3647e+10,2.3647e+10,4.1488e+10,61000000.0000001,-3.73e+08,-8.34e+08,7.96e+08,1.713e+09,2.91e+08,-2.51e+08,3.87e+08,-2.018e+09,-1.19e+08,1.36e+08,-2.55e+08,-5.8e+07,-5e+08,-8.05e+08,-8.05e+08,1.9e+07,-7.86e+08,-5.85e+08,4.123e+09,5.74e+08,0.35736,0.06503,-0.26074,0.03595,0.02049,0.67529,1.84216,0.75447,0.09938,0.65739,0.64885,-2.52127,18.28848,0.44393,6,0.02946,0.01989,8.37949,23.12264
"17","2014_Q2",20.8239682539683,"Down",4.262e+09,-1.351e+09,2.911e+09,-1.829e+09,-1.27e+09,-4.8e+08,1.082e+09,-5e+06,1.077e+09,-2.04e+08,8.73e+08,-3.199e+09,-2.326e+09,-2.326e+09,-2.326e+09,-2.326e+09,7.844e+09,4.415e+09,3.429e+09,1.3202e+10,8.1e+08,1.313e+09,1.313e+09,2.2359e+10,2.686e+09,5.211e+09,1.0289e+10,8.05e+08,9.257e+09,2.27e+08,1.8186e+10,4.0545e+10,1.0045e+10,2.77e+08,9.768e+09,4000000.00000006,5.692e+09,1.69e+08,5.523e+09,1.5741e+10,4.124e+09,1.071e+09,8.28e+08,2.43e+08,5.195e+09,2.0936e+10,1.3204e+10,-1.1207e+10,1.6528e+10,1.084e+09,1.9609e+10,1.9609e+10,4.0545e+10,-2.326e+09,3.82e+08,3.461e+09,-3.43e+08,1.174e+09,-2.06e+08,7.45e+08,-3e+06,5.32e+08,-1.756e+09,5.5e+07,-1.811e+09,-3.7e+07,-1.793e+09,-8.7e+07,-8.7e+07,8e+06,-7.9e+07,1.464e+09,4.128e+09,4.114e+09,0.68301,0.25387,-0.54575,-0.11862,-0.05737,-1.7687,1.42043,1.06767,0.10181,-1.82288,-1.82288,3.34013,15.36755,3.22414,4,-0.09376,0.16583,-2.53825,-3.43438
"18","2014_Q3",21.26125,"Up",3.838e+09,-9.79e+08,2.859e+09,-1.729e+09,-1.291e+09,-4.35e+08,1.13e+09,1e+07,1.14e+09,-2.28e+08,9.12e+08,-1.61e+08,7.51e+08,6.76e+08,6.76e+08,6.76e+08,7.369e+09,3.834e+09,3.535e+09,1.3741e+10,7.65e+08,1.268e+09,1.268e+09,2.2378e+10,2.685e+09,6.217e+09,1.036e+10,7.14e+08,9.367e+09,2.79e+08,1.9262e+10,4.164e+10,1.0459e+10,3.12e+08,1.0147e+10,1.203e+09,5.876e+09,1.83e+08,5.693e+09,1.7538e+10,4.118e+09,1.014e+09,7.74e+08,2.4e+08,5.132e+09,2.267e+10,1.3399e+10,-1.2864e+10,1.7204e+10,1.231e+09,1.897e+10,1.897e+10,4.164e+10,7.51e+08,2.33e+08,3.21e+08,2.48e+08,1.494e+09,-2.15e+08,-1.122e+09,-2.35e+08,-1.661e+09,-1.558e+09,9.9e+07,-1.657e+09,-8.4e+07,-4.45e+08,-6.12e+08,-6.12e+08,3.1e+07,-5.81e+08,1.363e+09,5.321e+09,1.557e+09,0.74492,0.29442,0.17613,0.03564,0.01623,2.30325,1.27597,1.19504,0.12779,0.53736,0.53354,3.05087,15.07949,1.23768,6,0.02671,0.06153,-1.50257,-1.81239
"19","2014_Q4",21.6934375,"Up",-1.633e+09,1.109e+09,-5.24e+08,2.53e+08,6.8e+07,1.68e+08,-2.71e+08,2.7e+07,-2.44e+08,2.36e+08,-8e+06,-1.1e+07,-1.9e+07,6.73e+08,6.73e+08,6.73e+08,1.0391e+10,4.79e+09,5.601e+09,1.3879e+10,7.55e+08,1.384e+09,1.384e+09,2.5654e+10,2.825e+09,5.875e+09,1.0122e+10,6.42e+08,9.22e+09,2.6e+08,1.8822e+10,4.4476e+10,1.0439e+10,3.39e+08,1.01e+10,2.5e+08,5.802e+09,1.85e+08,5.617e+09,1.6491e+10,7.346e+09,8.29e+08,7.09e+08,1.2e+08,8.175e+09,2.4666e+10,1.3582e+10,-1.2872e+10,1.7877e+10,1.223e+09,1.981e+10,1.981e+10,4.4476e+10,-1.9e+07,-9.7e+07,-3.56e+08,1.35e+08,1.368e+09,-1e+06,-2.226e+09,2.33e+08,-2.616e+09,1.6e+07,2.4e+07,-8e+06,-3.9e+07,2.281e+09,1.033e+09,1.033e+09,-7.7e+07,9.56e+08,-3.68e+08,7.596e+09,-2.23e+08,0.32088,0.16595,-0.41212,0.03397,0.01513,-0.33135,1.55564,1.24513,0.17079,0.54187,0.53797,-1.31481,15.95008,-0.17955,4,0.02384,-0.0079,7.59511,10.31365
"20","2015_Q1",22.7959016393443,"Up",2.323e+09,-4.42e+08,1.881e+09,-1.084e+09,-8.38e+08,-2.36e+08,7.97e+08,7e+06,8.04e+08,-6.6e+07,7.38e+08,-9000000.00000012,7.29e+08,1.023e+09,1.023e+09,1.023e+09,7.835e+09,4.105e+09,3.73e+09,6e+08,6e+08,1.8096e+10,1.048e+09,2.6531e+10,1.486e+09,5.736e+09,1.1379e+10,1.33e+08,4.671e+09,2.07e+08,1.8601e+10,4.5132e+10,2.32e+08,1.07e+08,1.25e+08,8.5e+08,1.6449e+10,1.08e+08,3.83e+09,1.7531e+10,6.777e+09,9.18e+08,5.22e+08,7.9e+07,7.695e+09,2.5226e+10,1.3889e+10,-1.4054e+10,1.89e+10,1.171e+09,1.9906e+10,1.9906e+10,4.5132e+10,7.29e+08,1.64e+08,-1.63e+08,1.08e+08,1.641e+09,-2e+08,1.966e+09,-5999999.99999994,1.072e+09,-1.06e+09,1.22e+08,-1.182e+09,-1.1e+07,-1.065e+09,1.648e+09,1.648e+09,-1.1e+08,1.538e+09,9.61e+08,7.627e+09,8.78e+08,0.80973,0.34309,0.44038,0.05139,0.02267,0.85826,1.51338,1.26726,0.16899,0.83306,0.84545,1.89169,16.2101,0.71498,7,0.03596,0.03086,-0.21644,-0.260980000000002
"21","2015_Q2",23.8455555555556,"Up",2.061e+09,-4.11e+08,1.65e+09,-1.052e+09,-8.21e+08,-2.21e+08,5.98e+08,1e+07,6.08e+08,-6.9e+07,5.39e+08,-9e+07,4.49e+08,6.26e+08,6.26e+08,6.26e+08,9.679e+09,5.473e+09,4.206e+09,1.5172e+10,7.03e+08,1.663e+09,1.663e+09,2.6514e+10,2.947e+09,5.647e+09,9.733e+09,4.81e+08,8.965e+09,2.87e+08,1.8327e+10,4.4841e+10,1.1408e+10,3.93e+08,1.1015e+10,8.68e+08,5.335e+09,1.9e+08,5.145e+09,1.7611e+10,6.795e+09,8.97e+08,7.68e+08,1.29e+08,7.692e+09,2.5303e+10,1.4086e+10,-1.5054e+10,1.9526e+10,9.8e+08,1.9538e+10,1.9538e+10,4.4841e+10,4.49e+08,1.6e+08,1.62e+08,-2.7e+08,1.151e+09,-9.6e+07,-4.01e+08,-1e+06,-7.24e+08,-9.62e+08,3.8e+07,-1e+09,-3.1e+07,-9.85e+08,-5.58e+08,-5.58e+08,-2.97e+08,-8.55e+08,7.58e+08,7.663e+09,4.82e+08,0.80058,0.29015,0.30374,0.03204,0.01396,0.76997,1.50554,1.29507,0.17089,0.5148,0.50936,1.6949,16.06743,0.39638,7,0.02228,0.01715,-2.65963,-3.37124
"22","2015_Q3",25.41921875,"Up",2.11e+09,-4.34e+08,1.676e+09,-1.183e+09,-9.41e+08,-2.32e+08,4.93e+08,1.24e+08,6.17e+08,-6.5e+07,5.52e+08,-1.22e+08,4.3e+08,8.3e+07,8.3e+07,8.3e+07,1.0554e+10,4.971e+09,5.583e+09,1.5166e+10,6.62e+08,2.829e+09,1.643e+09,2.8549e+10,2.781e+09,5.881e+09,8.447e+09,2.83e+08,7.902e+09,2.62e+08,1.7109e+10,4.5658e+10,1.1821e+10,3.68e+08,1.1453e+10,8.65e+08,4.374e+09,1.25e+08,3.868e+09,1.706e+10,6.757e+09,2.036e+09,1.913e+09,1.23e+08,8.793e+09,2.5853e+10,1.4308e+10,-1.5054e+10,1.9609e+10,9.42e+08,1.9805e+10,1.9805e+10,4.5658e+10,4.3e+08,1.74e+08,7.8e+07,-1.36e+08,1.156e+09,-2.01e+08,1.003e+09,-2e+06,-1.697e+09,1.08e+08,1.08e+08,0,-1.09e+08,7000000.00000024,-5.34e+08,-5.34e+08,4.8e+07,-4.86e+08,6.67e+08,7.622e+09,4.52e+08,0.79431,0.23365,0.03934,0.00419,0.00182,5.44578,1.67345,1.30538,0.16694,0.0681999999999999,0.06776,1.73377,16.27362,0.37141,6,0.00282,0.01534,-4.3958,-5.94726
"23","2015_Q4",26.03671875,"Up",2.099e+09,-4.33e+08,1.666e+09,-1.023e+09,-7.72e+08,-2.41e+08,6.43e+08,8.7e+07,7.3e+08,-6.5e+07,6.65e+08,-1.2e+08,5.45e+08,5.39e+08,5.39e+08,5.39e+08,5.301e+09,2.387e+09,2.914e+09,5.95e+08,5.95e+08,2.384e+09,1.152e+09,8.28e+09,1.535e+09,3.572e+09,4.951e+09,9e+07,4.442e+09,4.19e+08,1.0058e+10,1.8338e+10,2.32e+08,1.75e+08,5.7e+07,6.25e+08,3.579e+09,1.37e+08,3.442e+09,4.436e+09,6.814e+09,5.96e+08,5.11e+08,8.5e+07,7.41e+09,1.1846e+10,1.4447e+10,-1.5653e+10,7.255e+09,4.43e+08,6.492e+09,6.492e+09,1.8338e+10,5.45e+08,1.82e+08,4.8e+07,-7.1e+07,6.86e+08,-2.42e+08,5.25e+08,-1.2e+07,-8.67e+08,-4.85e+08,2.7e+07,-5.12e+08,-4e+06,-2.354e+09,-2.535e+09,-2.535e+09,-3.7e+07,-2.572e+09,8.25e+08,7.439e+09,6.32e+08,0.79371,0.30634,0.25679,0.08303,0.02939,1.17254,1.86655,1.82471,0.40566,0.44545,0.44072,1.73471,5.36529,0.52231,8,0.0371,0.04351,2.59152,3.32504
"24","2016_Q1",22.9373770491803,"Down",2.322e+09,-4.93e+08,1.829e+09,-1.095e+09,-8.55e+08,-2.29e+08,7.34e+08,-1.2e+07,7.22e+08,-7.2e+07,6.5e+08,-1.27e+08,5.23e+08,4.77e+08,4.77e+08,4.77e+08,6.131e+09,1.832e+09,4.299e+09,6.19e+08,6.19e+08,1.154e+09,1.154e+09,7.904e+09,1.554e+09,3.391e+09,4.906e+09,9e+07,4.451e+09,3.65e+08,9.851e+09,1.7755e+10,420999999.999999,3.49e+08,71999999.999999,0,1.842e+09,1.06e+08,1.736e+09,2.263e+09,6.749e+09,2.167e+09,2.092e+09,7.5e+07,8.916e+09,1.1179e+10,1.454e+10,-1.6203e+10,7.713e+09,5.26e+08,6.576e+09,6.576e+09,1.7755e+10,5.23e+08,1.71e+08,6.1e+07,3.71e+08,1.04e+09,-1.29e+08,-1.09e+09,-3e+06,-3.23e+08,-5.89e+08,4.8e+07,-6.37e+08,-3.8e+07,-1.222e+09,-5.05e+08,-5.05e+08,-7.8e+07,-5.83e+08,9.05e+08,6.749e+09,1.274e+09,0.78768,0.31611,0.20543,0.07254,0.02687,2.67086,3.49271,1.69997,0.38012,0.40118,0.39651,1.9529,5.5307,1.07149,7,0.03079,0.08224,0.682870000000001,0.84196
"25","2016_Q2",22.74953125,"Down",2.137e+09,-4.77e+08,1.66e+09,-9.94e+08,-7.47e+08,-2.39e+08,6.66e+08,-2.3e+07,6.43e+08,-5.2e+07,5.91e+08,-1.09e+08,4.82e+08,4.82e+08,4.82e+08,4.82e+08,8.013e+09,2.686e+09,5.327e+09,5.99e+08,5.99e+08,1.091e+09,1.091e+09,9.703e+09,1.497e+09,3.37e+09,5.038e+09,8.2e+07,4.519e+09,4.37e+08,9.905e+09,1.9608e+10,3.35e+08,2.75e+08,6e+07,6e+06,1.766e+09,1.15e+08,1.651e+09,2.107e+09,9.03e+09,2.154e+09,2.08e+09,7.4e+07,1.1184e+10,1.3291e+10,1.4629e+10,-1.7204e+10,8.207e+09,6.85e+08,6.317e+09,6.317e+09,1.9608e+10,4.82e+08,1.67e+08,1.12e+08,-1.2e+08,6.41e+08,-1.58e+08,-9.05e+08,-1.2e+07,-1.075e+09,-9.94e+08,7e+06,-1.001e+09,0,1.222e+09,7.88e+08,7.88e+08,6.6e+07,8.54e+08,8.33e+08,9.036e+09,6.64e+08,0.77679,0.31165,0.22555,0.0763,0.02458,1.37759,4.60513,2.10401,0.46083,0.41588,0.41197,1.84383,5.45039,0.57291,7,0.02753,0.03793,1.22809,1.53604
"26","2016_Q3",28.47,"Up",2.23e+09,-4.93e+08,1.737e+09,-1.142e+09,-8.4e+08,-2.95e+08,5.95e+08,-7999999.99999999,5.87e+08,-6.4e+07,5.23e+08,-8.6e+07,4.37e+08,4.35e+08,4.35e+08,4.35e+08,8.086e+09,2.001e+09,6.085e+09,6.28e+08,6.28e+08,1.2e+09,1.2e+09,9.914e+09,1.502e+09,3.541e+09,5.036e+09,7.4e+07,4.487e+09,4.75e+08,1.0079e+10,1.9993e+10,3.72e+08,3.04e+08,6.8e+07,807896615.291807,1.834e+09,1.16e+08,1.718e+09,2.206e+09,9.054e+09,2.28e+09,2.204e+09,7.6e+07,1.1334e+10,1.354e+10,1.4686e+10,-1.7704e+10,8.642e+09,8.29e+08,6.453e+09,6.453e+09,1.9993e+10,4.37e+08,1.67e+08,1.43e+08,1.7e+07,7.63e+08,-1.47e+08,-7.04e+08,-4.7e+07,-8.98e+08,-4.55e+08,4.5e+07,-5e+08,-8.2e+07,-5.37e+08,-6.72e+08,-6.72e+08,-1.3e+07,-6.85e+08,7.62e+08,9.054e+09,7.18e+08,0.77892,0.26682,0.19507,0.06741,0.02176,1.65057,4.49411,2.09825,0.45286,0.38024,0.37859,1.9493,5.64073,0.62762,7,0.02446,0.04037,1.27034,1.62689
"27","2016_Q4",27.8457142857143,"Down",2.217e+09,-4.98e+08,1.719e+09,-1.121e+09,-8.24e+08,-2.88e+08,5.98e+08,-9e+06,5.89e+08,-5.6e+07,5.33e+08,-1.15e+08,4.18e+08,4.13e+08,4.13e+08,4.13e+08,8.045e+09,1.753e+09,6.292e+09,6.26e+08,6.26e+08,1.112e+09,1.112e+09,9.783e+09,1.526e+09,3.921e+09,5.272e+09,1.17e+08,4.727e+09,4.28e+08,1.0719e+10,2.0502e+10,3.85e+08,2.78e+08,1.07e+08,1.449e+09,1.929e+09,1.16e+08,1.813e+09,3.763e+09,7.582e+09,2.338e+09,2.268e+09,7e+07,9.92e+09,1.3683e+10,1.4784e+10,-1.8205e+10,9.036e+09,1.204e+09,6.819e+09,6.819e+09,2.0502e+10,4.18e+08,1.72e+08,1e+08,1.12e+08,8.02e+08,-1.85e+08,-2.44e+08,-1.66e+08,-5.95e+08,-4.86e+08,1.5e+07,-5.01e+08,0,-5.03e+08,-2.96e+08,-2.96e+08,4.8e+07,-2.48e+08,7.7e+08,9.031e+09,8.12e+08,0.77537,0.26973,0.18629,0.06057,0.02014,1.9661,2.59979,2.0066,0.44049,0.36679,0.3626,1.96892,6.05595,0.72114,7,0.02271,0.04464,1.28052,1.64883
"28","2017_Q1",30.6566129032258,"Up",2.395e+09,-5.39e+08,1.856e+09,-1.159e+09,-8.57e+08,-2.92e+08,6.97e+08,1.366e+09,2.063e+09,-5.9e+07,2.004e+09,3.944e+09,5.948e+09,5.936e+09,5.936e+09,5.936e+09,7.149e+09,1.816e+09,5.333e+09,5.92e+08,5.92e+08,1.134e+09,1.134e+09,8.875e+09,1.516e+09,3.969e+09,9.487e+09,1.02e+08,4.501e+09,2.76e+08,1.4972e+10,2.3847e+10,3.93e+08,2.83e+08,1.1e+08,1.451e+09,2.003e+09,1.1e+08,1.893e+09,3.847e+09,7.509e+09,1.952e+09,1.888e+09,6.4e+07,9.461e+09,1.3308e+10,1.4909e+10,-1.9205e+10,1.4959e+10,-1.24e+08,1.0539e+10,1.0539e+10,2.3847e+10,5.948e+09,1.76e+08,-5.515e+09,1.1e+07,6.2e+08,-1.36e+08,7.04e+08,2.04e+08,5.6e+08,-9.06e+08,3.5e+07,-9.41e+08,-1.7e+07,-9.26e+08,2.54e+08,2.54e+08,-1.91e+08,6.3e+07,8.73e+08,8.96e+09,-3.196e+09,0.77495,0.29102,2.4785,0.56324,0.24892,-0.53841,2.30699,1.26274,0.37573,5.38169,5.30948,2.17135,9.55485,-2.89755,6,0.27672,-0.14899,2.07446,2.59828
"29","2017_Q2",32.2636507936508,"Up",2.303e+09,-5.14e+08,1.789e+09,-1.18e+09,-8.93e+08,-2.78e+08,6.09e+08,1.1e+07,6.2e+08,-6.2e+07,5.58e+08,4.77e+08,1.035e+09,1.035e+09,1.035e+09,1.035e+09,6.754e+09,1.979e+09,4.775e+09,5.92e+08,5.92e+08,1.147e+09,1.147e+09,8.493e+09,1.496e+09,4.54e+09,1.0279e+10,8.6e+07,4.648e+09,2.82e+08,1.6315e+10,2.4808e+10,4.18e+08,2.96e+08,1.22e+08,2.21e+09,1.805e+09,1.12e+08,1.693e+09,4.433e+09,6.756e+09,2.024e+09,1.958e+09,6.6e+07,8.78e+09,1.3213e+10,1.4991e+10,-1.9555e+10,1.5994e+10,1.65e+08,1.1595e+10,1.1595e+10,2.4808e+10,1.035e+09,1.63e+08,-4.02e+08,-2.14e+08,5.82e+08,-1.35e+08,2e+07,1e+06,-1.14e+08,-3.99e+08,1.1e+07,-4.1e+08,-1.9e+07,-4.18e+08,5e+07,5e+07,1.14e+08,1.64e+08,7.72e+08,8.966e+09,-5.4e+07,0.77681,0.26444,0.44941,0.08926,0.04172,-0.05217,1.91586,1.13954,0.36142,0.95568,0.9392,2.1265,10.70637,-0.04986,7,0.04583,-0.00239,2.86528,3.63218
