"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"18","2014_Q3",60.52546875,"Up",2.241e+09,-1.851e+09,3.9e+08,-2.33e+08,-1.39e+08,-4.2e+07,-5.2e+07,1.57e+08,-1.9e+07,-1.9e+07,-9.31322574615479e-10,1.38e+08,-1e+06,1.37e+08,-4.6e+07,9.1e+07,9.1e+07,-1e+07,8.1e+07,8.1e+07,2.6e+08,2.6e+08,1.334e+09,7.61e+08,3.74e+08,2.73e+08,2.9e+07,2.729e+09,1.231e+09,3.57e+08,2.8e+07,6.8e+07,1.21e+08,1.4e+08,1.588e+09,4.317e+09,1.825e+09,1.494e+09,4.1e+07,2.8e+08,9.1e+07,2.009e+09,1.206e+09,4.55e+08,2.22e+08,2.9e+07,2.04e+08,1.661e+09,3.67e+09,3.038e+09,-3.01e+08,-1.794e+09,-3.54e+08,5.89e+08,5.8e+07,6.47e+08,4.317e+09,9.1e+07,5.2e+07,1e+06,-3e+07,1.14e+08,-8.4e+07,2e+06,-8.2e+07,3.3e+07,-7.8e+07,-43000000.0000001,-1.1e+07,-1.1e+07,4e+06,-7e+06,2.09e+08,1.297e+09,1.41e+08,0.17403,0.07006,0.03614,0.12519,0.01876,1.74074,1.35839,5.67233,0.30044,1.33362,1.31362,36.89694,9.69759,2.32149,0.03376,0.05877,4.96172,6.6051
"19","2014_Q4",51.3615625,"Down",2.081e+09,-1.735e+09,3.46e+08,-2.02e+08,-1.08e+08,-4.2e+07,-5.2e+07,1.44e+08,-2.3e+07,-2e+07,-3e+06,1.21e+08,-1e+06,1.2e+08,-3.1e+07,8.9e+07,8.9e+07,-1.1e+07,7.8e+07,7.8e+07,2.75e+08,2.75e+08,1.244e+09,7.55e+08,3.71e+08,2.68e+08,2.6e+07,2.645e+09,1.231e+09,3.56e+08,2.7e+07,6.6e+07,1.3e+08,1.33e+08,1.587e+09,4.232e+09,1.755e+09,1.411e+09,5e+07,2.8e+08,1.11e+08,1.943e+09,1.187e+09,4.26e+08,2.02e+08,2.7e+07,1.97e+08,1.613e+09,3.556e+09,3.042e+09,-3.01e+08,-1.716e+09,-4.12e+08,6.13e+08,6.3e+07,6.76e+08,4.232e+09,8.9e+07,5.2e+07,-6e+06,-2e+07,1.15e+08,-9.4e+07,-3e+06,-9.7e+07,-1e+07,1.1e+07,1e+06,1.9e+07,1.9e+07,-4e+06,1.5e+07,1.96e+08,1.298e+09,1.13e+08,0.16627,0.0692,0.03748,0.11538,0.01843,1.44872,1.3613,5.26036,0.30671,1.28368,1.2639,34.248,10.08843,1.85969,0.0325,0.04708,5.21939,7.10417
"20","2015_Q1",52.8154098360656,"Up",1.965e+09,-1.649e+09,3.16e+08,-2.36e+08,-1.4e+08,-4.3e+07,-5.3e+07,8e+07,-3.2e+07,-3.3e+07,1e+06,4.8e+07,-1e+06,4.7e+07,-1.4e+07,3.3e+07,3.3e+07,-1.3e+07,2e+07,2e+07,2.82e+08,2.82e+08,1.064e+09,6.88e+08,3.92e+08,2.84e+08,2.7e+07,2.426e+09,1.218e+09,3.52e+08,2.6e+07,6.5e+07,1.43e+08,1.18e+08,1.57e+09,3.996e+09,1.673e+09,1.372e+09,4e+07,2.58e+08,6e+07,1.799e+09,1.055e+09,5.69e+08,3.39e+08,1.8e+07,2.12e+08,1.624e+09,3.423e+09,3.06e+09,-3.23e+08,-1.695e+09,-5.42e+08,5e+08,7.6e+07,5.76e+08,3.999e+09,3.3e+07,5.3e+07,1.5e+07,1.51e+08,2.52e+08,-6.7e+07,2e+06,-6.5e+07,9e+07,-2.58e+08,-1.71e+08,1.6e+07,1.6e+07,-9e+06,7e+06,1.33e+08,1.115e+09,2.31e+08,0.16081,0.04071,0.01018,0.03472,0.00501,11.55,1.34853,5.94271,0.27903,0.32848,0.32128,32.27295,8.21195,3.79392,0.00886,0.10235,6.26316,10.4125
"21","2015_Q2",56.2312698412698,"Up",2.13e+09,-1.764e+09,3.66e+08,-2.1e+08,-1.21e+08,-3.8e+07,-5.1e+07,1.56e+08,-1.7e+07,-1.7e+07,0,1.39e+08,-1e+06,1.38e+08,-4.7e+07,9.1e+07,9.1e+07,-1.3e+07,7.8e+07,7.8e+07,2.88e+08,2.88e+08,1.231e+09,7.17e+08,3.78e+08,2.79e+08,2.1e+07,2.614e+09,1.185e+09,3.4e+08,2.7e+07,6.3e+07,1.52e+08,9.8e+07,1.525e+09,4.139e+09,1.709e+09,1.391e+09,5.1e+07,2.51e+08,1.32e+08,1.9e+09,1.128e+09,5.46e+08,3.24e+08,1.8e+07,2.04e+08,1.674e+09,3.574e+09,3.068e+09,-3.34e+08,-1.646e+09,-6.14e+08,4.74e+08,9.1e+07,5.65e+08,4.139e+09,6.3e+07,5e+07,0,-1.63e+08,-5e+07,-7.6e+07,-2e+06,-7.8e+07,-1.2e+07,1.64e+08,1.41e+08,1.3e+07,1.3e+07,-7e+06,6e+06,2.06e+08,1.26e+09,1.4e+07,0.17183,0.07324,0.03662,0.13805,0.01885,0.17949,1.37579,6.32566,0.30442,1.28228,1.27111,35.01612,7.79232,0.23015,0.0329,0.00589999999999999,4.71845,6.23077
"22","2015_Q3",46.52078125,"Down",2.023e+09,-1.686e+09,3.37e+08,-2.16e+08,-1.25e+08,-4.1e+07,-5e+07,1.21e+08,-1.6e+07,-1.6e+07,2.3283064365387e-10,1.05e+08,-1e+06,1.04e+08,-4.1e+07,6.3e+07,6.3e+07,-1.4e+07,4.9e+07,4.9e+07,2.5e+08,2.5e+08,1.266e+09,7.13e+08,3.77e+08,2.79e+08,2.1e+07,2.606e+09,1.233e+09,3.62e+08,2.6e+07,6.3e+07,1.62e+08,1.11e+08,1.595e+09,4.201e+09,1.744e+09,1.391e+09,6.1e+07,2.88e+08,1.27e+08,1.926e+09,1.103e+09,5.51e+08,3.22e+08,2e+07,2.09e+08,1.654e+09,3.58e+09,3.075e+09,-3.67e+08,-1.568e+09,-5.9e+08,5.5e+08,7.1e+07,6.21e+08,4.201e+09,9.1e+07,5.1e+07,-5e+06,-7e+06,1.3e+08,-7.2e+07,-9.31322574615479e-10,-7.2e+07,-2e+07,-4.6e+07,-9.9e+07,-4.1e+07,-4.1e+07,1e+06,-4e+07,1.72e+08,1.23e+09,1.34e+08,0.16658,0.05981,0.02422,0.0789,0.01166,2.73469,1.35306,5.7649,0.29279,0.80554,0.79852,33.2571,9.04172,2.20289,0.0204,0.05579,5.69767,8.09917
"23","2015_Q4",48.385625,"Up",2.025e+09,-1.707e+09,3.18e+08,-2.01e+08,-1.13e+08,-3.5e+07,-5.3e+07,1.17e+08,-1.6e+07,-1.6e+07,0,1.01e+08,-1e+06,1e+08,-3.4e+07,6.6e+07,6.6e+07,-1.4e+07,5.2e+07,5.2e+07,2.2e+08,2.2e+08,1.259e+09,7.2e+08,3.72e+08,2.76e+08,2.4e+07,2.571e+09,1.233e+09,3.53e+08,2.3e+07,6.2e+07,1.57e+08,1.11e+08,1.586e+09,4.157e+09,1.684e+09,1.364e+09,3.2e+07,2.72e+08,9.5e+07,1.85e+09,1.246e+09,5.42e+08,3.14e+08,1.6e+07,2.12e+08,1.788e+09,3.638e+09,3.075e+09,-4.81e+08,-1.516e+09,-6.31e+08,4.47e+08,7.2e+07,5.19e+08,4.157e+09,6.6e+07,5.3e+07,1.9e+07,-3e+07,1.08e+08,-7e+07,-1e+07,-8e+07,-1.3e+07,9.1e+07,-3.1e+07,-3e+06,-3e+06,-2.5e+07,-2.8e+07,1.7e+08,1.341e+09,1.04e+08,0.15704,0.05778,0.02568,0.10019,0.01251,2,1.38973,7.00963,0.32259,0.87266,0.86636,33.98356,7.50156,1.74533,0.02165,0.0433,6.59412,9.5812
"24","2016_Q1",41.8395081967213,"Down",2.003e+09,-1.671e+09,3.32e+08,-2.13e+08,-1.32e+08,-3.2e+07,-4.9e+07,1.19e+08,-1.9e+07,-1.8e+07,-1e+06,1e+08,-1e+06,9.9e+07,-2.4e+07,7.5e+07,7.5e+07,-1.3e+07,6.2e+07,6.2e+07,2.87e+08,2.87e+08,1.102e+09,6.82e+08,2.4e+08,2.29e+08,1.1e+07,2.311e+09,1.243e+09,4.16e+08,2.2e+07,6e+07,2.21e+08,1.13e+08,1.659e+09,3.97e+09,1.667e+09,1.376e+09,3.7e+07,2.5e+08,8.6e+07,1.794e+09,1.124e+09,5.47e+08,3.18e+08,7e+06,2.22e+08,1.671e+09,3.465e+09,3.082e+09,-5.36e+08,-1.456e+09,-6.66e+08,4.24e+08,8e+07,5.04e+08,3.969e+09,7.5e+07,4.9e+07,3e+06,2.13e+08,3.4e+08,-6.4e+07,-8e+06,-7.2e+07,-1.3e+07,-1.22e+08,-1.95e+08,7.3e+07,7.3e+07,-6e+06,6.7e+07,1.68e+08,1.21e+09,3.41e+08,0.16575,0.05941,0.03095,0.12302,0.01562,5.5,1.28818,6.875,0.30479,1.07887,1.06852,34.85457,7.3781,5.9338,0.02741,0.15075,5.49405,7.7563
"25","2016_Q2",48.87984375,"Up",2.136e+09,-1.77e+09,3.66e+08,-2.4e+08,-1.47e+08,-3.9e+07,-5.4e+07,1.26e+08,-1.9e+07,-1.8e+07,-1e+06,1.07e+08,-1e+06,1.06e+08,-3.4e+07,7.2e+07,7.2e+07,-1.5e+07,5.7e+07,5.7e+07,3.74e+08,3.74e+08,1.269e+09,7.46e+08,2.73e+08,2.54e+08,1.9e+07,2.662e+09,1.278e+09,4.08e+08,2.1e+07,5.9e+07,2.14e+08,1.14e+08,1.686e+09,4.348e+09,1.783e+09,1.462e+09,5.2e+07,2.53e+08,9.7e+07,1.921e+09,1.311e+09,5.11e+08,3.13e+08,9e+06,1.89e+08,1.822e+09,3.743e+09,3.086e+09,-5.52e+08,-1.391e+09,-6.38e+08,5.05e+08,1e+08,6.05e+08,4.348e+09,7.2e+07,5.4e+07,1e+07,-1.65e+08,-2.9e+07,-6.7e+07,-7e+06,-7.4e+07,8e+06,1.93e+08,1.83e+08,8e+07,8e+07,7e+06,8.7e+07,1.8e+08,1.408e+09,-1.8e+07,0.17135,0.05899,0.02669,0.09421,0.01311,-0.31579,1.38574,6.18678,0.32383,0.99798,0.99224,37.39791,8.84173,-0.31515,0.02258,-0.00712999999999997,5.74444,8.20635
"26","2016_Q3",52.02203125,"Up",2.212e+09,-1.816e+09,3.96e+08,-2.23e+08,-1.34e+08,-3.7e+07,-5.2e+07,1.73e+08,-3.5e+07,-3.4e+07,-1e+06,1.38e+08,-1e+06,1.37e+08,-3.9e+07,9.8e+07,9.8e+07,-1.6e+07,8.2e+07,8.2e+07,3.11e+08,3.11e+08,1.263e+09,7.38e+08,2.92e+08,2.65e+08,2.7e+07,2.604e+09,1.279e+09,3.93e+08,2.1e+07,5.8e+07,2.04e+08,1.1e+08,1.672e+09,4.276e+09,1.752e+09,1.438e+09,4.6e+07,2.64e+08,7.8e+07,1.863e+09,1.282e+09,5.07e+08,3.05e+08,9e+06,1.93e+08,1.789e+09,3.652e+09,3.094e+09,-5.93e+08,-1.305e+09,-6.57e+08,5.39e+08,8.3e+07,6.22e+08,4.274e+09,9.8e+07,5.2e+07,1.3e+07,-3.1e+07,1.32e+08,-6.9e+07,-4e+06,-7.3e+07,1.55e+08,-2.33e+08,-1.15e+08,-5.6e+07,-5.6e+07,-7e+06,-6.3e+07,2.25e+08,1.36e+09,1.64e+08,0.17902,0.07821,0.03707,0.13183,0.01918,2,1.39775,5.87138,0.31805,1.4418,1.43027,38.89343,9.4772,2.8836,0.03292,0.06584,4.66222,6.06358
"27","2016_Q4",55.8344444444444,"Up",2.096e+09,-1.743e+09,3.53e+08,-2.03e+08,-1.09e+08,-4.1e+07,-5.3e+07,1.5e+08,-2.2e+07,-2.4e+07,2e+06,1.28e+08,-2e+06,1.26e+08,7e+07,1.96e+08,1.96e+08,-1.7e+07,1.79e+08,1.79e+08,3.24e+08,3.24e+08,1.276e+09,7.53e+08,3.24e+08,3e+08,2.4e+07,2.677e+09,1.322e+09,4.07e+08,2e+07,5.8e+07,2.18e+08,1.11e+08,1.729e+09,4.406e+09,1.78e+09,1.457e+09,4.7e+07,2.63e+08,1.24e+08,1.945e+09,1.31e+09,4.41e+08,3e+08,8e+06,1.33e+08,1.751e+09,3.696e+09,3.092e+09,-6.82e+08,-1.125e+09,-6.5e+08,6.35e+08,7.5e+07,7.1e+08,4.406e+09,1.96e+08,5.3e+07,-8.2e+07,-3.7e+07,1.3e+08,-7.3e+07,-5e+06,-7.8e+07,-1.78e+08,2.2e+08,-4.2e+07,1e+07,1e+07,3e+06,1.3e+07,2.03e+08,1.434e+09,2.3e+07,0.16842,0.07156,0.0854,0.25211,0.04063,0.12849,1.37635,5.20563,0.32547,3.2148,3.187,37.6437,11.40446,0.41307,0.06925,0.0089,5.46798,7.4
"28","2017_Q1",62.6340322580645,"Up",2.153e+09,-1.797e+09,3.56e+08,-2.98e+08,-1.24e+08,-3.6e+07,-5.4e+07,5.8e+07,9e+06,8e+06,1e+06,6.7e+07,-2.5e+07,4.2e+07,6999999.99999999,4.9e+07,4.9e+07,-2e+07,2.9e+07,2.9e+07,3.47e+08,3.47e+08,1.272e+09,7.3e+08,2.53e+08,2.29e+08,2.4e+07,2.602e+09,1.357e+09,3.87e+08,1.9e+07,5.7e+07,1.99e+08,1.12e+08,1.744e+09,4.346e+09,1.84e+09,1.501e+09,3.9e+07,2.85e+08,9e+07,1.973e+09,1.294e+09,4.19e+08,2.73e+08,7e+06,1.39e+08,1.713e+09,3.686e+09,3.099e+09,-7.61e+08,-1.1e+09,-6.65e+08,5.73e+08,8.7e+07,6.6e+08,4.346e+09,4.9e+07,5.4e+07,2.7e+07,1.1e+07,1.41e+08,-1.3e+08,-9.9e+07,-2.29e+08,2.05e+08,-2.44e+08,1.13e+08,2.5e+07,2.5e+07,-1e+06,2.4e+07,1.12e+08,1.384e+09,-1.4e+07,0.16535,0.02694,0.01347,0.04394,0.00667,-0.48276,1.3188,5.58485,0.31845,0.53617,0.5303,39.80571,10.5939,-0.25884,0.01177,-0.00568,9.25893,17.87931
"29","2017_Q2",55.3742857142857,"Down",2.292e+09,-1.929e+09,3.63e+08,-2.32e+08,-1.41e+08,-3.9e+07,-5.2e+07,1.31e+08,-2.4e+07,-1.5e+07,-9e+06,1.07e+08,-1e+06,1.06e+08,-3.3e+07,7.3e+07,7.3e+07,-1.4e+07,5.9e+07,5.9e+07,3.41e+08,3.41e+08,1.421e+09,7.82e+08,3.12e+08,2.88e+08,2.4e+07,2.856e+09,1.405e+09,3.81e+08,1.8e+07,5.8e+07,1.89e+08,1.16e+08,1.786e+09,4.642e+09,1.929e+09,1.594e+09,4.1e+07,2.84e+08,1.13e+08,2.081e+09,1.406e+09,4.16e+08,2.59e+08,7e+06,1.5e+08,1.822e+09,3.903e+09,3.105e+09,-7.77e+08,-1.054e+09,-6.37e+08,6.37e+08,1.02e+08,7.39e+08,4.642e+09,7.3e+07,5.2e+07,1.7e+07,-1.73e+08,-3.1e+07,-1e+08,1.6e+07,-8.4e+07,-3e+06,1.37e+08,1.02e+08,-1.3e+07,-1.3e+07,8e+06,-5e+06,1.83e+08,1.519e+09,-5.7e+07,0.15838,0.05716,0.02574,0.07984,0.01271,-0.9661,1.37242,5.28146,0.32723,1.09551,1.08792,42.55765,11.82776,-1.05837,0.02693,-0.02132,6.43716,8.99237
"30","2017_Q3",54.1355555555556,"Down",2.317e+09,-1.949e+09,3.68e+08,-3.43e+08,-2.52e+08,-3.6e+07,-5.5e+07,2.5e+07,-1.7e+07,-2e+07,3e+06,8000000.00000001,-1e+06,7e+06,8000000.00000001,1.5e+07,1.5e+07,-1.8e+07,-2999999.99999999,-2999999.99999999,3.33e+08,3.33e+08,1.482e+09,8.15e+08,3.32e+08,3.11e+08,2.1e+07,2.962e+09,1.479e+09,4.4e+08,1.8e+07,5.9e+07,2.44e+08,1.19e+08,1.919e+09,4.881e+09,2.005e+09,1.608e+09,5.3e+07,3.31e+08,1.07e+08,2.294e+09,1.49e+09,4.15e+08,2.51e+08,7e+06,1.57e+08,1.905e+09,4.199e+09,3.107e+09,-8.21e+08,-1.07e+09,-6.01e+08,6.15e+08,6.7e+07,6.82e+08,4.881e+09,1.5e+07,5.5e+07,-5e+06,2.7e+07,92000000.0000001,-8.7e+07,2.3e+07,-6.4e+07,1.22e+08,-9.8e+07,-3e+07,-2e+06,-2e+06,-7e+06,-9e+06,8e+07,1.597e+09,1.2e+07,0.15883,0.01079,-0.00129,-0.0044,-0.00061,-4,1.29119,6.15689,0.32719,-0.0560700000000001,-0.0560700000000001,43.30409,11.49418,0.22428,0.00371,0.00445,15.8,50.56
"31","2017_Q4",57.128253968254,"Up",2.274e+09,-1.911e+09,3.63e+08,-2.25e+08,-1.27e+08,-4e+07,-5.8e+07,1.38e+08,-2.1e+07,-1.9e+07,-2e+06,1.17e+08,-2e+06,1.15e+08,-1.6e+07,9.9e+07,9.9e+07,-1.6e+07,8.3e+07,8.3e+07,2.77e+08,2.77e+08,1.451e+09,8.82e+08,3.51e+08,3.25e+08,2.6e+07,2.961e+09,1.541e+09,4.33e+08,1.7e+07,5.9e+07,2.25e+08,1.32e+08,1.974e+09,4.935e+09,1.984e+09,1.601e+09,4.6e+07,3.27e+08,1.08e+08,2.232e+09,1.573e+09,4.12e+08,2.48e+08,6e+06,1.58e+08,1.985e+09,4.217e+09,3.11e+09,-8.92e+08,-1.001e+09,-5.7e+08,6.47e+08,7.1e+07,7.18e+08,4.935e+09,9.9e+07,5.8e+07,1e+06,-1.33e+08,2.5e+07,-9e+07,2.3e+07,-6.7e+07,-4e+06,7.2e+07,-1.7e+07,-5.9e+07,-5.9e+07,3e+06,-5.6e+07,1.96e+08,1.681e+09,-1.1e+07,0.15963,0.06069,0.0365,0.1156,0.01682,-0.13253,1.32661,5.87326,0.34063,1.58071,1.57532,43.30762,12.32191,-0.20949,0.03451,-0.00391,7.16327,10.17391
"32","2018_Q1",55.3796721311475,"Down",2.391e+09,-2.023e+09,3.68e+08,-2.38e+08,-1.18e+08,-4.3e+07,-6.1e+07,1.3e+08,-9e+06,-1.8e+07,1e+07,1.21e+08,-1.3e+07,1.08e+08,-3e+07,7.8e+07,7.8e+07,-1.9e+07,5.9e+07,5.9e+07,3.15e+08,3.15e+08,1.294e+09,8.2e+08,3.18e+08,2.88e+08,3e+07,2.747e+09,1.691e+09,3.56e+08,2.2e+07,4.9e+07,2.13e+08,7.2e+07,2.049e+09,4.796e+09,1.75e+09,1.582e+09,2.7e+07,1.41e+08,1.03e+08,2.277e+09,1.358e+09,4.37e+08,2.68e+08,1.1e+07,1.58e+08,1.795e+09,4.072e+09,3.113e+09,-9.3e+08,-1.009e+09,-5.38e+08,6.36e+08,8.8e+07,7.24e+08,4.796e+09,7.8e+07,6.1e+07,3e+06,2.89e+08,4.31e+08,-1.34e+08,-1.2e+08,-2.54e+08,-7.1e+07,-1.83e+08,-1.37e+08,4e+07,4e+07,-1e+06,3.9e+07,1.91e+08,1.461e+09,3.76e+08,0.15391,0.05437,0.02468,0.08149,0.0123,6.37288,1.20641,5.62431,0.30463,1.14976,1.14158,46.59459,12.39405,7.3273,0.02746,0.1434,6,8.81538
"33","2018_Q2",46.99203125,"Down",2.581e+09,-2.193e+09,3.88e+08,-2.54e+08,-1.51e+08,-4e+07,-6e+07,1.34e+08,-2.3e+07,-2.3e+07,0,1.11e+08,-1.2e+07,9.9e+07,-2.5e+07,7.4e+07,7.4e+07,-1.4e+07,6e+07,6e+07,2.88e+08,2.88e+08,1.499e+09,9.11e+08,3.67e+08,3.4e+08,2.7e+07,3.065e+09,1.66e+09,4.41e+08,2.2e+07,4.9e+07,2.06e+08,1.64e+08,2.101e+09,5.166e+09,2.254e+09,1.908e+09,4.3e+07,2.93e+08,6.4e+07,2.444e+09,1.42e+09,4.27e+08,2.66e+08,1.2e+07,1.49e+08,1.847e+09,4.291e+09,3.116e+09,-9.3e+08,-9.02e+08,-5.19e+08,7.65e+08,1.1e+08,8.75e+08,5.166e+09,7.4e+07,6e+07,0,-1.34e+08,0,-8.7e+07,3.4e+07,-5.3e+07,6.7e+07,-3e+07,2.2e+07,-3.1e+07,-3.1e+07,3e+06,-2.8e+07,1.94e+08,1.484e+09,-2e+06,0.15033,0.05192,0.02325,0.06857,0.01161,-0.03333,1.25409,4.904,0.28726,1.17161,1.16501,50.3987,14.93801,-0.03905,0.0262,-0.000719999999999998,6.16495,8.92537
"34","2018_Q3",43.0569841269841,"Down",2.53e+09,-2.164e+09,3.66e+08,-2.56e+08,-1.58e+08,-4.3e+07,-5.8e+07,1.1e+08,-2.6e+07,-1.7e+07,-9e+06,8.4e+07,7e+06,9.1e+07,-2.7e+07,6.4e+07,6.4e+07,-1.6e+07,4.8e+07,4.8e+07,2.35e+08,2.35e+08,1.418e+09,8.98e+08,3.74e+08,3.48e+08,2.6e+07,2.925e+09,1.625e+09,4.53e+08,2.1e+07,4.7e+07,2.15e+08,1.7e+08,2.078e+09,5.003e+09,2.195e+09,1.813e+09,4.2e+07,3.26e+08,7.8e+07,2.398e+09,1.381e+09,4.25e+08,2.61e+08,1.1e+07,1.53e+08,1.806e+09,4.204e+09,3.119e+09,-9.3e+08,-8.64e+08,-6.08e+08,7.17e+08,8.2e+07,7.99e+08,5.003e+09,6.4e+07,5.8e+07,3e+06,-47000000.0000001,77999999.9999999,-7.2e+07,2.3e+07,-4.9e+07,-8.6e+07,2.8e+07,-6.8e+07,-3.9e+07,-3.9e+07,-1.4e+07,-5.3e+07,1.68e+08,1.459e+09,7.6e+07,0.14466,0.04348,0.01897,0.06008,0.00959,1.58333,1.21977,5.26158,0.29163,0.93643,0.9301,49.35751,13.98788,1.48268,0.02236,0.02833,7.28571,11.12727
"35","2018_Q4",33.0577777777778,"Down",2.372e+09,-2.014e+09,3.58e+08,-2.45e+08,-1.41e+08,-3.9e+07,-6.5e+07,1.13e+08,-2.7e+07,-2.1e+07,-6e+06,8.6e+07,-3e+06,8.3e+07,-2e+07,6.3e+07,6.3e+07,-9e+06,5.4e+07,5.4e+07,2.02e+08,2.02e+08,1.389e+09,9.56e+08,3.89e+08,3.69e+08,2e+07,2.936e+09,1.632e+09,4.6e+08,20000000.0000001,4.7e+07,2.27e+08,1.66e+08,2.092e+09,5.028e+09,2.116e+09,1.769e+09,3.8e+07,2.99e+08,2.4e+08,2.492e+09,1.304e+09,4.29e+08,2.58e+08,1.1e+07,1.6e+08,1.733e+09,4.225e+09,3.122e+09,-9.3e+08,-8.23e+08,-6.32e+08,7.37e+08,6.6e+07,8.03e+08,5.028e+09,6.3e+07,6.5e+07,-5e+06,-1.64e+08,-4.1e+07,-7.7e+07,2.8e+07,-4.9e+07,-3e+06,7.7e+07,6e+07,-3e+07,-3e+07,-4e+06,-3.4e+07,1.78e+08,1.544e+09,-4.3e+07,0.15093,0.04764,0.02277,0.06725,0.01074,-0.7963,1.17817,5.26152,0.30708,1.05319,1.05055,46.26251,14.37414,-0.83865,0.0245,-0.01549,7.53933,11.87611
"36","2019_Q1",31.3745901639344,"Down",4.28e+09,-3.631e+09,6.49e+08,-5.62e+08,-3.02e+08,-7.8e+07,-1.62e+08,8.7e+07,-6.4e+07,-8.7e+07,5e+06,2.3e+07,-1.22e+08,-9.9e+07,9e+06,-9e+07,-9e+07,-1.7e+07,-1.07e+08,-1.07e+08,6.97e+08,6.97e+08,2.487e+09,2.245e+09,6.8e+08,5.9e+08,9e+07,6.109e+09,3.501e+09,3.078e+09,1.519e+09,8.69e+08,4.67e+08,2.23e+08,7.123e+09,1.3232e+10,3.166e+09,2.759e+09,6.4e+07,3.43e+08,1.53e+08,4.32e+09,5.34e+09,1.518e+09,1.167e+09,8.8e+07,2.63e+08,6.858e+09,1.1178e+10,4.361e+09,-9.3e+08,-1.013e+09,-6.92e+08,1.726e+09,3.28e+08,2.054e+09,1.3232e+10,-9e+07,1.62e+08,-4e+07,3.7e+08,4.02e+08,-2.62e+08,9.3e+07,-2.363e+09,2.639e+09,-1.56e+08,2.462e+09,5.01e+08,5.01e+08,-2e+06,4.99e+08,2.49e+08,5.493e+09,3.48e+08,0.15164,0.02033,-0.025,-0.05209,-0.00809,-3.25234,1.41412,5.44206,0.41513,-1.32496,-1.32879,52.99823,21.37265,4.3092,-0.0096,0.03839,19.26104,55.12644
"37","2019_Q2",16.3433333333333,"Down",4.484e+09,-3.864e+09,6.2e+08,-5.79e+08,-3.16e+08,-9.2e+07,-1.69e+08,4.1e+07,-6.2e+07,-8.1e+07,3e+06,-2.1e+07,-8.4e+07,-1.05e+08,0,-1.05e+08,-1.05e+08,-1.2e+07,-1.17e+08,-1.17e+08,3.57e+08,3.57e+08,2.738e+09,2.266e+09,6.66e+08,5.55e+08,1.11e+08,6.027e+09,3.519e+09,3.542e+09,1.687e+09,7.91e+08,4.71e+08,5.93e+08,7.589e+09,1.3616e+10,3.254e+09,2.861e+09,3e+07,3.63e+08,1.59e+08,4.407e+09,5.417e+09,1.812e+09,1.138e+09,1.1e+08,5.64e+08,7.229e+09,1.1636e+10,4.366e+09,-9.3e+08,-1.15e+09,-6.58e+08,1.628e+09,3.52e+08,1.98e+09,1.3616e+10,-1.05e+08,1.69e+08,2.7e+07,-2.41e+08,-1.5e+08,-3.67e+08,6.2e+07,-2.83e+08,1.01e+08,-4e+06,7.5e+07,-3.58e+08,-3.58e+08,1.9e+07,-3.39e+08,2.1e+08,5.576e+09,-3.98e+08,0.13827,0.00914,-0.02609,-0.05909,-0.00859,3.40171,1.3676,5.87677,0.40952,-1.44668,-1.44668,55.44383,20.12992,-4.9212,-0.01035,-0.04249,24.85238,127.29268
