"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_compensation","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"23","2015_Q4",154.55515625,"Down",1501200000,-8.96e+08,605200000,-466700000,-4.4e+08,-26700000,138500000,18600000,-6800000,25400000,157100000,-18200000,138900000,-25700000,113200000,113200000,-2700000,110500000,110500000,193499000,193499000,1448714000,1407440000,452184000,90065000,232250000,2094397000,377832000,2762797000,43384000,1999623000,104670000,303306000,3140629000,5235026000,1427801000,1427801000,30504000,403466000,242999000,1861771000,510005000,328550000,142551000,17723000,168276000,838555000,2700326000,974820000,1861427000,-329747000,2506500000,28200000,2534700000,5235026000,113186000,12350000,44428000,196606000,0,-83708000,-92157000,-85673000,-13858000,-95377000,9072000,9072000,2465000,540509000,0.40314,0.09226,0.07361,0.04359,0.02111,1.12495,1.06534,0.10325,2.4555,2.43108,33.35926,55.69876,0.03246,2.50549
"24","2016_Q1",118.408032786885,"Down",1887500000,-1105500000,7.82e+08,-514800000,-483800000,-3.1e+07,267200000,5800000,-7700000,13500000,2.73e+08,-13300000,259700000,-61300000,198400000,198400000,-2400000,1.96e+08,195900000,216600000,216600000,1856900000,1591700000,577300000,77800000,366600000,2650800000,423300000,3.113e+09,227200000,2141500000,87200000,345600000,3536300000,6187100000,1801500000,1801500000,49200000,654500000,518600000,2505200000,511900000,440600000,156200000,3.3e+07,251400000,952500000,3457700000,980900000,2044200000,-336300000,2688800000,40600000,2729400000,6187100000,198434000,23700000,140871000,394045000,-713000,-392607000,-400136000,41659000,-4424000,31357000,25266000,25266000,23114000,561100000,0.4143,0.14156,0.10379,0.07177,0.03166,1.05812,1.26684,0.09069,4.34887,4.31521,41.90146,59.68987,0.05606,1.2893
"25","2016_Q2",112.430625,"Down",1336800000,-810400000,526400000,-489400000,-458200000,-31200000,3.7e+07,4100000,-8900000,1.3e+07,41100000,-7600000,33500000,-8300000,25200000,25200000,5e+05,25700000,25700000,240400000,240400000,1714900000,1422400000,507800000,97700000,410100000,2463100000,437600000,3446100000,234400000,2264300000,180800000,406400000,3883700000,6346800000,1327700000,1327700000,23600000,675100000,552700000,2026400000,1057900000,460700000,160500000,12800000,287400000,1518600000,3.545e+09,989200000,2069900000,-322500000,2736600000,65200000,2801800000,6346800000,25200000,-362100000,-244054729.289625,-336900000,-34400000,-89600000,-184300000,519200000,21100000,540300000,19100000,19100000,23800000,1081500000,0.39378,0.02768,0.01923,0.00916999999999998,0.00405,1.21551,1.26526,0.1704,0.56991,0.56505,29.64408,60.68522,0.00592,22.73243
"26","2016_Q3",109.3603125,"Down",1603600000,-9.28e+08,675600000,-551400000,-5.2e+08,-31400000,124200000,11600000,-10900000,9200000,135800000,-10300000,125500000,-31100000,94400000,94400000,-15400000,7.9e+07,78800000,213700000,213700000,1735400000,1489500000,501400000,74500000,426900000,2450500000,432400000,3458400000,233700000,2262700000,180300000,423900000,3890800000,6341300000,1.333e+09,1.333e+09,20600000,600600000,479500000,1954200000,1.081e+09,489500000,176600000,13600000,299300000,1570500000,3524700000,998400000,2134700000,-372200000,2760900000,55700000,2816600000,6341300000,94400000,440200000,-480500000,54099999.9999998,0,-12100000,-14800000,55799999.9999999,-104400000,-62799999.9999999,-23500000,-23500000,-26700000,1101600000,0.4213,0.07745,0.04914,0.02798,0.01243,1.25397,1.2514,0.17372,1.74642,1.72906,35.53999,61.1888,0.0211,7.14895
"27","2016_Q4",98.6957142857143,"Down",1705200000,-1.012e+09,693200000,-604200000,-568300000,-35900000,8.9e+07,-6900000,-12400000,5500000,82100000,-1.8e+07,64100000,-15900000,48200000,48200000,-2e+05,4.8e+07,4.8e+07,228400000,228400000,2028400000,1.702e+09,561500000,91300000,470200000,2818300000,468700000,3829600000,299500000,2546800000,183700000,439700000,4298300000,7116600000,1538500000,1538500000,55700000,702600000,5.52e+08,2296800000,1356900000,6.08e+08,191900000,37400000,378700000,1964900000,4261700000,1002300000,2182700000,-387200000,2797800000,57100000,2854900000,7116600000,48200000,57600000,25100000,130900000,-29300000,-373500000,-418300000,2.75e+08,26800000,301800000,14400000,14400000,14700000,1412600000,0.40652,0.05219,0.02815,0.01681,0.00674,1.22706,1.49277,0.19849,1.06223,1.05235,37.73568,61.91467,0.00985,13.30562
"28","2017_Q1",106.96064516129,"Up",2158200000,-1232700000,925500000,-666600000,-623300000,-43300000,258900000,-7e+06,-13100000,6100000,251900000,-32600000,219300000,-52700000,166600000,166600000,-1100000,165500000,165300000,258500000,258500000,2471400000,1870600000,569800000,81700000,488100000,3299700000,5.01e+08,3828700000,2.95e+08,2579300000,180900000,418100000,4329700000,7629400000,1910900000,1910900000,89500000,965900000,812300000,2966300000,1178100000,663500000,201100000,21500000,440900000,1841600000,4807900000,1007800000,2.333e+09,-551100000,2789700000,31800000,2821500000,7629400000,166600000,-94700000,152700000,366400000,-2100000,-164600000,-184600000,-1.61e+08,30500000,-142900000,38900000,38900000,30100000,1267600000,0.42883,0.11996,0.07659,0.05859,0.02167,1.1124,1.70402,0.16615,3.65611,3.63752,47.73511,61.70265,0.03798,3.89764
"29","2017_Q2",113.164285714286,"Up",3117700000,-977600000,2140100000,-2120200000,-579500000,-39300000,19900000,-6400000,-1.3e+07,5600000,13500000,-4500000,9e+06,-1300000,7700000,7700000,-5e+05,7200000,7200000,223100000,223100000,1974600000,1723800000,598500000,93500000,5.05e+08,2796200000,5.07e+08,3932800000,308200000,2624300000,188500000,459700000,4439800000,7.236e+09,1542400000,1542400000,62500000,6.26e+08,463800000,2230900000,1429300000,673900000,2.13e+08,24600000,436300000,2103200000,4334100000,1013800000,2342500000,-4.9e+08,2866300000,35600000,2901900000,7.236e+09,7700000,63400000,-282700000,-211600000,0,-40200000,-49700000,2.5e+08,-33100000,216900000,-44400000,-44400000,-40300000,1491800000,0.68644,0.00638,0.00231,0.00248,0.001,1.2534,1.49354,0.20616,0.15909,0.15759,68.88727,63.33245,0.00141999999999999,63.75377
"30","2017_Q3",121.963650793651,"Up",3470300000,-1066400000,2403900000,-2267700000,-630700000,-41200000,136200000,-1e+05,-14600000,14500000,136100000,-5400000,130700000,-35800000,94900000,94900000,-4e+05,94500000,94300000,250300000,250300000,2516700000,1718200000,632300000,1.02e+08,530300000,3399300000,512900000,3985700000,3.02e+08,2668900000,189100000,461500000,4498600000,7897900000,1542800000,1542800000,69500000,1239500000,1053500000,2851800000,1327100000,681300000,222500000,24400000,434400000,2008400000,4860200000,1021500000,2404800000,-421200000,3005100000,32600000,3037700000,7897900000,94900000,42300000,35799999.9999999,1.73e+08,-9.31322574615479e-10,-21900000,-34200000,-104300000,-12200000,-132600000,6200000.00000001,6200000.00000001,11100000,1396600000,0.69271,0.03925,0.02717,0.03104,0.01194,1.19198,1.59996,0.17683,2.08223,2.05976,76.62736,66.35533,0.02158,8.4163
"31","2017_Q4",139.606666666667,"Up",3522200000,-1155400000,2366800000,-2225600000,-642300000,-41800000,141200000,-2600000,-14900000,12600000,138600000,-3400000,135200000,-3.6e+07,99200000,99200000,-9e+05,98300000,98300000,277900000,277900000,2116900000,1779100000,591500000,96100000,495400000,2986300000,516600000,4051400000,307400000,2701300000,190900000,479300000,4.568e+09,7554300000,1724400000,1724400000,64200000,793800000,581300000,2582400000,1117800000,678800000,232300000,24400000,422100000,1796600000,4.379e+09,1026700000,2491400000,-374400000,3143700000,31600000,3175300000,7554300000,99200000,40900000,176200000,316300000,0,-32900000,-38100000,-2.25e+08,-24700000,-249700000,28500000,28500000,30900000,1.182e+09,0.67197,0.04009,0.02791,0.03096,0.01301,1.1564,1.37908,0.15647,2.16763,2.14563,77.66875,69.32237,0.01952,6.40297000000002
"32","2018_Q1",158.874426229508,"Up",-2177800000,-1372800000,-3550600000,3820900000,-772900000,-44900000,270300000,-2700000,-13700000,11700000,267600000,-17400000,250200000,-194700000,55500000,55500000,-1300000,54200000,5.4e+07,2.68e+08,2.68e+08,3320200000,3002700000,952800000,389100000,563700000,4.541e+09,543900000,4169500000,3.05e+08,2709300000,229100000,549900000,4713400000,9254400000,3434800000,3434800000,77400000,801500000,5.66e+08,4313700000,675300000,883400000,2.59e+08,63200000,561200000,1558700000,5872400000,1031900000,2.649e+09,-340800000,3340100000,41900000,3.382e+09,9254400000,55500000,-1.43e+08,431800000,511500000,-2300000,-29300000,-44700000,-4.5e+08,5300000,-458100000,8700000,8700000,7800000,752700000,1.63036,-0.12412,-0.0248,0.01597,0.00584,1.05269,1.73637,0.08133,1.19024,1.18041,-48.00194,73.62075,0.01415,1.79319
"33","2018_Q2",168.29375,"Up",3555200000,-1097200000,2.458e+09,-2403500000,-697300000,-42100000,54500000,2300000,-13800000,13600000,56800000,-7e+05,56100000,-13500000,42600000,42600000,-2300000,40300000,40300000,292800000,292800000,3183700000,2764100000,9.13e+08,363400000,549600000,4389500000,561900000,4252800000,300100000,2746200000,235400000,590100000,4814700000,9204200000,2837700000,2837700000,95100000,905500000,659900000,3838300000,1012800000,877400000,271700000,23900000,581800000,1890200000,5728500000,1034500000,2689300000,-2.89e+08,3434800000,40900000,3475700000,9204200000,42600000,42300000,-343500000,-258600000,-17700000,-33600000,-6e+07,3.25e+08,16800000,341800000,23200000,23200000,25200000,1107900000,0.69138,0.01533,0.01134,0.01159,0.00438,1.14361,1.64816,0.12037,0.88683,0.8779,78.23427,75.5848,0.00738,14.95596
"34","2018_Q3",155.794603174603,"Down",3903700000,-1240500000,2663200000,-2524500000,-737800000,-46300000,138700000,-2400000,-14300000,10200000,136300000,11100000,147400000,-37600000,109800000,109800000,-1800000,1.08e+08,107800000,292800000,292800000,3266400000,2809500000,910600000,350500000,560100000,4469800000,536400000,4181500000,292800000,2682900000,237700000,588600000,4717900000,9187700000,2.84e+09,2.84e+09,93400000,8.99e+08,647600000,3832400000,1076900000,812200000,276100000,23900000,512200000,1889100000,5721500000,1041200000,2778400000,-391600000,3.428e+09,38200000,3466200000,9187700000,109800000,37500000,-156600000,-9300000,7100000,-18900000,-23700000,89999999.9999999,-29700000,41400000,8400000,8400000,-8e+06,1170300000,0.68222,0.03553,0.02761,0.0311,0.01173,1.16632,1.65065,0.12738,2.3696,2.34598,85.80881,75.35225,0.02325,6.3266
"35","2018_Q4",134.198888888889,"Down",3969800000,-1.287e+09,2682800000,-2488200000,-689400000,-42700000,194600000,-9200000,-12300000,3400000,185400000,-3700000,181700000,-45600000,136100000,136100000,-1200000,134900000,134900000,3.27e+08,3.27e+08,3628500000,3010800000,905800000,315200000,590600000,4861300000,540800000,4.217e+09,291500000,2689700000,242500000,621800000,4757800000,9619100000,3.213e+09,3.213e+09,83700000,1.038e+09,807100000,4334700000,900500000,811100000,290200000,24500000,496400000,1711600000,6046300000,1.044e+09,2913300000,-425300000,3.532e+09,40800000,3572800000,9619100000,136100000,64700000,66800000,267600000,0,-45800000,-63500000,-1.75e+08,-35700000,-210700000,-6600000,-6600000,-13100000,984200000,0.6758,0.04902,0.03398,0.03776,0.01402,1.12148,1.69231,0.10232,2.96165,2.93484,87.15449,77.54287,0.02513,3.37718
"36","2019_Q1",149.515737704918,"Up",4889700000,-1582100000,3307600000,-2949700000,-826400000,-5.5e+07,357900000,8399999,-10700000,5599999,366299999,-45500000,320799999,-117600000,203199999,203199999,-1900000,201299999,201099999,480900000,480900000,3725700000,3394500000,999400000,321700000,677700000,5.206e+09,567900000,4251600000,336900000,2697800000,210100000,649900000,4819500000,10025500000,3956600000,3956600000,32700000,772500000,582100000,4761800000,655600000,873600000,277800000,32700000,563100000,1529200000,6.291e+09,1.052e+09,3095700000,-456200000,3691500000,4.3e+07,3734500000,10025500000,203200000,-123699999,338800000,604400001,-99400000,43500000,-133200000,-281400000,-13500000,-313800000,157400001,157400001,158400001,688300000,0.67644,0.07319,0.04113,0.05385,0.02006,1.09328,1.68456,0.06865,4.41173,4.38098,107.27025,80.98414,0.04154,0.57949
"37","2019_Q2",141.520952380952,"Down",3820600000,-1163800000,2656800000,-2612800000,-707300000,-46500000,4.4e+07,-4900000,-9600000,5e+06,39100000,-18600000,20500000,7e+05,21200000,21200000,1e+05,21300000,21300000,389500000,389500000,3594500000,3093200000,1043700000,372800000,670900000,5027700000,578500000,4946300000,338700000,2738300000,207600000,1299800000,5524800000,10552500000,3036400000,3036400000,119300000,1055900000,896300000,4211600000,1174100000,1363300000,308100000,30600000,1024600000,2537400000,6.749e+09,1051300000,3.117e+09,-425900000,3742400000,61100000,3803500000,10552500000,21200000,-572700000,524320014.195392,-551500000,-55600000,-19800000,-9.1e+07,524900000,67900000,592800000,-49700000,-49700000,-4.9e+07,1293400000,0.69539,0.01152,0.00558,0.00559999999999999,0.00202,1.19377,1.77442,0.12257,0.46635,0.46285,83.64934,81.93721,0.0033,20.54318
"38","2019_Q3",138.16515625,"Down",4266500000,-1354800000,2911700000,-2735900000,-772100000,-45500000,175800000,-2600000,-13600000,10200000,173200000,-25700000,147500000,-36200000,111300000,111300000,-6e+05,110700000,110500000,411200000,411200000,3571100000,3.168e+09,1047800000,330300000,717500000,5030100000,583300000,4967500000,336100000,2730700000,206200000,1.319e+09,5550800000,10580900000,3076700000,3076700000,118700000,975100000,8.27e+08,4170500000,1155500000,1371100000,314900000,30200000,1.026e+09,2526600000,6697100000,1064200000,3207800000,-4.5e+08,3.822e+09,61800000,3883800000,10580900000,111300000,-42900000,510991033.016211,68400000,-28200000,16700000.0000001,-50700000.0000001,6.1e+07,-86400000,-45300000.0000001,-27600000,-27600000,-26400000,1274200000,0.68246,0.0412,0.0259,0.02845,0.01044,1.20611,1.72437,0.12042,2.4153,2.40014,93.25683,83.54098,0.01997,4.90899
"39","2019_Q4",157.06234375,"Up",4495600000,-1488600000,3.007e+09,-2765400000,-7.62e+08,-53600000,241600000,-200001,-1.8e+07,17099999,241399999,-7e+07,171399999,-42100000,129299999,129299999,-4e+05,128899999,128899999,402200000,402200000,4065300000,3240100000,1122600000,377800000,744800000,5590100000,6.71e+08,6816800000,675600000,4083200000,199800000,1445800000,7487800000,13077900000,3313200000,3313200000,100400000,1449100000,1.274e+09,4862700000,1.765e+09,1583600000,336900000,113900000,1132800000,3348600000,8211300000,1932100000,3336700000,-484500000,4784300000,82300000,4866600000,13077900000,129300000,102300000,241241535.328924,231600000,-112899999,-726700000,-852399999,607700000,39400000,647100000,26300001,26300001,15000001,1865400000,0.66888,0.05374,0.02867,0.02649,0.00986,1.14959,1.68728,0.14264,2.49845,2.47063,87.13754,92.73337,0.0155,6.05629
"40","2020_Q1",150.170483870968,"Down",5400500000,-1805500000,3.595e+09,-3156600000,-874300000,-56800000,438400000,-10099999,-15200000,4000001,428300001,-70100000,358200001,-82100000,276100001,276100001,-1700000,274400001,273700001,451900000,451900000,4232600000,2034300000,1184100000,377900000,806200000,5868600000,701900000,7102100000,682600000,4168200000,245400000,1601700000,7.804e+09,13672600000,4264400000,4264400000,120100000,1105700000,793500000,5490200000,1177300000,1791800000,374300000,1.06e+08,1311500000,2969100000,8459300000,1957600000,3588300000,-427800000,5118100000,95200000,5213300000,13672600000,276100000,599300000,-342500000,735300000,8899998.99999997,748400000,-55600001,-581800000,-5400000,-6.1e+08,69699999,69699999,78299999,1297400000,0.66568,0.08118,0.05068,0.0525,0.02002,1.06892,1.62264,0.09489,5.30714,5.22478,104.71768,99.24184,0.03571,1.9286
"41","2020_Q2",103.070952380952,"Down",4.096e+09,-1324500000,2771500000,-2692800000,-774800000,-5.5e+07,78700000,-4.2e+07,-14600000,-28300000,36700000,-14100000,22600000,-5e+06,17600000,17600000,-12300000,5300000,5300000,720700000,720700000,3.253e+09,3.253e+09,2223600000,4.27e+08,1796600000,6197300000,678400000,7025100000,658700000,4104300000,232400000,1638900000,7703500000,13900800000,3193600000,3193600000,125200000,1668600000,1515900000,4987400000,2094700000,1781200000,368400000,87500000,1325300000,3875900000,8863300000,1964500000,3578700000,-571200000,4.947e+09,90500000,5037500000,13900800000,17600000,80800000,-699500000,-546100000,-44400000,-42900000,-90500000,931600000,-23300000,883300000,246700000,246700000,225600000,2219900000,0.67664,0.01921,0.00129,0.00104999999999999,0.000379999999999998,1.24259,1.75946,0.1597,0.10269,0.10103,79.36139,95.8498,0.00059,19.04956
"42","2020_Q3",100.721875,"Down",3670400000,-1175300000,2495100000,-2456100000,-557300000,-56900000,3.9e+07,5e+06,-14900000,14700000,44000000.0000001,-28200000,15800000,-1499999.99999999,14300000,14300000,899999.999999996,15200000,15200000,413500000,413500000,2.708e+09,2.708e+09,1987400000,422500000,1564900000,5108900000,675700000,7025900000,652900000,4120900000,229200000,1629300000,7701600000,12810500000,2.99e+09,2.99e+09,115100000,1501400000,1345600000,4606500000,1354900000,1731600000,367500000,71500000,1292600000,3086500000,7.693e+09,1994100000,3593900000,-537400000,5026200000,91300000,5117500000,12810500000,14300000,4900000,425300000,501400000,-32900000,18500000.0000002,-18900000,-761400000,-7800000,-769200000,-286700000,-286700000,-280700000,1.47e+09,0.67979,0.01063,0.00414,0.00297,0.00119,1.10906,1.50327,0.11475,0.29438,0.29146,71.08494,97.34284,0.00183,27.08974
"43","2020_Q4",128.37859375,"Up",3978100000,-1198700000,2779400000,-2.591e+09,-649400000,-54900000,188400000,5400000,-12300000,1.5e+07,193800000,-33500000,160300000,-25700000,134600000,134600000,-2700000,131900000,131900000,4.4e+08,4.4e+08,4547600000,1439900000,1180900000,444800000,736100000,6168500000,675400000,7058200000,653900000,4.164e+09,235300000,1615400000,7733600000,13902100000,3240700000,3240700000,106400000,2.455e+09,2.13e+09,5802100000,1073300000,1732600000,405900000,42900000,1283800000,2805900000,8.608e+09,2.003e+09,3725900000,-477400000,5203700000,90400000,5294100000,13902100000,134600000,-3300001,221600000,407799999,-35200000,22900000,-14800000,-312300000,-20600000,-357900000,35099999,35099999,45899999,1179700000,0.69868,0.04736,0.03316,0.02491,0.00949,1.06315,1.62596,0.08486,2.5481,2.53352,76.85071,100.52739,0.01607,3.92622
"44","2021_Q1",162.970491803279,"Up",4845400000,-1570300000,3275100000,-2879700000,-721900000,-59600000,395400000,2100000,-1.1e+07,6600000,397500000,-66600000,330900000,-74700000,256200000,256200000,-6100000,250100000,250100000,574300000,574300000,2.106e+09,1636100000,3773400000,517100000,3256300000,6453700000,663900000,6768100000,679800000,4224700000,296500000,1567100000,7862800000,14316500000,3817500000,3817500000,6.2e+07,2248300000,2055400000,6127800000,693300000,1877600000,4.5e+08,1.2e+08,1307600000,2570900000,8698700000,2018200000,3975900000,-377200000,5520800000,9.7e+07,5617800000,14316500000,256200000,-36699998,472500000,751600002,-36900000,-20700000,-46400000,-447200000,-30200000,-527400000,177800002,177800002,196900002,755300000,0.67592,0.0816,0.05162,0.04452,0.01747,1.05318,1.54842,0.05276,4.83547,4.76781,93.68161,106.73988,0.03031,0.45776
"45","2021_Q2",195.29126984127,"Up",4037100000,-1.989e+09,2048100000,-1950200000,-1897200000,-5.3e+07,97900000,49900000,-10400000,48500000,147800000,-17200000,130600000,-28200000,102400000,102400000,6e+05,1.03e+08,1.03e+08,456600000,456600000,1477400000,1477400000,3339700000,412900000,2926800000,5273700000,6.82e+08,6805600000,6.87e+08,4201700000,293900000,1.623e+09,8032700000,13306400000,3156700000,3156700000,90600000,1444500000,1263500000,4691800000,1026300000,1873600000,461800000,114600000,1297200000,2899900000,7591700000,2010600000,4078900000,-383600000,5620200000,94500000,5714700000,13306400000,102400000,-54900000,-562300000,-461800000,-34600000,-25800000,-97800000,386800000,-10100000,376700000,-182900000,-182900000,-195300000,1116900000,0.50732,0.02425,0.02551,0.01802,0.00774,1.12402,1.32845,0.08394,2.01278,1.97413,78.89121,109.82745,0.01183,6.74464
"46","2021_Q3",228.30015625,"Up",4.495e+09,-2208800000,2286200000,-2043800000,-1989300000,-54500000,242400000,3e+07,-10600000,40800000,272400000,-18100000,254300000,-54900000,199400000,199400000,6e+05,2e+08,2e+08,4.94e+08,4.94e+08,1584100000,1584100000,3249900000,4.14e+08,2835900000,5.328e+09,683800000,6829300000,672500000,4205100000,285800000,1665900000,8127100000,13455100000,3248499999,3248499999,102500000,1291100000,1116500000,4642099999,1024600000,1881200000,485400000,110600000,1285200000,2905800000,7547899999,2035800000,4278899999,-383100000,5809299999,97900000,5907199999,13455099998,199400000,-31900000,-6300000,215700000,-35200000,-76200000,-1.16e+08,10800000.0000001,-34900000,-61999999.9999999,37699999.9999999,37699999.9999999,40400000.0000001,1127100000,0.50861,0.05393,0.04449,0.03386,0.01486,1.14776,1.27775,0.08377,3.90831,3.83325,87.83929,113.52276,0.02243,2.6118
"47","2021_Q4",257.89421875,"Up",4889200000,-2416100000,2473100000,-2164600000,-2111800000,-52800000,308500000,9100000,-9600000,17400000,317600000,-15600000,3.02e+08,-65300000,236700000,236700000,5e+05,237200000,237200000,535900000,535900000,1739900000,1739900000,4975400000,478100000,4497300000,7251200000,693400000,6856200000,680600000,4212100000,2.78e+08,1685500000,8196200000,15447400000,3678300000,3678300000,117600000,2.875e+09,2691400000,6670900000,890800000,1926100000,5.11e+08,105200000,1309900000,2816900000,9487800000,2.029e+09,4516100000,-430300000,5855700000,103900000,5959600000,15447400000,236700000,1500000,165400000,456400000,-41800000,-26400000,-102200000,-112200000,-11600000,-275400000,78800000,78800000,71200000,1008400000,0.50583,0.0631,0.04852,0.0398,0.01536,1.08699,1.59202,0.06528,4.64179,4.54598,95.67719,114.59071,0.02667,1.5316
"48","2022_Q1",243.688870967742,"Down",5945700000,-2.06e+08,5739700000,-5260300000,3118300000,-57200000,479400000,91100000,-9500000,102700000,570500000,-33800000,536700000,-115900000,420800000,420800000,6e+05,421400000,421400000,593700000,593700000,2393400000,2004100000,3400600000,500700000,2899900000,6387700000,7.4e+08,7631600000,8.87e+08,4611600000,330800000,1802200000,9117300000,1.5505e+10,4642300000,4642300000,576400000,1267800000,1267800000,6486500000,533800000,2063500000,525400000,179700000,1358400000,2597300000,9083800000,2054200000,4937600000,-400600000,6184900000,236300000,6421200000,1.5505e+10,420800000,-66800000,350900000,762100000,-64300000,-13800000,-489800000,-43600000,14300000,-183100000,89200000,89200000,85500000,1110200000,0.96535,0.08063,0.07087,0.06563,0.02718,0.98477,1.41466,0.0716,8.41101,8.22372,118.67428,123.44863,0.04392,1.07739
"49","2022_Q2",199.328225806452,"Down",4801400000,-2410800000,2390600000,-2195400000,-2.141e+09,-54400000,195200000,8500000,-10200000,18500000,203700000,-19500000,184200000,-40300000,143900000,143900000,1700000,145600000,145600000,575800000,575800000,2290900000,1894500000,3298700000,566700000,2.732e+09,6165400000,749100000,7692800000,879500000,4597900000,313200000,1902200000,9227200000,15392600000,3612100000,3612100000,392900000,1.398e+09,1186700000,5.403e+09,1501500000,2065400000,5e+08,196500000,1368900000,3566900000,8969900000,2062200000,5083200000,-419500000,6173200000,249500000,6422700000,15392600000,143900000,14100000,-928800000,-716400000,-46600000,-33400000,-9.4e+07,947600000,8900000,806500000,-3900000,-3900000,-10600000,1894400000,0.4979,0.04065,0.03032,0.02267,0.00946,1.14111,1.39659,0.12307,2.89044,2.82067,95.31694,122.54978,0.01402,6.75512
"50","2022_Q3",174.25203125,"Down",5278400000,-2554400000,2.724e+09,-2.463e+09,-2407600000,-55400000,2.61e+08,173200000,-15700000,53600000,434200000,-25900000,408300000,-72800000,335500000,335500000,-141600000,193900000,193900000,5.68e+08,5.68e+08,2260400000,1859800000,3321400000,552300000,2769100000,6149800000,731700000,7488900000,871900000,4519900000,277900000,1819200000,9122500000,15272300000,3606400000,3606400000,403100000,1327700000,1092300000,5337200000,1728700000,2052500000,490900000,211600000,1.35e+09,3781200000,9118400000,2046099999,5275400000,-583900000,5912899999,2.41e+08,6153899999,15272299999,335500000,-157400000,-56500001,176999999,-40300000,-77800000,30900000,264900000,-172400000,-205200000,2699999,2699999,-28200001,2131800000,0.51607,0.04945,0.03673,0.03151,0.0127,1.15225,1.48173,0.13959,3.84928,3.75637,104.78629,117.38233,0.01876,5.99157
