"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"33","2018_Q2",16.740625,"Down",150919400,-120221300,30698100,-28961300,-28961300,1736800,-174400,-174400,1562400,1562400,-404000,1158400,1158400,1158400,1158400,9000,9000,92815800,92815800,86367200,5585400,5585400,184777400,13679200,21311800,8920900,34991000,219768400,94633900,82483900,12150000,110427300,1475800,1475800,1475800,111903100,61161500,-57614100,104317900,107865300,107865300,219768400,1158400,937100,569986,-4371700,-1706214,-413000,-1437286,4928400,-111100,-111100,3133100,-10400,-10400,-10400,2673900,22800,-1706800,0.20341,0.01151,0.00768,0.01074,0.00527,-1.47341,1.67329,1.03743,1e-04,0.13773,0.13462,17.94329,12.82445,-0.20293,0.02599,-0.01561,0.00516000000000001,0.00794999999999999
"34","2018_Q3",15.9487301587302,"Down",158636100,-127241400,31394700,-29477300,-29477300,1917400,-244800,-244800,1672600,1672600,-481800,1190800,1190800,1190800,1190800,-20770.4676519185,-20770.4676519185,97895300,97895300,89669300,4918000,4918000,192482600,13775200,20770800,8377300,34546000,227028600,97764600,87662400,10102200,117522000,1470100,1470100,1470100,118992100,61828900,-57614100,103821700,108036500,108036500,227028600,1190800,900900,801714,-4438100,-1544686,-474300,-878514,3964000,137200,0,2414200,-8999.99999999997,-8999.99999999997,-8999.99999999997,2818300,16000,-1612300,0.1979,0.01209,0.00751,0.01102,0.00525,-1.35396,1.63784,1.10141,7e-05,0.14126,0.13853,18.81876,12.81621,-0.19126,0.02628,-0.01472,-0.0108967592976975,-0.00186587451063561
"35","2018_Q4",11.5380952380952,"Down",152294500,-121295800,30998700,-27494800,-27494800,3503900,-247900,-247900,3256000,3256000,-551400,2704600,2704600,2704600,2704600,1600,1600,90374600,90374600,74644800,5965800,5965800,170986800,15176300,20030100,7725400,35206400,206193200,78810700,67565700,11245000,95725400,1005900,1005900,1005900,96731300,62240300,-57614100,104835700,109461900,109461900,206193200,2704600,868800,251200,2680700,6505300,-1756600,-1970500,-2842700,100,0,-4533200,1600,1600,1600,4372700,9200,5848200,0.20354,0.02301,0.01776,0.02471,0.01312,2.16232,1.78622,0.8837,4e-05,0.3202,0.31897,18.03012,12.95917,0.69237,0.03978,0.05294,0.00174000000000001,0.00216999999999999
"36","2019_Q1",14.3322950819672,"Up",-42805200,34118400,-8686800,-9413600,-9413600,-18100400,-186700,-186700,-18287100,-18287100,4351000,-13936100,492000,492000,492000,30300,30300,93966200,93966200,71845400,5562800,5562800,171404700,15003500,20087600,8354600,35091100,206495800,82390600,73059700,9330900,96768700,939900,939900,939900,97708600,62766200,-57614100,103635100,108787200,108787200,206495800,492000,912100,286300,3301900,4992300,-211300,-878400,-2534300,141700,0,-4085200,28700,28700,28700,-17188300,0,-18448700,0.20294,0.42286,-0.01149,0.00452,0.00238,-37.49736,1.77128,0.89816,0,0.05816,0.05729,-5.05976,12.85912,-2.18072,0.01991,-0.16813,0.00176,0.00167
"37","2019_Q2",17.561746031746,"Up",130729300,-105465800,25263500,-28584500,-28584500,-3321000,-208700,-208700,-3529700,-3529700,1036900,-2492800,-2492800,-2492800,-2492800,17200,17200,81254400,81254400,101407700,7555600,7555600,190234900,14176600,25142700,13409700,39319300,229554200,99186000,90769300,8416700,122153600,2515800,2515800,2515800,124669400,63248300,-57803200,99439700,104884800,104884800,229554200,-2492800,960800,1426000,-1879900,-1985900,-449300,-1870300,5734800,-189100,-189100,3843100,-13100,-13100,-13100,-2360200,0,-5726300,0.19325,-0.0254,-0.01907,-0.02377,-0.01086,2.29714,1.55734,1.18863,0,-0.29347,-0.29347,15.39048,12.34786,-0.67414,-0.00736,-0.0533200000000001,0.00729,0.00518000000000001
"38","2019_Q3",15.154375,"Down",141810900,-115491600,26319300,-25745200,-25745200,574100,-335100,-335100,239000,239000,-217000,21999.9999999981,22000,22000,22000,108200,108200,91624500,91624500,84144200,9081600,9081600,184958500,13875700,35112800,23379800,48988500,233947000,80087600,72745000,7342600,117853200,12215600,12215600,12215600,130068800,64605000,-58484300,97757500,103878200,103878200,233947000,22000,1113800,-678800,-12504700,-12047700,-290300,-1463200,15166600,141800,-681100,13601900,91000,91000,91000,1687900,0,-10890100,0.18559,0.00404999999999998,0.000159999999999997,0.00021,9e-05,-495.00455,1.5694,1.25213,0,0.00258000000000003,0.00257999999999997,16.64774,12.19467,-1.27843,0.01487,-0.0938,-0.0641,-0.18847
"39","2019_Q4",12.5475,"Down",30634500,-22163800,8470700,-14127900,-14127900,-5657200,-367900,-367900,-6025100,-6513100,1357700,-5155400,-5021400,-5021400,-5021400,799.999999999985,799.999999999985,82545100,82545100,70773100,6880700,6880700,160199700,13800800,37616000,17056600,51416800,211616500,69318600,60618500,8700100,101228400,12901900,12901900,12901900,114130300,64955800,-58496200,91026600,97486200,97486200,211616500,-5021400,795600,514800,13950400,10239400,-5296700,-2702800,-5925000,-11800,-11900,-7644000,-107400,-107400,-107400,-4861600,0,2434400,0.27651,-0.18467,-0.16391,-0.05151,-0.02373,-0.48481,1.58256,1.17073,0,-0.58792,-0.58792,3.58675,11.41388,0.28502,-0.03,0.02205,0.000159999999999993,0.000140000000000001
"40","2020_Q1",7.38145161290323,"Down",105839700,-86251300,19588400,-23547600,-23547600,-3959200,-204600,-204600,-4163800,-13272400,5297200,-7975200,-14076700,-14076700,-14076700,50000,50000,82868400,82868400,50298100,30557400,5960800,163773900,13433700,31501100,17311200,44934800,208708700,84466100,75512600,8953500,112609200,12396800,12396800,12396800,125006000,65419900,-58496200,76779000,83702700,83702700,208708700,-14076700,1155900,8613100,9010100,4702400,-809400.000000001,-809400,-3792900,120000,0,-3843800,49200,49200,49200,-2803300,-5.82076609134674e-11,100200,0.18508,-0.03741,-0.133,-0.16817,-0.06745,-0.00712000000000451,1.45436,1.49345,0,-1.64556,-1.64556,12.37262,9.78482,0.0117099999999998,-0.1447,0.00104,0.01784,0.01263
"41","2020_Q2",5.30793650793651,"Down",96477600,-80024900,16452700,-21532500,-21532500,-5079800,-110700,-110700,-5190500,-5190500,321800,-4868700,-4631400,-4631400,-4631400,900.000000000015,900.000000000015,73854000,73854000,69664400,14384900,14384900,157904200,13252300,33798200,17554200,47050500,204954700,85819100,75431400,10387700,113766000,11731600,11731600,11731600,125497600,65864500,-58555000,72147600,79457100,79457100,204954700,-4631400,1228000,1070000,5772500,3439100,-238900,-3212600,-217200,-58400,-58800,-275600,-49100,-49100,-49100,-3851800,0,1360000,0.17053,-0.05265,-0.048,-0.05829,-0.0226,-0.29365,1.38797,1.57944,-8.67361737988404e-19,-0.53742,-0.53742,11.19515,9.22011,0.15781,-0.05079,0.01491,0.000229999999999987,0.000179999999999984
"42","2020_Q3",6.19015625,"Up",88892400,-71771200,17121200,-20787800,-20787800,-3666600,-105900,-105900,-3772500,-3772500,824400,-2948100,-266900,-266900,-266900,19400,19400,74688900,74688900,62364300,14382200,14382200,151454800,12971400,35271900,17928200,48243300,199698100,74265400,64615900,9649500,108922400,11058000,11058000,11058000,119980400,66406100,-14100,13325700,79717700,79717700,199698100,-266900,1028500,1074900,-4829500,-2993000,-140800,-3787200,6705300,93400,-14100,6798700,18500,18500,18500,-2638100,0,-8432800,0.19261,-0.04125,-0.003,-0.00335,-0.00134,31.59535,1.39048,1.50507,0,-0.0308299999999999,-0.0308300000000001,10.26841,9.2086,-0.97412,-0.00294,-0.0929,0.00735,0.00529
"43","2020_Q4",5.97390625,"Down",99237600,-81921900,17315700,-23606800,-23606800,-6291100,-151200,-151200,-6442300,-6442300,740400,-5701900,-914400,-914400,-914400,234200,234200,77856500,77856500,52461700,17739000,15054800,148291400,12649100,34406400,17236300,47055500,195346900,77135300,65907000,11228300,79713000,10415100,10415100,36416500,116129500,66868900,-62800,12411300,79217400,79217400,195346900,-914400,878600,-1931700,1133400,-834100,-110200,7148000,-6050600,-48500,-48700,-6099100,214800,214800,214800,-5412500,26001400,-5129700,0.17449,-0.06339,-0.00921,-0.01154,-0.00468,5.60991,1.86032,1.46596,0.1331,-0.1051,-0.1051,11.40671,9.10552,-0.58963,-0.00791,-0.04436,-4.76068,-4.09582
"44","2021_Q1",7.63180327868852,"Up",88733100,-71907100,16826000,-19580000,-19580000,-2754000,-58500,-58500,-2812500,-2812500,1957900,-854600,-2930200,-2930200,-2930200,1110000,1110000,70045700,70045700,53060000,15610300,3980900,139826000,12571600,36680300,17543800,49251900,189077900,69411600,59415600,9996000,71985100,9759400,9732900,40342600,112327700,67331900,-62800,9481100,76750200,76750200,189077900,-2930200,609400,1009500,1015100,-296200,-11366000,-2802600,4581800,91099.9999999999,-7.27595761418343e-12,3974600,875800,875800,875800,-2144600,30583200,-14453400,0.18962,-0.03104,-0.03302,-0.03818,-0.0155,4.93256,1.94243,1.46355,0.16175,-0.33242,-0.33242,10.06631,8.70691,-1.63966,-0.02502,-0.12344,-13.74298,-10.70196
"45","2021_Q2",7.32809523809524,"Down",104956100,-85269900,19686200,-21646800,-21646800,-1960600,-213700,-213700,-2174300,-2174300,-38500,-2212800,-1717300,-1717300,-1717300,2207500,2207500,71251900,71251900,69017500,16916200,5410900,159393100,12245300,38642700,17357000,50888000,210281100,83503300,74297900,9205400,86050900,9141800,9115300,48870900,134921800,67700500,-105000,7763800,75359300,75359300,210281100,-1717300,607700,254900,-4977600,-5832300,-2173900,-2173900,9145900,-42200,-42200,9103700,1097500,1097500,1097500,-1352900,39729100,-8465900,0.18757,-0.01868,-0.01636,-0.02279,-0.00817,4.92977,1.85231,1.79038,0.18893,-0.19372,-0.19372,11.83977,8.50105,-0.95501,-0.01382,-0.06815,-27.7342,-19.13781
"46","2021_Q3",5.97328125,"Down",108536200,-88740500,19795700,-20988000,-20988000,-1192300,-158700,-158700,-1351000,-1351000,75700.0000000002,-1275300,-826700,-826700,-826700,2054700,2054700,77192000,77192000,57410300,10743300,4465000,147400300,12006900,41798900,17235100,53805800,201206100,69547400,61166500,8380900,72055800,8480400,8453900,54163200,126219000,68179200,-129200,6937100,74987100,74987100,201206100,-826700,637700,368100,-4661600,-4482500,-1599800,-1599800,5953700,42200,42200,5929500,-152800,-152800,-152800,-554600,45682800,-6891700,0.18239,-0.01099,-0.00762,-0.01102,-0.00411,8.3364,2.04564,1.68321,0.22704,-0.09274,-0.09274,12.17558,8.41205,-0.77311,-0.0064,-0.05336,-78.66589,-36.59155
"47","2021_Q4",5.99390625,"Up",102462400,-82841600,19620800,-19403800,-19403800,217000,-131000,-131000,86000,86000,1129000,1215000,1458800,1458800,1458800,1122200,1122200,68386900,68386900,51521600,10904700,3534800,131935400,11679200,44707300,17240400,56386500,188321900,62786100,55550400,7235700,65334500,7973900,7947400,46245400,111579900,68475300,-129200,8395900,76742000,76742000,188321900,1458800,633000,101700,8418900,10612400,-4214600,-4214600,-7411300,81000,37861.9725030216,-7330300,-932500,-932500,-932500,850000,38271500,3925300,0.19149,0.00212,0.01424,0.01901,0.00775,2.69077,2.01938,1.45396,0.20322,0.16372,0.16372,11.49924,8.61267,0.44053,0.01186,0.03192,43.70506,171.19493
"48","2022_Q1",5.98596774193548,"Down",101590100,-82655900,18934200,-19504800,-19504800,-570600,-373500,-373500,-944100,-944100,-94900,-1039000,-1615600,-1615600,-1615600,1754000,1754000,75546300,75546300,55945300,7255100,2961700,140500700,10835900,51176700,20581100,62012600,202513300,71940900,65254900,6686000,76035600,7485000,7339400,50554600,126590200,69272000,-129200,6780300,75923100,75923100,202513300,-1615600,606500,733300,-2517600,-2793400,-1512500,-1512500,5085300,10100,-66400,4937700,631800,631800,631800,35900,43409900,-3899300,0.18638,-0.00562,-0.0159,-0.02128,-0.00798,2.41353,1.84783,1.66735,0.21436,-0.17907,-0.17907,11.26023,8.4153,-0.4322,-0.01274,-0.03075,1160.33148,-73.00368
"49","2022_Q2",5.98112903225806,"Down",112161200,-89797800,22363400,-22611400,-22611400,-248000,-259400,-259400,-507400,-507400,-10000,-517400,-275100,-275100,-275100,3005900,3005900,80029700,80029700,59785800,4979800,4449900,147801200,10658100,53558400,16992100,64216500,212017700,78024200,71089000,6935200,81672500,6804900,6659300,54516300,136188800,69590000,-266300,6505200,75828900,75828900,212017700,-275100,541900,222800,-1694100,-1204500,-2044700,-2044700,4672900,-137100,-137100,4501100,1251900,1251900,1251900,293900,48052300,-3434900,0.19939,-0.00221,-0.00245,-0.00363,-0.0013,12.48601,1.80968,1.796,0.22664,-0.03035,-0.03035,12.3737,8.3655,-0.37894,-0.00211000000000001,-0.02628,153.27118,-181.63871
"50","2022_Q3",5.18828125,"Down",120512900,-96328000,24184900,-22693100,-22693100,1491800,-383400,-383400,1108400,1108400,62400.0000000001,1170800,1140900,1140900,1140900,3321600,3321600,84801000,84801000,70573500,8027600,4283600,166723700,10464100,53301900,16538600,63766000,230489700,83747600,76579200,7168400,87488600,6159900,6014300,65614000,153102600,70028300,-287300,7646100,77387100,77387100,230489700,1140900,529400,307600,-6949900,-4972000,-6432300,-6432300,11741900,136400,137100,11720000,315700,315700,315700,2021200,59798000,-11423400,0.20068,0.01238,0.00947,0.01474,0.00495,-10.01262,1.90566,1.9784,0.25944,0.12465,0.12429,13.16725,8.45532,-1.24812,0.00796,-0.07969,27.94201,37.85789
