"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"21","2016_Q1",14.1718032786885,"Down",386369000,-278397000,107972000,-99367000,-99367000,8605000,-8720000,-8637000,-83000,-115000,-7387000,2992000,-4395000,-4395000,26000,-4369000,-4369000,47584000,47584000,207402000,207402000,335946000,62888000,49731000,653820000,162809000,314968000,209089000,30419000,477777000,1131597000,176613000,88889000,87724000,176904000,396691000,51622000,51622000,448313000,625217000,505286000,1094000,506380000,1131597000,-4395000,8627000,17311000,9309000,30852000,-3870000,-624000,-26878000,-73000,-1424000,524000,1211000,-286000,3688000,3688000,55000,3743000,17232000,396982000,19679000,0.27945,0.02227,-0.01131,-0.00863,-0.00386,-4.50423,3.6959,1.23468,0.35082,-0.09042,-0.08661,7.99638,10.45751,0.40728,-0.00457,0.02061,20.27611,40.60407
"22","2016_Q2",18.273125,"Up",359812000,-260026000,99786000,-91013000,-91013000,8773000,-22596000,-22123000,-473000,-13823000,-13823000,5200000,-8623000,-8623000,21000,-8602000,-8602000,9006000,9006000,195357000,195357000,416458000,71812000,59873000,692633000,163948000,354628000,209089000,70987000,518576000,1211209000,218138000,129091000,89047000,218430000,435893000,58005000,58005000,493898000,712328000,498400000,481000,498881000,1211209000,-8623000,9032000,9055000,-9945000.00000003,-481000,-5256000,1018000,-72767000,41928000,-1167000,-1167000,-6016000,34745000,-38503000,-38503000,-75000,-38578000,17805000,436185000,-2596000,0.27733,0.02438,-0.02391,-0.01724,-0.0071,0.30179,3.17096,1.42785,0.36012,-0.17712,-0.17712,7.40872,10.26232,-0.0534499999999999,-0.00866,-0.00260999999999999,23.99208,48.69247
"23","2016_Q3",25.1534375,"Up",541249000,-371910000,169339000,-109936000,-109936000,59403000,-7175000,-7087000,-88000,52228000,52228000,-18793000,33435000,33435000,-738000,32697000,32697000,9826000,9826000,340526000,340526000,390754000,62704000,50758000,803810000,164794000,354495000,213753000,57753000,519289000,1323099000,230893000,133211000,97682000,231487000,496396000,62274000,62274000,558670000,790157000,531722000,1220000,532942000,1323099000,33435000,9170000,5001000,-97968000,-50362000,-7539000,-307000,-8218000,59927000,-555000,-555000,243000,59615000,1035000,1035000,-215000,820000,68573000,496990000,-18141000,0.31287,0.10975,0.06041,0.06135,0.02471,-0.55482,3.47238,1.48263,0.37563,0.67116,0.64817,11.11006,10.91451,-0.37238,0.02994,-0.01661,7.10431,8.201
"24","2016_Q4",28.4806349206349,"Up",514544000,-350799000,163745000,-115560000,-115560000,48185000,-6603000,-6921000,318000,41582000,41582000,-14916000,26666000,26666000,-636000,26030000,26030000,4e+07,4e+07,241954000,241954000,361813000,57104000,45075000,700871000,159430000,356606000,233011000,28525000,516036000,1216907000,199859000,96906000,102953000,200389000,394603000,63975000,63975000,458578000,658967000,556084000,1856000,557940000,1216907000,26666000,11084000,2527000,100149000,140426000,-2792000,-132000,-2923999.99999999,-102085000,-7427000,-7707000,2347000,-107165000,30337000,30337000,-163000,30174000,59269000,395133000,171542000,0.31823,0.09365,0.05059,0.04665,0.02139,6.59017,3.49755,1.18107,0.3247,0.52993,0.50976,10.47524,11.32093,3.4923,0.02559,0.16867,5.99188,7.3702
"25","2017_Q1",34.4996774193548,"Up",413412000,-293232000,120180000,-105355000,-105355000,14825000,-23346000,-6576000,-16770000,-8521000,-10349000,4456000,-5893000,-5893000,282000,-5611000,-5611000,92982000,92982000,201151000,201151000,362004000,27159000,16249000,683296000,158224000,339163000,231385000,11913000,497387000,1180683000,201756000,102413000,99343000,202219000,394806000,29071000,29071000,423877000,626096000,553014000,1573000,554587000,1180683000,-5893000,10715000,11907000,45114000,61843000,-8124000,938000,-7286000,-77000,-1400000,-1444000,117000,-1360000,53197000,53197000,-215000,52982000,25540000,395269000,58074000,0.2907,0.03586,-0.01357,-0.01012,-0.00475,-10.35003,3.37899,1.12894,0.33478,-0.11346,-0.10347,8.3597,11.18262,1.17433,-0.00573,0.05932,11.83583,20.39035
"26","2017_Q2",33.834126984127,"Down",419498000,-298820000,120678000,-100740000,-100740000,19938000,-7802000,-6835000,-967000.000000004,12136000,12136000,-4347000,7789000,7789000,-152000,7637000,7637000,6581000,6581000.00000001,192224000,192224000,430171000,33380000,22399000,662356000,169836000,384562000,230385000,61326000,554398000,1216754000,229731000,135237000,94494000,230128000,395011000,31659000,31659000,426670000,656798000,559249000,707000,559956000,1216754000,7789000,10009000,852000,-31963000,-13313000,-5008000,-336000,-67386000,-73999.9999999702,-7913000,-7913000,2478000,-5509000,-86208000,-86208000,-193000,-86401000,29947000,395408000,-2677000,0.28767,0.04753,0.01821,0.01364,0.00628,-0.350529999999999,2.87821,1.17295,0.32497,0.15377,0.1474,8.44655,11.26042,-0.0539000000000001,0.00774,-0.00270999999999999,12.98384,19.50181
"27","2017_Q3",34.4520634920635,"Up",569924000,-386395000,183529000,-119669000,-119669000,63860000,-7787000,-6822000,-965000,56073000,56073000,-20824000,35249000,35249000,-565000,34684000,34684000,6169000,6169000,343202000,343202000,426385000,34598000,23610000,810354000,175940000,382170000,230385000,60361000,558110000,1368464000,243212000,141791000,101421000,243586000,495870000,34517000,34517000,530387000,773973000,593220000,1271000,594491000,1368464000,35249000,10335000,-2453000,-126060000,-82929000,-13518000,-1137000,-14655000,100625000,-12259000,-12259000,8775000,97141000,-443000,-443000,31000,-412000,74195000,496244000,-44559000,0.32202,0.11205,0.06086,0.05834,0.02535,-1.28471,3.32677,1.30191,0.36263,0.69259,0.66722,11.3805,11.84568,-0.88977,0.03082,-0.0396,6.60523,7.67421
"28","2017_Q4",38.2833333333333,"Up",574592000,-391319000,183273000,-125340000,-125340000,57933000,-5594000,-7220000,1626000,52339000,52339000,-19450000,32889000,32889000,-641000,32248000,32248000,14473000,14473000,279504000,279504000,383449000,32557000,21558000,709983000,177784000,433574000,230385000,113185000,611358000,1321341000,218499000,106408000,112091000,218874000,435074000,38386000,38386000,473460000,692334000,627095000,1912000,629007000,1321341000,32889000,11030000,3313000,91658000,138890000,-10260000,-1351000,-67885000,-61007000,-5482000,-5482000,3711000,-62778000,8227000,8227000,77000,8304000.00000001,68963000,435449000,169811000,0.31896,0.10082,0.05612,0.05127,0.02441,5.26578,3.2438,1.10068,0.32955,0.63849,0.62225,11.37648,12.416,3.36213,0.02924,0.15398,6.10437,7.2666
"29","2018_Q1",39.4701639344262,"Up",490464000,-345136000,145328000,-130947000,-130947000,14381000,-8500000,-7185000,-1315000,5881000,5881000,-2078000,3803000,3803000,456000,4259000,4259000,32397000,32397000,237868000,237868000,382101000,30690000,18045000,683056000,180913000,442937000,256275000,70595000,623850000,1306906000,219832000,103283000,116549000,220207000,395278000,54279000,54279000,449557000,669764000,635686000,1456000,637142000,1306906000,3803000,11345000,3621000,52892000,71661000,-7326000,-9266000,-14651000,-40007000,-1902000,-1902000,2663000,-39246000,17764000,17764000,160000,17924000,25726000,395653000,73370000,0.29631,0.02932,0.00868,0.00668,0.00326,17.22705,3.10188,1.0512,0.30274,0.08406,0.08244,9.67976,12.54586,1.44803,0.00392,0.06749,14.12019,25.25944
"30","2018_Q2",40.875625,"Up",442011000,-310174000,131837000,-109316000,-109316000,22521000,-10307000,-7218000,-3089000,12214000,12214000,14236000,26450000,26450000,-203000,26247000,26247000,283466000,283466000,235075000,235075000,440421000,34938000,22519000,993900000,179230000,444222000,256275000,74221000,623452000,1617352000,224587000,124583000,100004000,224959000,690964000,39478000,39478000,730442000,955401000,661889000,62000,661951000,1617352000,26450000,11163000,-11906000,-49920000,-24213000,-8186000,-974000,-15715000,299993000,-2768000,-2768000,-6248000,290977000,251049000,251049000,20000,251069000,33684000,691336000,-38658000,0.29827,0.05095,0.05938,0.03965,0.01623,-1.47285,4.41814,1.44331,0.42745,0.51739,0.49809,8.71301,13.04729,-0.76203,0.01885,-0.02776,12.10872,18.11065
"31","2018_Q3",40.9963492063492,"Up",613094000,-418637000,194457000,-128671000,-128671000,65786000,-8377000,-9882000,1505000,57409000,57409000,-11643000,45766000,45766000,-532000,45234000,45234000,132265000,132265000,395151000,395151000,465522000,40625000,26677000,1033563000,210563000,459837000,268243000,50064000,670400000,1703963000,267389000,150975000,116414000,267409000,691084000,40368000,40368000,731452000,998861000,704508000,594000,705102000,1703963000,45766000,11122000,6485000,-133118000,-69745000,-9380000,-2509000,-75261000,-353000,-5705000,-5705000,-237000,-6295000,-151301000,-151301000,1e+05,-151201000,76908000,691104000,-53947000,0.31717,0.1073,0.07378,0.06415,0.02655,-1.19262,3.8651,1.41662,0.40559,0.88919,0.85901,12.05194,13.84891,-1.06047,0.03149,-0.03755,7.26633,8.4948
"32","2018_Q4",32.7857142857143,"Down",657943000,-455879000,202064000,-141245000,-141245000,60819000,-7887000,-10013000,2126000,52932000,52932000,-11395000,41537000,41537000,8000,41545000,41545000,204388000,204388000,348781000,348781000,428007000,40713000,26735000,1021889000,211817000,474699000,268243000,67846000,686516000,1708405000,231026000,108129000,122897000,231145000,691741000,40798000,40798000,732539000,963684000,744135000,586000,744721000,1708405000,41537000,12587000,4545000,53051000,111720000,-9437000,-505000,-34840000,-35000,-4469000.00000001,-4469000,-86000,-4590000,72290000.0000001,72290000.0000001,-167000,72123000,73406000,691860000,128415000,0.30711,0.09244,0.06314,0.05579,0.02432,3.09099,4.42099,1.29402,0.40497,0.81247,0.7902,12.86704,14.55265,2.51134,0.02812,0.08692,6.64077,8.01513
"33","2019_Q1",33.3201639344262,"Up",502314000,-355296000,147018000,-128808000,-128808000,18210000,-13340000,-8938000,-4402000,4870000,4870000,5497000,10367000,10367000,201000,10568000,10568000,482106000,482106000,275908000,275908000,427823000,31461000,20562000,1217298000,217647000,472264000,281177000,38822000,689911000,1907209000,212842000,110259000,102583000,212964000,692031000,49380000,49380000,741411000,954375000,952449000,385000,952834000,1907209000,10367000,12327000,11506000,62150000,96350000,-10842000,1243000,-15066000,-36000,194776000,-855000,-49000,194691000,275975000,275975000,-3000,275972000,30537000,692153000,76348000,0.29268,0.03625,0.02104,0.01109,0.00554,7.22445,5.71598,1.00162,0.36291,0.19524,0.19063,9.27994,17.59591,1.41048,0.00624,0.04506,6.87844,11.53471
"34","2019_Q2",27.5814285714286,"Down",461990000,-331808000,130182000,-120001000,-120001000,10181000,-8269000,-8077000,-192000,1912000,1912000,-273000,1639000,1639000,164000,1803000,1803000,478737000,478737000,250223000,250223000,493745000,49319000,38398000,1272024000,211560000,467262000,281177000,37303000,678822000,1950846000,249431000,141186000,108245000,249548000,692332000,52482000,52482000,744814000,994362000,956263000,221000,956484000,1950846000,1639000,12352000,6170000,-13361000,6800000,-7838000,-1549000,-9387000,-34000.0000000037,-547000,-547000,-54000,-635000,-3222000,-3222000,-125000,-3347000,22533000,692449000,1607000,0.28179,0.02204,0.0039,0.00189,0.000920000000000001,0.891289999999999,5.09731,1.0396,0.35495,0.0316899999999999,0.03109,8.1189,16.80514,0.02824,0.00106,0.00094000000000001,9.4844,20.99126
"35","2019_Q3",27.0559375,"Down",673701000,-467650000,206051000,-143898000,-143898000,62153000,-7885000,-8385000,5e+05,54268000,54268000,-11546000,42722000,42722000,-331000,42391000,42391000,329724000,329724000,456129000,456129000,517158000,49276000,33161000,1352287000,217538000,476315000,281177000,52340000,693853000,2046140000,294009000,157596000,136413000,299128000,692646000,55064000,55064000,747710000,1046838000,998749000,553000,999302000,2046140000,42722000,11877000,5971000,-146689000,-86119000,-6464000,-568000,-18169000,-36432000,-3192000,-3192000,-12000,-39636000,-143924000,-143924000,105000,-143819000,74030000,697765000,-67577000,0.30585,0.09226,0.06292,0.04242,0.02072,-1.59414,4.52076,1.04757,0.34102,0.74306,0.73056,11.80916,17.50686,-1.18454,0.02419,-0.03857,4.97151,5.92153
"36","2019_Q4",29.7371875,"Up",706575000,-487291000,219284000,-150413000,-150413000,68871000,-8318000,-8498000,180000,60553000,60553000,-14212000,46341000,46341000,-189000,46152000,46152000,445751000,445632000,395581000,395581000,464917000,43377000,32453000,1349626000,238948000,476344000,281177000,55761000,715292000,2064918000,278697000,137668000,141029000,278813000,692948000,58834000,58834000,751782000,1030595000,1033645000,678000,1034323000,2064918000,46341000,13082000,9329000,103371000,172123000,-6586000,-844000,-37451000,-9695999.99999999,-14057000,-14057000,-102000,-23855000,110817000,110817000,-1e+05,110717000,81953000,693064000,192950000,0.31035,0.09747,0.06532,0.04462,0.02235,4.18075,4.84061,0.9964,0.33564,0.80811,0.79868,12.37196,18.09888,3.37851,0.02584,0.10802,3.01774,3.59096
"37","2020_Q1",29.5375806451613,"Down",540744000,-392220000,148524000,-137661000,-137661000,10863000,-8345000,-8100000,-245000,2518000,2518000,-573000,1945000,1945000,495000,2440000,2440000,497749000,497749000,300135000,300135000,466197000,43112000,30160000,1307193000,245405000,472422000,286077000,40208000,717827000,2025020000,278412000,149246000,129166000,278525000,693037000,57281000,57281000,750318000,1028843000,996007000,170000,996177000,2025020000,1945000,13517000,1843000,94865000,112170000,-10689000,1446000,-11256000,-31000,-45178000,-45178000,-1430000,-46639000,54275000,54275000,-130000,54145000,24380000,693150000,109129000,0.27467,0.02009,0.00451,0.00245,0.0012,44.725,4.69327,1.03279,0.34229,0.04356,0.04308,9.65321,17.78044,1.94814,0.0014,0.06248,8.01481,17.98776
"38","2020_Q2",33.6419047619048,"Up",482828000,-351562000,131266000,-129201000,-129201000,2065000,-8332000,-8637000,305000,-6267000,-6267000,1728000,-4539000,-4539000,122000,-4417000,-4417000,445813000,445813000,268229000,268229000,556479000,50559000,37569000,1321080000,241795000,572282000,289854000,137275000,814077000,2135157000,309433000,184659000,124774000,343860000,693329000,124796000,124796000,818125000,1161985000,973124000,48000,973172000,2135157000,-4539000,13140000,15467000,-42090000,-18022000,-9877000,-75000,-10376000,-31000,-23054000,-23054000,-946000,-24031000,-52429000,-52429000,531000,-51898000,15205000,693436000,-38490000,0.27187,0.00428,-0.00914999999999999,-0.00454,-0.00207,8.71406,3.84191,1.19402,0.32477,-0.0806700000000001,-0.08067,8.81797,17.77233,-0.70295,-0.00247,-0.02149,16.28563,119.91429
"39","2020_Q3",39.10921875,"Up",703229000,-496112000,207117000,-141012000,-141012000,66105000,-10315000,-9336000,-979000,55790000,55790000,-12648000,43142000,43142000,-438000,42704000,42704000,331555000,331555000,460985000,460985000,517207000,49181000,36160000,1358928000,241878000,566601000,289854000,135061000,808479000,2167407000,324594000,186871000,137723000,357100000,693622000,123243000,123243000,816865000,1173965000,993013000,429000,993442000,2167407000,43142000,13176000,17359000,-148313000,-74636000,-9610000,-362000,-13987000,-28000,-24972000,-24972000,-160000,-25160000,-113783000,-113783000,-444000,-114227000,79281000,693725000,-65994000,0.29452,0.094,0.06073,0.04299,0.0197,-1.54538,3.80546,1.18171,0.32007,0.78675,0.76689,12.95582,18.29461,-1.21583,0.02359,-0.03645,4.56818,5.47871
"40","2020_Q4",39.9834375,"Up",833483000,-571423000,262060000,-157420000,-157420000,104640000,-15012000,-11471000,-3541000,89628000,89628000,-20291000,69337000,69337000,-537000,68800000,68800000,495339000,495339000,503288000,503288000,425919000,42747000,29211000,1467293000,239240000,557436000,289854000,129277000,796676000,2263969000,353504000,178728000,174776000,385250000,693915000,124452000,124452000,818367000,1203617000,1059425000,927000,1060352000,2263969000,69337000,13282000,21180000,77779000,181578000,-7309000,-125000,-7434000,-29000.0000000005,-9677000,-9677000,-91999.9999999999,-9798000,164346000,164346000,-47000,164299000,117922000,694013000,208683000,0.31442,0.12555,0.08255,0.06488,0.03039,3.03318,3.80868,1.13511,0.30655,1.28002,1.26211,15.50695,19.7106,3.88255,0.03662,0.11107,1.68479,1.89864000000002
