"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_discontinued_operations_operating","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"1","2014_Q2",45.1904761904762,"Up",3.926e+09,-2.549e+09,1.377e+09,-1.192e+09,-1.93e+08,-9.99e+08,1.85e+08,-1.73e+08,-1.82e+08,4920909.5797461,9e+06,1.2e+07,-2.4e+07,-1.2e+07,1e+06,-1.1e+07,-5e+06,-5e+06,-1.6e+07,-1.6e+07,-3.2e+07,-3.2e+07,1592197503.72298,1592197503.72298,2043815808.9264,2043815808.9264,105636466.032274,-2123977345.86619,-18305357803.4363,1617672432.81547,-765511472.435366,18871624258.4312,101729826372.136,5447257630.06158,78810074516.0141,17472494226.0608,119835939158.132,121453611590.948,7023339228.46665,3635057798.62667,-4234329636.77787,7622611066.61785,-18180463305.8928,9333562945.8868,9333562945.8868,-1823561131.53932,81368098075.2907,2543604879.16793,706703262.736003,1791532284.36736,83911702954.4586,82088141822.9193,2336506277.69573,-2425042171.01362,-3703198717.80083,-227959036.083785,-4019693647.20251,43385163415.231,39365469768.0285,121453611590.948,-1.6e+07,1.93e+08,3.87e+08,3.87e+08,-5.77e+08,-5.57e+08,-6e+07,2.9e+07,1.1e+07,-6e+06,-1.9e+07,-2.81e+08,-968537583.328496,-2.81e+08,-2.81e+08,3e+06,-9e+06,-4e+06,-2.91e+08,3.41e+08,-9e+06,3.38e+08,2.8e+07,2.8e+07,2.8e+07,3.78e+08,0,-4.81e+08,0.35074,0.04712,-0.00815,-1.59658799454998,-0.140407681279064,15.03125,2.37203976492326,-181.373620370763,-0.228448483268577,-0.32935,-0.32935,40.40716,-41.1520261189612,-4.95055,-0.166542913944778,1.1207769963759,57.7699191573085,75.1892098092826
"2","2014_Q3",55.8753125,"Up",4.037e+09,-2.605e+09,1.432e+09,-1.244e+09,-2.09e+08,-1.035e+09,1.88e+08,-1.27e+08,-1.9e+08,5e+06,5.8e+07,6.1e+07,-4.4e+07,1.7e+07,-8e+06,9000000.00000001,-1.6e+07,-1.6e+07,-7e+06,-1.9e+07,-2.6e+07,-2.6e+07,811598751.861489,811598751.861489,2201907904.4632,2201907904.4632,214818233.016137,-1340488672.93309,-7906678901.71817,1887836216.40774,4362244263.78232,8301312129.21562,47172913186.0682,2566628815.03079,35890037258.007,8716247113.0304,59836469579.0662,61724305795.4739,4569169614.23333,2321528899.31333,-1752164818.38893,3999805533.30893,-8054231652.94639,4679281472.9434,4679281472.9434,1194219434.23034,40975049037.6453,2049302439.58397,665851631.368002,1360766142.18368,43024351477.2293,44218570911.4596,3525253138.84786,-2401021085.50681,-2440099358.90042,-203479518.041892,-1519346823.60126,19025081707.6155,17505734884.0143,61724305795.4739,-7e+06,2.09e+08,3.21e+08,3.21e+08,-2.84e+08,-3.8e+08,1.38e+08,-6.1e+07,1.9e+07,2.7e+07,2.66e+08,-2.42e+08,-272145861.109499,-2.42e+08,-2.42e+08,0,-3.3e+07,-1e+07,-2.85e+08,2.94e+08,-1.5e+07,2.84e+08,2.65e+08,2.65e+08,2.65e+08,3.97e+08,-9.5367431640625e-07,-1.21e+08,0.35472,0.04657,-0.00644,-0.639318997274992,-0.0570388406395318,4.65385,1.37825488246163,-69.7230351853813,0.250095758365712,-0.26618,-0.26618,41.3301,-15.5404180594806,-1.23878,-0.067456456972389,0.497673498187949,30.7890895786543,41.6094949046413
"3","2014_Q4",52.2671875,"Down",4.175e+09,-2.693e+09,1.482e+09,-1.239e+09,-2.07e+08,-1.032e+09,2.43e+08,-1.77e+08,-1.86e+08,4e+06,5e+06,6.6e+07,-6.5e+07,1e+06,1.8e+07,1.9e+07,-1e+06,-1e+06,1.8e+07,-9e+06,9e+06,9e+06,373532917.287163,373532917.287163,2318635968.1544,2318635968.1544,264939411.005379,-175496224.311031,-1802226300.57273,2781612072.13591,6936414754.59411,2585770709.73854,17499971062.0227,1282209605.01026,12754679086.0023,3463082371.01013,27022156526.3554,29803768598.4913,3049389871.41111,1544842966.43778,-377721606.129645,1882268511.10298,-2349743884.31546,2162760490.98113,2162760490.98113,2862406478.07678,19454683012.5484,1783100813.19466,643283877.122667,1132255380.72789,21237783825.7431,24100190303.8199,4248417712.94929,-2385673695.16894,-1722366452.9668,-189159839.347297,-48782274.533752,5752360569.20517,5703578294.67142,29803768598.4913,1.8e+07,2.07e+08,2.83e+08,2.83e+08,-2.85e+08,-3.72e+08,-6.6e+07,1.52e+08,1e+06,-2e+06,2.21e+08,-2.07e+08,4e+06,-2.11e+08,-2.11e+08,-1e+06,-1.43e+08,1.3e+07,-3.38e+08,-8.7e+07,-1.4e+07,-8.9e+07,-2.06e+08,-2.06e+08,-2.06e+08,4.5e+08,0,-6e+07,0.35497,0.0582,0.00216,-0.132466332424997,-0.0127829468798439,-6.66667,1.03470162748721,-9.26498839512711,0.524668586121904,0.0918,0.0918,42.58596,-0.504619353160198,-0.61201,-0.0149221523241296,0.147307832729316,19.4611398595514,29.2465783015471
"4","2015_Q1",46.7432786885246,"Down",4.465e+09,-2.806e+09,1.659e+09,-1.288e+09,-2.4e+08,-1.048e+09,3.71e+08,-1.61e+08,-1.96e+08,3e+06,3.2e+07,2.1e+08,-6.9e+07,1.41e+08,-6e+07,8.1e+07,0,0,8.1e+07,-2e+07,6.1e+07,6.1e+07,1.93e+08,1.93e+08,2.404e+09,2.404e+09,2.76e+08,1.097e+09,1.093e+09,3.97e+09,7.733e+09,3.84e+08,5.864e+09,1.088e+09,3.913e+09,8.63e+08,1.3981e+10,1.7951e+10,2.27e+09,1.179e+09,1.94e+08,8.97e+08,1.12e+08,1.195e+09,1.195e+09,3.577e+09,1.1505e+10,1.683e+09,6.33e+08,1.05e+09,1.3188e+10,1.6765e+10,4.621e+09,-2.378e+09,-1.41e+09,-1.82e+08,6.51e+08,5.35e+08,1.186e+09,1.7951e+10,8.1e+07,2.4e+08,4.17e+08,4.17e+08,-5.12e+08,-5.87e+08,-3.26e+08,3.85e+08,1.6e+07,-7e+06,2.19e+08,-1.97e+08,2e+06,-1.99e+08,-1.99e+08,3.8e+07,-2.43e+08,-6e+06,-4.08e+08,1.92e+08,-1.3e+07,1.82e+08,-6999999.99999994,-6999999.99999994,-6999999.99999994,6.11e+08,1.1617e+10,-3.8e+07,0.37156,0.08309,0.01366,0.05143,0.0034,-0.62295,1.10987,14.13575,0.64715,0.62037,0.56339,45.40878,6.62063,-0.38646,0.00421,-0.00262,18.69722,30.79245
"5","2015_Q2",51.0801587301587,"Up",4.424e+09,-2.812e+09,1.612e+09,-1.3e+09,-2.07e+08,-1.093e+09,3.12e+08,-1.89e+08,-1.99e+08,4e+06,6e+06,1.23e+08,-3.2e+07,9.1e+07,-1.6e+07,7.5e+07,1e+06,1e+06,7.6e+07,-2.9e+07,4.7e+07,4.7e+07,1.85e+08,1.85e+08,2.468e+09,2.468e+09,2.68e+08,2.203e+09,1.864e+09,5.124e+09,7.528e+09,3.55e+08,5.418e+09,1.478e+09,3.874e+09,6.6e+07,1.3301e+10,1.8425e+10,2.037e+09,1.098e+09,2.68e+08,6.71e+08,5.1e+08,1.187e+09,1.187e+09,3.734e+09,1.1824e+10,1.687e+09,6.29e+08,1.058e+09,1.3511e+10,1.7245e+10,4.758e+09,-2.377e+09,-1.363e+09,-1.79e+08,8.39e+08,3.41e+08,1.18e+09,1.8425e+10,7.6e+07,2.07e+08,3.88e+08,3.88e+08,-7.22e+08,-4.84e+08,-7.4e+07,-2e+08,3.6e+07,-6e+06,-5.7e+07,-1.84e+08,-125680114.196277,-1.84e+08,-1.84e+08,6e+06,-1.1e+07,2e+06,-1.87e+08,4.99e+08,-2.7e+08,2.36e+08,-8e+06,-8e+06,-8e+06,5.19e+08,1.2334e+10,-3.71e+08,0.36438,0.07052,0.01062,0.03983,0.00255,-7.89362,1.37225,14.61441,0.66942,0.4762,0.46594,44.82315,8.50059,-3.7589,0.00309,-0.02441,23.40848,38.9391
"6","2015_Q3",51.6678125,"Up",4.492e+09,-2.892e+09,1.6e+09,-1.278e+09,-1.97e+08,-1.081e+09,3.22e+08,-1.69e+08,-2.17e+08,1.6e+07,3.3e+07,1.53e+08,-2.07e+08,-5.4e+07,2.7e+07,-2.7e+07,-1e+06,-1e+06,-2.8e+07,-3.3e+07,-6.1e+07,-6.1e+07,2.99e+08,2.99e+08,2.505e+09,2.505e+09,2.61e+08,2.944e+09,1.747e+09,6.009e+09,7.135e+09,1.017e+09,8.585e+09,1.894e+09,6.602e+09,8.9e+07,1.6737e+10,2.2746e+10,2.123e+09,1.149e+09,2.04e+08,7.7e+08,1.17e+08,1.534e+09,1.534e+09,3.774e+09,1.4637e+10,1.726e+09,6.27e+08,1.099e+09,1.6363e+10,2.0137e+10,4.781e+09,-2.377e+09,-1.424e+09,-1.77e+08,8.03e+08,1.806e+09,2.609e+09,2.2746e+10,-2.8e+07,1.97e+08,4.82e+08,4.82e+08,-2.39e+08,-2.95e+08,1.1e+08,-66999999.9999999,1.3e+07,-2e+06,4.1e+08,-1.75e+08,-185111608.022721,-1.75e+08,-1.75e+08,3e+06,-6.25e+08,-1e+06,-7.98e+08,5.76e+08,-7.6e+07,5.02e+08,1.14e+08,1.14e+08,1.14e+08,5.19e+08,1.4754e+10,78000000.0000001,0.35619,0.07168,-0.01358,-0.02338,-0.00268,-1.27869,1.59221,7.71828,0.64864,-0.61464,-0.6284,45.26173,8.09109,0.785930000000001,-0.0032,0.00409,27.85164,44.8913
"7","2015_Q4",32.79921875,"Down",4.692e+09,-3.01e+09,1.682e+09,-1.336e+09,-1.85e+08,-1.151e+09,3.46e+08,-2.12e+08,-2.48e+08,2.8e+07,7e+06,1.34e+08,-9.4e+07,4e+07,-1.1e+07,2.9e+07,-1e+06,-1e+06,2.8e+07,-5.7e+07,-2.9e+07,-2.9e+07,4.5e+08,4.5e+08,2.525e+09,2.525e+09,2.75e+08,3.046e+09,1.827e+09,6.296e+09,7.33e+09,1.029e+09,8.518e+09,1.83e+09,6.606e+09,8.2e+07,1.6877e+10,2.3173e+10,2.334e+09,1.206e+09,3.07e+08,8.21e+08,1.12e+08,1.647e+09,1.647e+09,4.093e+09,1.4642e+10,1.738e+09,6.21e+08,1.117e+09,1.638e+10,2.0473e+10,4.805e+09,-2.377e+09,-1.453e+09,-1.73e+08,8.02e+08,1.898e+09,2.7e+09,2.3173e+10,2.8e+07,1.85e+08,4.38e+08,4.38e+08,-1.6e+08,-3.45e+08,-9.8e+07,3.06e+08,-2.3e+07,-9e+06,4.82e+08,-1.79e+08,2.8e+07,-2.07e+08,-2.07e+08,-9e+06,-8.4e+07,-1.5e+07,-2.87e+08,1.2e+07,-6.2e+07,-4.4e+07,1.51e+08,1.51e+08,1.51e+08,5.31e+08,1.4754e+10,2.03e+08,0.35848,0.07374,-0.00618,-0.01074,-0.00125,-7,1.53824,7.58259,0.63669,-0.29135,-0.29135,47.13872,8.05739,2.03946,-0.00151,0.01058,26.93785,41.34104
"8","2016_Q1",26.0145901639344,"Down",5.026e+09,-3.239e+09,1.787e+09,-1.438e+09,-2.08e+08,-1.23e+09,3.49e+08,-1.91e+08,-2.48e+08,5.1e+07,6e+06,1.58e+08,-9.1e+07,6.7e+07,-6.8e+07,-999999.999999993,3e+06,3e+06,2e+06,-9.9e+07,-9.7e+07,-9.7e+07,3.56e+08,3.56e+08,2.704e+09,2.704e+09,3.09e+08,1.802e+09,1.245e+09,5.171e+09,7.915e+09,1.175e+09,9.421e+09,1.675e+09,6.97e+09,7.76e+08,1.8511e+10,2.3682e+10,2.759e+09,1.38e+09,2.05e+08,1.174e+09,1.27e+08,1.422e+09,1.422e+09,4.308e+09,1.4383e+10,1.767e+09,5.95e+08,1.135e+09,1.615e+10,2.0458e+10,4.822e+09,-2.417e+09,-1.55e+09,-1.64e+08,6.91e+08,2.533e+09,3.224e+09,2.3682e+10,2e+06,2.08e+08,5.05e+08,5.05e+08,-5.17e+08,-5.08e+08,-6.8e+07,29000000.0000001,3e+07,-7e+06,1.91e+08,2.45e+08,5.21e+08,-2.76e+08,-2.76e+08,-7.4e+07,-2.2e+08,4e+06,-4.5e+07,-1.98e+08,-2e+06,-2.4e+08,-9.4e+07,-9.4e+07,-9.4e+07,5.57e+08,1.451e+10,3.53e+08,0.35555,0.06944,-0.0193,-0.03009,-0.0041,-3.63918,1.20032,6.34553,0.6127,-0.97794,-0.97794,50.67145,6.96657,3.5589,-0.00497,0.0181,25.41113,40.55587
"9","2016_Q2",29.5509375,"Up",5.044e+09,-3.206e+09,1.838e+09,-1.454e+09,-2.12e+08,-1.242e+09,3.84e+08,-2.25e+08,-2.43e+08,2.4e+07,-6e+06,1.59e+08,-5.4e+07,1.05e+08,-6.7e+07,3.8e+07,-4e+06,-4e+06,3.4e+07,-9.3e+07,-5.9e+07,-5.9e+07,7.28e+08,7.28e+08,2.807e+09,2.807e+09,3.12e+08,1.282e+09,1.28e+09,5.129e+09,7.961e+09,1.142e+09,9.534e+09,1.686e+09,7.122e+09,7.26e+08,1.8637e+10,2.3766e+10,2.73e+09,1.228e+09,3.07e+08,1.195e+09,1.72e+08,1.366e+09,1.366e+09,4.268e+09,1.435e+10,1.841e+09,5.93e+08,1.248e+09,1.6191e+10,2.0459e+10,4.811e+09,-2.417e+09,-1.609e+09,-1.6e+08,6.25e+08,2.682e+09,3.307e+09,2.3766e+10,3.4e+07,2.12e+08,4.32e+08,4.32e+08,-5.33e+08,-4.53e+08,-1.8e+07,-1.14e+08,5.2e+07,2e+06,1.47e+08,3.65e+08,5.73e+08,-2.08e+08,-2.08e+08,-6e+06,-2.9e+07,-1e+07,3.2e+08,-3.7e+07,-5.8e+07,-9.5e+07,3.72e+08,3.72e+08,3.72e+08,5.96e+08,1.4522e+10,4.95e+08,0.36439,0.07613,-0.0117,-0.01784,-0.00248,-8.38983,1.20173,6.18657,0.61104,-0.59736,-0.59736,51.06917,6.32796,5.01174,-0.003,0.02517,23.1443,35.92188
"10","2016_Q3",26.02796875,"Down",4.868e+09,-3.082e+09,1.786e+09,-1.428e+09,-2.15e+08,-1.213e+09,3.58e+08,-1.98e+08,-2.44e+08,3e+07,1.6e+07,1.6e+08,-1.35e+08,2.5e+07,1.6e+07,4.1e+07,-2e+06,-2e+06,3.9e+07,-8.5e+07,-4.6e+07,-4.6e+07,6.56e+08,6.56e+08,2.734e+09,2.734e+09,3.16e+08,1.287e+09,1.282e+09,4.993e+09,7.977e+09,1.317e+09,9.953e+09,1.865e+09,7.291e+09,7.97e+08,1.9247e+10,2.424e+10,2.845e+09,1.272e+09,2.05e+08,1.368e+09,1.81e+08,1.404e+09,1.404e+09,4.43e+09,1.432e+10,2.063e+09,5.94e+08,1.195e+09,1.6383e+10,2.0813e+10,4.798e+09,-2.417e+09,-1.655e+09,-2.03e+08,5.23e+08,2.904e+09,3.427e+09,2.424e+10,3.9e+07,2.15e+08,4.87e+08,4.87e+08,-3.11e+08,-2.72e+08,-1.2e+07,8000000.00000001,-3.5e+07,5e+06,4.35e+08,-2.05e+08,0,-2.05e+08,-2.05e+08,-5e+06,-6.5e+07,9e+06,-2.66e+08,-3.9e+07,-2.05e+08,-2.41e+08,-72000000.0000001,-72000000.0000001,-72000000.0000001,5.73e+08,1.4501e+10,4.1e+07,0.36689,0.07354,-0.00945,-0.01342,-0.0019,-0.8913,1.12709,6.07324,0.59823,-0.46306,-0.46306,49.00342,5.26475,0.41272,-0.0023,0.00205,24.1623,38.67318
