"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_discontinued_operations_operating","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2016_Q4",17.9398412698413,"Down",4.849e+09,-3.075e+09,1.774e+09,-1.436e+09,-2.05e+08,-1.231e+09,3.38e+08,-2.17e+08,-2.43e+08,3.1e+07,-5e+06,1.21e+08,-3.2e+07,8.9e+07,-1e+07,7.9e+07,1e+06,1e+06,8e+07,-8.8e+07,-8e+06,-8e+06,6.49e+08,6.49e+08,2.786e+09,2.786e+09,3.22e+08,1.359e+09,1.331e+09,5.116e+09,7.965e+09,1.324e+09,1.0069e+10,1.853e+09,7.376e+09,8.4e+08,1.9358e+10,2.4474e+10,2.872e+09,1.228e+09,3.08e+08,1.336e+09,1.84e+08,1.491e+09,1.491e+09,4.547e+09,1.4323e+10,2.132e+09,5.86e+08,1.226e+09,1.6455e+10,2.1002e+10,4.808e+09,-2.417e+09,-1.663e+09,-2e+08,5.28e+08,2.944e+09,3.472e+09,2.4474e+10,8e+07,2.05e+08,3.8e+08,3.8e+08,-3.95e+08,-4.31e+08,-6.5e+07,7.1e+07,3e+07,-1e+06,2.69e+08,-2.01e+08,5.96046447753906e-08,-2.01e+08,-2.01e+08,1e+07,-2e+06,-1.1e+07,-2.04e+08,-3.2e+07,-4.1e+07,-7.2e+07,-7e+06,-7e+06,-7e+06,5.43e+08,1.4507e+10,-4.3e+07,0.36585,0.06971,-0.00165,-0.0023,-0.00033,5.375,1.12514,6.04896,0.59275,-0.08038,-0.08038,48.7229,5.30536,-0.43207,-4e-04,-0.00214,25.52118,41
"12","2017_Q1",18.548064516129,"Up",4.86e+09,-3.089e+09,1.771e+09,-1.423e+09,-2.18e+08,-1.205e+09,3.48e+08,-1.96e+08,-2.49e+08,4.6e+07,7e+06,1.52e+08,-1.23e+08,2.9e+07,-6e+06,2.3e+07,-2.3283064365387e-10,-2.3283064365387e-10,2.3e+07,-1.02e+08,-7.9e+07,-7.9e+07,7.16e+08,7.16e+08,2.897e+09,2.897e+09,3.26e+08,1.318e+09,1.285e+09,5.257e+09,8.053e+09,1.25e+09,1.0141e+10,1.845e+09,7.425e+09,8.71e+08,1.9444e+10,2.4701e+10,2.411e+09,1.329e+09,2.1e+08,8.72e+08,1.91e+08,1.432e+09,1.432e+09,4.034e+09,1.5064e+10,2.128e+09,6.26e+08,1.223e+09,1.7192e+10,2.1226e+10,4.834e+09,-2.417e+09,-1.742e+09,-2.58e+08,4.17e+08,3.058e+09,3.475e+09,2.4701e+10,2.3e+07,2.18e+08,-6.1e+07,-6.1e+07,-4.67e+08,-4.48e+08,1.2e+07,-1.6e+07,-1.5e+07,-6e+06,-2.93e+08,-2.61e+08,0,-2.61e+08,-2.61e+08,2.4e+07,-2.1e+07,-2.2e+07,-2.8e+08,7.14e+08,-7.4e+07,6.4e+08,6.7e+07,6.7e+07,6.7e+07,5.66e+08,1.5255e+10,-1.56e+08,0.3644,0.0716,-0.01626,-0.02273,-0.0032,1.97468,1.30317,6.1082,0.61759,-0.79274,-0.79274,48.76874,4.18448,-1.56542,-0.00379,-0.00748,25.68728,41.77874
"13","2017_Q2",17.4444444444444,"Down",4.813e+09,-3.145e+09,1.668e+09,-1.408e+09,-2.21e+08,-1.187e+09,2.6e+08,-2.33e+08,-2.58e+08,2.9e+07,-4e+06,2.7e+07,-2.3e+07,4e+06,3.3e+07,3.7e+07,-1e+06,-1e+06,3.6e+07,-8.9e+07,-5.3e+07,-5.3e+07,5.72e+08,5.72e+08,2.96e+09,2.96e+09,3.24e+08,1.196e+09,1.167e+09,5.052e+09,7.976e+09,1.26e+09,1.0222e+10,1.863e+09,7.429e+09,9.3e+08,1.9458e+10,2.451e+10,2.256e+09,1.179e+09,3.27e+08,7.5e+08,1.47e+08,1.364e+09,1.364e+09,3.767e+09,1.5071e+10,2.148e+09,6.24e+08,1.235e+09,1.7219e+10,2.0986e+10,4.841e+09,-2.417e+09,-1.739e+09,-2.55e+08,4.3e+08,3.094e+09,3.524e+09,2.451e+10,3.6e+07,2.21e+08,4.08e+08,4.08e+08,-4.83e+08,-4.46e+08,1.32e+08,-1.61e+08,-8e+06,4e+06,1.86e+08,-1.78e+08,2e+07,-1.98e+08,-1.98e+08,8e+06,-6e+06,-1.3e+07,-1.89e+08,-8.3e+07,-6e+07,-1.41e+08,-1.44e+08,-1.44e+08,-1.44e+08,4.81e+08,1.5218e+10,-2.13e+08,0.34656,0.05402,-0.01101,-0.01504,-0.00216,4.01887,1.34112,5.95516,0.62089,-0.53,-0.53,48.13,4.3,-2.13,-0.00254,-0.0102,30.44906,56.33077
"14","2017_Q3",16.955873015873,"Down",4.802e+09,-3.126e+09,1.676e+09,-1.381e+09,-2.22e+08,-1.159e+09,2.95e+08,-2.31e+08,-2.6e+08,2.8e+07,1e+06,6.4e+07,-4.5e+07,1.9e+07,1.2e+07,3.1e+07,1e+06,1e+06,3.2e+07,-8.7e+07,-5.5e+07,-5.5e+07,4.75e+08,4.75e+08,2.706e+09,2.706e+09,3.16e+08,1.885e+09,1.173e+09,5.382e+09,7.738e+09,1.238e+09,9.983e+09,1.806e+09,7.157e+09,1.02e+09,1.8959e+10,2.4341e+10,2.074e+09,1.086e+09,2.38e+08,7.5e+08,1.43e+08,2.12e+09,2.12e+09,4.337e+09,1.5012e+10,2.156e+09,6.18e+08,1.242e+09,1.7168e+10,2.1505e+10,4.826e+09,-2.417e+09,-1.794e+09,-2.42e+08,3.73e+08,2.463e+09,2.836e+09,2.4341e+10,3.2e+07,2.22e+08,3.01e+08,3.01e+08,-3.34e+08,-2.27e+08,2.8e+07,-1.84e+08,4.9e+07,-6e+06,2.15e+08,-9.6e+07,5.4e+07,-1.5e+08,-1.5e+08,6e+06,-2e+07,-9e+06,-1.19e+08,-1.09e+08,-8.5e+07,-1.93e+08,-9.7e+07,-9.7e+07,-9.7e+07,5.17e+08,1.5155e+10,7.5e+07,0.34902,0.06143,-0.01145,-0.01939,-0.00226,-1.36364,1.24095,7.58286,0.62261,-0.54665,-0.54665,47.72791,3.70731,0.74544,-0.00273,0.00372,28.39458,49.76271
"15","2017_Q4",14.0742857142857,"Down",4.586e+09,-3.004e+09,1.582e+09,-1.339e+09,-2.19e+08,-1.12e+09,2.43e+08,-2.22e+08,-2.57e+08,3.8e+07,-3e+06,2.1e+07,-3.69e+08,-3.48e+08,6e+07,-2.88e+08,-1e+06,-1e+06,-2.89e+08,-7.8e+07,-3.67e+08,-3.67e+08,4.29e+08,4.29e+08,2.567e+09,2.567e+09,2.97e+08,2.016e+09,1.16e+09,5.309e+09,7.077e+09,1.253e+09,9.569e+09,1.764e+09,7.022e+09,7.83e+08,1.7899e+10,2.3208e+10,2.236e+09,1.1e+09,3.36e+08,8e+08,1.4e+08,1.763e+09,1.763e+09,4.139e+09,1.4741e+10,1.817e+09,5.96e+08,1.221e+09,1.6558e+10,2.0697e+10,4.842e+09,-2.419e+09,-2.161e+09,-2.38e+08,2.4e+07,2.487e+09,2.511e+09,2.3208e+10,-2.89e+08,2.19e+08,6.58e+08,6.58e+08,-2.8e+08,-3.73e+08,-6.3e+07,2.04e+08,-4.8e+07,0,3.08e+08,6.08e+08,7.52e+08,-1.44e+08,-1.44e+08,-5.8e+07,-1.5e+07,0,5.35e+08,-1.19e+08,-7.72e+08,-8.89e+08,-4.6e+07,-4.6e+07,-4.6e+07,4.62e+08,1.4881e+10,7.3e+08,0.34496,0.05299,-0.08003,-0.14616,-0.01581,-1.9891,1.28268,8.24253,0.6412,-3.6404,-3.6404,45.49016,0.23806,7.24113,-0.01911,0.038,31.28139,59.47325
"16","2018_Q1",19.9106557377049,"Up",4.978e+09,-3.084e+09,1.894e+09,-1.303e+09,-2.08e+08,-1.095e+09,5.91e+08,-2.2e+08,-2.53e+08,4.9e+07,-1.6e+07,3.71e+08,-1.47e+08,2.24e+08,-3.24e+08,-1e+08,1e+06,1e+06,-98999999.9999999,-1.3e+08,-2.29e+08,-2.29e+08,6.11e+08,6.11e+08,2.616e+09,2.616e+09,2.89e+08,2.057e+09,1.035e+09,5.573e+09,7.03e+09,1.543e+09,9.239e+09,1.766e+09,7.018e+09,4.55e+08,1.7812e+10,2.3385e+10,2.279e+09,1.175e+09,2.56e+08,8.48e+08,1.46e+08,1.907e+09,1.907e+09,4.332e+09,1.4791e+10,1.857e+09,5.36e+08,1.285e+09,1.6648e+10,2.098e+10,4.866e+09,-2.419e+09,-2.39e+09,-2.04e+08,-1.47e+08,2.552e+09,2.405e+09,2.3385e+10,-98999999.9999999,2.08e+08,7.93e+08,7.93e+08,-4.08e+08,-4.02e+08,-1.32e+08,1.31e+08,-4999999.99999999,-3e+06,4.91e+08,-2.14e+08,1e+06,-2.15e+08,-2.15e+08,-999999.999999985,-9e+06,1.8e+07,-2.06e+08,-3.3e+07,-7.2e+07,-1.03e+08,1.82e+08,1.82e+08,1.82e+08,7.99e+08,1.4937e+10,5.01e+08,0.38047,0.11872,-0.046,-0.09522,-0.00979,-2.18777,1.28647,8.72349,0.63874,-2.26861,-2.26861,49.31496,-1.45627,4.9632,-0.01193,0.0261,17.92991,24.24027
"17","2018_Q2",31.0859375,"Up",4.699e+09,-3.001e+09,1.698e+09,-1.264e+09,-2.04e+08,-1.06e+09,4.34e+08,-2.3e+08,-2.55e+08,2.5e+07,0,2.04e+08,5.6e+07,2.6e+08,-7e+07,1.9e+08,1e+06,1e+06,1.91e+08,-9.2e+07,9.9e+07,9.9e+07,9.74e+08,9.74e+08,2.519e+09,2.519e+09,2.94e+08,1.847e+09,1.228e+09,5.634e+09,6.906e+09,1.433e+09,9.211e+09,1.792e+09,7.036e+09,3.83e+08,1.755e+10,2.3184e+10,2.099e+09,1.059e+09,3.32e+08,7.08e+08,6.66e+08,1.796e+09,1.796e+09,4.561e+09,1.4223e+10,1.842e+09,5.28e+08,1.278e+09,1.6065e+10,2.0626e+10,4.84e+09,-2.418e+09,-2.248e+09,-2.39e+08,-6.5e+07,2.623e+09,2.558e+09,2.3184e+10,1.91e+08,2.04e+08,9e+06,9e+06,-2.89e+08,-6.6e+07,-4.1e+07,-1.83e+08,1e+06,-2e+06,1.13e+08,2.82e+08,4.25e+08,-1.43e+08,-1.43e+08,1.04e+08,-1.6e+07,3e+06,3.73e+08,-8.4e+07,-4.8e+07,-1.23e+08,3.63e+08,3.63e+08,3.63e+08,6.38e+08,1.4889e+10,7.01e+08,0.36135,0.09236,0.02107,0.0387,0.00427,7.08081,1.23526,8.06333,0.64221,0.97641,0.96439,46.34488,-0.64108,6.91376,0.00513,0.03634,21.81034,32.06221
"18","2018_Q3",33.0166666666667,"Up",4.506e+09,-2.883e+09,1.623e+09,-1.221e+09,-1.94e+08,-1.027e+09,4.02e+08,-2.16e+08,-2.54e+08,3.9e+07,-1e+06,1.86e+08,-3.6e+07,1.5e+08,-4.4e+07,1.06e+08,2e+06,2e+06,1.08e+08,-8.2e+07,2.6e+07,2.6e+07,4.03e+08,4.03e+08,2.483e+09,2.483e+09,2.98e+08,1.521e+09,1.041e+09,4.705e+09,6.863e+09,1.416e+09,9.359e+09,1.793e+09,7.218e+09,3.48e+08,1.7638e+10,2.2343e+10,2.001e+09,1.047e+09,2.43e+08,7.11e+08,6.63e+08,1.69e+09,1.69e+09,4.354e+09,1.4204e+10,1.78e+09,5.15e+08,1.229e+09,1.5984e+10,2.0338e+10,4.729e+09,-2.418e+09,-2.222e+09,-2.43e+08,-1.54e+08,2.159e+09,2.005e+09,2.2343e+10,1.08e+08,1.94e+08,6.7e+07,6.7e+07,-1.7e+07,5.3e+07,1.85e+08,-1.88e+08,-6.7e+07,-4e+06,3.48e+08,-6.9e+07,5.6e+07,-1.25e+08,-1.25e+08,1999999.99999999,-7.3e+07,-8e+06,-1.48e+08,-6.3e+07,-7.13e+08,-7.71e+08,-5.71e+08,-5.71e+08,-5.71e+08,5.96e+08,1.4867e+10,5.54e+08,0.36019,0.08921,0.00577000000000001,0.01297,0.00116,21.30769,1.08062,10.14364,0.6654,0.25453,0.24958,44.11246,-1.50762,5.4235,0.00139,0.0297,24.26846,35.9801
"19","2018_Q4",24.2028571428571,"Down",4.489e+09,-2.842e+09,1.647e+09,-1.298e+09,-2.04e+08,-1.094e+09,3.49e+08,-2.16e+08,-2.49e+08,3.3e+07,0,1.33e+08,-6.2e+07,7.1e+07,-6e+06,6.5e+07,0,0,6.5e+07,-7.4e+07,-9e+06,-9e+06,5e+08,5e+08,2.484e+09,2.484e+09,3.07e+08,1.201e+09,1.046e+09,4.492e+09,6.888e+09,1.462e+09,9.423e+09,1.762e+09,7.313e+09,3.48e+08,1.7773e+10,2.2265e+10,2.209e+09,1.065e+09,3.3e+08,8.14e+08,6.72e+08,1.343e+09,1.343e+09,4.224e+09,1.4178e+10,1.761e+09,4.76e+08,1.249e+09,1.5939e+10,2.0163e+10,4.74e+09,-2.415e+09,-2.231e+09,-2.02e+08,-1.08e+08,2.21e+09,2.102e+09,2.2265e+10,6.5e+07,2.04e+08,1.7e+07,1.7e+07,5.3e+07,-2.3e+07,-7.1e+07,1.77e+08,-3e+07,-1e+06,3.38e+08,-1.19e+08,17000000.0000001,-1.36e+08,-1.36e+08,1.6e+07,-8e+06,6e+06,-1.05e+08,-7.6e+07,-6.1e+07,-1.36e+08,9.7e+07,9.7e+07,9.7e+07,5.53e+08,1.485e+10,4.93e+08,0.3669,0.07775,-0.002,-0.00428,-4e-04,-54.77778,1.06345,9.59229,0.66697,-0.08789,-0.08606,43.83789,-1.05469,4.81445,-0.00048,0.02635,25.94937,41.11748
"20","2019_Q1",24.6888524590164,"Up",4.619e+09,-2.911e+09,1.708e+09,-1.286e+09,-2e+08,-1.086e+09,4.22e+08,-1.97e+08,-2.46e+08,5.3e+07,-4e+06,2.25e+08,-7.7e+07,1.48e+08,-5.3e+07,9.5e+07,0,0,9.5e+07,-1.07e+08,-1.2e+07,-1.2e+07,4.11e+08,4.11e+08,2.595e+09,2.595e+09,3.05e+08,1.325e+09,1.197e+09,4.636e+09,6.993e+09,1.456e+09,9.324e+09,1.731e+09,7.281e+09,3.12e+08,1.7773e+10,2.2409e+10,2.285e+09,1.207e+09,2.4e+08,8.38e+08,1.82e+08,1.39e+09,1.39e+09,3.857e+09,1.4644e+10,1.801e+09,5.21e+08,1.244e+09,1.6445e+10,2.0302e+10,4.754e+09,-2.414e+09,-2.236e+09,-2.23e+08,-1.19e+08,2.226e+09,2.107e+09,2.2409e+10,9.5e+07,2e+08,6.8e+07,6.8e+07,-1.11e+08,-9.8e+07,-55999999.9999999,51999999.9999999,-9e+06,-2e+06,2.5e+08,-1.68e+08,4.5e+07,-2.13e+08,-2.13e+08,-7.1e+07,-1.6e+07,2e+07,-2.35e+08,-6.6e+07,-3.9e+07,-1.04e+08,-8.9e+07,-8.9e+07,-8.9e+07,6.22e+08,1.4826e+10,3.96e+08,0.36978,0.09136,-0.0026,-0.0057,-0.00054,-33,1.20197,9.6355,0.66161,-0.11707,-0.11525,45.06341,-1.16098,3.86341,-0.00064,0.02114,23.17524,34.15877
"21","2019_Q2",23.0492063492063,"Down",4.545e+09,-2.892e+09,1.653e+09,-1.273e+09,-2.08e+08,-1.065e+09,3.8e+08,-2.16e+08,-2.51e+08,3.4e+07,1e+06,1.64e+08,-8e+07,8.4e+07,-2e+07,6.4e+07,8e+06,8e+06,7.2e+07,-8.4e+07,-1.2e+07,-1.2e+07,2.52e+08,2.52e+08,2.744e+09,2.744e+09,3.08e+08,1.278e+09,1.261e+09,4.582e+09,6.996e+09,2.331e+09,9.249e+09,1.675e+09,7.283e+09,2.91e+08,1.8576e+10,2.3158e+10,2.131e+09,1.101e+09,3.23e+08,7.07e+08,1.58e+08,1.436e+09,1.436e+09,3.725e+09,1.4814e+10,2.506e+09,5.12e+08,1.958e+09,1.732e+10,2.1045e+10,4.755e+09,-2.414e+09,-2.254e+09,-2.21e+08,-1.34e+08,2.247e+09,2.113e+09,2.3158e+10,7.2e+07,2.08e+08,1.2e+08,1.2e+08,-3.78e+08,-1.58e+08,-1.15e+08,-1.19e+08,1.4e+07,-1.2e+07,1e+07,-1.34e+08,5.8e+07,-1.92e+08,-1.92e+08,0,-2e+06,-3e+06,-1.39e+08,7.7e+07,-1.08e+08,-3e+07,-1.59e+08,-1.59e+08,-1.59e+08,5.88e+08,1.4972e+10,9.6e+07,0.3637,0.08361,-0.00264,-0.00568,-0.00052,-8,1.23007,9.95977,0.64652,-0.11675,-0.11675,44.21722,-1.30365,0.93396,-0.00061,0.0049,25.03401,38.73684
"22","2019_Q3",21.306875,"Down",4.56e+09,-2.898e+09,1.662e+09,-1.249e+09,-2.14e+08,-1.035e+09,4.13e+08,-2.06e+08,-2.47e+08,4.2e+07,-1e+06,2.07e+08,-5.5e+07,1.52e+08,-3.3e+07,1.19e+08,2e+06,2e+06,1.21e+08,-9.5e+07,2.6e+07,2.6e+07,2.49e+08,2.49e+08,2.734e+09,2.734e+09,3.09e+08,1.412e+09,1.393e+09,4.704e+09,6.995e+09,2.297e+09,9.211e+09,1.645e+09,7.298e+09,2.68e+08,1.8503e+10,2.3207e+10,2.041e+09,1.088e+09,2.33e+08,7.2e+08,6.64e+08,1.445e+09,1.445e+09,4.15e+09,1.4312e+10,2.566e+09,5.07e+08,2.023e+09,1.6878e+10,2.1028e+10,4.762e+09,-2.414e+09,-2.237e+09,-2.19e+08,-1.08e+08,2.287e+09,2.179e+09,2.3207e+10,1.21e+08,2.14e+08,9.5e+07,9.5e+07,-1.41e+08,2e+07,5.1e+07,-1.2e+08,-9.2e+07,-5e+06,2.84e+08,-1.45e+08,-1e+06,-1.44e+08,-1.44e+08,-5e+06,-1.1e+07,-3e+06,-1.64e+08,-3.9e+07,-8.6e+07,-1.23e+08,-3e+06,-3e+06,-3e+06,6.27e+08,1.4976e+10,3.74e+08,0.36447,0.09057,0.0057,0.01193,0.00112,14.38462,1.13349,9.6503,0.64532,0.25194,0.25194,44.1869,-1.04653,3.6241,0.00132,0.01896,23.48804,35.6586
"23","2019_Q4",29.95015625,"Up",4.568e+09,-2.932e+09,1.636e+09,-1.241e+09,-2.05e+08,-1.036e+09,3.95e+08,-2.09e+08,-2.44e+08,3.8e+07,-3e+06,1.86e+08,-3.11e+08,-1.25e+08,-2.2e+07,-1.47e+08,1e+06,1e+06,-1.46e+08,-8e+07,-2.26e+08,-2.26e+08,3.14e+08,3.14e+08,2.768e+09,2.768e+09,3.11e+08,1.396e+09,1.378e+09,4.789e+09,7.001e+09,2.38e+09,9.187e+09,1.62e+09,7.315e+09,2.52e+08,1.8568e+10,2.3357e+10,2.219e+09,1.125e+09,2.52e+08,8.42e+08,1.65e+08,1.544e+09,1.544e+09,3.928e+09,1.4858e+10,2.607e+09,4.95e+08,2.076e+09,1.7465e+10,2.1393e+10,4.758e+09,-2.414e+09,-2.469e+09,-2.16e+08,-3.41e+08,2.305e+09,1.964e+09,2.3357e+10,-1.46e+08,2.05e+08,1.99e+08,1.99e+08,1.61e+08,-3.6e+07,-3.4e+07,1.72e+08,5.9e+07,0,4.19e+08,-1.52e+08,4e+06,-1.56e+08,-1.56e+08,3.2e+07,-1e+07,7e+06,-1.23e+08,-1.29e+08,-1.03e+08,-2.31e+08,6.5e+07,6.5e+07,6.5e+07,6e+08,1.5023e+10,6.31e+08,0.35814,0.08647,-0.04947,-0.11507,-0.00968,-2.79204,1.2192,10.89257,0.64319,-2.18237,-2.18237,44.11097,-3.29287,6.09326,-0.01153,0.0322,24.515,37.23797
"24","2020_Q1",28.7053225806452,"Down",4.806e+09,-3.033e+09,1.773e+09,-1.258e+09,-2.23e+08,-1.035e+09,5.15e+08,-1.84e+08,-2.43e+08,6.1e+07,-2e+06,3.31e+08,-1.22e+08,2.09e+08,-8.5e+07,1.24e+08,0,0,1.24e+08,-1.27e+08,-2999999.99999997,-2999999.99999997,2.62e+08,2.62e+08,2.743e+09,2.743e+09,3.1e+08,1.766e+09,1.369e+09,5.081e+09,6.878e+09,2.369e+09,9.037e+09,1.602e+09,7.252e+09,1.83e+08,1.8284e+10,2.3365e+10,2.326e+09,1.204e+09,2.45e+08,8.77e+08,1.71e+08,1.708e+09,1.708e+09,4.205e+09,1.458e+10,2.637e+09,5.6e+08,2.05e+09,1.7217e+10,2.1422e+10,4.767e+09,-2.414e+09,-2.513e+09,-2.57e+08,-4.17e+08,2.36e+09,1.943e+09,2.3365e+10,1.24e+08,2.23e+08,1.36e+08,1.36e+08,4e+07,-7.3e+07,4e+06,7.9e+07,3e+07,-3e+06,5.2e+08,-1.59e+08,1.9e+07,-1.78e+08,-1.78e+08,-7e+06,-2e+06,-2.5e+07,-1.93e+08,-3.21e+08,-5.4e+07,-3.79e+08,-5.2e+07,-5.2e+07,-5.2e+07,7.38e+08,1.4751e+10,7.04e+08,0.36891,0.10716,-0.000620000000000002,-0.00154,-0.00013,-234.66667,1.20832,11.02522,0.63133,-0.0288300000000006,-0.0288299999999997,46.18978,-4.00773,6.76604,-0.00016,0.03642,19.63279,28.13398
"25","2020_Q2",19.7020634920635,"Down",4.52e+09,-2.95e+09,1.57e+09,-1.216e+09,-2.03e+08,-1.013e+09,3.54e+08,-2.14e+08,-2.43e+08,2.8e+07,1e+06,1.4e+08,-5.5e+07,8.5e+07,7.5e+07,1.6e+08,-1e+06,-1e+06,1.59e+08,-6.6e+07,9.3e+07,9.3e+07,6.13e+08,6.13e+08,2.722e+09,2.722e+09,3.24e+08,1.729e+09,1.317e+09,5.388e+09,6.786e+09,2.467e+09,9.182e+09,1.611e+09,7.308e+09,2.63e+08,1.8435e+10,2.3823e+10,2.173e+09,1.079e+09,3.06e+08,7.88e+08,1.65e+08,1.757e+09,1.757e+09,4.095e+09,1.5082e+10,2.617e+09,5.47e+08,2.043e+09,1.7699e+10,2.1794e+10,4.746e+09,-2.414e+09,-2.434e+09,-2.56e+08,-3.58e+08,2.387e+09,2.029e+09,2.3823e+10,1.59e+08,2.03e+08,-7.8e+07,-7.8e+07,-1.56e+08,1.4e+07,2.3e+07,-1.44e+08,-4.9e+07,1e+06,1.29e+08,-1.71e+08,1.1e+07,-1.82e+08,-1.82e+08,6e+06,-5.5e+07,1.6e+07,-2.04e+08,4.59e+08,-3.5e+07,4.26e+08,3.51e+08,3.51e+08,3.51e+08,5.57e+08,1.5247e+10,1.55e+08,0.34735,0.07832,0.02058,0.04584,0.0039,1.66667,1.31575,10.74125,0.64001,0.89121,0.87957,43.31452,-3.43066,1.48534,0.00468,0.00779,26.27289,41.33898
"26","2020_Q3",25.55078125,"Up",4.159e+09,-2303217025.56651,2456535808.16671,-6.614e+09,-2.06e+08,-6.408e+09,4.95e+08,-2.22e+08,-2.55e+08,3.1e+07,2e+06,2.73e+08,-5.9e+07,2.14e+08,-4.5e+07,1.69e+08,0,0,1.69e+08,-8.1e+07,8.8e+07,8.8e+07,3.514e+09,3.514e+09,2.435e+09,2.435e+09,3.37e+08,1.661e+09,1.265e+09,7.947e+09,6.703e+09,2.464e+09,9.136e+09,1.603e+09,7.301e+09,2.32e+08,1.8303e+10,2.625e+10,1.974e+09,1.018e+09,2.57e+08,6.99e+08,1.6e+08,3.451e+09,3.451e+09,5.585e+09,1.5728e+10,2.743e+09,5.41e+08,2.175e+09,1.8471e+10,2.4056e+10,4.758e+09,-2.414e+09,-2.346e+09,-2.55e+08,-2.57e+08,2.451e+09,2.194e+09,2.625e+10,1.69e+08,2.06e+08,1.48e+08,1.48e+08,1.716e+09,3.03e+08,2.1e+07,1.353e+09,3.9e+07,-4.65661287307739e-10,2.239e+09,-1.05e+08,1e+06,-1.06e+08,-1.06e+08,1.9e+07,-1e+06,2000000.00000001,-8.5e+07,6.24e+08,1.2e+08,7.47e+08,2.901e+09,2.901e+09,2.901e+09,7.01e+08,1.5888e+10,2.357e+09,0.482094965624928,0.11902,0.02116,0.04011,0.00335,26.78409,1.42292,10.96445,0.60526,0.83973,0.8335,39.68701,-2.45241,22.49153,0.00423,0.11318,17.65193,24.99798
"27","2020_Q4",32.2721875,"Up",4.491e+09,-1420851549.42728,3862572442.2972,-2.041e+09,-2.15e+08,-1.826e+09,2.92e+08,-2.19e+08,-2.63e+08,4.4e+07,0,7.3e+07,-3.77e+08,-3.04e+08,1.97e+08,-1.07e+08,1e+06,1e+06,-1.06e+08,-9e+07,-1.96e+08,-1.96e+08,3.3e+09,3.3e+09,2.479e+09,2.479e+09,3.49e+08,1.68e+09,1.292e+09,7.808e+09,6.618e+09,2.445e+09,9.316e+09,1.578e+09,7.302e+09,4.36e+08,1.8379e+10,2.6187e+10,2.077e+09,1.025e+09,2.18e+08,8.34e+08,1.55e+08,3.611e+09,3.611e+09,5.843e+09,1.5561e+10,2.782e+09,5.25e+08,2.23e+09,1.8343e+10,2.4186e+10,4.833e+09,-2.414e+09,-2.542e+09,-2.51e+08,-3.74e+08,2.375e+09,2.001e+09,2.6187e+10,-1.06e+08,2.15e+08,-2.4e+07,-2.4e+07,5.1e+08,-3.7e+07,-1.4e+07,3.37e+08,2.24e+08,-2e+06,5.93e+08,-8.5e+07,1e+06,-8.6e+07,-8.6e+07,-2.2e+07,-5e+06,-5e+06,-1.17e+08,-5.12e+08,-1.86e+08,-6.9e+08,-2.14e+08,-2.14e+08,-2.14e+08,5.07e+08,1.5716e+10,7.35e+08,0.701644369230079,0.06502,-0.04364,-0.09795,-0.00748,-3.75,1.3363,12.08696,0.60015,-1.86204,-1.90112,42.66537,-3.55307,6.98264,-0.00956,0.03586,24.48915,42.52055
