"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_investment_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_revenue_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"35","2019_Q3",43.5865625,"Up",22676000,-3093000,19583000,-18431000,-4876000,-13555000,1152000,233000,265000,1385000,-285000,1100000,162000,1262000,1262000,1262000,1262000,46493000,22470000,9312000,9312000,4345000,11367000,3165000,71517000,29512000,49951000,16020000,26549000,5301000,2081000,79463000,150980000,8843000,3746000,5097000,11501000,6385000,5116000,20344000,15323000,10470000,4853000,15323000,35667000,8184000,105685000,1444000,115313000,115313000,150980000,1262000,1819000,153000,-1767000,1467000,-1042000,7471000,6429000,228000,228000,-17000,211000,8107000,8107000,8068000,2971000,0,0,0.8636,0.0508,0.05565,0.01094,0.00836,0,3.51539,0.30931,0,0.09424,0.09142,1.69338,8.61123,0,0.00966,0,-15.64894,-40.35851
"36","2019_Q4",42.10390625,"Down",24344000,-3364000,20980000,-19260000,-5939000,-13321000,1720000,189000,269000,1909000,-703000,1206000,260000,1466000,1466000,1466000,1466000,44986000,28916000,8381000,8381000,4151000,12020000,3225000,69538000,29559000,51244000,15480000,26737000,6067000,2960000,80803000,150341000,6389000,2530000,3859000,10838000,5126000,5712000,17227000,14482000,9727000,4755000,14482000,31709000,9504000,107151000,1977000,118632000,118632000,150341000,1466000,1887000,679000,-4576000,-544000,-1017000,7968000,6951000,13000,13000,-10000,3000,6410000,6410000,6446000,3607000,0,-2246000,0.86181,0.07065,0.06022,0.01236,0.00975,-1.53206,4.03657,0.26729,0,0.10945,0.10704,1.81753,8.8571,-0.16769,0.01101,-0.01687,-12.47186,-26.15465
"37","2020_Q1",36.0983870967742,"Down",30816000,-3659000,27157000,-21709000,-7186000,-14523000,5448000,242000,247000,5690000,-1572000,4118000,-564000,3554000,3554000,3554000,3554000,55292000,30361000,8993000,8993000,4501000,12634000,3866000,81420000,29748000,48697000,14226000,26171000,6176000,2124000,78445000,159865000,6875000,2085000,4790000,13334000,5553000,7781000,20209000,17140000,11628000,5512000,17140000,37349000,11415000,110705000,396000,122516000,122516000,159865000,3554000,1850000,2715000,4401000,12520000,-1873000,-8856000,-11469000,446000,446000,0,446000,1497000,1497000,1445000,7298000,0,10390000,0.88126,0.17679,0.11533,0.02901,0.02223,2.92347,4.0289,0.30485,0,0.26514,0.25776,2.29902,9.14026,0.77514,0.02545,0.0744,-7.57632,-10.14905
"38","2020_Q2",37.8511111111111,"Up",22616000,-3203000,19413000,-19085000,-6943000,-12142000,327999.999999999,164000,250000,491999.999999999,-594000,-102000,250000,148000,148000,148000,148000,48262000,9006000,7681000,7681000,4951000,12572000,4164000,73466000,30766000,50826000,13785000,26546000,6370000,4125000,81592000,155058000,7274000,2396000,4878000,6917000,4928000,1989000,14191000,17541000,10907000,6634000,17541000,31732000,11041000,110853000,1432000,123326000,123326000,155058000,148000,1804000,614000,-3475000,-908999.999999998,-1671000,-14333000,-16004000,91000,91000,-4556000,-4465000,-21378000,-21378000,-21355000,2132000,-1.13686837721616e-13,-3264000,0.85837,0.0145,0.00654,0.0012,0.00095,-22.05405,5.17694,0.2573,-8.470329472543e-22,0.01099,0.01075,1.67912,9.15628,-0.24233,0.00105,-0.02317,-22.63696,-147.14024
"39","2020_Q3",43.93421875,"Up",22822000,-3769000,19053000,-18668000,-6733000,-11935000,385000,149000,210000,534000,-1019000,-485000,1947000,1462000,1462000,1462000,1462000,48398000,15208000,8886000,8886000,5740000,14277000,3738000,77301000,29785000,48461000,13037000,26276000,4788000,4360000,78246000,155547000,6303000,1658000,4645000,6975000,4675000,2300000,13278000,17303000,9861000,7442000,17303000,30581000,12161000,112315000,490000,124966000,124966000,155547000,1462000,1796000,3587000,-4679000,2166000,-640000,5895000,5255000,227000,227000,-409000,-1182000,6239000,6239000,6202000,2181000,0,-5085000,0.83485,0.01687,0.06406,0.0117,0.0094,-3.47811,5.82174,0.24471,0,0.10847,0.10603,1.69315,9.27116,-0.37725,0.01028,-0.03574,-22.19074,-125.70909
"40","2020_Q4",39.37,"Down",26883000,-4443000,22440000,-20740000,-7416000,-13324000,1700000,47000,124000,1747000,-536000,1211000,1248000,2459000,2459000,2459000,2459000,60564000,36386000,8657000,8657000,5872000,12709000,3594000,87802000,28939000,49757000,12585000,26563000,5585000,5024000,78696000,166498000,6078000,1375000,4703000,9549000,5229000,4320000,15627000,20288000,12423000,7865000,20288000,35915000,14340000,114774000,1469000,130583000,130583000,166498000,2459000,1790000,505000,6685000,11439000,-316000,9194000,8878000,851000,851000,-12000,839000,21156000,21156000,21178000,3490000,1.81898940354586e-12,8611000,0.83473,0.06324,0.09147,0.01883,0.01477,3.50183,5.61861,0.27504,-6.7762635780344e-21,0.17841,0.17862,1.95045,9.47421,0.62476,0.0163,0.05708,-17.35358,-35.62588
"41","2021_Q1",49.8731147540984,"Up",22543000,-3902000,18641000,-22305000,-7300000,-12787000,-3664000,-85000,72000,-3749000,1671000,-2078000,-867920,-2945920,-2945920,-2945920,-2945920,61098000,30785000,7675000,7675000,5966000,11869000,3370000,86608000,30103000,52052000,13283000,27185000,7315000,4269000,82155000,168763000,7062000,1515000,5547000,11830000,5200000,6630000,18892000,18816000,10796000,8020000,18816000,37708000,16053000,111828000,3174000,131055000,131055000,168763000,-2946000,1873000,-197000,2584000,1314000,-1044000,-6151000,-7195000,446000,446000,-1286000,160000,-5721000,-5721000,-5601000,-1791000,0,616920,0.82691,-0.16253,-0.13068,-0.02248,-0.01746,-0.20942,4.58437,0.28773,0,-0.21859,-0.21159,1.6727,9.72435,0.04578,-0.01966,0.00412,34.1139,16.67522
"42","2021_Q2",54.8684126984127,"Up",22297000,-3743000,18554000,-18461000,-7023000,-10882000,93000.0000000009,-199000,41000,-106000,2005162.10098612,-105999.999999999,-168000,-274000,-274000,-274000,-274000,53874000,35754000,8065000,8065000,6261000,12663000,3553000,80863000,30346000,52347000,12945000,27864000,7004000,4534000,82693000,163556000,4949000,863000,4086000,7497000,4553000,2944000,12446000,17703000,10073000,7630000,17703000,30149000,16847000,111554000,5006000,133407000,133407000,163556000,-274000.000000001,1860000,1823000,-7679000,-4270000,-2319000,12193000,9874000,6000,6000,-646000,-790000,4814000,4814000,4969000,1953000,-2.91038304567337e-11,-7877000,0.83213,0.00417000000000006,-0.01229,-0.00205,-0.00168,28.74818,6.49711,0.22599,0,-0.02005,-0.02005,1.63133,9.76054,-0.57631,-0.00180999999999999,-0.05213,-27.58525,-579.29032
"43","2021_Q3",55.5571875,"Up",34995000,-4170000,30825000,-21342000,-7907000,-12875000,9483000,42000,28000,9525000,763811.555541101,9525000,-1438000,8087000,8087000,8087000,8087000,65951000,48159000,9096000,9096000,6309000,11685000,3406000,93041000,29745000,50238000,12028000,27190000,6507000,4513000,84054000,177095000,5755000,1593000,4162000,9944000,5507000,4437000,15699000,19315000,11763000,7552000,19315000,35014000,19209000,119641000,3231000,142081000,142081000,177095000,8087000,1906000,2005000,4017000,16015000,-654000,-3750000,-4404000,2530000,2530000,-1597000,933000,12544000,12544000,12405000,11389000,0,16190000,0.88084,0.27098,0.23109,0.05692,0.04566,2.00198,5.92656,0.24644,0,0.589,0.57104,2.5488,10.34822,1.17917,0.05011,0.10031,-5.79076,-6.95466
"44","2021_Q4",50.36765625,"Down",23873000,-5105000,18768000,-20691000,-7885000,-12246000,-1923000,-127000,26000,-2050000,-461000,-2511000,-776000,-3287000,-3287000,-3287000,-3287000,67918000,62177000,8601000,8601000,6316000,11277000,3098000,94112000,29112000,49925000,11482000,27379000,6368000,4696000,83087000,177199000,5822000,1519000,4303000,11840000,5151000,6689000,17662000,18705000,11035000,7670000,18705000,36367000,20719000,116354000,3759000,140832000,140832000,177199000,-3287000,1844000,1686000,2512000,2755000,99000.0000000002,12075000,11174000,91000,91000,-36000,55000,13984000,13984000,14018000,-79000,-4.65661287307739e-10,3308000,0.78616,-0.08055,-0.13769,-0.02334,-0.01855,-1.00639,5.3285,0.25823,1.73472347597681e-18,-0.23994,-0.23622,1.74268,10.28046,0.24148,-0.0206,0.02074,859.72152,35.3187699999999
"45","2022_Q1",43.7677419354839,"Down",23971000,-4159000,19812000,-19710000,-7862000,-10731000,102000,-73000,28000,29000,-591000,-562000,273310,-288690,-288690,-288690,-288690,38870000,31153000,9169000,9169000,6760000,15456000,6453000,70255000,30090000,92245000,37054000,45606000,5867000,3718000,124337000,194592000,6688000,1783000,4905000,13127000,4647000,8480000,29815000,24692000,10301000,11649000,24692000,54507000,22293000,116065000,1727000,140085000,140085000,194592000,-289000,2407000,2478000,-3707000,889000,-3405000,76000,-41882000,501000,501000,-622000,10029000,-30964000,-30964000,-31024000,2509000,1e+07,-4876310,0.8265,0.00426,-0.01204,-0.00206,-0.00148,16.89116,2.35636,0.3891,0.05139,-0.02086,-0.02086,1.73238,10.12394,-0.35241,-0.00165,-0.0279,-11.50658,-283.03922
"46","2022_Q2",38.7814516129032,"Down",23003000,-4497000,18506000,-21944000,-9192000,-11663000,-3438000,-77000,26000,-3515000,-355317.252526731,-3515000,706000,-2809000,-2809000,-2809000,-2809000,32343000,26650000,8010000,8010000,8290000,16273000,7689000,64916000,29319000,90631000,35238000,44900000,6372000,4121000,119950000,184866000,7921000,1845000,6076000,7722000,4430000,3292000,25643000,22552000,9292000,10713000,22552000,48195000,23343000,113253000,74999.9999999998,136671000,136671000,184866000,-2812000,2376000,1212000,-7802000,-7026000,-782000,4e+06,3218000.00000001,230000,230000,-853000,-623000.000000002,-4431000,-4431000,-4503000,-1062000,1e+07,-10352000,0.8045,-0.14946,-0.12211,-0.02055,-0.01519,3.6853,2.53153,0.35264,0.05409,-0.20301,-0.20301,1.66243,9.87721,-0.74814,-0.0166,-0.06117,21.0386100000002,6.49883999999997
"47","2022_Q3",34.301875,"Down",26106000,-5107000,20999000,-25896000,-11113000,-13712000,-4897000,-102000,25000,-4999000,-6000,-5005000,919000,-4086000,-4086000,-4086000,-4086000,26719000,24712000,11037000,11037000,9471000,17454000,7907000,64681000,29079000,90427000,33511000,44248000,7181000,5487000,119506000,184187000,8661000,2114000,6547000,9708000,4019000,5689000,28369000,22555000,8423000,11760000,22555000,50924000,25527000,109170000,-1434000,133263000,133263000,184187000,-4083000,2320000,1030000,-3467000,-4200000,-1155000,3600000,2445000,511000,511000,-48000,-37000,-1792000,-1792000,-1938000,-2577000,1e+07,-8118000,0.80437,-0.18758,-0.15652,-0.03066,-0.02218,1.98678,2.27999,0.38213,0.05429,-0.29442,-0.29442,1.88111,9.60246,-0.58495,-0.02464,-0.04896,6.48778,3.41413
