"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",53.22328125,"Up",1.1e+09,-7.15e+08,3.85e+08,-2.24e+08,-1.6e+08,-6.4e+07,1.61e+08,-1.19e+08,-1.2e+08,1e+06,4.2e+07,-1.2e+07,3e+07,-9e+06,2.1e+07,2.1e+07,2.1e+07,2.1e+07,1.47e+08,1.47e+08,7.25e+08,7.25e+08,1.03e+08,3.36e+08,8.1e+07,1.311e+09,5.383e+09,4.227e+09,1.151e+09,1.13e+08,9.61e+09,1.0921e+10,8.02e+08,4.06e+08,3.96e+08,5.67e+08,1.369e+09,6.597e+09,1.36e+09,1.293e+09,6.7e+07,7.957e+09,9.326e+09,2.067e+09,1e+06,2.037e+09,-4.03e+08,6.4e+07,1.595e+09,1.595e+09,1.0921e+10,2.1e+07,2.66e+08,-1.3e+07,1.35e+08,4.09e+08,-1.75e+08,0,-1.75e+08,-1.64e+08,-2.7e+07,0,-1.91e+08,4.3e+07,4.3e+07,-2e+06,4.1e+07,4.27e+08,7.164e+09,3.96e+08,0.35,0.14636,0.01909,0.01317,0.00192,18.85714,0.95763,5.84702,0.65598,0.22506,0.19741,11.78866,17.09356,4.24392,0.00208,0.03913,16.43326,43.58385
"12","2013_Q3",55.48046875,"Up",1.206e+09,-7.35e+08,4.71e+08,-2.14e+08,-1.52e+08,-6.2e+07,2.57e+08,-1.19e+08,-1.19e+08,-1.16415321826935e-10,1.38e+08,-7e+06,1.31e+08,-4.8e+07,8.3e+07,8.3e+07,8.3e+07,8.3e+07,1.33e+08,1.33e+08,7.51e+08,7.51e+08,1.11e+08,3.68e+08,1.13e+08,1.363e+09,5.797e+09,4.166e+09,1.103e+09,1.09e+08,9.963e+09,1.1326e+10,9.68e+08,6.06e+08,3.62e+08,6.24e+08,1.592e+09,6.732e+09,1.393e+09,1.328e+09,6.5e+07,8.125e+09,9.717e+09,2.082e+09,1e+06,2.055e+09,-3.2e+08,3.2e+07,1.609e+09,1.609e+09,1.1326e+10,8.3e+07,2.7e+08,-2.1e+07,1.37e+08,4.69e+08,-6.26e+08,0,-6.26e+08,1.96e+08,-5.2e+07,3999999.99999997,1.48e+08,-9e+06,-9e+06,-5e+06,-1.4e+07,5.27e+08,7.356e+09,8.6e+07,0.39055,0.2131,0.06882,0.05158,0.00733,1.03614,0.85616,6.03915,0.64948,0.88394,0.77777,12.84372,17.13562,0.91589,0.00801,0.0083,13.70588,28.10506
"13","2013_Q4",66.99046875,"Up",1.311e+09,-7.47e+08,5.64e+08,-2.26e+08,-1.67e+08,-5.9e+07,3.38e+08,-1.19e+08,-1.21e+08,2e+06,2.19e+08,-1e+06,2.18e+08,-7.5e+07,1.43e+08,1.43e+08,1.43e+08,1.43e+08,1.25e+08,1.25e+08,8.07e+08,8.07e+08,9.1e+07,3.91e+08,1.29e+08,1.414e+09,6.019e+09,4.13e+09,1.064e+09,1.05e+08,1.0149e+10,1.1563e+10,7.88e+08,3.66e+08,4.22e+08,6.3e+08,1.418e+09,6.952e+09,1.464e+09,1.395e+09,6.9e+07,8.416e+09,9.834e+09,2.053e+09,1e+06,2.03e+09,-1.77e+08,5.3e+07,1.729e+09,1.729e+09,1.1563e+10,1.43e+08,2.78e+08,-1.9e+07,-1.65e+08,2.37e+08,-3.98e+08,-9e+06,-4.07e+08,2.18e+08,-1.5e+07,-4.4e+07,1.59e+08,-1.1e+07,-1.1e+07,3e+06,-8e+06,6.16e+08,7.582e+09,1.28e+08,0.43021,0.25782,0.10908,0.08271,0.01237,0.8951,0.99718,5.68768,0.65571,1.53361,1.35269,14.05989,18.54275,1.37274,0.01327,0.01188,12.10552,22.06213
"14","2014_Q1",84.7724590163934,"Up",1.338e+09,-7.71e+08,5.67e+08,-2.24e+08,-1.63e+08,-6.1e+07,3.43e+08,-1.16e+08,-1.18e+08,2e+06,2.27e+08,-1e+06,2.26e+08,-8.6e+07,1.4e+08,1.4e+08,1.4e+08,1.4e+08,1.75e+08,1.75e+08,8.04e+08,8.04e+08,7e+07,3.13e+08,5.3e+07,1.362e+09,5.795e+09,4.074e+09,1.018e+09,1.03e+08,9.869e+09,1.1231e+10,6.82e+08,2.92e+08,3.9e+08,6.04e+08,1.286e+09,6.569e+09,1.528e+09,1.459e+09,6.9e+07,8.097e+09,9.383e+09,2.075e+09,1e+06,2.054e+09,-3.7e+07,1.9e+07,1.848e+09,1.848e+09,1.1231e+10,1.4e+08,2.84e+08,-3.7e+07,4.9e+07,4.36e+08,3.1e+07,7.45058059692383e-09,3.1e+07,-4.1e+08,-1.5e+07,1.4e+07,-4.11e+08,5.6e+07,5.6e+07,-6e+06,5e+07,6.27e+08,7.173e+09,7.93e+08,0.42377,0.25635,0.10463,0.07576,0.01247,5.66429,1.0591,5.07738,0.63868,1.50066,1.31636,14.34207,19.80877,8.50019,0.01327,0.07517,11.16108,20.40233
"15","2014_Q2",97.7401587301587,"Up",1.178e+09,-7.3e+08,4.48e+08,-2.28e+08,-1.68e+08,-6e+07,2.2e+08,-1.24e+08,-1.25e+08,1e+06,9.6e+07,-2e+06,9.4e+07,-3.4e+07,6e+07,6e+07,6e+07,6e+07,2.27e+08,2.27e+08,7.52e+08,7.52e+08,1.02e+08,3.19e+08,5.9e+07,1.4e+09,5.814e+09,4.033e+09,9.72e+08,1.17e+08,9.847e+09,1.1247e+10,8.36e+08,4.54e+08,3.82e+08,2.65e+08,1.101e+09,6.774e+09,1.548e+09,1.481e+09,6.7e+07,8.322e+09,9.423e+09,2.073e+09,1e+06,2.061e+09,2.3e+07,-2e+07,1.824e+09,1.824e+09,1.1247e+10,6e+07,2.77e+08,-1.6e+07,1.87e+08,5.08e+08,-2.3e+08,-1e+06,-2.31e+08,-1.45e+08,-6e+07,-1.3e+07,-2.18e+08,5.9e+07,5.9e+07,-7e+06,5.2e+07,4.97e+08,7.039e+09,4.88e+08,0.38031,0.18676,0.05093,0.03289,0.00533,8.13333,1.27157,5.16612,0.62586,0.63009,0.56378,12.3707,19.15463,5.1247,0.00576,0.04687,13.70624,30.96364
"16","2014_Q3",112.48515625,"Up",1.399e+09,-8.1e+08,5.89e+08,-2.57e+08,-1.87e+08,-7e+07,3.32e+08,-1.83e+08,-1.87e+08,4e+06,1.49e+08,-7e+06,1.42e+08,-4.8e+07,9.4e+07,9.4e+07,9.4e+07,9.4e+07,1.7e+08,1.7e+08,8.44e+08,8.44e+08,1.19e+08,2.63e+08,7.1e+07,1.396e+09,6.452e+09,4.619e+09,1.218e+09,1.08e+08,1.1071e+10,1.2467e+10,1.125e+09,6.25e+08,5e+08,6.21e+08,1.746e+09,7.394e+09,1.52e+09,1.44e+09,8e+07,8.914e+09,1.066e+10,2.111e+09,1e+06,2.1e+09,1.17e+08,1.6e+07,1.807e+09,1.807e+09,1.2467e+10,9.4e+07,2.99e+08,3.4e+07,1.19e+08,5.46e+08,-5.84e+08,-7.55e+08,-1.339e+09,8.99e+08,-1.85e+08,1.6e+07,7.3e+08,-6.3e+07,-6.3e+07,6e+06,-5.7e+07,6.31e+08,8.015e+09,2.14e+08,0.42102,0.23731,0.06719,0.05202,0.00754,2.2766,0.79954,5.89928,0.6429,0.96905,0.8902,14.42238,18.62848,2.20614,0.00829,0.01887,12.43265,23.62952
"17","2014_Q4",107.2834375,"Down",1.544e+09,-8.56e+08,6.88e+08,-2.64e+08,-1.94e+08,-7e+07,4.24e+08,-1.19e+08,-1.24e+08,5e+06,3.05e+08,-2e+06,3.03e+08,-1.11e+08,1.92e+08,1.92e+08,1.92e+08,1.92e+08,1.68e+08,1.68e+08,9.41e+08,9.41e+08,1.12e+08,1.57e+08,6.4e+07,1.378e+09,6.569e+09,4.536e+09,1.165e+09,1.01e+08,1.1105e+10,1.2483e+10,1.077e+09,5.05e+08,5.72e+08,6.18e+08,1.695e+09,7.477e+09,1.495e+09,1.412e+09,8.3e+07,8.972e+09,1.0667e+10,2.131e+09,1e+06,2.127e+09,3.09e+08,-3.5e+07,1.816e+09,1.816e+09,1.2483e+10,1.92e+08,3.06e+08,-3.3e+07,-5.3e+07,4.12e+08,-3.4e+08,4e+06,-3.36e+08,7.5e+07,-1.52e+08,6e+06,-7.1e+07,5e+06,5e+06,-7e+06,-2e+06,7.3e+08,8.095e+09,4.48e+08,0.4456,0.27461,0.12435,0.10573,0.01538,2.33333,0.81298,5.8739,0.64848,1.94954,1.84481,15.67751,18.43936,4.54892,0.01683,0.03928,10.8589,18.69575
"18","2015_Q1",89.8883606557377,"Down",1.564e+09,-8.57e+08,7.07e+08,-2.82e+08,-2.09e+08,-7.3e+07,4.25e+08,-1.15e+08,-1.19e+08,4e+06,3.1e+08,1e+06,3.11e+08,-1.17e+08,1.94e+08,1.94e+08,1.94e+08,1.94e+08,1.58e+08,1.58e+08,9.4e+08,9.4e+08,7.8e+07,1.22e+08,1.22e+08,1.298e+09,6.446e+09,4.385e+09,1.106e+09,7e+06,1.0831e+10,1.2129e+10,8.6e+08,2.85e+08,5.75e+08,6.18e+08,1.478e+09,7.344e+09,1.509e+09,1.444e+09,6.5e+07,8.853e+09,1.0331e+10,2.171e+09,1e+06,2.168e+09,5.03e+08,-7.4e+07,1.798e+09,1.798e+09,1.2129e+10,1.94e+08,3.12e+08,-4.4e+07,-1.27e+08,3.35e+08,-9e+07,-4000000.00000012,-9.4e+07,-4.2e+07,-2.14e+08,1.1e+07,-2.45e+08,-3999999.99999999,-3999999.99999999,-6e+06,-1e+07,7.37e+08,7.962e+09,6.37e+08,0.45205,0.27174,0.12404,0.1079,0.01599,3.28351,0.87821,5.74583,0.65644,1.95478,1.87024,15.75914,18.11696,6.41852,0.01722,0.05653,10.58887,18.36235
"19","2015_Q2",95.7590476190476,"Up",1.315e+09,-7.91e+08,5.24e+08,-2.5e+08,-1.81e+08,-6.9e+07,2.74e+08,-1.18e+08,-1.21e+08,3e+06,1.56e+08,2.6e+07,1.82e+08,-6.7e+07,1.15e+08,1.15e+08,1.15e+08,1.15e+08,2.57e+08,2.57e+08,8.48e+08,8.48e+08,8.1e+07,2.66e+08,5.1e+07,1.452e+09,6.416e+09,4.414e+09,1.047e+09,1.18e+08,1.083e+10,1.2282e+10,9.62e+08,4.65e+08,4.97e+08,5.93e+08,1.555e+09,7.482e+09,1.75e+09,1.69e+09,6e+07,9.232e+09,1.0787e+10,2.158e+09,1e+06,2.156e+09,6.18e+08,-1.63e+08,1.495e+09,1.495e+09,1.2282e+10,1.15e+08,3.04e+08,-6.1e+07,3.17e+08,6.75e+08,-2.25e+08,0,-2.25e+08,3.2e+07,-3.43e+08,-2.4e+07,-3.35e+08,1.15e+08,1.15e+08,-1.6e+07,9.9e+07,5.78e+08,8.075e+09,7.37e+08,0.39848,0.20837,0.08745,0.07692,0.00936,6.4087,0.93376,7.21538,0.65747,1.18548,1.16085,13.55572,15.41126,7.59739,0.01016,0.06511,13.52595,28.53285
"20","2015_Q3",69.40546875,"Down",1.429e+09,-8.11e+08,6.18e+08,-2.42e+08,-1.75e+08,-6.7e+07,3.76e+08,-2.26e+08,-2.32e+08,6e+06,1.5e+08,-1e+06,1.49e+08,-6.3e+07,8.6e+07,8.6e+07,8.6e+07,8.6e+07,2e+08,2e+08,8.94e+08,8.94e+08,8.1e+07,2.61e+08,7.4e+07,1.436e+09,6.821e+09,4.348e+09,1e+09,9.5e+07,1.1169e+10,1.2605e+10,9.92e+08,6.83e+08,3.09e+08,5.9e+08,1.582e+09,7.82e+09,1.751e+09,1.696e+09,5.5e+07,9.571e+09,1.1153e+10,2.167e+09,1e+06,2.165e+09,7.04e+08,-1.46e+08,1.452e+09,1.452e+09,1.2605e+10,8.6e+07,3.07e+08,7.7e+07,1.05e+08,5.75e+08,-5.93e+08,-5.8e+07,-6.51e+08,2.28e+08,-1.57e+08,-5.4e+07,1.7e+07,-5.9e+07,-5.9e+07,2e+06,-5.7e+07,6.83e+08,8.41e+09,2.58e+08,0.43247,0.26312,0.06018,0.05923,0.00682,3,0.90771,7.68113,0.6672,0.88984,0.87982,14.78577,15.02375,2.66951,0.00741,0.02222,12.0205,21.83511
"21","2015_Q4",72.26515625,"Up",1.55e+09,-8.6e+08,6.9e+08,-2.44e+08,-1.78e+08,-6.6e+07,4.46e+08,-1.06e+08,-1.07e+08,1e+06,3.4e+08,0,3.4e+08,-1.25e+08,2.15e+08,2.15e+08,2.15e+08,2.15e+08,1.71e+08,1.71e+08,9.94e+08,9.94e+08,7.7e+07,1.84e+08,5.8e+07,1.426e+09,6.874e+09,4.298e+09,9.48e+08,9.3e+07,1.1172e+10,1.2598e+10,8.78e+08,4.75e+08,4.03e+08,6.39e+08,1.517e+09,7.876e+09,1.708e+09,1.653e+09,5.5e+07,9.584e+09,1.1101e+10,2.236e+09,1e+06,2.235e+09,9.19e+08,-2.18e+08,1.497e+09,1.497e+09,1.2598e+10,2.15e+08,3.15e+08,-1e+08,-1.23e+08,3.07e+08,-2.88e+08,-2.8e+07,-3.16e+08,1e+08,-1.66e+08,5.6e+07,-1e+07,-1.9e+07,-1.9e+07,-1e+07,-2.9e+07,7.61e+08,8.515e+09,4.75e+08,0.44516,0.28774,0.13871,0.14362,0.01707,2.2093,0.94001,7.4155,0.6759,2.28206,2.25862,16.45208,15.88953,5.04177,0.01834,0.04053,10.96452,18.70852
"22","2016_Q1",55.5945901639344,"Down",1.523e+09,-8.75e+08,6.48e+08,-2.46e+08,-1.8e+08,-6.6e+07,4.02e+08,-1.05e+08,-1.07e+08,2e+06,2.97e+08,-5e+06,2.92e+08,-1.23e+08,1.69e+08,1.69e+08,1.69e+08,1.69e+08,1.79e+08,1.79e+08,9.3e+08,9.3e+08,6.9e+07,1.16e+08,1.16e+08,1.294e+09,6.631e+09,4.158e+09,9.05e+08,1e+07,1.0789e+10,1.2083e+10,6.26e+08,2.71e+08,3.55e+08,6.07e+08,1.233e+09,7.555e+09,1.819e+09,1.765e+09,5.4e+07,9.374e+09,1.0607e+10,2.198e+09,1e+06,2.197e+09,1.088e+09,-2.5e+08,1.476e+09,1.476e+09,1.2083e+10,1.69e+08,3.18e+08,6e+06,-5.5e+07,4.38e+08,2.5e+07,-3.72529029846191e-09,2.2e+07,-2.76e+08,-1.22e+08,-4.9e+07,-4.47e+08,1.3e+07,1.3e+07,-5e+06,8e+06,7.2e+08,8.162e+09,8.13e+08,0.42548,0.26395,0.11097,0.1145,0.01399,4.81065,1.04947,7.18631,0.67549,1.82087,1.80724,16.40934,15.90294,8.75955,0.01475,0.07096,11.0875,19.85821
"23","2016_Q2",65.3009375,"Up",1.31e+09,-8.1e+08,5e+08,-2.44e+08,-1.77e+08,-6.7e+07,2.56e+08,-1.07e+08,-1.07e+08,0,1.49e+08,-2e+06,1.47e+08,-5.5e+07,9.2e+07,9.2e+07,9.2e+07,9.2e+07,2.19e+08,2.19e+08,8.33e+08,8.33e+08,7.4e+07,5.6e+07,5.6e+07,1.182e+09,6.467e+09,4.135e+09,8.64e+08,9e+06,1.0602e+10,1.1784e+10,6.79e+08,3.3e+08,3.49e+08,5.5e+08,1.229e+09,7.203e+09,1.851e+09,1.797e+09,5.4e+07,9.054e+09,1.0283e+10,2.222e+09,1e+06,2.221e+09,1.18e+09,-1.87e+08,1.501e+09,1.501e+09,1.1784e+10,9.2e+07,3.1e+08,-6.2e+07,2.64e+08,6.04e+08,-4e+06,-1.3e+07,-1.7e+07,-4.23e+08,-1.64e+08,2.7e+07,-5.6e+08,2.7e+07,2.7e+07,1.3e+07,4e+07,5.66e+08,7.753e+09,8.81e+08,0.38168,0.19542,0.07023,0.06129,0.00781,9.57609,0.96176,6.85077,0.65793,1.01646,1.01162,14.47354,16.5838,9.73373,0.00828,0.07933,13.31095,29.42969
"24","2016_Q3",76.6328125,"Up",1.421e+09,-8.31e+08,5.9e+08,-2.41e+08,-1.77e+08,-6.4e+07,3.49e+08,-1.3e+08,-1.32e+08,2e+06,2.19e+08,-2e+06,2.17e+08,-8.3e+07,1.34e+08,1.34e+08,1.34e+08,1.34e+08,2.65e+08,2.65e+08,8.67e+08,8.67e+08,7.1e+07,6.1e+07,6.1e+07,1.264e+09,6.762e+09,4.094e+09,8.25e+08,1e+07,1.0856e+10,1.212e+10,9.32e+08,6.09e+08,3.23e+08,5.76e+08,1.508e+09,7.265e+09,1.845e+09,1.79e+09,5.5e+07,9.11e+09,1.0618e+10,2.26e+09,1e+06,2.259e+09,1.314e+09,-1.87e+08,1.502e+09,1.502e+09,1.212e+10,1.34e+08,3.06e+08,-3.8e+07,2.41e+08,6.43e+08,-5.04e+08,-999999.999999996,-5.05e+08,6.7e+07,-1.72e+08,1.4e+07,-9.1e+07,4.7e+07,4.7e+07,-999999.999999998,4.6e+07,6.55e+08,7.841e+09,4.75e+08,0.4152,0.2456,0.0943,0.08921,0.01106,3.54478,0.8382,7.06924,0.64695,1.52109,1.51459,16.13031,17.04978,5.39191,0.01198,0.04246,11.56641,21.70774
"25","2016_Q4",91,"Up",1.508e+09,-8.52e+08,6.56e+08,-2.4e+08,-1.79e+08,-6.1e+07,4.16e+08,-1.09e+08,-1.1e+08,1e+06,3.07e+08,-4e+06,3.03e+08,-1.16e+08,1.87e+08,1.87e+08,1.87e+08,1.87e+08,2.97e+08,2.97e+08,9.29e+08,9.29e+08,7.2e+07,5.6e+07,5.6e+07,1.354e+09,6.862e+09,4.059e+09,7.82e+08,1e+07,1.0921e+10,1.2275e+10,8.11e+08,4.09e+08,4.02e+08,6.09e+08,1.42e+09,7.393e+09,1.923e+09,1.863e+09,6e+07,9.316e+09,1.0736e+10,2.271e+09,1e+06,2.27e+09,1.501e+09,-1.96e+08,1.539e+09,1.539e+09,1.2275e+10,1.87e+08,3.11e+08,-1.8e+07,-9.7e+07,3.83e+08,-3.29e+08,-1.4e+07,-3.43e+08,1.47e+08,-1.52e+08,0,-5e+06,3.5e+07,3.5e+07,-3e+06,3.2e+07,7.27e+08,8.002e+09,4.17e+08,0.43501,0.27586,0.12401,0.12151,0.01523,2.22995,0.95352,6.97596,0.65189,2.17581,2.16323,17.54611,17.9068,4.85194,0.01631,0.03637,10.59835,18.52163
"26","2017_Q1",121.65064516129,"Up",1.523e+09,-8.66e+08,6.57e+08,-2.49e+08,-1.86e+08,-6.3e+07,4.08e+08,-1.6e+08,-1.62e+08,2e+06,2.48e+08,-6e+06,2.42e+08,-8.9e+07,1.53e+08,1.53e+08,1.53e+08,1.53e+08,3.12e+08,3.12e+08,9.2e+08,9.2e+08,6.8e+07,6.1e+07,6.1e+07,1.361e+09,4.3e+08,1.0197e+10,7.42e+08,6.195e+09,1.0627e+10,1.1988e+10,5.87e+08,2.43e+08,3.44e+08,5.97e+08,1.184e+09,7.193e+09,1.963e+09,1.896e+09,6.7e+07,9.156e+09,1.034e+10,2.289e+09,1e+06,2.288e+09,1.654e+09,-2.18e+08,1.648e+09,1.648e+09,1.1988e+10,1.53e+08,3.18e+08,2.1e+07,-1.69e+08,3.23e+08,8e+06,1.49011611938477e-08,6e+06,-2.62e+08,-3.9e+07,-7e+06,-3.08e+08,2.1e+07,2.1e+07,-6e+06,1.5e+07,7.26e+08,7.79e+09,6.54e+08,0.43139,0.26789,0.10046,0.09284,0.01276,4.27451,1.14949,6.27427,0.64982,1.81456,1.79495,18.06257,19.54506,7.75635,0.01342,0.05736,10.30028,18.32843
"27","2017_Q2",111.64873015873,"Down",1.356e+09,-8.42e+08,5.14e+08,-2.55e+08,-1.93e+08,-6.2e+07,2.59e+08,-9.6e+07,-9.4e+07,-2e+06,1.63e+08,-2e+06,1.61e+08,-5.2e+07,1.09e+08,1.09e+08,1.09e+08,1.09e+08,3.37e+08,3.37e+08,8.54e+08,8.54e+08,7.5e+07,5.4e+07,5.4e+07,1.32e+09,6.533e+09,3.969e+09,7.01e+08,6e+06,1.0502e+10,1.1822e+10,7.4e+08,3.82e+08,3.58e+08,5.77e+08,1.317e+09,6.772e+09,1.98e+09,1.911e+09,6.9e+07,8.752e+09,1.0069e+10,2.277e+09,1e+06,2.276e+09,1.763e+09,-2.1e+08,1.753e+09,1.753e+09,1.1822e+10,1.09e+08,3.1e+08,-2.8e+07,2.31e+08,6.22e+08,-1.33e+08,0,-1.33e+08,-4.37e+08,-2.2e+07,-7e+06,-4.66e+08,2.3e+07,2.3e+07,2e+06,2.5e+07,5.69e+08,7.349e+09,7.19e+08,0.37906,0.191,0.08038,0.06218,0.00922,6.59633,1.00228,5.74387,0.62164,1.29061,1.27669,16.0557,20.75637,8.51331,0.00984,0.06488,12.32337,27.07336
"28","2017_Q3",119.473492063492,"Up",1.597e+09,-9.42e+08,6.55e+08,-2.82e+08,-2.18e+08,-6.4e+07,3.73e+08,-1.11e+08,-1.13e+08,2e+06,2.62e+08,-3.3e+07,2.29e+08,-8.8e+07,1.41e+08,1.41e+08,1.41e+08,1.41e+08,3.38e+08,3.38e+08,9.9e+08,9.9e+08,7.8e+07,7.7e+07,7.7e+07,1.483e+09,7.525e+09,4.276e+09,7.98e+08,10000000.000001,1.1801e+10,1.3284e+10,1.1e+09,6.92e+08,4.08e+08,6.44e+08,1.744e+09,7.571e+09,2.021e+09,1.952e+09,6.9e+07,9.592e+09,1.1336e+10,2.301e+09,1e+06,2.3e+09,1.909e+09,-1.85e+08,1.948e+09,1.948e+09,1.3284e+10,1.41e+08,3.3e+08,1e+07,2.26e+08,7.07e+08,-5.9e+08,-9.65e+08,-1.551e+09,8.37e+08,-1e+06,1.86264514923096e-09,8.36e+08,-8e+06,-8e+06,9e+06,999999.999999996,7.03e+08,8.215e+09,4.27e+08,0.41014,0.23356,0.08829,0.07238,0.01061,3.02837,0.85034,5.8193,0.61841,1.66598,1.6509,18.86926,23.01648,5.04519,0.01157,0.03505,11.20484,21.11796
"29","2017_Q4",152.196031746032,"Up",1.766e+09,-9.93e+08,7.73e+08,-3e+08,-2.37e+08,-6.3e+07,4.73e+08,-1.26e+08,-1.31e+08,5e+06,3.47e+08,-2.5e+07,3.22e+08,-1.23e+08,1.99e+08,1.99e+08,1.99e+08,1.99e+08,3.24e+08,3.24e+08,1.151e+09,1.151e+09,8.2e+07,8.2e+07,8.2e+07,1.639e+09,4.51e+08,1.1654e+10,7.59e+08,7.402e+09,1.2105e+10,1.3744e+10,1.079e+09,6.12e+08,4.67e+08,6.94e+08,1.773e+09,7.677e+09,2.083e+09,2.012e+09,7.1e+07,9.76e+09,1.1533e+10,2.323e+09,1e+06,2.322e+09,2.108e+09,-1.43e+08,2.211e+09,2.211e+09,1.3744e+10,1.99e+08,3.53e+08,2.4e+07,-1.49e+08,4.27e+08,-4.61e+08,-9.8e+07,-5.58e+08,1.46e+08,-2e+06,-3.7e+07,1.07e+08,-2.4e+07,-2.4e+07,1e+07,-1.4e+07,8.26e+08,8.371e+09,3.39e+08,0.43771,0.26784,0.11268,0.09,0.01448,1.70352,0.92442,5.21619,0.60907,2.3505,2.32498,20.85917,26.1153,4.00411,0.01571,0.02677,9.74213,17.01268
"30","2018_Q1",177.565737704918,"Up",1.922e+09,-1.095e+09,8.27e+08,-3.25e+08,-2.55e+08,-7e+07,5.02e+08,-1.26e+08,-1.26e+08,0,3.76e+08,-4e+07,3.36e+08,5.61e+08,8.97e+08,8.97e+08,8.97e+08,8.97e+08,3.52e+08,3.52e+08,1.233e+09,1.233e+09,7.5e+07,1.12e+08,1.12e+08,1.772e+09,4.67e+08,1.2791e+10,8.75e+08,7.834e+09,1.3258e+10,1.503e+10,9.45e+08,4.09e+08,5.36e+08,7.23e+08,1.668e+09,8.717e+09,1.539e+09,1.419e+09,1.2e+08,1.0256e+10,1.1924e+10,2.357e+09,1e+06,2.356e+09,3.005e+09,-1.51e+08,3.106e+09,3.106e+09,1.503e+10,8.97e+08,3.9e+08,-1e+06,-8.33e+08,4.53e+08,-1.39e+08,-1.314e+09,-1.442e+09,1.048e+09,-2.8e+07,7.45058059692383e-09,1.02e+09,3.1e+07,3.1e+07,-3e+06,2.8e+07,8.92e+08,9.44e+09,-6.41e+08,0.43028,0.26119,0.4667,0.2888,0.05968,-0.7146,1.06235,3.83902,0.62808,10.59758,10.4459,22.7074,36.69573,-7.57307,0.06368,-0.04551,10.18834,18.10359
"31","2018_Q2",163.38765625,"Down",1.734e+09,-1.088e+09,6.46e+08,-3.03e+08,-2.32e+08,-7.1e+07,3.43e+08,-1.08e+08,-1.09e+08,1e+06,2.35e+08,-3e+06,2.32e+08,-4.9e+07,1.83e+08,1.83e+08,1.83e+08,1.83e+08,2.78e+08,2.78e+08,1.154e+09,1.154e+09,8.4e+07,7.4e+07,7.4e+07,1.59e+09,4.67e+08,1.2631e+10,8.25e+08,7.691e+09,1.3098e+10,1.4688e+10,9.15e+08,5.13e+08,4.02e+08,7.26e+08,1.641e+09,8.412e+09,1.577e+09,1.455e+09,1.22e+08,9.989e+09,1.163e+10,2.328e+09,1e+06,2.327e+09,3.188e+09,-1.76e+08,3.058e+09,3.058e+09,1.4688e+10,1.83e+08,3.93e+08,-5.2e+07,1.18e+08,6.42e+08,-1.28e+08,-5.2e+07,-1.78e+08,-3.07e+08,-2.25e+08,0,-5.32e+08,-6.8e+07,-6.8e+07,-6e+06,-7.4e+07,7.36e+08,9.138e+09,7.75e+08,0.37255,0.19781,0.10554,0.05984,0.01246,4.23497,0.96892,3.80314,0.62214,2.17195,2.14693,20.58014,36.29415,9.19816,0.01329,0.05627,12.03804,25.8309
