"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",51.8819047619048,"Up",433617000,-152681000,280936000,-195378000,-195378000,85558000,-6085000,-6515000,430000,79473000,-9184000,70289000,-24349000,45940000,45940000,45940000,45940000,58319000,58319000,94361000,94361000,38100000,104164000,93869000,294944000,85258000,46137000,1239301000,210255000,879258000,121581000,1370696000,1665640000,296116000,75227000,220889000,615129000,196434000,174331000,94836000,79495000,370765000,985894000,61577000,660264000,-42095000,679746000,679746000,1665640000,45940000,17683000,13549000,1358000,78530000,-9512000,463000,-16633000,-15011000,-49242000,3389000,3389000,186000,-60678000,1219000,1219000,-4441000,-3222000,103241000,515447000,119436000,0.64789,0.19731,0.10595,0.06758,0.02758,2.59983,0.47948,1.45039,0.30946,0.92436,0.91684,8.72486,13.67726,2.40319,0.30204,0.04451,0.08721,0.32675,4.42778,5.3429
"22","2015_Q3",47.8090625,"Down",435875000,-155939000,279936000,-190091000,-190091000,89845000,-3596000,-4420000,824000,86249000,-966000,85283000,-29220000,56063000,56063000,56063000,56063000,64926000,64926000,95116000,95116000,40521000,111716000,101198000,312279000,84092000,45500000,1246914000,218552000,882788000,130279000,1376506000,1688785000,292875000,77445000,215430000,601873000,194771000,166614000,95053000,71561000,361385000,963258000,65063000,701295000,-40831000,725527000,725527000,1688785000,56063000,17995000,3928000,-9609000,68377000,-9795000,-124000,-38135000,-15032000,-10279000,746000.000000002,746000,214000,-24351000,5890999.99999999,5890999.99999999,716000,6606999.99999999,107840000,503769000,117656000,0.64224,0.20613,0.12862,0.07727,0.0332,2.09864,0.51885,1.32767,0.2983,1.12644,1.11746,8.75779,14.5776,2.36399,0.30203,0.05093,0.08429,0.26813,4.06939,4.88445
"23","2015_Q4",46.0353125,"Down",439816000,-159302000,280514000,-189641000,-189641000,90873000,-3467000,-4387000,920000,87406000,-1505000,85901000,-28984000,56917000,56917000,56917000,56917000,62895000,62895000,100380000,100380000,42195000,106269000,96344000,311739000,82768000,43774000,1254140000,227838000,883819000,127267000,1380682000,1692421000,290158000,77209000,212949000,610207000,198462000,163679000,94634000,69045000,362141000,972348000,49219000,715922000,-45068000,720073000,720073000,1692421000,56917000,18753000,4682000,-8111000,72241000,-10242000,4439000,-20936000,-14922000,10730000,-45639000,1357000,-198000,-50029000,1276000,1276000,-3307000,-2031000,109626000,518511000,120257000,0.6378,0.20662,0.12941,0.07904,0.03363,2.11285,0.51087,1.35035,0.30637,1.15226,1.14378,8.90388,14.57756,2.43455,0.30209,0.05123,0.08576,0.26217,4.15609,5.01377
"24","2016_Q1",44.6954098360656,"Down",463509000,-171287000,292222000,-199749000,-199749000,92473000,-4319000,-4977000,658000,88154000,-1680000,86474000,-26765000,59709000,59709000,59709000,59709000,62427000,62427000,123654000,123654000,41956000,95948000,95948000,323985000,85732000,41691000,1390745000,285311000,976415000,113812000,1518168000,1842153000,315998000,87575000,228423000,317043000,627973000,152068000,81076000,70992000,780041000,1097084000,49019000,751253000,-55203000,745069000,745069000,1842153000,59709000,22269000,3785000,4720000,90483000,-13712000,332999.999999999,-175436000,-14790000,114729000,-12553000,403000,-715000,86671000,1718000,1718000,-2186000,-468000,114742000,629018000,132515000,0.63046,0.19951,0.12882,0.08014,0.03241,2.21935,1.0219,1.47246,0.34146,1.22067,1.21209,9.4758,15.23191,2.70909,0.30236,0.04881,0.08683,0.2477,4.93796,6.1271
"25","2016_Q2",51.14640625,"Up",459298000,-164305000,294993000,-201471000,-201471000,93522000,-5093000,-5243000,150000,88429000,-879000,87550000,-29448000,58102000,58102000,58102000,58102000,71010000,71010000,105919000,105919000,39953000,95691000,95691000,312573000,84121000,41936000,1394127000,282646000,976508000,119689000,1520184000,1832757000,289595000,78777000,210818000,706635000,198027000,144229000,80947000,63282000,342256000,1048891000,48910000,785069000,-50113000,783866000,783866000,1832757000,58102000,21879000,12000,-7325000,72668000,-10189000,-4152000,-21008000,-14740000,-18268000,-12419000,2585000,-1268000,-46695000,4965000,4965000,3618000,8583000,115401000,615067000,127335000,0.64227,0.20362,0.1265,0.07412,0.0317,2.19158,0.44234,1.3381,0.3356,1.1911,1.18154,9.4157,16.06941,2.61039,0.30217,0.0472,0.08252,0.25369,4.71449,5.81742
"26","2016_Q3",55.09515625,"Up",450642000,-159832000,290810000,-198727000,-198727000,92083000,-4740000,-5183000,443000,87343000,-1135000,86208000,-27819000,58389000,58389000,58389000,58389000,69592000,69592000,108938000,108938000,38086000,116377000,116377000,332993000,84883000,42423000,1408603000,297515000,977092000,118273000,1535909000,1868902000,293930000,83341000,210589000,294971000,612787000,144402000,80962000,63440000,757189000,1052160000,48760000,817202000,-49220000,816742000,816742000,1868902000,58389000,22773000,3794000,-29358000,55598000,-11995000,7657000,-24533000,-14706000,-3316000,-13369000,1608000,-1409000,-32800000,-1735000,-1735000,317000.000000001,-1418000,114856000,613828000,101322000,0.64532,0.20434,0.12957,0.07149,0.03124,1.73529,1.1289,1.28824,0.32844,1.20115,1.19064,9.27037,16.80159,2.08434,0.30252,0.04641,0.06433,0.25186,4.73842,5.91028
"27","2016_Q4",54.6111111111111,"Down",458920000,-166270000,292650000,-198365000,-198365000,94285000,-4113000,-4855000,742000,90172000,-1993000,88179000,-29516000,58663000,58663000,58663000,58663000,80065000,80065000,117761000,117761000,41474000,133208000,133208000,372508000,83667000,41893000,1443080000,313878000,989641000,123846000,1568640000,1941148000,327472000,86835000,240637000,328423000,616790000,145988000,80754000,65234000,762778000,1091201000,48586000,851420000,-50059000,849947000,849947000,1941148000,58663000,23059000,4619000,-6486000,79855000,-10031000,1313000,-44858000,-14681000,4711000,-12295000,2668000,-1290000,-23555000,11442000,11442000,-969000,10473000,117344000,617741000,130343000,0.63769,0.20545,0.12783,0.06902,0.03022,2.22189,1.13423,1.28385,0.31823,1.20972,1.19848,9.46363,17.52721,2.68787,0.30274,0.04545,0.08077,0.25026,4.58205,5.70267
"28","2017_Q1",59.8277419354839,"Up",480202000,-177406000,302796000,-208675000,-208675000,94121000,-4697000,-7021000,2324000,89424000,-10975000,78449000,-24221000,54228000,54228000,54228000,54228000,76574000,76574000,152649000,152649000,40182000,128825000,128825000,398230000,86896000,42240000,1656972000,409781000,1105956000,125062000,1786108000,2184338000,379842000,106793000,273049000,415684000,722806000,164878000,85172000,79706000,887684000,1303368000,48546000,882795000,-50371000,880970000,880970000,2184338000,54228000,23872000,18162000,14929000,111191000,-14399000,314000,-189112000,-14593000,133684000,-8027000,2253000,-2016000,109048000,31127000,31127000,-603000,30524000,117993000,758648000,142744000,0.63056,0.196,0.11293,0.06155,0.02483,2.63229,0.95801,1.47947,0.34731,1.12125,1.11267,9.92891,18.21541,2.95145,0.30173,0.03814,0.0791,0.2691,5.78063,7.24678
"29","2017_Q2",57.1807936507937,"Down",487766000,-179314000,308452000,-217144000,-217144000,91308000,-3767000,-4829000,1062000,87541000,-6310000,81231000,-24165000,57066000,57066000,57066000,57066000,85512000,85512000,133076000,133076000,39650000,133285000,133285000,391523000,83484000,42690000,1644592000,390866000,1105001000,137480000,1770766000,2162289000,372432000,8.7e+07,285432000,410269000,701651000,137209000,80375000,56834000,838860000,1249129000,48502000,913847000,-49189000,913160000,913160000,2162289000,57066000,29637000,-1692000,-10667000,74344000,-11021000,461000,-15799000,-14591000,-19561000,-9989000,5013000,-5880000,-50021000,8524000,8524000,414000,8938000,120945000,739488000,123422000,0.63238,0.1872,0.11699,0.06249,0.02639,2.16279,0.95431,1.36792,0.34199,1.1809,1.17183,10.09366,18.89661,2.55405,0.30194,0.04004,0.06896,0.25569,5.40722,7.16231
"30","2017_Q3",57.455873015873,"Up",485232000,-179060000,306172000,-207956000,-207956000,98216000,-5016000,-5258000,242000,93200000,-4381000,88819000,-29240000,59579000,59579000,59579000,59579000,34780000,34780000,139332000,139332000,41434000,138733000,138733000,354279000,84279000,41851000,1688346000,405964000,1134712000,143863000,1814476000,2168755000,369415000,97248000,272167000,409216000,680652000,129898000,78665000,51233000,810550000,1219766000,48351000,948216000,-47578000,948989000,948989000,2168755000,59579000,30414000,5977000,-18736000,77234000,-11767000,278000,-80303000,-14565000,-19491000,-14165000,900999.999999999,-203000,-48424000,-51493000,-51493000,761000,-50732000,128630000,720453000,127367000,0.63098,0.20241,0.12278,0.06278,0.02747,2.13778,0.86575,1.28533,0.3322,1.23467,1.22641,10.05558,19.66613,2.63946,0.30183,0.04121,0.07079,0.24447,5.33058,6.98128
"31","2017_Q4",59.634126984127,"Up",497668000,-193378000,304290000,-204050000,-204050000,100240000,-3396000,-5708000,2312000,96844000,-47897000,48947000,-20146000,28801000,28801000,28801000,28801000,53410000,53410000,136262000,136262000,40929000,141918000,141918000,372519000,83253000,42178000,1682030000,392523000,1126086000,151893000,1807461000,2179980000,359119000,103577000,255542000,401085000,714432000,113918000,65226000,48692000,828350000,1229435000,48120000,947261000,-44836000,950545000,950545000,2179980000,28801000,31246000,33347000,-19076000,74318000,-11563000,1427000,-5.8e+07,-14516000,35462000,-17698000,2304000,-2014000,1234000,17552000,17552000,1078000,18630000,131486000,756398000,120993000,0.61143,0.20142,0.05787,0.0303,0.01321,4.201,0.92878,1.2934,0.34697,0.59901,0.59534,10.35062,19.76966,2.51644,0.30191,0.02379,0.06645,0.50401,5.34649,7.01305
"32","2018_Q1",61.5016393442623,"Up",494890000,-190955000,303935000,-201081000,-201081000,102854000,-4170000,-5564000,1394000,98684000,-4854000,93830000,-9121000,84709000,84709000,84709000,84709000,59240000,59240000,149844000,149844000,42249000,141633000,141633000,392966000,84638000,42607000,1688616000,384266000,1130934000,159756000,1815861000,2208827000,381730000,104477000,277253000,425770000,665260000,102784000,50543000,52241000,768044000,1193814000,47953000,1004657000,-37597000,1015013000,1015013000,2208827000,84709000,31355000,-14925000,11396000,112535000,-13099000,116000,-26789000,-14426000,-47575000,-14115000,815000.000000001,-9629000,-85745000,1000,1000,3117000,3117999.99999999,134209000,709300000,141627000,0.61415,0.20783,0.17117,0.08346,0.03835,1.67192,0.92295,1.17616,0.32112,1.77038,1.75975,10.34296,21.21328,2.95994,0.3015,0.05426,0.07751,0.1703,4.84364,6.32022
"33","2018_Q2",58.52359375,"Down",491914000,-188758000,303156000,-211154000,-211154000,92002000,-4290000,-5579000,1289000,87712000,-4294000,83418000,-20082000,63336000,63336000,63336000,63336000,67728000,67728000,135979000,135979000,42384000,153847000,153847000,399938000,82665000,42858000,1748355000,393890000,1161325000,182823000,1873878000,2273816000,374802000,99474000,275328000,375633000,741702000,104811000,56699000,48112000,846513000,1222146000,47841000,1050064000,-46235000,1051670000,1051670000,2273816000,63336000,31141000,-945000,-12744000,80788000,-14034000,-450000,-66853000,-14393000,32425000,-14827000,5169000,-7762000,-4557000,9378000,9378000,-890000,8488000,123143000,742533000,116447000,0.61628,0.18703,0.12875,0.06022,0.02785,1.83856,1.0647,1.1621,0.32656,1.32627,1.31903,10.30079,22.0222,2.43843,0.30139,0.04093,0.06132,0.22725,5.47985,7.33468
"34","2018_Q3",50.5619047619048,"Down",488244000,-190201000,298043000,-209585000,-209585000,88458000,-3694000,-6129000,2435000,84764000,-5635000,79129000,-18921000,60208000,60208000,60208000,60208000,68594000,68594000,131132000,131132000,43233000,166445000,166445000,409404000,81751000,43172000,1758917000,386143000,1173475000,193699000,1883840000,2293244000,3.51e+08,105281000,245719000,351765000,766039000,100304000,55828000,44476000,866343000,1218108000,47623000,1076683000,-49170000,1075136000,1075136000,2293244000,60208000,32376000,-3597000,-22839000,66148000,-14006000,1132000,-50710000,-14369000,24165000,-19402000,597999.999999999,-4106000,-13712000,1726000,1726000,-860000,866000,120834000,766804000,102910000,0.61044,0.18118,0.12332,0.056,0.02625,1.70924,1.16386,1.13298,0.33438,1.26503,1.26019,10.25852,22.58974,2.16225,0.30191,0.0384,0.05299,0.23866,5.77826,7.89312
"35","2018_Q4",40.2109523809524,"Down",493191000,-197635000,295556000,-208533000,-208533000,87023000,-4888000,-7245000,2357000,82135000,-104305000,-22170000,-8913000,-31083000,-31083000,-31083000,-31083000,57851000,57851000,157139000,157139000,45118000,157234000,157234000,417342000,83507000,43520000,1722998000,396641000,1125954000,195547000,1850025000,2267367000,332520000,97991000,234529000,333305000,890098000,88669000,46339000,42330000,978767000,1312072000,46305000,957979000,-48989000,955295000,955295000,2267367000,-31083000,33406000,93663000,-23820000,72166000,-14526000,356000,-114361000,-14181000,123771000,-78471000,1533000,-229000,30890000,-11305000,-11305000,562000,-10743000,120429000,890883000,90996000,0.59927,0.17645,-0.06302,-0.03254,-0.01371,-2.92752,1.25213,1.37347,0.39292,-0.66444,-0.66412,10.54255,20.42058,1.94515,0.30314,-0.00874,0.04703,-0.45623,6.9172,9.57255
"36","2019_Q1",38.0537704918033,"Down",524676000,-215154000,309522000,-224728000,-224728000,84794000,-5718000,-8159000,2441000,79076000,-6821999.99999997,72254000,-15085000,57169000,57169000,57169000,57169000,59740000,59740000,173862000,173862000,46441000,170003000,170003000,450046000,90342000,43773000,1720935000,359965000,1160626000,196108000,1855050000,2305096000,391259000,106978000,284281000,392050000,911073000,86560000,46680000,39880000,997633000,1389683000,44647000,927345000,-56579000,915413000,915413000,2305096000,57169000,34177000,29550000,-682999.999999996,120213000,-19672000,44000,-21135000,-13726000,-1568999.99999999,-79777000,223000,20271000,-74801000,24277000,24277000,-6448000,17829000,118971000,911864000,113701000,0.58993,0.16161,0.10896,0.06245,0.0248,1.98886,1.14793,1.51809,0.39559,1.26374,1.26015,11.59813,20.23549,2.5134,0.30342,0.03704,0.05941,0.2401,7.16245,10.04934
"37","2019_Q2",36.0585714285714,"Down",499065000,-199623000,299442000,-230177000,-230177000,69265000,-7535000,-9301000,1766000,61730000,-5492000,56238000,-15048000,41190000,41190000,41190000,41190000,61529000,61529000,156840000,156840000,45052000,167727000,167727000,431148000,89926000,44422000,1756915000,339639000,1160821000,251003000,1891263000,2322411000,356449000,91781000,264668000,356449000,9.46e+08,122399000,49567000,72832000,1068399000,1424848000,43638000,908614000,-54689000,897563000,897563000,2322411000,41190000,32419000,9135000,-37345000,45399000,-14619000,236000,-14827000,-13118000,3.6e+07,-48452000,1548000,-13837000,-39407000,-8835000,-8835000,2076000,-6759000,101684000,9.46e+08,64768000,0.60001,0.13879,0.08253,0.04589,0.01774,1.57242,1.20956,1.58746,0.40734,0.93688,0.93476,11.35142,20.4154,1.47317,0.29837,0.02762,0.03294,0.31848,8.69823,12.76938
"38","2019_Q3",38.33671875,"Up",493986000,-202528000,291458000,-222292000,-222292000,69166000,-7071000,-9239000,2168000,62095000,-17342000,44753000,-12171000,32582000,32582000,32582000,32582000,66732000,66732000,152784000,152784000,46097000,179464000,179464000,445077000,91494000,44396000,1733071000,325659000,1158813000,241785000,1868961000,2314038000,349634000,95412000,254222000,349634000,9.51e+08,119255000,51910000,67345000,1070255000,1419889000,42928000,904748000,-53527000,894149000,894149000,2314038000,32582000,32517000,14411000,-19805000,59705000,-17725000,874000,-17973000,-13135000,5e+06,-28807000,89000.0000000002,-1152000,-38094000,3637999.99999999,3637999.99999999,1920000,5558000,101683000,9.51e+08,76324000,0.59001,0.14002,0.06596,0.03644,0.01408,2.34252,1.27298,1.58798,0.41097,0.75024,0.74759,11.37457,20.58875,1.75744,0.30245,0.02327,0.03885,0.40314,8.69632,12.78472
"39","2019_Q4",43.12078125,"Up",493594000,-203724000,289870000,-213318000,-213318000,76552000,-6527000,-8711000,2184000,70025000,-417235000,-347210000,28717000,-318493000,-318493000,-318493000,-318493000,73472000,73472000,142845000,142845000,42194000,167205000,167205000,425716000,92661000,44616000,1325970000,287498000,800286000,231342000,1463247000,1888963000,361847000,97588000,264259000,361847000,9.24e+08,77589000,10257000,67332000,1001589000,1363436000,42099000,540612000,-57184000,525527000,525527000,1888963000,-318493000,30494000,366183000,24736000,102920000,-21152000,2037000,-13732000,-12815000,-2.7e+07,-38129000,1522000,-1799000,-79743000,9445000,9445000,-1392000,8053000,107046000,9.24e+08,81913000,0.58726,0.15509,-0.64525,-0.60604,-0.16861,-0.25719,1.17651,2.59442,0.48916,-7.48655,-7.53152,11.60251,12.35313,1.92546,0.30123,-0.20017,0.05364,-0.04024,7.94544,11.11046
"40","2020_Q1",33.6037096774194,"Down",522070000,-207060000,315010000,-225906000,-225906000,89104000,-6356000,-7431000,1075000,82748000,-52269000,30478999.9999999,-9537000,20942000,20942000,20942000,20942000,73620000,73620000,163421000,163421000,39921000,195249000,195249000,472211000,96467000,44995000,1329638000,276122000,804487000,245122000,1471100000,1943311000,291536000,112198000,179338000,407947000,883500000,81003000,14898000,66105000,964503000,1372450000,46212000,572596000,-47947000,570861000,570861000,1943311000,20941999.9999999,30606000,66397000,-39316000,78629000,-13099000,-698000,-25865000,-12674000,-40500000,39000,39000.0000000002,20231000,-32904000,19860000,19860000,2840000,22700000,119710000,883500000,76832000,0.60339,0.17067,0.0401100000000001,0.03668,0.01078,3.6688,1.15753,2.40418,0.45464,0.496489999999999,0.496490000000001,12.37719,13.53393,1.82153,0.30047,0.02189,0.05004,0.6052,6.76535,9.08915
"41","2020_Q2",22.0942857142857,"Down",486423000,-202049000,284374000,-237204000,-237204000,47170000,-2527000,-6999000,4472000,44643000,-107984000,-63341000,3210000,-60131000,-60131000,-60131000,-60131000,310146000,310146000,158681000,158681000,42681000,174696000,174696000,686204000,94291000,45588000,1218453000,240014000,736688000,233172000,1358332000,2044536000,269391000,108271000,161120000,358701000,1.14e+09,71868000,4960000,66908000,1211868000,1570569000,41691000,492230000,-59954000,473967000,473967000,2044536000,-60131000,28430000,104268000,-46099000,26468000,-14269000,354000,-13915000,-12714000,256500000,-12264000,1736000,-20366000,211156000,223709000,223709000,-12717000,210992000,75600000,1.14e+09,12022000,0.58462,0.09697,-0.12362,-0.12687,-0.02941,-0.19993,1.91303,3.31367,0.55758,-1.43074,-1.42948,11.57378,11.27741,0.28605,0.30251,-0.02813,0.00713,-0.21144,10.9769,17.59283
"42","2020_Q3",23.03640625,"Up",410405000,-162283000,248122000,-198570000,-198570000,49552000,-4363000,-6172000,1809000,45189000,-29013000,16175999.9999999,-4862000,11314000,11314000,11295000,11295000,371951000,371951000,140285000,140285000,47525000,156489000,156489000,716250000,77857000,44405000,1221570000,230745000,736748000,248148000,1343832000,2060082000,277849000,103639000,174210000,358521000,1.14e+09,76223000,3243000,72980000,1216223000,1574744000,46805000,494243000,-55779000,485269000,485338000,2060082000,11314000,26663000,31313000,13891000,83181000,-12816000,1483000,-11333000,-12750000,0,675000.000000007,675000,-13471000,-25546000,46302000,46302000,6227000,52529000,76215000,1.14e+09,82152000,0.60458,0.12074,0.0275199999999999,0.02327,0.00548,7.27331,1.99779,3.24463,0.55338,0.2698,0.26953,9.80329,11.59156,1.96235,0.30456,0.01413,0.04828,1.12882,10.0774,15.49986
"43","2020_Q4",23.26984375,"Up",439460000,-174460000,2.65e+08,-198871000,-198871000,66129000,-2882000,-5083000,2201000,63247000,-21709000,41538000,-12094000,29444000,29444000,29417000,29417000,310430000,310430000,138349000,138349000,50512000,178645000,178645000,677936000,80694000,45522000,1203027000,234764000,736779000,225650000,1329243000,2007179000,274662000,113120000,161542000,378859000,1.04e+09,76876000,4794000,72082000,1116876000,1495735000,53447000,510805000,-52904000,511348000,511444000,2007179000,29444000,27972000,23896000,-24150000,57162000,-5909000,-511000,-6420000,-12593000,-1e+08,637000,637000,19705000,-92251000,-41509000,-41509000,3193000,-38316000,94101000,1.04e+09,76136000,0.60301,0.15048,0.06694,0.05752,0.01466,2.58816,1.78942,2.92453,0.51814,0.70226,0.70159,10.49106,12.20721,1.81757,0.30063,0.0258,0.04676,0.42809,7.75305,11.03253
"44","2021_Q1",34.3750819672131,"Up",454493000,-191979000,262514000,-207013000,-207013000,55501000,-4154000,-4886000,732000,51347000,-18917000,32430000,-7722000,24708000,24708000,24663000,24663000,123122000,123122000,161959000,161959000,40130000,181420000,154205000,506631000,88680000,45919000,1200945000,246760000,702958000,244585000,1335544000,1842175000,294173000,116990000,177183000,411820000,8.4e+08,76963000,5401000,71562000,916963000,1328783000,59531000,495153000,-41433000,513251000,513392000,1842175000,24708000,27727000,34495000,-36188000,50742000,-31013000,2742000,-24425000,-12689000,-2e+08,699000,699000,8076000,-203914000,-177597000,-177597000,6990000,-170607000,83228000,8.4e+08,23749000,0.5776,0.12212,0.05426,0.04804,0.01339,0.962940000000001,1.23022,2.58824,0.45598,0.58801,0.57803,10.83597,12.23687,0.56622,0.30253,0.02611,0.0166,0.5145,8.61342,12.91649
"45","2021_Q2",41.3328571428571,"Up",441264000,-178509000,262755000,-212436000,-212436000,50319000,-2491000,-4524000,2033000,47828000,-14313000,33515000,-9190000,24325000,24325000,24292000,24292000,125440000,125440000,139547000,139547000,37119000,202390000,202390000,504496000,87836000,46147000,1254773000,254152000,736862000,259123000,1388756000,1893252000,283987000,109064000,174923000,404568000,8.4e+08,89865000,15265000,74600000,929865000,1334433000,64410000,534059000,-39824000,558645000,558819000,1893252000,24325000,27780000,26421000,-38945000,39581000,-21670000,-180000,-21850000,-12932000,0,673000,673000,-1972000,-14231000,3500000,3500000,1606000,5106000,78099000,8.4e+08,26674000,0.59546,0.11403,0.05505,0.04347,0.01283,1.09806,1.247,2.38795,0.44368,0.57775,0.57152,10.49479,13.28652,0.6344,0.30757,0.025,0.01792,0.53236,9.14941,14.2006
"46","2021_Q3",37.526875,"Down",478217000,-206576000,271641000,-233908000,-233908000,37733000,-7401000,-9530000,2129000,30332000,-11364000,18968000,-6840000,12128000,12128000,12099000,12099000,163338000,163338000,172901000,172901000,33267000,233852000,233852000,603358000,96354000,46493000,2271271000,521452000,1439303000,307129000,2414118000,3017476000,335194000,137303000,197891000,527235000,1776281000,161689000,64723000,96966000,1937970000,2465205000,84144000,505753000,-37829000,552068000,552271000,3017476000,12128000,33244000,27475000,-28617000,44230000,-24945000,-1178000,-982840000,-12920000,1007850000,14179000,14179000,-18721000,990388000,51778000,51778000,1781000,53559000,70977000,1833411000,24255000,0.56803,0.0789,0.0253,0.02191,0.00401,2.00471,1.14438,4.46376,0.6076,0.28776,0.28466,11.37366,13.1301,0.57687,0.30728,0.00982,0.00952,1.06786,23.52978,44.26028
"47","2021_Q4",32.8653125,"Down",532141000,-244151000,287990000,-239251000,-239251000,48739000,-19212000,-21494000,2282000,29527000,-12335000,17192000,-4691000,12501000,12501000,12464000,12464000,121064000,121064000,174546000,174546000,35355000,236561000,236561000,567526000,129712000,46832000,2262123000,515936000,1435483000,308414000,2438667000,3006193000,342123000,138339000,203784000,540887000,1.719e+09,188440000,66637000,121803000,1907440000,2448327000,92757000,505100000,-40231000,557626000,557866000,3006193000,12502000,41905000,28419000,-17408000,65418000,-34466000,147000,-31671000,-12843000,-58438000,1179000,1179000,5565000,-64537000,-30790000,-30790000,-4180000,-34970000,90644000,1776167000,43461000,0.54119,0.09159,0.02342,0.02234,0.00415,3.48692,1.04925,4.38874,0.59084,0.2919,0.28919,12.46232,13.05916,1.01782,0.30077,0.01003,0.01723,1.03041,18.25938,33.95849
"48","2022_Q1",29.5293548387097,"Down",570575000,-255034000,315541000,-255428000,-255428000,60113000,-19247000,-20006000,759000,40866000,-16738000,24128000,-10310000,13818000,13818000,13778000,13778000,41231000,41231000,197947000,197947000,34928000,346367000,308724000,620473000,125966000,47201000,2280744000,510724000,1430141000,337699000,2453911000,3074384000,369904000,153072000,216832000,683358000,1625752000,190676000,75121000,115555000,1816428000,2499786000,100047000,505763000,-31492000,574318000,574598000,3074384000,13817000,45838000,31385000,-29448000,61592000,-28170000,2375000,-30240000,-12959000,-94438000,812000.000000002,812000.000000002,107926000,1341000,32693000,32693000,-305999.999999999,32387000,105951000,1682949000,58643000,0.55302,0.10536,0.02415,0.02398,0.00448,4.25628,0.90798,4.3505,0.54741,0.32267,0.31968,13.36241,13.45007,1.37337,0.30349,0.01092,0.02395,0.94056,15.49507,27.31053
"49","2022_Q2",24.1672580645161,"Down",556015000,-249194000,306821000,-259699000,-259699000,47122000,-18320000,-20324000,2004000,28802000,-16244000,12558000,-2878000,9680000,9680000,9644000,9644000,44059000,44059000,184335000,184335000,34527000,255263000,207299000,518184000,124270000,47380000,2264475000,499531000,1430156000,332831000,2436125000,2954309000,348180000,146267000,201913000,561362000,1635191000,178741000,68324000,110417000,1813932000,2375294000,105599000,502125000,-29025000,578699000,579015000,2954309000,9680000,41597000,23325000,-40337000,34265000,-20844000,515000,-20329000,-13317000,8562000,798000,798000,-106011000,-109968000,-96032000,-96032000,1320000,-94712000,88719000,1692418000,30416000,0.55182,0.08475,0.01734,0.01666,0.00326,3.15388,0.92308,4.1023,0.57286,0.22597,0.22376,13.02784,13.55934,0.71267,0.31203,0.00937,0.01241,1.38086,18.57955,34.98067
"50","2022_Q3",20.21125,"Down",562953000,-264112000,298841000,-249626000,-249626000,49215000,-18935000,-21348000,2413000,30280000,2345000,32625000,-10529000,22096000,22096000,22061000,22061000,43262000,43262000,186591000,186591000,37505000,258844000,217784000,526202000,127786000,47220000,2239181000,480494000,1431457000,325183000,2414187000,2940389000,343732000,147957000,195775000,553089000,1618357000,172152000,63198000,108954000,1790509000,2343598000,110497000,510897000,-24954000,596440000,596791000,2940389000,22096000,45047000,177000,-29398000,37922000,-24402000,380000,-147000.000000007,-13274000,-17938000,806000,806000,-3904000,-34310000,3465000,3465000,-4656000,-1191000,94262000,1675614000,50991000,0.53085,0.08742,0.03919,0.03697,0.0075,2.31136,0.95139,3.927,0.56986,0.51541,0.51029,13.15219,13.93454,1.1913,0.31012,0.01445,0.02086,0.6017,17.31718,33.16777
