"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_revenue_long_term","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",37.3806349206349,"Down",1387900000,-613900000,7.74e+08,-415200000,-102600000,-312600000,358800000,-40300000,-59400000,16100000,3e+06,318500000,318500000,-122400000,196100000,196100000,196100000,195800000,65200000,65200000,437300000,289700000,534200000,142300000,1326400000,1.1316e+10,464100000,2029100000,441900000,1587200000,13809200000,15135600000,350700000,291900000,989800000,5.63e+08,426800000,219800000,219800000,1560300000,4169200000,4865100000,203500000,604700000,2942400000,1114500000,9034300000,10594600000,30400000,4510600000,4510600000,4.541e+09,4.541e+09,15135600000,196100000,107300000,-51100000,77700000,3.3e+08,-153200000,-1300000,-1800000,-156300000,-95300000,-63900000,-1.5e+07,3800000,-170400000,3300000,3300000,3300000,466100000,5.159e+09,5.13e+08,0.55768,0.25852,0.14108,0.04312,0.01294,2.62002,0.85009,2.3331,0.34085,0.86829,0.86142,6.15477,20.00266,2.27494,0.42262,6,0.01999,0.03522,0.48672,10.92856,14.19677
"22","2015_Q3",38.46078125,"Up",991200000,-3.53e+08,638200000,-472400000,-103500000,-368900000,165800000,-21400000,-61800000,14300000,26100000,144400000,144400000,-63200000,81200000,81200000,81200000,80900000,214400000,214400000,667500000,562500000,832400000,306900000,2276800000,18529400000,1169700000,6638600000,3386500000,3252100000,26337700000,28614500000,912800000,777100000,1434700000,826300000,608400000,592800000,592800000,2940300000,8547600000,8588400000,4.28e+08,596200000,4624300000,2939900000,1.7136e+10,20076300000,81500000,8456700000,8456700000,8538200000,8538200000,28614500000,81200000,107800000,15100000,182400000,386500000,-193600000,-1330700000,1400000,-1522900000,-95200000,1396600000,-4800000,-1.1e+07,1285600000,149200000,149200000,149200000,273600000,9982300000,325600000,0.64387,0.16727,0.08162,0.00948000000000001,0.00283,4.02472,0.77434,2.35135,0.34885,0.3556,0.35312,4.35692,37.17231,1.43121,0.41846,5,0.0065,0.01201,1.17676,35.70139,58.91375
"23","2015_Q4",40.6446875,"Up",1698700000,-590600000,1108100000,-762400000,-176500000,-585900000,345700000,-52100000,-103200000,4e+07,11100000,293600000,293600000,-110500000,183100000,183100000,183100000,182500000,22200000,22200000,844700000,719800000,595200000,204200000,2181900000,18785200000,1096400000,6706100000,3389100000,3.317e+09,26587700000,28769600000,932500000,777600000,1267500000,661500000,6.06e+08,466800000,466800000,2666800000,8.727e+09,8664400000,427700000,588100000,4690400000,2958200000,17391400000,20058200000,81500000,4353800000,3200000,8711400000,8711400000,28769600000,183100000,175800000,-26600000,25600000,357900000,-418300000,-3500000,5100000,-416700000,-120400000,19700000,-19900000,-12800000,-133400000,-192200000,-192200000,-192200000,521500000,9994500000,239300000,0.65232,0.20351,0.10744,0.02095,0.00634,1.31123,0.81817,2.30252,0.3474,0.57808,0.57553,5.38074,27.33576,0.758,0.38137,6,0.01107,0.00874,0.65973,19.12234,28.84669
"24","2016_Q1",44.9980327868852,"Up",1848300000,-682600000,1165700000,-785500000,-179200000,-606300000,380200000,-62600000,-1.07e+08,25700000,18700000,317600000,317600000,-137700000,179900000,179900000,179900000,179300000,49800000,49800000,1028600000,6.87e+08,441400000,344600000,2206800000,19189700000,1380900000,6577800000,3023500000,3554300000,27148400000,29355200000,985100000,815400000,1252700000,1.095e+09,157700000,471200000,471200000,2.709e+09,9124100000,8836900000,543100000,579400000,4622300000,3092100000,1.7961e+10,2.067e+10,30400000,4350400000,3200000,8685200000,8685200000,29355200000,179900000,192600000,140200000,-293500000,219200000,-472200000,-3099999.99999988,53700000,-421600000,-144500000,4.31e+08,-4899999.99999999,-51600000,2.3e+08,27600000,27600000,27600000,572800000,10376800000,-55200000,0.63069,0.2057,0.09701,0.02064,0.00611,-0.30786,0.81462,2.37991,0.35349,0.56794,0.56508,5.85461,27.41463,-0.17485,0.45771,6,0.01161,-0.00198,0.80591,18.02898,27.16202
"25","2016_Q2",48.7415625,"Up",2194800000,-838900000,1355900000,-766600000,-187900000,-578700000,589300000,-29700000,-100900000,38500000,32700000,559600000,559600000,-213100000,346500000,346500000,346500000,346200000,34700000,34700000,1088100000,470700000,302900000,302900000,1896400000,1.9259e+10,1.51e+09,6439200000,2999100000,3440100000,27208200000,29104600000,805700000,584400000,1048800000,896400000,152400000,375300000,375300000,2229800000,8955800000,9070300000,541100000,576100000,4856500000,3096600000,18026100000,20255900000,30400000,4324300000,3200000,8848700000,8848700000,29104600000,346500000,191900000,119600000,37900000,695900000,-205500000,-9e+06,26100000,-188400000,-156200000,-3.38e+08,-38200000,9800000,-522600000,-15100000,-15100000,-15100000,781200000,10004600000,826700000,0.61778,0.2685,0.15774,0.03912,0.0119,2.38793,0.85048,2.28914,0.34375,1.09661,1.09177,6.95217,27.93253,2.61863,0.49477,6,0.01799,0.02961,0.45118,12.76229,16.91821
"26","2016_Q3",50.99625,"Up",1.602e+09,-508300000,1093700000,-761600000,-1.9e+08,-571600000,332100000,-36800000,-100100000,30900000,32400000,295300000,295300000,-113600000,181700000,181700000,181700000,181400000,32100000,32100000,914900000,494500000,324400000,324400000,1765900000,19398900000,1.513e+09,6497500000,3046200000,3451300000,27409400000,29175300000,7.55e+08,620500000,1023600000,927800000,95800000,358500000,358500000,2137100000,8902100000,9272200000,541900000,572300000,4938300000,3219700000,18174300000,20311400000,30400000,4314100000,3200000,8863900000,8863900000,29175300000,181700000,194100000,51400000,1.01e+08,528200000,-252200000,-3100000,-5400000,-260700000,-156200000,-70999999.9999999,-2.1e+07,-21900000,-270100000,-2600000.00000001,-2600000.00000001,-2600000.00000001,526200000,9925700000,488600000,0.68271,0.2073,0.11323,0.02047,0.00622,2.6935,0.82631,2.29147,0.34021,0.57478,0.57224,5.07605,27.98954,1.54816,0.49493,7,0.01203,0.01741,0.86108,18.80198,29.79103
"27","2016_Q4",47.2563492063492,"Down",1712500000,-554700000,1157800000,-758800000,-191600000,-567200000,3.99e+08,-53300000,-99100000,38300000,7500000,345700000,345700000,-128400000,217300000,217300000,217300000,2.17e+08,2.5e+07,2.5e+07,871500000,654300000,266900000,266900000,1817700000,19612200000,1544500000,6469100000,3046200000,3422900000,27625800000,29443500000,906500000,663500000,878800000,789400000,89400000,240200000,240200000,2025500000,9088100000,9.408e+09,545100000,569500000,5.067e+09,3226400000,18496100000,20521600000,30400000,4.312e+09,3200000,8921900000,8921900000,29443500000,217300000,195500000,1.04e+08,-1.9e+07,497800000,-381200000,-1.5e+07,3700000,-392500000,-156200000,49900000,-6e+06,-1e+05,-112400000,-7100000,-7100000,-7100000,594500000,9966900000,322700000,0.67609,0.23299,0.12672,0.02432,0.00737,1.4871,0.89741,2.30014,0.33851,0.68758,0.68476,5.42617,28.17332,1.0225,0.49493,7,0.01319,0.0114,0.71982,16.72313,24.91704
"28","2017_Q1",48.9893548387097,"Up",1.963e+09,-745500000,1217500000,-855800000,-193100000,-662700000,361700000,-55600000,-102600000,38800000,8200000,306100000,306100000,-111400000,194700000,194700000,194700000,194400000,37500000,37500000,1241700000,587600000,301900000,301900000,2168700000,19915500000,1443900000,6595100000,3046200000,3548900000,27954500000,30123200000,1025300000,861500000,1017400000,860200000,157200000,388900000,388900000,2431600000,9158200000,9573200000,498600000,566200000,5146600000,3361800000,18731400000,2.1163e+10,30400000,4.313e+09,3200000,8960200000,8960200000,30123200000,194700000,181100000,89700000,-83900000,381600000,-418500000,-15200000,5200000,-428500000,-156300000,218300000,-1200000,-1400000,59400000,12500000,12500000,12500000,542800000,10175600000,151800000,0.62022,0.18426,0.09903,0.0217,0.00645,0.78086,0.89188,2.36189,0.3378,0.61616,0.61402,6.22187,28.30365,0.48114,0.4954,7,0.01222,0.00529,0.80401,18.67741,28.02903
"29","2017_Q2",51.8073015873016,"Up",2304500000,-941100000,1363400000,-748700000,-194600000,-554100000,614700000,-44500000,-104700000,41900000,18300000,570200000,570200000,-213300000,356900000,356900000,356900000,356600000,45700000,45700000,1191400000,417100000,201100000,201100000,1855300000,19990200000,1513300000,6657800000,3046200000,3611600000,28161300000,30016600000,804900000,582300000,828400000,670400000,1.58e+08,421300000,421300000,2054600000,9143600000,9662400000,458900000,5.61e+08,5287400000,3355100000,1.8806e+10,20860600000,30400000,4300900000,3200000,9.156e+09,9.156e+09,30016600000,356900000,194600000,18300000,144800000,714600000,-316600000,-27600000,11100000,-333100000,-164100000,-201800000,-14300000,-6e+05,-380800000,7e+05,7e+05,7e+05,809300000,9.972e+09,850800000,0.59163,0.26674,0.15474,0.03895,0.01188,2.38587,0.903,2.27835,0.33222,1.12991,1.12421,7.30196,28.91508,2.69582,0.51996,5,0.01809,0.02955,0.46018,12.26529,16.1482
"30","2017_Q3",53.9409523809524,"Up",1631500000,-541800000,1089700000,-727500000,-197700000,-529800000,362200000,-4.7e+07,-101900000,41800000,13100000,315200000,315200000,-115800000,199400000,199400000,199400000,199100000,36500000,36500000,1004300000,5.1e+08,228900000,228900000,1779700000,20524300000,1.544e+09,6711600000,3053500000,3658100000,28779900000,30559600000,864100000,724100000,1483200000,774800000,708400000,4.4e+08,4.4e+08,2787300000,8799700000,9789400000,4.51e+08,554600000,5416100000,3367700000,18589100000,21376400000,30400000,4293300000,3200000,9183200000,9183200000,30559600000,199400000,197700000,5.6e+07,99200000,552300000,-452700000,-248900000,-1500000,-703100000,-164200000,311800000,-9800000,-2100000,135700000,-15100000,-15100000,-15100000,559900000,10282900000,322200000,0.66791,0.222,0.12203,0.02168,0.00652,1.61828,0.6385,2.32777,0.33649,0.63086,0.62728,5.16952,29.00127,1.02091,0.52028,5,0.01242,0.01101,0.82471,18.30041,28.28934
"31","2017_Q4",57.1515873015873,"Up",1657500000,-542700000,1114800000,-722600000,-201200000,-521400000,392200000,-46800000,-103800000,39200000,17800000,345400000,345400000,-129700000,215700000,215700000,215700000,215400000,18100000,18100000,9.48e+08,672200000,1.85e+08,1.85e+08,1823300000,20882900000,1560800000,6.746e+09,3053500000,3692500000,29189700000,3.1013e+10,880700000,743900000,1702800000,993500000,709300000,442600000,442600000,3026100000,8785800000,9975400000,463200000,549200000,5.616e+09,3.347e+09,18761200000,21787300000,30400000,4284600000,3200000,9225700000,9225700000,3.1013e+10,215700000,201200000,110500000,-48600000,478800000,-517200000,-12800000,4e+05,-529600000,-164100000,206400000,-10900000,-4e+05,3.1e+07,-19800000,-19800000,-19800000,593400000,10488600000,157300000,0.67258,0.23662,0.12995,0.02335,0.00695,0.73027,0.60252,2.36159,0.3382,0.68251,0.67843,5.2519,29.13593,0.49842,0.51996,4,0.01278,0.0053,0.76184,17.64493,26.69684
"32","2018_Q1",53.285737704918,"Down",2.055e+09,-797200000,1257800000,-850800000,-205100000,-645700000,4.07e+08,-49400000,-105300000,31400000,24500000,357600000,357600000,75300000,432900000,432900000,432900000,432600000,38900000,38900000,1350700000,5.39e+08,284900000,284900000,2213500000,2.1347e+10,1553400000,6476600000,3053500000,3423100000,2.9377e+10,31590500000,1207500000,859900000,2286700000,1444600000,842100000,375100000,375100000,3869300000,8746600000,9482800000,397400000,543300000,2999800000,5542300000,18229400000,22098700000,30400000,4281700000,3200000,9491800000,9491800000,31590500000,432900000,205100000,-235800000,-69300000,332900000,-6.49e+08,-46300000,7e+06,-688300000,-164100000,548500000,-5500000,-3400000,375500000,20100000,20100000,20100000,612100000,11033300000,-181500000,0.61207,0.19805,0.21051,0.04558,0.01369,-0.41956,0.57207,2.32819,0.34926,1.37072,1.36596,6.51141,29.97909,-0.5751,0.51996,5,0.01988,-0.00605,0.37933,17.96177,27.01327
"33","2018_Q2",53.8596875,"Up",2286500000,-972100000,1314400000,-769300000,-208600000,-560700000,545100000,-66400000,-106700000,32800000,7500000,478700000,478700000,-88300000,390400000,390400000,390400000,390100000,48100000,48100000,1356800000,3.76e+08,199900000,199900000,1980800000,21466300000,1598900000,6739600000,3052800000,3686800000,29804800000,31785600000,700200000,592800000,2158200000,1200300000,957900000,747500000,747500000,3605900000,8617500000,9.864e+09,523100000,538100000,3069900000,5732900000,18481500000,22087400000,30400000,4270500000,3200000,9698200000,9698200000,31785600000,390400000,208600000,153100000,141900000,8.94e+08,-438800000,-12800000,15800000,-435800000,-174200000,-256900000,-13700000,-3e+05,-445100000,13100000,13100000,13100000,753700000,10775700000,545100000,0.57485,0.2384,0.17061,0.04022,0.01227,1.39733,0.54932,2.27747,0.33901,1.23645,1.23099,7.24723,30.64279,1.72773,0.55214,6,0.0186,0.01797,0.44655,14.23325,19.68006
"34","2018_Q3",58.2660317460317,"Up",1672500000,-547700000,1124800000,-7.94e+08,-206700000,-587300000,330800000,-48400000,-108500000,28700000,31400000,282400000,282400000,-51100000,231300000,231300000,231300000,2.31e+08,29800000,29800000,1086100000,466600000,227900000,227900000,1810400000,21078400000,1596600000,7452200000,3052800000,4399400000,30127200000,31937600000,1025200000,6.81e+08,1663500000,1.37e+09,293500000,364500000,364500000,3053200000,9209300000,9918900000,490400000,531800000,3117100000,5779600000,19128200000,22181400000,30400000,4274200000,3200000,9756200000,9756200000,31937600000,231300000,206700000,21300000.0000001,160100000,619400000,-468800000,-96700000,4500000,-5.61e+08,-174500000,100900000,-1e+06,-3500000,-78099999.9999999,-19700000,-19700000,-19700000,537500000,10872800000,279900000,0.67253,0.19779,0.13812,0.02368,0.00723,1.21169,0.59295,2.27357,0.34044,0.73217,0.72894,5.30111,30.82662,0.88716,0.55309,6,0.01327,0.00916,0.75541,20.17302,32.77811
"35","2018_Q4",61.8634920634921,"Up",1643700000,-524100000,1119600000,-816900000,-212800000,-604100000,302700000,-52200000,-1.12e+08,33700000,26100000,250500000,250500000,-1.7e+07,233500000,233500000,233500000,233200000,14500000,14500000,1017300000,608500000,199400000,199400000,1839700000,21663700000,1613700000,7445300000,3052800000,4392500000,30722700000,32562400000,1050900000,690400000,2157700000,1788300000,369400000,393900000,393900000,3602500000,9.119e+09,9998200000,489100000,525900000,3172100000,5811100000,19117200000,22719700000,30400000,4264800000,3200000,9805700000,9842700000,32562400000,233500000,212800000,23400000,25100000,494800000,-5.72e+08,-154800000,3600000,-723200000,-174300000,405300000,-13400000,-1e+06,216600000,-11800000,-11800000,-11800000,515500000,11276700000,-14400000,0.68115,0.18416,0.14188,0.02369,0.00716,-0.06175,0.51067,2.30828,0.34631,0.73914,0.73588,5.20983,30.98352,-0.04564,0.55246,7,0.0131,-0.00046,0.74743,21.84714,37.20581
"36","2019_Q1",65.8895081967213,"Up",2076800000,-8.54e+08,1222800000,-9.33e+08,-217700000,-715300000,289800000,-71100000,-117900000,41500000,5300000,218700000,218700000,-13400000,205300000,205300000,205300000,2.05e+08,84500000,84500000,1280900000,548200000,3.34e+08,3.34e+08,2247600000,22000900000,1665300000,7.562e+09,3052800000,4509200000,31228200000,33475800000,1061800000,876400000,1805100000,1440100000,3.65e+08,464800000,464800000,3331700000,9.994e+09,10307400000,422800000,520400000,3388100000,5976100000,20301400000,23633100000,30400000,4253300000,3200000,9819300000,9842700000,33475800000,205300000,217700000,293700000,-279400000,437300000,-623999999,-37100000,61700000,-664399999,-174300000,523400000,-15200000,-9e+05,3.33e+08,105900001,105900001,105900001,507500000,11799100000,-382499999,0.58879,0.13954,0.09871,0.02083,0.00612,-1.86585,0.67461,2.40108,0.35247,0.64976,0.64689,6.58257,31.02662,-1.21236,0.55246,4,0.01187,-0.01197,0.85024,23.08296,40.42305
"37","2019_Q2",71.771746031746,"Up",2377400000,-1009600000,1367800000,-8.25e+08,-226400000,-598600000,542800000,-57400000,-124400000,36100000,30900000,485400000,485400000,-6.5e+07,420400000,420400000,420400000,420100000,30600000,30600000,1430100000,330100000,217500000,167200000,2008300000,22193300000,1670600000,7864900000,3052800000,4812100000,31728800000,33737100000,8e+08,674100000,1511200000,1145200000,3.66e+08,578700000,578700000,2889900000,10326700000,10408400000,418100000,514500000,3459900000,6015900000,20735100000,2.3625e+10,30400000,4216400000,3200000,10014900000,10112100000,33737100000,420400000,226400000,19500000,69400000,735700000,-348200000,-271600000,13200000,-606600000,-186200000,41800000,-38100000,-3600000,-186100000,-5.7e+07,-5.7e+07,-5.7e+07,769200000,11837900000,555400000,0.57533,0.22832,0.17671,0.04154,0.01245,1.32207,0.69494,2.33631,0.35089,1.33154,1.32649,7.53534,31.64659,1.76038,0.59017,7,0.01874,0.01716,0.44323,15.3501,21.75258
"38","2019_Q3",81.19890625,"Up",1590200000,-491900000,1098300000,-783700000,-229900000,-553800000,314600000,-63600000,-124100000,36900000,23600000,2.51e+08,2.51e+08,-15200000,235800000,235800000,2.36e+08,235700000,37900000,37900000,1004300000,461400000,335100000,254800000,1838700000,22535800000,1696500000,7863300000,3052800000,4810500000,32095600000,33934300000,874900000,715600000,2029200000,1262700000,766500000,457900000,457900000,3.362e+09,9.921e+09,1.0503e+10,4.14e+08,508700000,3598100000,5982200000,2.0424e+10,2.3786e+10,30400000,4201100000,3200000,10046600000,10148300000,33934300000,235800000,229900000,62100000,27700000,555500000,-4.77e+08,-18500000.0000001,35700000,-459800000,-186100000,113500000,-18100000,-3400000,-94099999.9999999,1600000.00000003,1600000.00000003,1600000.00000003,544500000,11950200000,110400000,0.69067,0.19784,0.14822,0.02323,0.00695,0.46839,0.54691,2.34384,0.35216,0.74754,0.74424,5.04345,31.76721,0.35014,0.59023,5,0.01294,0.00339,0.78956,21.8775,37.86491
"39","2019_Q4",82.684375,"Up",1.608e+09,-484300000,1123700000,-812800000,-233800000,-5.79e+08,310900000,-65300000,-125800000,38700000,21800000,245600000,245600000,-11300000,234300000,234300000,234600000,234300000,2e+07,2e+07,911800000,593300000,247900000,166100000,1.773e+09,23035100000,1720400000,7848700000,3052800000,4795900000,32604200000,34377200000,9.36e+08,7.69e+08,1.379e+09,686400000,692600000,503400000,503400000,2818400000,10897300000,10475100000,411500000,502800000,3613800000,5.947e+09,21372400000,24190800000,30400000,4188200000,3200000,10081400000,10186400000,34377200000,234300000,233800000,37600000,43800000,549500000,-654100000,21900000,-35900000,-668100000,-186100000,3.05e+08,-15900001,-8500000,94499999,-24100001,-24100001,-24100001,544700000,12276300000,-54300000,0.69882,0.19335,0.14571,0.023,0.00682,-0.23175,0.62908,2.37481,0.35711,0.74287,0.73982,5.09829,31.86747,-0.17216,0.59004,6,0.01276,-0.00165,0.79428,22.50101,39.422
"40","2020_Q1",87.7991935483871,"Up",1947500000,-6.93e+08,1254500000,-891400000,-236200000,-655200000,363100000,-85400000,-127200000,15900000,25900000,277700000,277700000,-33500000,244200000,244200000,244200000,243900000,37500000,37500000,1176500000,549800000,329800000,261800000,2093600000,23620100000,1720800000,7517300000,3052800000,4464500000,32858200000,34951800000,1107900000,908100000,1.524e+09,830800000,693200000,550800000,550800000,3182700000,1.1211e+10,10303500000,326200000,497100000,3769300000,5710900000,21514500000,24697200000,30400000,4189800000,3200000,10143800001,10254600001,34951800001,244200000,236200000,-25100000,49500000,504800000,-743900000,7.45058059692383e-09,-16700000,-760400000,-186100000,452800000,-999999.000000002,5600000,271300001,15700001,15700001,15700001,599300000,1.2735e+10,-61600000,0.64416,0.18644,0.12524,0.02378,0.00698,-0.25256,0.65781,2.4084,0.36436,0.7733,0.77013,6.1747,32.06531,-0.19531,0.59004,6,0.01292,-0.00185,0.76302,21.18722,34.96971
"41","2020_Q2",82.9311111111111,"Down",2108600000,-734700000,1373900000,-747300000,-239100000,-508200000,626600000,-8.4e+07,-129400000,39800000,5600000,542600000,542600000,-9e+07,452600000,452600000,452800000,452500000,15400000,15400000,1176900000,391100000,261900000,2e+08,1845300000,23797100000,1717700000,7472100000,3052800000,4419300000,32986900000,34832200000,726500000,597900000,1521500000,827200000,694300000,599700000,599700000,2847700000,11194700000,10305200000,324200000,428500000,3.87e+09,5682500000,21499900000,24347600000,30400000,4170500000,3200000,10374500000,10484600000,34832200000,452600000,239100000,5.6e+07,-57200000,690500000,-494800000,-230170712.876896,14800000,-4.63e+08,-199500000,-17600000,-24400000,-2600000,-244100000,-16600000,-16600000,-16600000,865700000,12716200000,403700000,0.65157,0.29716,0.2146,0.04316,0.01299,0.89215,0.648,2.32222,0.36507,1.43469,1.4288,6.68548,32.79677,1.27996,0.63253,5,0.01946,0.01205,0.44088,14.67113,20.26939
"42","2020_Q3",86.2625,"Up",1548700000,-444500000,1104200000,-765400000,-242500000,-522900000,338800000,-42900000,-124400000,52900000,28600000,295900000,295900000,-53800000,242100000,242100000,241900000,241600000,13300000,13300000,957900000,467700000,274500000,210300000,1713400000,24171800000,2593600000,6563200000,3052800000,3510400000,33328600000,3.5042e+10,858200000,696600000,2106500000,1211500000,8.95e+08,519900000,519900000,3484600000,10721600000,10343100000,322200000,423700000,3945900000,5651300000,21064700000,24549300000,30400000,4168200000,3200000,10414100000,10492700000,3.5042e+10,242100000,242500000,42800000,161700000,689100000,-540300000,-558555748.0618,-3e+06,-543200000,-199500000,90100000,-5600000,-34200000,-149200000,-3300000,-3300000,-3300000,581300000,12828100000,256500000,0.71299,0.21876,0.156,0.02303,0.00689,1.06167,0.49171,2.33966,0.36608,0.76601,0.76335,4.91027,32.92232,0.81325,0.63253,5,0.0131,0.00762,0.82575,22.04507,37.82409
"43","2020_Q4",90.65859375,"Up",1.651e+09,-482800000,1168200000,-7.98e+08,-2.45e+08,-5.53e+08,370200000,-56200000,-1.22e+08,40100000,25700000,3.14e+08,3.14e+08,-46900000,267100000,267100000,267100000,266800000,13100000,13100000,911800000,573400000,228900000,169500000,1727200000,24551700000,2628100000,6.515e+09,3052800000,3462200000,33694800000,3.5422e+10,925200000,751300000,1367200000,7.71e+08,596200000,547600000,547600000,2.84e+09,11652500000,10370400000,320600000,417800000,3974700000,5657300000,22022900000,24862900000,30400000,4.167e+09,3200000,10481100000,10559100000,3.5422e+10,267100000,2.45e+08,23300000,34700000,570100000,-573800000,-758787909.215805,16900000,-556900000,-199500000,195100000,-3400000,-6600000,-14400000,-1200000,-1200000,-1200000,615200000,13019700000,1.23e+08,0.70757,0.22423,0.1616,0.02527,0.00753,0.46102,0.60817,2.35464,0.36756,0.84591,0.8427,5.23462,33.13475,0.38998,0.63253,6,0.01374,0.00362,0.74775,21.14207,35.13398
"44","2021_Q1",81.8303278688525,"Down",1933400000,-657500000,1275900000,-905400000,-249300000,-656100000,370500000,-55300000,-117900000,4.3e+07,19600000,315200000,276800000,-37200000,239600000,239600000,239300000,2.39e+08,24800000,24800000,1202800000,528600000,326799999,263399999,2082999999,25707400000,1764300000,7473400000,3052800000,4420600000,34945100000,37028099999,880700000,880700000,2562700000,1776900000,785800000,704700000,704700000,4148100000,11728100000,14100200000,3.27e+08,412200000,4059800000,9301200000,25828300000,29976400000,30400000,536100000,3200000,6889300000,7051700000,37028100000,239600000,249300000,-5.5e+07,-187600000,246300000,-609600000,-604500000,-30900000,-1243700000,-199500000,1229300000,-2.2e+07,999999.999999996,1008800000,11400000,11400000,11400000,619800000,14290800000,-140200000,0.65993,0.19163,0.12362,0.03389,0.00645,-0.58661,0.50216,4.25095,0.38594,0.75777,0.75585,6.12999,21.74667,-0.44451,0.63253,6,0.01237,-0.00396,0.83473,23.0171,38.50472
"45","2021_Q2",89.0653968253968,"Up",2691400000,-1265600000,1425800000,-796499999,-261399999,-535100000,629300001,-44100001,-119500000,42600000,32799999,585200000,585200000,-74900000,510300000,510300000,510400000,510100000,26100000,26100000,1369900000,353500000,6.06e+08,258800000,2355500000,25994400000,1773600000,7477100000,3052800000,4424300000,35245100000,37600600000,7.79e+08,6.56e+08,2367400000,1580400000,7.87e+08,568500000,568500000,3714900000,12317700000,10600400000,319900000,406400000,4214100000,5.66e+09,22918100000,2.6633e+10,30400000,4146800000,3200000,10797500000,10967600000,37600600000,510300000,261399999,116300001,-492800000,395200000,-459300000,-119400000,24700000,-541300000,-213700000,388800000,-5400000,-6600000,163100000,1.7e+07,1.7e+07,1.7e+07,890700000,14685100000,13500000,0.52976,0.23382,0.18953,0.04651,0.01357,0.02647,0.63407,2.42833,0.39055,1.61731,1.61322,8.53329,34.13792,0.0428,0.67755,5,0.01997,0.00037,0.41894,16.45784,23.29414
"46","2021_Q3",89.31578125,"Up",1676200000,-525900000,1150300000,-781500001,-266200001,-515300000,368799999,-38999999,-1.2e+08,41300000,39700001,329800000,329800000,-54100000,275700000,275700000,276300000,2.76e+08,3.5e+07,3.5e+07,1182700000,452700000,607700000,283700000,2278100000,26266400000,1.782e+09,7468400000,3052800000,4415600000,35516800000,37794900000,744600000,744600000,1918100000,1424500000,493600000,711200000,711200000,3373900000,12695700000,10694900000,314200000,400700000,4269600000,5710400000,23390600000,26764500000,30400000,4147300000,3200000,10861300000,11030400000,37794900000,275700000,266200001,22799999,266300000,8.31e+08,-5.3e+08,-300000.00000006,-3000000.00000001,-533300000,-213800000,-63599999.9999999,-1900000,-8300000,-287600000,10100000,10100000,10100000,6.35e+08,14613800000,425400000,0.68625,0.22002,0.16466,0.02502,0.0073,1.5413,0.67521,2.42643,0.38666,0.87508,0.87287,5.31452,34.3402,1.34876,0.67787,7,0.01348,0.01171,0.77464,22.95874,39.53037
"47","2021_Q4",87.70953125,"Down",1746500000,-560700000,1185800000,-795800000,-271600000,-524200000,3.9e+08,-50500000,-1.18e+08,42300000,25200000,339500000,339500000,-50800000,288700000,288700000,290300000,2.9e+08,2.6e+07,2.6e+07,1103800000,645700000,633400000,195700000,2408900000,26622700000,1791300000,7.578e+09,3052800000,4525200000,3.5992e+10,38400900000,872800000,872800000,2005600000,1508900000,496700000,814200000,814200000,3692600000,12678100000,10923600000,307800000,394900000,4295800000,5925100000,23601700000,27294300000,30400000,4147599999,3200000,10938899999,11106599999,38400899999,288700000,271600000,-19400000,239600000,780500000,-6.17e+08,-2300000,5200000,-614100000,-213700000,68900000,-1900000,-10200000,-156900000,9500000,9500000,9500000,661600000,14683700000,3.35e+08,0.67896,0.2233,0.16605,0.02611,0.00755,1.15517,0.65236,2.45748,0.38238,0.91947,0.91685,5.53741,34.58624,1.06214,0.67755,7,0.01372,0.00912,0.7369,22.15493,37.58385
