"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","other_short_term_assets","prepaid_expenses","total_current_assets","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"1","2013_Q4",28.994375,"Up",1.213e+09,-1.101e+09,1.12e+08,-2.8e+07,-2.8e+07,8.4e+07,831379008.205831,831379008.363586,8.4e+07,7.3e+07,-2.8e+07,4.5e+07,4.5e+07,4.5e+07,4.5e+07,396655968.516927,396655968.516927,1266946115.71844,203715893.192476,270195803.643047,1761269924.04439,67547474.1837655,377686318.769224,-272803750.537185,187319861.424022,1948589785.46841,718838324.692174,543619125.392173,175219199.300001,15687613.663653,749791282.962904,1797484546.85627,1481404937.79217,1460148299.27834,3278889484.64844,4028680767.61134,-183052430.034906,-54561810.7027106,-157639699.236497,-2080090982.14293,1948589785.46841,4.5e+07,3e+06,7e+06,4.3e+07,9.8e+07,0,0,-33849096158.4447,-1e+06,11058846420.1749,-184444454.53515,11243290874.71,-9.8e+07,-9.9e+07,-1e+06,-1e+06,-1e+06,8.7e+07,0,1.58e+08,0.09233,0.06925,0.0371,2.94350716836676,-0.00835336394098325,3.51111,2.60482267618327,-55.2187981103226,1.25963251494828,0.84906,0.80357,22.88679,-3.41013382394449,2.98113,696.544638045885,2.44582842854065,-0.831791803043226,882.384422039245,21.5604512767966,23.0510464159389
"2","2014_Q1",30.8040983606557,"Up",1.155e+09,-1.066e+09,8.9e+07,-1.5e+07,-1.5e+07,7.4e+07,448227404.923498,448227405.018152,7.4e+07,6.1e+07,-1.8e+07,4.3e+07,4.3e+07,4.3e+07,4.3e+07,1e+06,1e+06,6.91e+08,1.17e+08,1.17e+08,8.09e+08,4.07e+08,3.79e+08,4e+06,4.36e+08,1.245e+09,6.2e+08,4.35e+08,1.85e+08,2e+06,6.38e+08,1e+06,6.06e+08,6.06e+08,6.07e+08,1.245e+09,0,-41737086.4216264,0,0,1.245e+09,4.3e+07,3e+06,1.8e+07,-3.1e+07,3.3e+07,-1e+06,-1e+06,-18562657695.0668,-1e+06,5960907852.10494,-100466672.72109,6061374524.82603,-3e+07,-3.1e+07,1e+06,1e+06,1e+06,7.7e+07,3e+06,6.3e+07,0.07706,0.06407,0.03723,1.24143858418338,0.03454,1.46512,1.26803,-25.1253990551613,0.00241,0.90717,0.88115,24.36709,0,1.32911,381.981044827531,0.07061,0.10345,491.163829223547,0.02597,0.02703
"3","2014_Q2",33.4447619047619,"Up",1.139e+09,-1.042e+09,9.7e+07,-2.9e+07,-2.9e+07,6.8e+07,200113702.461749,200113702.509076,6.8e+07,5.2e+07,-1.9e+07,3.3e+07,3.3e+07,3.3e+07,3.3e+07,-90301989.5056424,-90301989.5056424,586851294.760519,90511368.9358412,77601398.7856511,607660025.318538,476817508.605411,379437893.743592,60101250.1790617,484310046.191993,1091970071.51053,593053891.769275,414960291.535942,178093600.233333,-1812537.88788435,599736239.012365,-390661515.618756,164948354.069277,169367233.573888,-225713161.54948,374023077.462886,147526215.017453,-25868543.2108132,138719849.618248,717946994.047645,1091970071.51053,3.3e+07,3e+06,9e+06,-6e+07,-1.5e+07,-1e+06,-1e+06,-8613828847.53341,432258797.079095,2672453926.05247,-45733336.3605449,2718187262.41301,1.6e+07,1.6e+07,0,0,0,7.1e+07,0,2.9e+07,0.08516,0.0597,0.02897,0.352676194727793,0.0364827879803277,0.87879,1.01479994127224,-7.44127635172043,-0.272471671649427,0.67901,0.66398,23.43621,2.90557891197225,0.59671,177.254277413766,-0.431234476180215,0.318772267681075,234.313849611774,-4.60213209226552,-4.93118547197963
"4","2014_Q3",37.5259375,"Up",1.034e+09,-9.6e+08,7.4e+07,-1.8e+07,-1.8e+07,5.6e+07,59037900.820583,59037900.8363586,5.6e+07,3.8e+07,-1.3e+07,2.5e+07,2.5e+07,2.5e+07,2.5e+07,2e+06,2e+06,7.1e+08,9.6e+07,9.6e+07,8.08e+08,4.11e+08,3.79e+08,9e+06,4.37e+08,1.245e+09,5.98e+08,4.33e+08,1.65e+08,1e+06,5.99e+08,2e+06,1.7e+07,16999999.9999999,18999999.9999995,6.18e+08,257026215.017453,-7956181.07027106,252419849.618248,6.27e+08,1.245e+09,2.5e+07,1e+06,6e+06,3.1e+07,6.3e+07,-1e+06,-1e+06,-2897609615.84447,779678109.695721,812484642.01749,-14244445.453515,826729087.471005,-6.1e+07,-6.1e+07,999999.999999993,999999.999999993,999999.999999993,5.7e+07,3e+06,1e+08,0.07157,0.05416,0.02418,0.03987,0.02008,4,1.34891,0.98565,0.00241,0.5144,0.50302,21.27572,5.22908491197224,2.05761,59.6260358045885,0.0386400000000006,0.15456,84.4144132039245,0.017540000000003,0.017859999999999
"5","2014_Q4",41.88703125,"Up",1.007e+09,-9.25e+08,8.2e+07,-2.2e+07,-2.2e+07,6e+07,-3e+06,-3e+06,5.7e+07,3.4e+07,-1.2e+07,2.2e+07,2.2e+07,2.2e+07,2.2e+07,1.57e+08,1.57e+08,7.48e+08,9.4e+07,9.4e+07,9.99e+08,3.91e+08,3.79e+08,8e+06,4.44e+08,1.443e+09,5.92e+08,4.22e+08,1.7e+08,7e+06,5.99e+08,4.95e+08,1.4e+07,1e+07,5.09e+08,1.108e+09,3.26e+08,1.1e+07,3.35e+08,3.35e+08,1.443e+09,2.2e+07,6e+06,2.3e+07,-4.1e+07,1e+07,-8e+06,-8e+06,-3.09e+08,4.99e+08,0,0,0,-3.7e+07,1.53e+08,1.55e+08,1.55e+08,1.55e+08,6.6e+07,5.02e+08,2.9e+07,0.08143,0.05958,0.02185,0.06567,0.01525,1.31818,1.66778,3.30746,0.34789,0.45267,0.44266,20.72016,6.893,0.59671,6.35802,0.38895,0.03408,14.04545,5.22727,5.75
"6","2015_Q1",45.136393442623,"Up",7.05e+08,-6.23e+08,8.2e+07,-2.6e+07,-2.6e+07,5.6e+07,-1.4e+07,-1.4e+07,4.2e+07,9.9e+07,-3.8e+07,6.1e+07,6.1e+07,6.1e+07,6.1e+07,2.54e+08,2.54e+08,4.79e+08,6e+07,2.3e+07,8.52e+08,5.35e+08,3.79e+08,1.56e+08,5.95e+08,1.447e+09,5.36e+08,3.37e+08,1.99e+08,1.3e+07,5.64e+08,4.89e+08,1.7e+07,1.7e+07,5.06e+08,1.07e+09,3.49e+08,3e+07,3.77e+08,3.77e+08,1.447e+09,6.1e+07,1.1e+07,-2e+06,1.49e+08,2.19e+08,-1.2e+07,-1.2e+07,2.57e+08,-5.12e+08,-1.46e+08,3e+06,-1.49e+08,8.5e+07,-3.16e+08,-1.09e+08,-1.09e+08,-1.09e+08,6.7e+07,5.02e+08,2.42e+08,0.11631,0.07943,0.08652,0.1618,0.04216,3.96721,1.51064,2.8382,0.34692,1.25514,1.22736,14.50617,7.7572,4.97942,-5.28807,-0.21875,0.27009,-4.21311,3.70149,4.42857
"7","2015_Q2",45.3106349206349,"Up",9.77e+08,-8.96e+08,8.1e+07,-2.2e+07,-2.2e+07,5.9e+07,-5e+06,-5e+06,5.4e+07,5.4e+07,-2e+07,3.4e+07,3.4e+07,3.4e+07,3.4e+07,2.37e+08,2.37e+08,6.04e+08,1.03e+08,1.03e+08,9.44e+08,3.91e+08,3.79e+08,1.2e+07,4.51e+08,1.395e+09,4.81e+08,3.57e+08,1.24e+08,2e+07,5.19e+08,4.82e+08,2e+07,2e+07,5.02e+08,1.021e+09,3.25e+08,5e+07,3.74e+08,3.74e+08,1.395e+09,3.4e+07,5e+06,9e+06,-1.4e+07,3.4e+07,-7e+06,-7e+06,-1.3e+07,-981312354.864602,-3.2e+07,1e+06,-3.3e+07,1e+06,-4.4e+07,-1.7e+07,-1.7e+07,-1.7e+07,6.4e+07,5.02e+08,6.3e+07,0.08291,0.06039,0.0348,0.09091,0.02437,1.85294,1.81888,2.72995,0.35986,0.70686,0.68826,20.31185,7.77547,1.30977,0.27027,0.05246,0.07031,0.38235,4.14062,4.49153
"8","2015_Q3",42.41359375,"Down",9.52e+08,-8.71e+08,8.1e+07,-2.2e+07,-2.2e+07,5.9e+07,-4e+06,-4e+06,5.5e+07,5.5e+07,-2.1e+07,3.4e+07,3.4e+07,3.4e+07,3.4e+07,2.47e+08,2.47e+08,6.39e+08,9.4e+07,9.4e+07,9.8e+08,3.92e+08,3.79e+08,1.3e+07,4.5e+08,1.43e+09,5.24e+08,3.7e+08,1.54e+08,2.6e+07,5.68e+08,4.76e+08,2.2e+07,2.2e+07,4.98e+08,1.066e+09,2.95e+08,7e+07,3.64e+08,3.64e+08,1.43e+09,3.4e+07,5e+06,8e+06,1.8e+07,6.5e+07,-3e+06,-3e+06,-1.4e+07,-740493563.296861,-3.9e+07,0,-3.9e+07,1e+06,-5.2e+07,1e+07,1e+07,1e+07,6.4e+07,5.02e+08,1e+08,0.08508,0.06197,0.03571,0.09341,0.02378,2.94118,1.72535,2.92857,0.35105,0.71579,0.6953,20.04211,7.66316,2.10526,0.294739999999999,0.05405,0.11261,0.411760000000001,3.98438,4.32203
"9","2015_Q4",40.0978125,"Down",1.004e+09,-9.17e+08,8.7e+07,-2.4e+07,-2.4e+07,6.3e+07,-4e+06,-4e+06,5.9e+07,5.9e+07,-2.2e+07,3.7e+07,3.7e+07,3.7e+07,3.7e+07,2.54e+08,2.54e+08,6.29e+08,8.2e+07,8.2e+07,9.65e+08,3.91e+08,3.79e+08,1.2e+07,4.49e+08,1.414e+09,5.38e+08,3.92e+08,1.46e+08,2.9e+07,5.86e+08,4.66e+08,2.2e+07,2.2e+07,4.88e+08,1.074e+09,2.49e+08,9.3e+07,3.4e+08,3.4e+08,1.414e+09,3.7e+07,6e+06,7e+06,3.2e+07,8.2e+07,-5e+06,-5e+06,-1.3e+07,-6999999.99999988,-5e+07,1e+06,-5.1e+07,0,-7e+07,7e+06,7e+06,7e+06,6.9e+07,4.95e+08,1.18e+08,0.08665,0.06275,0.03685,0.10882,0.02617,3.18919,1.64676,3.15882,0.35007,0.7957,0.76763,21.5914,7.31183,2.53763,0.27957,0.05834,0.13769,0.35135,3.49275,3.8254
"10","2016_Q1",39.3414754098361,"Down",1.382e+09,-1.22e+09,1.62e+08,-1.16e+08,-1.16e+08,4.6e+07,-3.1e+07,-3.1e+07,1.5e+07,1.5e+07,-3e+06,1.2e+07,1.2e+07,1.2e+07,1.2e+07,1.95e+08,1.95e+08,4.76e+08,5.4e+07,2.1e+07,7.93e+08,1.258e+09,8.6e+08,1.74e+08,1.329e+09,2.122e+09,6.31e+08,3.51e+08,2.8e+08,5.7e+07,6.88e+08,1.013e+09,4.1e+07,3.3e+07,1.054e+09,1.742e+09,2.15e+08,1.74e+08,3.8e+08,3.8e+08,2.122e+09,1.2e+07,4.6e+07,3e+06,-1.6e+07,4.5e+07,-5e+06,-7.69e+08,-1.5e+07,6.05e+08,5.6e+07,2e+06,5.4e+07,-1.4e+07,6.32e+08,-9.2e+07,-9.2e+07,-9.2e+07,9.2e+07,1.07e+09,7.4e+07,0.11722,0.03329,0.00868,0.03158,0.00566,6.16667,1.15262,4.58421,0.50424,0.26374,0.25263,30.37363,8.35165,1.62637,0.32967,0.01811,0.04963,1.25,9.51087,19.02174
