"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","other_short_term_assets","prepaid_expenses","total_current_assets","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2016_Q2",48.39890625,"Up",1.215e+09,-1.098e+09,1.17e+08,-5.1e+07,-5.1e+07,6.6e+07,-1.4e+07,-1.4e+07,5.2e+07,5.2e+07,-1.9e+07,3.3e+07,3.3e+07,3.3e+07,3.3e+07,2.95e+08,2.95e+08,5.61e+08,9.5e+07,9.5e+07,9.51e+08,3.94e+08,3.79e+08,1.5e+07,4.49e+08,1.4e+09,4.98e+08,3.74e+08,1.24e+08,3.5e+07,5.67e+08,4.47e+08,2.1e+07,2.1e+07,4.68e+08,1.035e+09,2.33e+08,1.35e+08,3.65e+08,3.65e+08,1.4e+09,3.3e+07,1.6e+07,6e+06,-2e+07,3.5e+07,-4e+06,-4e+06,-1.4e+07,-15000000.0000002,-4.6e+07,1e+06,-4.7e+07,2e+06,-7.3e+07,-4.2e+07,-4.2e+07,-4.2e+07,8.2e+07,4.82e+08,7.7e+07,0.0963,0.05432,0.02716,0.09041,0.02357,2.33333,1.67725,2.83562,0.34429,0.72052,0.69328,26.52838,7.96943,1.68122,0.30568,0.05415,0.08871,0.42424,2.28049,2.83333
"12","2016_Q3",56.513125,"Up",1.095e+09,-9.86e+08,1.09e+08,-3.9e+07,-3.9e+07,7e+07,-1.2e+07,-1.2e+07,5.8e+07,5.8e+07,-2.1e+07,3.7e+07,3.7e+07,3.7e+07,3.7e+07,1.63e+08,1.63e+08,6.66e+08,1.22e+08,1.22e+08,9.51e+08,1.132e+09,8.6e+08,2.6e+07,1.207e+09,2.158e+09,5.88e+08,3.99e+08,1.89e+08,7.1e+07,6.83e+08,1.053e+09,3.8e+07,3.8e+07,1.091e+09,1.774e+09,2.46e+08,1.42e+08,3.84e+08,3.84e+08,2.158e+09,3.7e+07,1.2e+07,3e+06,-2.9e+07,2.3e+07,-4e+06,-4e+06,-1.3e+07,-1.1e+07,-4e+07,1e+06,-4.1e+07,4e+06,-6e+07,-4.1e+07,-4.1e+07,-4.1e+07,8.2e+07,1.124e+09,7e+07,0.09954,0.06393,0.03379,0.09635,0.01715,1.89189,1.39239,4.61979,0.52085,0.80435,0.77731,23.80435,8.34783,1.52174,0.28261,0.03234,0.04528,0.35135,11.71951,13.72857
"13","2016_Q4",68.9790476190476,"Up",1.114e+09,-1e+09,1.14e+08,-4e+07,-4e+07,7.4e+07,-1.5e+07,-1.5e+07,5.9e+07,5.9e+07,-1.7e+07,4.2e+07,4.2e+07,4.2e+07,4.2e+07,1.84e+08,1.84e+08,6.74e+08,1.25e+08,1.25e+08,9.83e+08,1.119e+09,8.6e+08,2.5e+07,1.193e+09,2.176e+09,6.15e+08,4.42e+08,1.73e+08,6.7e+07,7.04e+08,1.045e+09,3.5e+07,3.5e+07,1.08e+09,1.784e+09,2.37e+08,1.61e+08,3.92e+08,3.92e+08,2.176e+09,4.2e+07,1.3e+07,3e+06,9.5e+07,1.53e+08,-5e+06,-5e+06,-1.4e+07,-1e+06,-4.8e+07,1e+06,-4.9e+07,2e+06,-6.1e+07,8.7e+07,8.7e+07,8.7e+07,8.7e+07,1.112e+09,1.94e+08,0.10233,0.06643,0.0377,0.10714,0.0193,4.61905,1.39631,4.55102,0.51103,0.91304,0.88608,24.21739,8.52174,4.21739,0.30435,0.03639,0.12606,0.33333,10.66667,12.54054
"14","2017_Q1",76.7251612903226,"Up",1.018e+09,-9.19e+08,9.9e+07,-4.6e+07,-4.6e+07,5.3e+07,-1.1e+07,-1.1e+07,4.2e+07,4.3e+07,-1.2e+07,3.1e+07,3.1e+07,3.1e+07,3.1e+07,2.1e+08,2.1e+08,4.27e+08,8.1e+07,2.7e+07,7.89e+08,1.193e+09,8.63e+08,1.3e+08,1.253e+09,2.042e+09,5.98e+08,3.29e+08,2.69e+08,2.5e+07,6.23e+08,1.022e+09,4.8e+07,3.8e+07,1.07e+09,1.693e+09,9.1e+07,2.6e+08,3.49e+08,3.49e+08,2.042e+09,3.1e+07,1.2e+07,2e+06,1.7e+07,6.2e+07,-4e+06,-4e+06,-1.3e+07,0,-4.1e+07,2e+06,-4.3e+07,1e+06,-5.3e+07,5000000.00000003,5000000.00000003,5000000.00000003,6.5e+07,1.047e+09,9e+07,0.09725,0.05206,0.03045,0.08883,0.01518,2.90323,1.26645,4.851,0.51273,0.68282,0.65957,22.42291,7.68722,1.98238,0.28634,0.03047,0.06233,0.41935,12.87692,15.79245
"15","2017_Q2",66.5998412698413,"Down",1.103e+09,-1.007e+09,9.6e+07,-3.3e+07,-3.3e+07,6.3e+07,-1.1e+07,-1.1e+07,5.2e+07,5.2e+07,-3e+06,4.9e+07,4.9e+07,4.9e+07,4.9e+07,2.07e+08,2.07e+08,5.82e+08,1.28e+08,1.28e+08,9.17e+08,1.075e+09,8.63e+08,1.7e+07,1.133e+09,2.05e+09,6.23e+08,4.43e+08,1.8e+08,2.4e+07,6.47e+08,1.014e+09,5.3e+07,4e+07,1.067e+09,1.714e+09,3.6e+07,3.01e+08,3.36e+08,3.36e+08,2.05e+09,4.9e+07,1e+07,8e+06,2.1e+07,8.8e+07,-4e+06,-4e+06,-1.4e+07,-9e+06,-6.3e+07,2e+06,-6.5e+07,-2e+06,-8.8e+07,-4e+06,-4e+06,-4e+06,7.3e+07,1.038e+09,9.3e+07,0.08704,0.05712,0.04442,0.14583,0.0239,1.89796,1.41731,5.10119,0.50634,1.08889,1.05376,24.51111,7.46667,2.06667,0.31111,0.04415,0.06517,0.28571,11.38356,13.19048
"16","2017_Q3",63.1865079365079,"Down",1.078e+09,-9.79e+08,9.9e+07,-4e+07,-4e+07,5.9e+07,-1e+07,-1e+07,4.9e+07,4.9e+07,-1.3e+07,3.6e+07,3.6e+07,3.6e+07,3.6e+07,1.4e+08,1.4e+08,6.39e+08,1.13e+08,1.13e+08,8.92e+08,1.07e+09,8.63e+08,1.8e+07,1.127e+09,2.019e+09,5.76e+08,4.2e+08,1.56e+08,5.8e+07,6.34e+08,1.006e+09,5.4e+07,4.1e+07,1.06e+09,1.694e+09,4e+06,3.22e+08,3.25e+08,3.25e+08,2.019e+09,3.6e+07,1.2e+07,7e+06,-9e+07,-3.5e+07,-3e+06,-3e+06,-1.4e+07,2.5e+07,-3.9e+07,1e+06,-4e+07,-4.65661287307739e-10,-2.8e+07,-6.6e+07,-6.6e+07,-6.6e+07,7.1e+07,1.064e+09,-9000000.00000001,0.09184,0.05473,0.0334,0.11077,0.01783,-0.25,1.40694,5.21231,0.52699,0.80537,0.78261,24.11633,7.27069,-0.20134,0.3132,0.03465,-0.00624000000000001,0.38889,13.01408,15.66102
"17","2017_Q4",66.1298412698413,"Up",1.145e+09,-1.036e+09,1.09e+08,-3.7e+07,-3.7e+07,7.2e+07,-1.1e+07,-1.1e+07,6.1e+07,6.2e+07,-1.9e+07,4.3e+07,4.3e+07,4.3e+07,4.3e+07,1.25e+08,1.25e+08,7.17e+08,1.34e+08,1.34e+08,9.76e+08,1.064e+09,8.63e+08,1.7e+07,1.125e+09,2.101e+09,6.93e+08,4.9e+08,2.03e+08,3.7e+07,7.3e+08,9.94e+08,5.5e+07,4.2e+07,1.049e+09,1.779e+09,0,3.22e+08,3.22e+08,3.22e+08,2.101e+09,4.3e+07,1.1e+07,6e+06,2e+07,8e+07,-8e+06,-8e+06,-1.2e+07,-3.3e+07,-4.2e+07,1e+06,-4.3e+07,0,-8.7e+07,-1.5e+07,-1.5e+07,-1.5e+07,8.3e+07,1.031e+09,1.14e+08,0.0952,0.06288,0.03755,0.13354,0.02047,2.65116,1.33699,5.52484,0.49072,0.97285,0.94298,25.90498,7.28507,2.57919,0.27149,0.03906,0.08097,0.27907,10.91566,12.58333
"18","2018_Q1",69.2575409836066,"Up",1.128e+09,-1.021e+09,1.07e+08,-4.5e+07,-4.5e+07,6.2e+07,-1.2e+07,-1.2e+07,5e+07,5.1e+07,0,5.1e+07,5.1e+07,5.1e+07,5.1e+07,1.44e+08,1.44e+08,6.74e+08,1.32e+08,1.32e+08,9.5e+08,1.062e+09,8.63e+08,2e+07,1.123e+09,2.073e+09,6.54e+08,5.04e+08,1.5e+08,4.1e+07,6.95e+08,9.83e+08,6.8e+07,4.5e+07,1.051e+09,1.746e+09,0,3.23e+08,3.27e+08,3.27e+08,2.073e+09,5.1e+07,1.3e+07,1.9e+07,1e+06,8.4e+07,-7e+06,-7e+06,-1.4e+07,-8e+06,-3.6e+07,2e+06,-3.8e+07,1.16415321826935e-10,-5.8e+07,1.9e+07,1.9e+07,1.9e+07,7.5e+07,1.024e+09,6.9e+07,0.09486,0.05496,0.04521,0.15596,0.0246,1.35294,1.36691,5.33945,0.49397,1.29771,1.2782,28.70229,8.32061,1.75573,0.35623,0.04581,0.04863,0.27451,11.73333,14.19355
"19","2018_Q2",78.2525,"Up",1.175e+09,-1.074e+09,1.01e+08,-3.5e+07,-3.5e+07,6.6e+07,-1.2e+07,-1.2e+07,5.4e+07,5.5e+07,-6e+06,4.9e+07,4.9e+07,4.9e+07,4.9e+07,1.52e+08,1.52e+08,6.71e+08,1.07e+08,1.07e+08,9.3e+08,1.065e+09,8.63e+08,2.8e+07,1.131e+09,2.061e+09,6.5e+08,4.66e+08,1.84e+08,4.5e+07,6.95e+08,9.71e+08,7e+07,4.6e+07,1.041e+09,1.736e+09,0,3.2e+08,3.25e+08,3.25e+08,2.061e+09,4.9e+07,1.1e+07,8e+06,2e+07,8.8e+07,-6e+06,-6e+06,-1.4e+07,-7999999.99999999,-5.1e+07,2e+06,-5.3e+07,-1e+06,-7.4e+07,8e+06,8e+06,8e+06,7.7e+07,1.016e+09,9.7e+07,0.08596,0.05617,0.0417,0.15077,0.02377,1.97959,1.33813,5.34154,0.49296,1.15566,1.12903,27.71226,7.66509,2.28774,0.33019,0.04465,0.06875,0.28571,11.22078,13.09091
"20","2018_Q3",78.6060317460317,"Up",1.115e+09,-1.003e+09,1.12e+08,-3.8e+07,-3.8e+07,7.4e+07,-1e+07,-1e+07,6.4e+07,6.4e+07,-1.5e+07,4.9e+07,4.9e+07,4.9e+07,4.9e+07,1.06e+08,1.06e+08,7.13e+08,1.07e+08,1.07e+08,9.26e+08,1.064e+09,8.63e+08,3.2e+07,1.134e+09,2.06e+09,6.13e+08,4.5e+08,1.63e+08,4.9e+07,6.62e+08,9.59e+08,7.2e+07,4.8e+07,1.031e+09,1.693e+09,8e+06,3.55e+08,3.67e+08,3.67e+08,2.06e+09,4.9e+07,1.1e+07,8e+06,-8e+07,-1.2e+07,-1.2e+07,-1.1e+07,-1.3e+07,-9e+06,-1e+06,1e+06,-2e+06,4.65661287307739e-10,-2.3e+07,-4.6e+07,-4.6e+07,-4.6e+07,8.5e+07,1.008e+09,8e+06,0.10045,0.06637,0.04395,0.13351,0.02379,0.16327,1.39879,4.61308,0.48932,1.15294,1.13426,26.23529,8.63529,0.18824,0.30588,0.04285,0.00552999999999998,0.26531,10.61176,12.18919
"21","2018_Q4",64.6787301587302,"Down",1.177e+09,-1.048e+09,1.29e+08,-4.2e+07,-4.2e+07,8.7e+07,-1.6e+07,-1.6e+07,7.1e+07,5.8e+07,-1e+07,4.8e+07,4.8e+07,4.8e+07,4.8e+07,1.93e+08,1.93e+08,7.65e+08,1.14e+08,1.14e+08,1.072e+09,1.063e+09,8.63e+08,3.6e+07,1.13e+09,2.202e+09,6.71e+08,4.52e+08,2.19e+08,1.1e+07,6.82e+08,1.026e+09,8.3e+07,5.3e+07,1.109e+09,1.791e+09,1.6e+07,3.9e+08,4.11e+08,4.11e+08,2.202e+09,4.8e+07,1.1e+07,3.7e+07,-1e+07,8.6e+07,-6e+06,-6e+06,-1.3e+07,31999999.9999999,1e+06,2e+06,-1e+06,-1.2e+07,8e+06,8.8e+07,8.8e+07,8.8e+07,9.8e+07,1.037e+09,9.2e+07,0.1096,0.07392,0.04078,0.11679,0.0218,1.91667,1.57185,4.35766,0.47094,1.12941,1.11111,27.69412,9.67059,2.16471,0.30588,0.03984,0.06009,0.27083,8.61224,9.70115
"22","2019_Q1",65.7037704918033,"Up",1.192e+09,-1.07e+09,1.22e+08,-4.3e+07,-4.3e+07,7.9e+07,-1.2e+07,-1.5e+07,6.7e+07,-6999999.99999999,-2e+06,-9e+06,-9e+06,-8999999.99999999,-8999999.99999999,2.37e+08,2.37e+08,1.05e+09,1.46e+08,1.46e+08,1.433e+09,3.027e+09,2.12e+09,1.04e+08,3.13e+09,4.563e+09,8.73e+08,6.32e+08,2.41e+08,2.4e+07,8.97e+08,2.065e+09,1.02e+08,1.02e+08,2.167e+09,3.064e+09,1.132e+09,3.67e+08,1.485e+09,1.499e+09,4.563e+09,-9e+06,1.4e+07,5.3e+07,-3.6e+07,2.2e+07,-4e+06,-1.005e+09,-1.3e+07,9.96e+08,5.8e+07,2e+06,5.6e+07,-1.4e+07,1.027e+09,4.4e+07,4.4e+07,4.4e+07,9.3e+07,2.089e+09,5.5e+07,0.10235,0.06628,-0.00755,-0.006,-0.00197,-6.11111,1.59755,2.04403,0.45781,-0.19481,-0.19313,25.80087,32.14286,1.19048,0.28139,0.00108,0.01491,-1.44444,19.91398,23.44304
