"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","other_share_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",5.71241935483871,"Down",2.894e+09,-1.772e+09,1.122e+09,-2.68e+08,-2.68e+08,8.54e+08,-1.33e+08,-1.38e+08,5e+06,7.21e+08,7.21e+08,-2.66e+08,4.55e+08,4.55e+08,4.55e+08,4.55e+08,7.28e+08,6.93e+08,3.5e+07,1.163e+09,1.163e+09,2.64e+08,2.38e+08,1.04e+08,2.393e+09,2.5932e+10,3.502e+10,-9.088e+09,1.605e+09,1.195e+09,4.1e+08,2.7537e+10,2.993e+10,1.874e+09,1.197e+09,2.61e+08,4.16e+08,8.06e+08,3.41e+08,3.41e+08,3.021e+09,8.257e+09,9.621e+09,8.018e+09,1.603e+09,1.7878e+10,2.0899e+10,1.051e+09,1.031e+09,2e+07,8.798e+09,-8.33e+08,9.016e+09,1.5e+07,9.031e+09,2.993e+10,4.55e+08,2.68e+08,1.06e+08,1.56e+08,-5e+07,1.84e+08,1.9e+07,1.2e+08,4.5e+07,1.013e+09,-6.07e+08,-6.07e+08,-6.07e+08,1.1e+07,-5.96e+08,-1.45e+08,-2.6e+07,-2.6e+07,-1.99e+08,-2e+08,4e+06,-3.66e+08,5.1e+07,5.1e+07,5.1e+07,1.122e+09,9.063e+09,9.65e+08,0.3877,0.29509,0.15722,0.05038,0.0152,2.12088,0.79212,2.31414,0.30281,0.14611,0.14583,0.92935,2.89531,0.30989,0.04656,6,0.02165,0.03482,0.31868,7.4287,9.75995
"12","2013_Q1",6.34516666666667,"Up",2.891e+09,-1.809e+09,1.082e+09,-2.71e+08,-2.71e+08,8.11e+08,-8.6e+07,-1.45e+08,5.9e+07,7.25e+08,7.25e+08,-2.78e+08,4.47e+08,4.47e+08,4.47e+08,4.47e+08,1.371e+09,7.84e+08,5.87e+08,1.114e+09,1.114e+09,2.74e+08,1.94e+08,7.5e+07,2.953e+09,2.605e+10,3.5279e+10,-9.229e+09,1.72e+09,1.206e+09,5.14e+08,2.777e+10,3.0723e+10,1.585e+09,9.48e+08,1.69e+08,4.68e+08,7.8e+08,2.8e+08,2.8e+08,2.645e+09,9.052e+09,9.89e+09,8.096e+09,1.794e+09,1.8942e+10,2.1587e+10,1.048e+09,1.02e+09,2.8e+07,9.01e+09,-9.36e+08,9.122e+09,1.4e+07,9.136e+09,3.0723e+10,4.47e+08,2.71e+08,1.7e+07,1.36e+08,-1.19e+08,-92999999.9999999,4.9e+07,-52000000.0000001,-9e+07,6.42e+08,-3.25e+08,-5.11e+08,-5.11e+08,-6.27e+08,-9.52e+08,-1.43e+08,7.73e+08,7.73e+08,-2.31e+08,-2.34e+08,2e+06,4.01e+08,9.1e+07,9.1e+07,9.1e+07,1.082e+09,9.832e+09,9.42e+08,0.37426,0.28053,0.15462,0.04893,0.01455,2.10738,1.11645,2.36285,0.32002,0.14522,0.14494,0.93925,2.96361,0.30604,0.04646,6,0.02044,0.03264,0.31991,7.81978,10.4328
"13","2013_Q2",7.01078125,"Up",2.963e+09,-1.813e+09,1.15e+09,-2.7e+08,-2.7e+08,8.8e+08,-1.5e+08,-1.47e+08,-3e+06,7.3e+08,7.3e+08,-2.68e+08,4.62e+08,4.62e+08,4.62e+08,4.62e+08,1.072e+09,7.05e+08,3.67e+08,9.76e+08,9.76e+08,2.83e+08,2.36e+08,1.03e+08,2.567e+09,2.6288e+10,3.5674e+10,-9.386e+09,1.731e+09,1.215e+09,5.16e+08,2.8019e+10,3.0586e+10,1.625e+09,1.043e+09,2.06e+08,3.76e+08,5.72e+08,2.77e+08,2.77e+08,2.474e+09,8.846e+09,9.918e+09,8.202e+09,1.716e+09,1.8764e+10,2.1238e+10,1.058e+09,1.022e+09,3.6e+07,9.191e+09,-9.19e+08,9.33e+09,1.8e+07,9.348e+09,3.0586e+10,4.62e+08,2.7e+08,-5e+06,8.2e+07,-8.7e+07,4e+06,-4.7e+07,4.8e+07,3e+06,7.31e+08,-4.91e+08,-4.91e+08,-4.91e+08,2.26e+08,-2.65e+08,-1.43e+08,-4.13e+08,-4.13e+08,6e+06,0,5e+06,-5.45e+08,-7.9e+07,-7.9e+07,-7.9e+07,1.15e+09,9.418e+09,9.31e+08,0.38812,0.297,0.15592,0.04942,0.0151,2.01515,1.03759,2.27193,0.30792,0.15068,0.15054,0.96641,3.04305,0.30365,0.04664,7,0.02109,0.03246,0.30952,7.25739,9.48409
"14","2013_Q3",7.219375,"Up",3.046e+09,-1.83e+09,1.216e+09,-2.76e+08,-2.76e+08,9.4e+08,-1.31e+08,-1.4e+08,9000000.00000001,8.09e+08,8.09e+08,-2.88e+08,5.21e+08,5.21e+08,5.21e+08,5.21e+08,1.017e+09,6.14e+08,4.03e+08,9.46e+08,9.46e+08,2.64e+08,2.62e+08,1.18e+08,2.489e+09,2.6599e+10,3.6149e+10,-9.55e+09,1.793e+09,1.228e+09,5.65e+08,2.8392e+10,3.0881e+10,1.585e+09,1.022e+09,1.11e+08,4.52e+08,5.64e+08,2.69e+08,2.69e+08,2.418e+09,8.811e+09,9.99e+09,8.313e+09,1.677e+09,1.8801e+10,2.1219e+10,1.063e+09,1.019e+09,4.4e+07,9.482e+09,-9.02e+08,9.643e+09,1.9e+07,9.662e+09,3.0881e+10,5.21e+08,2.76e+08,4.9e+07,9e+07,-4.1e+07,1999999.99999999,5.4e+07,-2.3e+07,-2.9e+07,8.48e+08,-5.94e+08,-5.94e+08,-5.94e+08,-6.2e+07,-6.56e+08,-1.53e+08,-4.2e+07,-4.2e+07,-92000000.0000001,-95000000.0000001,4e+06,-2.83e+08,-9.1e+07,-9.1e+07,-9.1e+07,1.216e+09,9.375e+09,9.12e+08,0.39921,0.3086,0.17104,0.05392,0.01687,1.75048,1.02936,2.19613,0.30358,0.16993,0.16976,0.99348,3.14514,0.29746,0.0499,6,0.02322,0.03142,0.29367,6.87336,8.89149
"15","2013_Q4",7.75328125,"Up",2.985e+09,-1.868e+09,1.117e+09,-2.77e+08,-2.77e+08,8.4e+08,-1.31e+08,-1.36e+08,5e+06,7.09e+08,7.09e+08,-2.54e+08,4.55e+08,4.55e+08,4.55e+08,4.55e+08,7.19e+08,5.91e+08,1.28e+08,9.81e+08,9.81e+08,2.67e+08,2.33e+08,8.5e+07,2.2e+09,2.6946e+10,3.6637e+10,-9.691e+09,1.797e+09,1.241e+09,5.56e+08,2.8743e+10,3.0943e+10,1.727e+09,1.078e+09,1.38e+08,5.11e+08,2.64e+08,2.6e+08,2.6e+08,2.251e+09,8.787e+09,1.0037e+10,8.387e+09,1.65e+09,1.8824e+10,2.1075e+10,1.064e+09,1.014e+09,5e+07,9.67e+09,-8.86e+08,9.848e+09,2e+07,9.868e+09,3.0943e+10,4.55e+08,2.77e+08,6.4e+07,5.7e+07,7e+06,1.24e+08,-6e+07,6.8e+07,1.16e+08,9.2e+08,-6.02e+08,-6.02e+08,-6.02e+08,2.8e+08,-3.22e+08,-1.52e+08,-3.24e+08,-3.24e+08,-1.29e+08,-1.29e+08,-1.6e+07,-6.21e+08,-2.3e+07,-2.3e+07,-2.3e+07,1.117e+09,9.051e+09,8.93e+08,0.3742,0.28141,0.15243,0.04611,0.0147,1.96264,0.97734,2.13569,0.29251,0.14913,0.14898,0.97837,3.22779,0.29269,0.04982,5,0.02096,0.03084,0.33407,7.45927,9.91905
"16","2014_Q1",8.07180327868852,"Up",3.032e+09,-1.938e+09,1.094e+09,-2.81e+08,-2.81e+08,8.13e+08,-1.39e+08,-1.39e+08,9.31322574615479e-10,6.74e+08,6.74e+08,-2.48e+08,4.26e+08,4.26e+08,4.26e+08,4.26e+08,1.079e+09,5.92e+08,4.87e+08,1.052e+09,1.052e+09,2.52e+08,2.19e+08,6.4e+07,2.602e+09,2.7291e+10,3.7184e+10,-9.893e+09,1.889e+09,1.298e+09,5.91e+08,2.918e+10,3.1782e+10,1.635e+09,9.57e+08,9.1e+07,5.87e+08,5.33e+08,2.56e+08,2.56e+08,2.424e+09,9.022e+09,9.832e+09,8.662e+09,1.17e+09,1.8854e+10,2.1278e+10,1.07e+09,1.009e+09,6.1e+07,9.936e+09,-5.23e+08,1.0483e+10,2.1e+07,1.0504e+10,3.1782e+10,4.26e+08,2.81e+08,8.7e+07,7.1e+07,1.6e+07,-2.6e+07,4.7e+07,-6.5e+07,-7999999.99999997,7.68e+08,-5.73e+08,-6.26e+08,-6.26e+08,-4.11e+08,-9.84e+08,-1.52e+08,4.99e+08,4.99e+08,-1.29e+08,-1.29e+08,-1000000.00000001,2.17e+08,1e+06,1e+06,1e+06,1.094e+09,9.555e+09,7.43e+08,0.36082,0.26814,0.1405,0.04056,0.0134,1.74413,1.07343,2.0257,0.30064,0.1399,0.14032,0.99573,3.44269,0.24401,0.04992,6,0.01934,0.02486,0.35681,7.74771,10.42558
"17","2014_Q2",8.52,"Up",3.012e+09,-1.99e+09,1.022e+09,-2.83e+08,-2.83e+08,7.39e+08,-1.33e+08,-1.4e+08,7e+06,6.06e+08,6.06e+08,-2.08e+08,3.98e+08,3.98e+08,3.98e+08,3.98e+08,7.23e+08,4.75e+08,2.48e+08,1.073e+09,1.073e+09,2.59e+08,2.34e+08,9.1e+07,2.289e+09,2.7494e+10,3.7604e+10,-1.011e+10,1.897e+09,1.314e+09,5.83e+08,2.9391e+10,3.168e+10,1.625e+09,9.75e+08,2.46e+08,4.04e+08,3.25e+08,2.62e+08,2.62e+08,2.212e+09,9.021e+09,9.802e+09,8.658e+09,1.144e+09,1.8823e+10,2.1035e+10,1.069e+09,1.004e+09,6.5e+07,1.0062e+10,-5.07e+08,1.0624e+10,2.1e+07,1.0645e+10,3.168e+10,3.98e+08,2.83e+08,-1.1e+07,-1e+06,-1e+07,-7.1e+07,-4.6e+07,3e+07,-5.5e+07,5.99e+08,-4.75e+08,-4.75e+08,-4.75e+08,2.48e+08,-2.27e+08,-1.51e+08,-2.09e+08,-2.09e+08,-1.27e+08,-1.27e+08,-2e+06,-4.89e+08,-1.17e+08,-1.17e+08,-1.17e+08,1.022e+09,9.346e+09,6.84e+08,0.33931,0.24535,0.13214,0.03739,0.01256,1.71859,1.03481,1.97605,0.29501,0.13161,0.13161,0.99603,3.51323,0.22619,0.04993,5,0.01843,0.02296,0.3794,8.43738,11.66847
"18","2014_Q3",9.07046875,"Up",3.244e+09,-1.96e+09,1.284e+09,-2.87e+08,-2.87e+08,9.97e+08,-1.47e+08,-1.35e+08,-1.2e+07,8.5e+08,8.5e+08,-3.21e+08,5.29e+08,5.29e+08,5.29e+08,5.29e+08,7.89e+08,5.73e+08,2.16e+08,1.062e+09,1.062e+09,2.75e+08,2.46e+08,1.23e+08,2.372e+09,2.7685e+10,3.801e+10,-1.0325e+10,1.918e+09,1.331e+09,5.87e+08,2.9603e+10,3.1975e+10,1.619e+09,9e+08,2.29e+08,4.9e+08,8.99e+08,2.79e+08,2.79e+08,2.797e+09,8.41e+09,9.864e+09,8.728e+09,1.136e+09,1.8274e+10,2.1071e+10,1.07e+09,1e+09,7e+07,1.0304e+10,-4.92e+08,1.0882e+10,2.2e+07,1.0904e+10,3.1975e+10,5.29e+08,2.87e+08,9.4e+07,8.7e+07,7000000.00000001,-6.4e+07,-1.4e+07,-8e+07,3e+07,8.46e+08,-4.44e+08,-4.81e+08,-4.81e+08,21000000.0000001,-4.23e+08,-1.6e+08,-3.5e+07,-3.5e+07,-1.3e+08,-1.3e+08,4.65661287307739e-10,-3.25e+08,9.8e+07,9.8e+07,9.8e+07,1.284e+09,9.309e+09,1.097e+09,0.39581,0.30734,0.16307,0.04851,0.01654,2.07372,0.84805,1.93241,0.29113,0.17581,0.17581,1.0781,3.61648,0.36457,0.05317,6,0.02291,0.03647,0.30246,6.63551,8.54564
"19","2014_Q4",10.349375,"Up",3.221e+09,-1.954e+09,1.267e+09,-2.91e+08,-2.91e+08,9.76e+08,-1.63e+08,-1.37e+08,-2.6e+07,8.13e+08,8.13e+08,-3.04e+08,5.09e+08,5.09e+08,5.09e+08,5.09e+08,1.054e+09,4.79e+08,5.75e+08,1.123e+09,1.123e+09,2.76e+08,2.23e+08,9.5e+07,2.676e+09,2.7994e+10,3.8533e+10,-1.0539e+10,1.953e+09,1.345e+09,6.08e+08,2.9947e+10,3.2623e+10,1.742e+09,9.86e+08,2.49e+08,5.07e+08,2.3e+08,2.59e+08,2.59e+08,2.231e+09,9.387e+09,9.863e+09,8.742e+09,1.121e+09,1.925e+10,2.1481e+10,1.075e+09,9.95e+08,8e+07,1.0527e+10,-4.83e+08,1.1119e+10,2.3e+07,1.1142e+10,3.2623e+10,5.09e+08,2.91e+08,-1.7e+07,4e+06,-2.1e+07,7.4e+07,-5.6e+07,7e+07,6e+07,8.57e+08,-5.81e+08,-6.01e+08,-6.01e+08,-3.89e+08,-9.7e+08,-1.59e+08,3.12e+08,3.12e+08,-1.31e+08,-1.31e+08,-3e+06,1.9e+07,-9.4e+07,-9.4e+07,-9.4e+07,1.267e+09,9.617e+09,1.064e+09,0.39336,0.30301,0.15803,0.04568,0.0156,2.09037,1.19946,1.92793,0.29479,0.16984,0.16984,1.07474,3.71004,0.35502,0.05305,8,0.02181,0.03475,0.31238,6.75848,8.77357
"20","2015_Q1",10.2091803278689,"Down",3.192e+09,-2.001e+09,1.191e+09,-2.9e+08,-2.9e+08,9.01e+08,-1.1e+08,-1.33e+08,2.3e+07,7.91e+08,7.75e+08,-2.84e+08,4.91e+08,4.91e+08,4.91e+08,4.91e+08,9.61e+08,6.69e+08,2.92e+08,1.129e+09,1.129e+09,2.73e+08,2.09e+08,6.8e+07,2.572e+09,2.8584e+10,3.9343e+10,-1.0759e+10,1.897e+09,1.356e+09,5.41e+08,3.0481e+10,3.3053e+10,1.621e+09,8.45e+08,1.63e+08,6.13e+08,2.28e+08,2.58e+08,2.58e+08,2.107e+09,9.514e+09,1.0256e+10,8.858e+09,1.398e+09,1.977e+10,2.1877e+10,1.084e+09,9.92e+08,9.2e+07,1.0734e+10,-6.66e+08,1.1152e+10,2.4e+07,1.1176e+10,3.3053e+10,4.91e+08,2.9e+08,2.35e+08,2.08e+08,2.7e+07,2.5e+07,-3e+06,-18999999.9999999,4.7e+07,1.041e+09,-8.87e+08,-8.92e+08,-8.92e+08,3.24e+08,-5.63e+08,-1.59e+08,-1e+06,-1e+06,-1.29e+08,-1.29e+08,1e+06,-2.88e+08,1.9e+08,1.9e+08,1.9e+08,1.191e+09,9.742e+09,6.13e+08,0.37312,0.28227,0.15382,0.04393,0.01485,1.24847,1.22069,1.9575,0.29474,0.16465,0.16399,1.07042,3.73977,0.20557,0.05332,8,0.02085,0.01966,0.32383,7.3728,9.74584
"21","2015_Q2",10.338253968254,"Up",3.027e+09,-1.889e+09,1.138e+09,-2.95e+08,-2.95e+08,8.43e+08,-1.32e+08,-1.34e+08,2e+06,7.11e+08,7.11e+08,-2.69e+08,4.42e+08,4.42e+08,4.42e+08,4.42e+08,8.18e+08,5.61e+08,2.57e+08,1.103e+09,1.103e+09,2.91e+08,2.45e+08,9.9e+07,2.457e+09,2.8872e+10,3.9824e+10,-1.0952e+10,1.832e+09,1.353e+09,4.79e+08,3.0704e+10,3.3161e+10,1.556e+09,8.58e+08,2.88e+08,4.1e+08,2.28e+08,2.54e+08,2.54e+08,2.038e+09,9.513e+09,1.0272e+10,8.886e+09,1.386e+09,1.9785e+10,2.1823e+10,1.088e+09,9.88e+08,1e+08,1.0895e+10,-6.68e+08,1.1315e+10,2.3e+07,1.1338e+10,3.3161e+10,4.42e+08,2.95e+08,3.2e+07,6e+06,2.6e+07,-7.9e+07,1.9e+07,2.4e+07,-1.22e+08,6.9e+08,-5.98e+08,-5.98e+08,-5.98e+08,9.8e+07,-5e+08,-1.58e+08,242206213.009807,242206213.009807,-1.27e+08,-1.27e+08,-1.3e+07,-2.98e+08,-1.08e+08,-1.08e+08,-1.08e+08,1.138e+09,9.741e+09,7.3e+08,0.37595,0.27849,0.14602,0.03898,0.01333,1.65158,1.20559,1.92477,0.29375,0.14867,0.14852,1.01816,3.80592,0.24554,0.05314,7,0.01914,0.02328,0.35747,7.84095,10.58482
"22","2015_Q3",8.79890625,"Down",3.064e+09,-1.748e+09,1.316e+09,-2.99e+08,-2.99e+08,1.017e+09,-1.3e+08,-1.34e+08,4e+06,8.87e+08,8.87e+08,-3.34e+08,5.53e+08,5.53e+08,5.53e+08,5.53e+08,1.118e+09,4.38e+08,6.8e+08,1.022e+09,1.022e+09,2.95e+08,2.34e+08,1.02e+08,2.669e+09,2.925e+10,4.0313e+10,-1.1063e+10,1.858e+09,1.366e+09,4.92e+08,3.1108e+10,3.3777e+10,1.495e+09,7.72e+08,2.43e+08,4.8e+08,1.8e+07,2.65e+08,2.65e+08,1.778e+09,1.0107e+10,1.0315e+10,8.897e+09,1.418e+09,2.0422e+10,2.22e+10,1.102e+09,9.84e+08,1.18e+08,1.1117e+10,-6.56e+08,1.1563e+10,1.4e+07,1.1577e+10,3.3777e+10,5.53e+08,2.99e+08,4.7e+07,2.7e+07,2e+07,-7e+06,8.2e+07,-9.2e+07,3000000.00000003,8.92e+08,-6.43e+08,-6.9e+08,-6.9e+08,-4.31e+08,-1.074e+09,-1.78e+08,3.9e+08,3.9e+08,-1.57e+08,-1.57e+08,4e+06,58999999.9999999,-1.23e+08,-1.23e+08,-1.23e+08,1.316e+09,1.0125e+10,1e+09,0.4295,0.33192,0.18048,0.04777,0.01637,1.80832,1.50112,1.9176,0.29976,0.18657,0.18638,1.03374,3.90115,0.33738,0.06005,6,0.02283,0.03123,0.32188,6.84422,8.85644
"23","2015_Q4",8.19546875,"Down",2.939e+09,-1.704e+09,1.235e+09,-3.02e+08,-3.02e+08,9.33e+08,-1.34e+08,-1.36e+08,2e+06,7.99e+08,7.99e+08,-2.92e+08,5.07e+08,5.07e+08,5.07e+08,5.07e+08,9.66e+08,5.41e+08,4.25e+08,1.003e+09,1.003e+09,3.09e+08,2.24e+08,8.7e+07,2.502e+09,2.9637e+10,4.0843e+10,-1.1206e+10,1.876e+09,1.376e+09,5e+08,3.1513e+10,3.4015e+10,1.571e+09,8.42e+08,2.82e+08,4.47e+08,1.8e+07,3.33e+08,3.33e+08,1.922e+09,1.0088e+10,1.0345e+10,8.957e+09,1.388e+09,2.0433e+10,2.2355e+10,1.095e+09,9.75e+08,1.2e+08,1.1195e+10,-6.45e+08,1.1645e+10,1.5e+07,1.166e+10,3.4015e+10,5.07e+08,3.02e+08,3e+07,4.9e+07,-1.9e+07,9.1e+07,2.5e+07,7.1e+07,-5e+06,9.3e+08,-6.22e+08,-6.21e+08,-6.21e+08,2.45e+08,-3.77e+08,-1.76e+08,-1.8e+07,-1.8e+07,-2.62e+08,-2.62e+08,6e+06,-4.5e+08,1.03e+08,1.03e+08,1.03e+08,1.235e+09,1.0106e+10,9.96e+08,0.42021,0.31745,0.17251,0.04348,0.01491,1.9645,1.30177,1.91724,0.2971,0.17227,0.1721,0.99864,3.95685,0.33843,0.0598,6,0.02127,0.03102,0.34714,7.40081,9.79636
"24","2016_Q1",7.37245901639344,"Down",2.781e+09,-1.678e+09,1.103e+09,-3.12e+08,-3.12e+08,7.91e+08,-5e+07,-1.4e+08,9e+07,7.41e+08,7.41e+08,-2.75e+08,4.66e+08,4.66e+08,4.66e+08,4.66e+08,1.438e+09,6.28e+08,8.1e+08,9.82e+08,9.82e+08,3.5e+08,7e+07,7e+07,2.84e+09,3.0174e+10,4.1574e+10,-1.14e+10,1.731e+09,1.394e+09,3.37e+08,3.1905e+10,3.4745e+10,1.362e+09,7.64e+08,1.08e+08,4.9e+08,2e+07,5.7e+08,5.7e+08,1.952e+09,1.0515e+10,1.061e+10,9.179e+09,1.431e+09,2.1125e+10,2.3077e+10,1.079e+09,9.66e+08,1.13e+08,1.1238e+10,-6.65e+08,1.1652e+10,1.6e+07,1.1668e+10,3.4745e+10,4.66e+08,3.12e+08,2.79e+08,3.74e+08,-9.5e+07,-1.99e+08,2.3e+07,-82000000.0000001,-1.4e+08,8.58e+08,-5.52e+08,-6.53e+08,-6.53e+08,-3.89e+08,-9.41e+08,-1.74e+08,5.99e+08,5.99e+08,-2.58e+08,-2.58e+08,2999999.99999999,1.7e+08,8.7e+07,8.7e+07,8.7e+07,1.103e+09,1.0535e+10,6.27e+08,0.39662,0.28443,0.16757,0.03994,0.01341,1.34549,1.45492,1.9778,0.30321,0.15981,0.15964,0.9537,3.99588,0.21502,0.05967,6,0.0195,0.01911,0.37339,8.24751,11.50063
"25","2016_Q2",7.97140625,"Up",2.618e+09,-1.601e+09,1.017e+09,-3.13e+08,-3.13e+08,7.04e+08,-1.36e+08,-1.43e+08,7e+06,5.68e+08,5.68e+08,-2.12e+08,3.56e+08,3.56e+08,3.56e+08,3.56e+08,1.106e+09,7.31e+08,3.75e+08,9.17e+08,9.17e+08,3.7e+08,2.15e+08,8.3e+07,2.608e+09,3.0293e+10,4.1865e+10,-1.1572e+10,1.709e+09,1.402e+09,3.07e+08,3.2002e+10,3.461e+10,1.383e+09,8.15e+08,1.7e+08,3.98e+08,2e+07,2.89e+08,2.89e+08,1.692e+09,1.0516e+10,1.0796e+10,9.396e+09,1.4e+09,2.1312e+10,2.3004e+10,1.068e+09,9.56e+08,1.12e+08,1.1183e+10,-6.58e+08,1.1593e+10,1.3e+07,1.1606e+10,3.461e+10,3.56e+08,3.13e+08,5.1e+07,8e+07,-2.9e+07,3.4e+07,5.7e+07,5e+07,-7.3e+07,7.54e+08,-4.25e+08,-4.25e+08,-4.25e+08,4.66e+08,4.1e+07,-1.73e+08,533530808.544398,533530808.544398,-2.49e+08,-2.49e+08,-2.7e+08,-6.92e+08,1.03e+08,1.03e+08,1.03e+08,1.017e+09,1.0536e+10,8.38e+08,0.38846,0.26891,0.13598,0.03067,0.01029,2.35393,1.54137,1.98208,0.30442,0.12335,0.12323,0.90714,4.01698,0.29037,0.05994,6,0.01606,0.02544,0.48596,9.27237,13.39489
"26","2016_Q3",8.7146875,"Up",2.704e+09,-1.545e+09,1.159e+09,-3.19e+08,-3.19e+08,8.4e+08,-1.33e+08,-1.41e+08,8e+06,7.07e+08,7.07e+08,-2.62e+08,4.45e+08,4.45e+08,4.45e+08,4.45e+08,8.28e+08,5.66e+08,2.62e+08,9.12e+08,9.12e+08,3.99e+08,8.9e+07,8.9e+07,2.228e+09,3.0607e+10,4.2345e+10,-1.1738e+10,1.715e+09,1.413e+09,3.02e+08,3.2322e+10,3.455e+10,1.367e+09,7.66e+08,1.37e+08,4.64e+08,6.32e+08,2.83e+08,2.83e+08,2.282e+09,9.905e+09,1.0738e+10,9.355e+09,1.383e+09,2.0643e+10,2.2925e+10,1.062e+09,9.46e+08,1.16e+08,1.1199e+10,-6.49e+08,1.1612e+10,1.3e+07,1.1625e+10,3.455e+10,4.45e+08,3.19e+08,8.7e+07,8.5e+07,1999999.99999999,-1.3e+07,8999999.99999999,-5e+07,2.8e+07,8.38e+08,-6.41e+08,-6.41e+08,-6.41e+08,1.19e+08,-5.22e+08,-1.71e+08,4.76837158203125e-07,4.76837158203125e-07,-2.66e+08,-2.66e+08,-4.4e+07,-4.81e+08,-1.65e+08,-1.65e+08,-1.65e+08,1.159e+09,1.0537e+10,7.67e+08,0.42862,0.31065,0.16457,0.03828,0.01288,1.7236,0.97634,1.97204,0.30498,0.15581,0.15581,0.94678,4.06583,0.26856,0.05987,5,0.01872,0.02331,0.38427,8.37705,11.55833
"27","2016_Q4",10.3933333333333,"Up",2.71e+09,-1.548e+09,1.162e+09,-3.21e+08,-3.21e+08,8.41e+08,-1.26e+08,-1.39e+08,1.3e+07,7.15e+08,7.15e+08,-2.6e+08,4.55e+08,4.55e+08,4.55e+08,4.55e+08,7.55e+08,6.03e+08,1.52e+08,9.25e+08,9.25e+08,3.97e+08,8.6e+07,8.6e+07,2.163e+09,3.0782e+10,4.272e+10,-1.1938e+10,1.736e+09,1.433e+09,3.03e+08,3.2518e+10,3.4681e+10,1.399e+09,8.59e+08,9e+07,4.5e+08,6.31e+08,2.33e+08,2.33e+08,2.263e+09,9.888e+09,1.086e+10,9.505e+09,1.355e+09,2.0748e+10,2.3011e+10,1.062e+09,9.37e+08,1.25e+08,1.1233e+10,-6.39e+08,1.1656e+10,1.4e+07,1.167e+10,3.4681e+10,4.55e+08,3.21e+08,1.23e+08,1.47e+08,-2.4e+07,-3e+06,2e+06,9.4e+07,-9.9e+07,8.96e+08,-5.24e+08,-5.24e+08,-5.24e+08,1.12e+08,-4.12e+08,-1.69e+08,-1.9e+07,-1.9e+07,-2.63e+08,-2.63e+08,4e+06,-4.47e+08,3.7e+07,3.7e+07,3.7e+07,1.162e+09,1.0519e+10,8.95e+08,0.42878,0.31033,0.1679,0.03899,0.01312,1.96703,0.95581,1.97181,0.30331,0.161,0.16083,0.95895,4.12456,0.3167,0.0598,6,0.01888,0.02708,0.37143,8.40275,11.60999
