"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","research_development","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",44.1627419354839,"Up",2.153e+09,-1.066e+09,-1.066e+09,1.087e+09,-7.64e+08,-4.86e+08,-2.62e+08,-1.6e+07,3.23e+08,-1.8e+07,-1.6e+07,-2e+06,3.05e+08,1.9e+07,3.24e+08,-1.18e+08,2.06e+08,2.06e+08,0,2.06e+08,2.06e+08,3.539e+09,1.779e+09,1.704e+09,1.704e+09,5.38e+08,1.49e+09,8.28e+08,7.271e+09,8.6e+08,1.62e+08,3.727e+09,1.43e+09,2.017e+09,2.8e+08,4.749e+09,1.202e+10,3.121e+09,6.46e+08,2.475e+09,4e+06,3.125e+09,1.86e+09,3.138e+09,3.138e+09,4.998e+09,8.123e+09,5.164e+09,1.361e+09,-2.653e+09,3.872e+09,2.5e+07,3.897e+09,1.202e+10,2.06e+08,2.06e+08,4.5e+07,1.48e+08,4.4e+07,1.1e+08,-6e+06,-2.17e+08,-7.3e+07,-4.3e+07,1e+08,-2.01e+08,1.82e+08,-3.9e+07,-3.9e+07,1.95e+08,1.56e+08,-6.3e+07,-1e+06,-1e+06,-1e+06,-2.92e+08,1.6e+07,-3.08e+08,0,-3.56e+08,-1.8e+07,-1.8e+07,2.5e+07,7e+06,3.68e+08,1.864e+09,2.3e+08,0.50488,0.15002,0.09568,0.05286,0.01714,1.1165,2.32672,2.08442,0.15507,0.72766,0.71677,7.60509,13.67715,0.81243,0.22254,5,0.03023,0.02585,0.30583,-4.55163,-5.18576
"12","2013_Q1",50.5376666666667,"Up",1.2e+07,6.2e+07,6.2e+07,7.4e+07,12999999.9999999,-1.8e+07,-5000000.00000006,3.6e+07,8.7e+07,-999999.999999993,-2e+07,1.9e+07,8.6e+07,-1.3e+07,7.3e+07,5.5e+07,1.28e+08,3.36e+08,-5.82076609134674e-11,3.36e+08,3.36e+08,3.603e+09,1.468e+09,1.881e+09,1.881e+09,5.13e+08,1.404e+09,8e+08,7.401e+09,8.39e+08,2.4e+08,4.199e+09,1.51e+09,2.416e+09,2.73e+08,5.278e+09,1.2679e+10,3.331e+09,7.05e+08,2.626e+09,4e+06,3.335e+09,1.859e+09,4.195e+09,4.195e+09,6.054e+09,9.389e+09,4.94e+09,1.625e+09,-3.3e+09,3.265e+09,2.5e+07,3.29e+09,1.2679e+10,1.28e+08,3.36e+08,0,-8.1e+07,7e+06,-8.9e+07,1e+06,1.23e+08,-1.08e+08,4.9e+07,1.77e+08,5e+06,1.7e+08,1e+06,-3e+07,-3.73e+08,-3.72e+08,-7.3e+07,-1e+06,-1000000.00000006,-999999.99999994,-2.72e+08,5.4e+07,-3.26e+08,2.31e+08,-1.15e+08,-3.17e+08,-3.17e+08,6000000.00000001,-3.11e+08,8.7e+07,1.863e+09,1.56e+08,6.16667,7.25,28,0.10213,0.0265,0.46429,2.21919,2.8538,0.14694,1.1856,1.16505,0.0423400000000003,11.52082,0.55046,0.25759,5,0.04375,0.01669,0.21726,-20,-20
"13","2013_Q2",49.33609375,"Down",1.973e+09,-1.018e+09,-1.018e+09,9.55e+08,-7.39e+08,-4.6e+08,-2.62e+08,-1.7e+07,2.16e+08,-1.8e+07,-2.5e+07,7e+06,1.98e+08,7e+06,2.05e+08,-1.3e+07,1.92e+08,1.92e+08,-2764854.09198935,1.92e+08,1.92e+08,3.718e+09,1.47e+09,1.644e+09,1.644e+09,5.15e+08,1.489e+09,8.68e+08,7.366e+09,8.25e+08,1.48e+08,4.258e+09,1.505e+09,2.422e+09,3.31e+08,5.231e+09,1.2597e+10,2.885e+09,5.93e+08,2.292e+09,4e+06,2.889e+09,2.45e+09,4.136e+09,4.136e+09,6.586e+09,9.475e+09,4.67e+09,1.746e+09,-3.319e+09,3.097e+09,2.5e+07,3.122e+09,1.2597e+10,1.92e+08,1.92e+08,5.2e+07,2.6e+07,4.5e+07,-1.1e+07,-8e+06,-3.01e+08,2e+08,-5e+06,-4.17e+08,-7.9e+07,-3.1e+07,-4.6e+07,-4.6e+07,-9.8e+07,-1.44e+08,-7.2e+07,5.92e+08,5.92e+08,-1e+06,-3.17e+08,4e+07,-3.57e+08,9e+06,2.12e+08,3.7e+07,3.7e+07,-3.5e+07,2e+06,2.68e+08,2.454e+09,-6.6e+07,0.48403,0.10948,0.09731,0.0615,0.01524,-0.34375,2.54967,3.03491,0.19481,0.69945,0.684,7.18761,11.28233,-0.24044,0.2623,5,0.02718,-0.0068,0.375,-4.71642,-5.85185
"14","2013_Q3",48.653125,"Down",9.2e+08,-4.32e+08,-4.32e+08,4.88e+08,-3.28e+08,-2.05e+08,-1.2e+08,-2999999.99999999,1.6e+08,-4.2e+07,-3.2e+07,-1e+07,1.18e+08,3.72529029846191e-09,1.18e+08,7.4e+07,1.92e+08,2.62e+08,-4e+06,2.58e+08,2.58e+08,3.216e+09,1.457e+09,1.707e+09,1.707e+09,4.98e+08,1.42e+09,7.79e+08,6.841e+09,8.3e+08,1.42e+08,4.347e+09,1.502e+09,2.53e+09,3.15e+08,5.319e+09,1.216e+10,2.79e+09,5.97e+08,2.193e+09,4e+06,2.794e+09,2.452e+09,4.095e+09,4.095e+09,6.547e+09,9.341e+09,4.165e+09,1.935e+09,-3.309e+09,2.791e+09,2.8e+07,2.819e+09,1.216e+10,1.92e+08,2.62e+08,2.4e+07,-1.71e+08,1.7e+07,-1.82e+08,-6e+06,-1.14e+08,-1.22e+08,1.9e+07,-62000000.0000001,5.1e+07,-6.9e+07,-1.8e+07,-3.3e+07,4.87e+08,4.69e+08,-7.1e+07,-1e+06,-999999.999999762,-1e+06,-4.91e+08,5.9e+07,-5.5e+08,1.46e+08,-4.17e+08,-16999999.9999999,-17000000.0000001,4000000.00000001,-1.3e+07,1.84e+08,2.456e+09,-2.2e+07,0.53043,0.17391,0.280429999999995,0.09152,0.02122,-0.08527,2.44846,3.31359,0.20197,0.95733,0.93921,3.41373,10.35622,-0.08163,0.26345,5,0.03511,-0.00235,0.27519,-4.13043,-4.75
"15","2013_Q4",54.17703125,"Up",1.517e+09,-7.52e+08,-7.52e+08,7.65e+08,-5.19e+08,-3.19e+08,-1.83e+08,-1.7e+07,2.46e+08,-2.2e+07,-2.8e+07,6e+06,2.24e+08,2.7e+07,2.51e+08,1.1e+07,2.62e+08,3.08e+08,-1e+06,3.07e+08,3.07e+08,2.89e+09,1.721e+09,1.823e+09,1.823e+09,5.21e+08,1.346e+09,7.6e+08,6.58e+09,8.41e+08,2.59e+08,4.378e+09,1.507e+09,2.668e+09,2.03e+08,5.478e+09,1.2058e+10,2.836e+09,6.33e+08,2.203e+09,4e+06,2.84e+09,2.458e+09,4.055e+09,4.055e+09,6.513e+09,9.353e+09,3.786e+09,2.162e+09,-3.272e+09,2.676e+09,2.9e+07,2.705e+09,1.2058e+10,2.62e+08,3.08e+08,4e+07,-1.18e+08,2.9e+07,-1.16e+08,-3.1e+07,-1.09e+08,-5.9e+07,-2.3e+07,-2.2e+07,-5e+06,7.5e+07,-3.1e+07,-3.1e+07,6.05e+08,5.74e+08,-6.9e+07,-1e+06,-1e+06,-1e+06,-4.16e+08,9e+06,-4.25e+08,7.9e+07,-4.07e+08,2.42e+08,2.42e+08,2.2e+07,2.64e+08,2.86e+08,2.462e+09,1.35e+08,0.50428,0.16216,0.20237,0.11349,0.02546,0.43974,2.3169,3.45767,0.20418,1.17131,1.15805,5.78787,10.20984,0.51507,0.26326,4,0.04077,0.01464,0.22476,-1.4965,-1.73984
"16","2014_Q1",55.8247540983607,"Up",1.817e+09,-9.16e+08,-9.16e+08,9.01e+08,-5.76e+08,-3.46e+08,-1.96e+08,-3.4e+07,3.25e+08,-2.2e+07,-2.8e+07,6e+06,3.03e+08,3e+06,3.06e+08,-1.3e+07,2.93e+08,3.43e+08,-1e+06,3.42e+08,3.42e+08,3.225e+09,3.225e+09,1.369e+09,1.369e+09,3.47e+08,2.079e+09,6.35e+08,7.02e+09,6.1e+08,2.32e+08,3.989e+09,3.61e+08,1.99e+09,1.638e+09,4.831e+09,1.1851e+10,2.346e+09,5.83e+08,1.763e+09,4e+06,3.22e+09,2.457e+09,2.485e+09,2.485e+09,4.942e+09,8.162e+09,3.521e+09,2.425e+09,-2.287e+09,3.659e+09,3e+07,3.689e+09,1.1851e+10,2.93e+08,3.43e+08,4.2e+07,-2e+06,2.9e+07,-2.5e+07,-6e+06,2.47e+08,-5.5e+07,1e+06,2.69e+08,3.2e+07,5.8e+08,-8e+06,-5.9e+07,1.143e+09,1.135e+09,-8e+07,-999999.99999997,-1e+06,-1e+06,-3.05e+08,5.7e+07,-3.62e+08,1.56e+08,-2.3e+08,1.485e+09,1.485e+09,1.9e+07,1.504e+09,3.67e+08,2.461e+09,6.19e+08,0.49587,0.17887,0.18822,0.09271,0.02886,1.80994,2.18012,2.21252,0.20766,1.3261,1.30784,7.04537,14.18767,2.40016,0.3102,6,0.04887,0.07169,0.23392,-2.08174,-2.35077
"17","2014_Q2",56.4820634920635,"Up",1.228e+09,-6.51e+08,-6.51e+08,5.77e+08,-4.7e+08,-3.07e+08,-1.74e+08,1.1e+07,1.07e+08,-2.5e+07,-2.5e+07,0,8.2e+07,7e+06,8.9e+07,-4e+06,8.5e+07,1.27e+08,0,1.27e+08,1.27e+08,3.141e+09,3.141e+09,1.727e+09,1.727e+09,5.76e+08,1.337e+09,7.13e+08,6.781e+09,7.95e+08,2.6e+08,3.779e+09,1.531e+09,2.004e+09,2.44e+08,4.834e+09,1.1615e+10,3.022e+09,6.55e+08,2.367e+09,4e+06,3.026e+09,2.462e+09,2.38e+09,2.38e+09,4.842e+09,7.868e+09,3.514e+09,2.473e+09,-2.27e+09,3.717e+09,3e+07,3.747e+09,1.1615e+10,8.5e+07,1.27e+08,4e+07,1.9e+07,2.8e+07,2.2e+07,-3.1e+07,-1.32e+08,1.6e+08,-1.2e+07,-1.75e+08,-1.05e+08,1.2e+07,-1.7e+07,-4.1e+07,7e+06,-1e+07,-7.9e+07,3e+06,3e+06,-1e+06,-4.3e+07,1.4e+07,-5.7e+07,3.1e+07,-8.8e+07,-8.6e+07,-8.6e+07,2e+06,-8.4e+07,1.47e+08,2.466e+09,2e+06,0.46987,0.08713,0.10342,0.03389,0.01093,0.01575,2.24091,2.09981,0.21231,0.4998,0.49168,4.83274,14.6281,0.00787,0.3109,3,0.02397,0.00023,0.62205,-4.59184,-6.30841
"18","2014_Q3",54.2378125,"Down",1.394e+09,-7.38e+08,-7.38e+08,6.56e+08,-5.18e+08,-3.08e+08,-1.76e+08,-3.4e+07,1.38e+08,-3.8e+07,-2.9e+07,-9e+06,1e+08,-3e+06,9.7e+07,-1.9e+07,7.8e+07,8.24e+08,0,8.24e+08,8.24e+08,2.876e+09,2.876e+09,1.185e+09,1.185e+09,3.3e+08,2.675e+09,5.27e+08,7.066e+09,6.82e+08,2.36e+08,3.884e+09,3.83e+08,1.909e+09,1.592e+09,4.802e+09,1.1868e+10,2.068e+09,4.53e+08,1.615e+09,4e+06,2.924e+09,2.446e+09,2.329e+09,2.329e+09,4.775e+09,7.699e+09,3.165e+09,3.219e+09,-2.245e+09,4.139e+09,3e+07,4.169e+09,1.1868e+10,7.8e+07,8.24e+08,4.6e+07,1.1e+07,2.6e+07,-1.6e+07,1000000.00000003,-16999999.9999999,3e+07,2.9e+07,-1.24e+08,4.8e+07,1.18e+08,-4.1e+07,-4.1e+07,3e+06,-3.8e+07,-7.9e+07,-1000000.00000003,-1000000.00000006,-1000000.00000001,-3.45e+08,7.1e+07,-4.16e+08,7.5e+07,-3.5e+08,-2.7e+08,-2.7e+08,5e+06,-2.65e+08,1.84e+08,2.45e+09,1.45e+08,0.47059,0.099,0.5911,0.19765,0.06943,0.17597,2.41655,1.84673,0.20644,3.24793,3.21624,5.49468,16.31454,0.571540000000001,0.31139,5,0.10092,0.0162,0.09587,-2.31522,-3.08696
"19","2014_Q4",55.34609375,"Up",1.436e+09,-7.5e+08,-7.5e+08,6.86e+08,-4.79e+08,-2.87e+08,-1.66e+08,-2.6e+07,2.07e+08,-5.6e+07,-3.1e+07,-2.5e+07,1.51e+08,0,1.51e+08,-8.4e+07,6.7e+07,1.48e+08,-1e+06,1.47e+08,1.47e+08,2.845e+09,2.845e+09,1.162e+09,1.162e+09,3.31e+08,2.83e+09,6.04e+08,7.168e+09,6.64e+08,2.4e+08,4.123e+09,3.83e+08,2.141e+09,1.599e+09,5.027e+09,1.2195e+10,2.174e+09,5.01e+08,1.673e+09,4e+06,3.024e+09,3.401e+09,2.528e+09,2.528e+09,5.929e+09,8.953e+09,2.552e+09,3.284e+09,-2.625e+09,3.211e+09,3.1e+07,3.242e+09,1.2195e+10,6.7e+07,1.48e+08,4.5e+07,1.23e+08,2e+07,6.3e+07,4e+07,-3.5e+08,1.2e+07,-5e+06,1.29e+08,-4.86e+08,-1.15e+08,-4.2e+07,-4.8e+07,-8e+06,-5e+07,-7.8e+07,9.12e+08,9.12e+08,-4.59e+08,-6.41e+08,9e+06,-6.5e+08,-2.9e+07,1.64e+08,-1e+06,-1e+06,-3e+07,-3.1e+07,2.52e+08,3.405e+09,-5.6e+07,0.47772,0.14415,0.10237,0.04534,0.01205,-0.38095,2.37037,2.76157,0.27921,0.59683,0.59226,5.83029,13.03695,-0.22737,0.31669,3,0.02452,-0.0061,0.53061,2.22222,2.70531
"20","2015_Q1",57.655737704918,"Up",1.823e+09,-9.11e+08,-9.11e+08,9.12e+08,-2.37e+09,-2.82e+08,-1.65e+08,-1.923e+09,-1.458e+09,-4.1e+07,-4.1e+07,0,-1.499e+09,1e+06,-1.498e+09,5.72e+08,-9.26e+08,2.01e+08,-3.49245965480804e-10,2.01e+08,2.01e+08,3.954e+09,3.954e+09,1.409e+09,1.409e+09,3.45e+08,1.171e+09,7.4e+08,6.879e+09,5.49e+08,3.16e+08,2.679e+09,3.83e+08,2.151e+09,1.45e+08,3.544e+09,1.0423e+10,2.246e+09,5.4e+08,1.706e+09,4e+06,2.25e+09,3.396e+09,2.011e+09,2.011e+09,5.407e+09,7.657e+09,1.18e+09,3.41e+09,-1.855e+09,2.735e+09,3.1e+07,2.766e+09,1.0423e+10,-9.26e+08,2.01e+08,4.2e+07,1.278e+09,2e+07,-6.26e+08,1.884e+09,-1.046e+09,-2.64e+08,-1.7e+07,9.8e+07,-8.63e+08,-6.52e+08,-4.8e+07,-5.1e+07,3.354e+09,3.306e+09,-8.2e+07,-3999999.99999988,-4000000.00000024,-3999999.99999994,-1.43e+09,-7000000.00000001,-1.423e+09,2.7e+07,-1.489e+09,1.165e+09,1.165e+09,-5.6e+07,1.109e+09,-1.416e+09,3.4e+09,-3.082e+09,0.50027,-0.79978,0.11026,0.07267,0.01928,-15.33333,3.05733,2.76826,0.3262,0.88042,0.91488,7.98511,11.97985,-13.49978,0.35918,5,0.03461,-0.37691,0.40796,0.39124,0.37997
"21","2015_Q2",52.4814285714286,"Down",1.223e+09,-6.75e+08,-6.75e+08,5.48e+08,-4.29e+08,-2.56e+08,-1.59e+08,-1.4e+07,1.19e+08,-3.7e+07,-4e+07,3e+06,8.2e+07,4.6e+07,1.28e+08,-4e+07,8.8e+07,7.5e+07,-1e+06,7.4e+07,7.4e+07,3.353e+09,3.353e+09,1.084e+09,1.084e+09,3.81e+08,1.066e+09,6.5e+08,5.884e+09,5.3e+08,2.85e+08,2.726e+09,3.9e+08,2.179e+09,1.57e+08,3.541e+09,9.425e+09,1.973e+09,4.37e+08,1.536e+09,4e+06,1.977e+09,3.392e+09,1.962e+09,1.962e+09,5.354e+09,7.331e+09,5.87e+08,3.412e+09,-1.913e+09,2.086e+09,8e+06,2.094e+09,9.425e+09,8.8e+07,7.5e+07,4.1e+07,-1e+06,2.1e+07,2.3e+07,-4.5e+07,2.8e+07,3.09e+08,-4.4e+07,-2.47e+08,1e+07,1.56e+08,-3.2e+07,-3.3e+07,1.4e+07,-1.8e+07,-7.5e+07,-1e+06,-1e+06,-1e+06,-6.12e+08,4.1e+07,-6.53e+08,1e+06,-6.87e+08,-5.49e+08,-5.49e+08,-5.2e+07,-6.01e+08,1.6e+08,3.396e+09,1.96e+08,0.44808,0.0973,0.06051,0.03534,0.00785,2.64865,2.97623,3.50096,0.36032,0.34371,0.33976,5.68045,9.68881,0.91036,0.34835,6,0.01999,0.0263,1.01351,0.26875,0.36134
"22","2015_Q3",55.58171875,"Up",1.368e+09,-7.2e+08,-7.2e+08,6.48e+08,-3.94e+08,-2.54e+08,-1.56e+08,15999999.9999998,2.54e+08,-4.3e+07,-3.9e+07,-4e+06,2.11e+08,4e+06,2.15e+08,-6.4e+07,1.51e+08,1.43e+08,0,1.43e+08,1.43e+08,3.112e+09,3.112e+09,1.141e+09,1.141e+09,3.64e+08,1.015e+09,5.93e+08,5.632e+09,5.42e+08,2.85e+08,2.701e+09,4.23e+08,2.118e+09,1.6e+08,3.528e+09,9.16e+09,1.967e+09,4.17e+08,1.55e+09,4e+06,1.971e+09,3.393e+09,1.973e+09,1.973e+09,5.366e+09,7.337e+09,3.15e+08,3.485e+09,-1.985e+09,1.815e+09,8e+06,1.823e+09,9.16e+09,1.51e+08,1.43e+08,4e+07,1.9e+07,1.9e+07,3.2e+07,-3.2e+07,-60000000.0000001,-53999999.9999999,1.9e+07,-1000000.00000006,-23999999.9999999,1.5e+08,-4.8e+07,-4.8e+07,4e+06,-44000000.0000005,-7.3e+07,-1e+06,-999999.999999881,-1000000.00000001,-2.9e+08,-4e+06,-2.86e+08,3.72529029846191e-09,-3.64e+08,-2.58e+08,-2.58e+08,1.7e+07,-2.41e+08,2.94e+08,3.397e+09,2.5e+08,0.47368,0.18567,0.10453,0.07844,0.01561,1.74825,2.85743,4.02468,0.37085,0.6875,0.68258,6.57692,8.72596,1.20192,0.35096,7,0.03003,0.03476,0.51049,0.96939,1.12205
"23","2015_Q4",61.79015625,"Up",1.422e+09,-7.37e+08,-7.37e+08,6.85e+08,-4.53e+08,-2.59e+08,-1.53e+08,-4.1e+07,2.32e+08,-4.5e+07,-4.3e+07,-2e+06,1.87e+08,1e+07,1.97e+08,-7.1e+07,1.26e+08,1.15e+08,-1e+06,1.14e+08,1.14e+08,2.2e+09,2.2e+09,1.222e+09,1.222e+09,3.34e+08,1.031e+09,5.74e+08,4.787e+09,4.67e+08,2.92e+08,2.54e+09,4.23e+08,1.889e+09,2.28e+08,3.299e+09,8.086e+09,2.025e+09,4.43e+08,1.582e+09,4e+06,2.029e+09,4.386e+09,1.969e+09,1.969e+09,6.355e+09,8.384e+09,1e+07,1.689e+09,-2.006e+09,-3.07e+08,9e+06,-2.98e+08,8.086e+09,1.26e+08,1.15e+08,3.2e+07,1.18e+08,1.8e+07,7.2e+07,2.8e+07,2.5e+07,-8.8e+07,4e+06,9.6e+07,1.3e+07,3.01e+08,-4.9e+07,-5e+07,-1.8e+07,-6.7e+07,-7e+07,9.75e+08,9.75e+08,-1e+06,-2.025e+09,3.2e+07,-2.057e+09,0,-1.12e+09,-8.86e+08,-8.86e+08,-2.6e+07,-9.12e+08,2.64e+08,4.39e+09,3.11e+08,0.48172,0.16315,0.08017,-0.38255,0.0141,2.72807,2.35929,-28.13423,0.54291,0.57229,0.56632,7.13855,-1.54116,1.56124,0.35141,7,0.03036,0.05131,0.61404,8.29545,9.43966
"24","2016_Q1",60.3091803278689,"Down",1.682e+09,-8.44e+08,-8.44e+08,8.38e+08,-4.49e+08,-2.52e+08,-1.52e+08,-4.5e+07,3.89e+08,-5.9e+07,-5.1e+07,-8e+06,3.3e+08,4.7e+07,3.77e+08,-9.9e+07,2.78e+08,2.8e+08,-1e+06,2.79e+08,2.79e+08,1.98e+09,1.98e+09,1.362e+09,1.362e+09,2.96e+08,9.81e+08,9.54e+08,4.619e+09,4.87e+08,2.31e+08,3.009e+09,4.2e+08,2.278e+09,3.11e+08,3.727e+09,8.346e+09,2.189e+09,5.18e+08,1.671e+09,4e+06,2.193e+09,4.345e+09,1.904e+09,1.904e+09,6.249e+09,8.442e+09,4.4e+07,1.716e+09,-1.866e+09,-1.06e+08,1e+07,-95999999.9999995,8.346e+09,2.78e+08,2.8e+08,3.7e+07,1.5e+07,2e+07,3.3e+07,-3.8e+07,8.4e+07,-1.46e+08,3.7e+07,1.78e+08,1.5e+07,4.14e+08,-4.3e+07,-4.4e+07,-3.56e+08,-3.99e+08,-5.9e+07,-6e+06,-6000000.00000024,-1e+06,-1.66e+08,1.5e+07,-1.81e+08,4e+06,-2.27e+08,-2.12e+08,-2.12e+08,-8e+06,-2.2e+08,4.26e+08,4.349e+09,5.66e+08,0.49822,0.23127,0.16587,-2.90625,0.03343,2.02867,2.10625,-87.9375,0.52109,1.58613,1.56215,9.56225,-0.60262,3.21774,0.33542,6,0.0549,0.09193,0.21147,5.56103,6.08997
"25","2016_Q2",63.770625,"Up",1.193e+09,-6.91e+08,-6.91e+08,5.02e+08,-4.02e+08,-2.34e+08,-1.35e+08,-3.3e+07,1e+08,-5.7e+07,-4.9e+07,-8e+06,4.3e+07,-2.1e+07,2.2e+07,-5e+06,1.7e+07,1.7e+07,0,1.7e+07,1.7e+07,1.94e+09,1.94e+09,1.148e+09,1.148e+09,2.87e+08,6.26e+08,6.26e+08,4.001e+09,9.97e+08,2.28e+08,3.823e+09,5.9e+08,2.33e+09,9.03e+08,5.048e+09,9.049e+09,2.028e+09,4.24e+08,1.604e+09,4e+06,2.032e+09,5.023e+09,2.131e+09,2.131e+09,7.154e+09,9.186e+09,1.01e+08,1.597e+09,-1.845e+09,-1.47e+08,1e+07,-1.37e+08,9.049e+09,1.7e+07,1.7e+07,6.2e+07,8.4e+07,1.7e+07,3.5e+07,3.2e+07,-1.5e+08,2.77e+08,-4e+06,-3.63e+08,-6e+07,1.3e+07,-5.1e+07,-5.1e+07,-5.72e+08,-6.23e+08,-7.1e+07,6.72e+08,6.72e+08,-1e+06,-2.4e+07,4e+07,-63999999.9999998,3240109.55983038,5.77e+08,-3.3e+07,-3.3e+07,-7e+06,-4e+07,1.62e+08,5.027e+09,-3.4e+07,0.42079,0.08382,0.01425,-0.12409,0.00188,-2,1.969,-67.05109,0.55553,0.09742,0.09605,6.83668,-0.84241,-0.19484,0.40688,4,0.01253,-0.00484,4.17647,19.05556,30.87
"26","2016_Q3",65.88078125,"Up",1.43e+09,-7.53e+08,-7.53e+08,6.77e+08,-4.54e+08,-2.41e+08,-1.39e+08,-7.4e+07,2.23e+08,-5.7e+07,-5.4e+07,-3e+06,1.66e+08,1e+06,1.67e+08,-5.9e+07,1.08e+08,1.08e+08,-1e+06,1.07e+08,1.07e+08,1.545e+09,1.545e+09,1.083e+09,1.083e+09,2.84e+08,6.35e+08,6.35e+08,3.547e+09,7.78e+08,2.23e+08,3.919e+09,5.97e+08,2.261e+09,1.061e+09,4.92e+09,8.467e+09,2.04e+09,4.09e+08,1.631e+09,5e+06,2.045e+09,5.028e+09,2.072e+09,2.072e+09,7.1e+09,9.145e+09,1.19e+08,1.08e+09,-1.888e+09,-6.89e+08,1.1e+07,-6.78e+08,8.467e+09,1.08e+08,1.08e+08,8.2e+07,7.7e+07,1.8e+07,3.6e+07,2.3e+07,2.4e+07,49999999.9999999,2e+06,1e+06,-2.9e+07,2.91e+08,-4.6e+07,-9.2e+07,5e+06,-4.1e+07,-7.2e+07,-1e+06,-1e+06,-1e+06,-5.55e+08,0,-5.55e+08,1.86264514923096e-09,-6.28e+08,-3.78e+08,-3.78e+08,-1.7e+07,-3.95e+08,3.05e+08,5.033e+09,3.42e+08,0.47343,0.15594,0.07483,-0.15782,0.01264,3.19626,1.73447,-13.4882,0.59443,0.62245,0.61213,8.31879,-4.00814,1.98953,0.41885,5,0.02785,0.05321,0.6729,11.43607,15.64126
"27","2016_Q4",71.1265079365079,"Up",1.532e+09,-7.7e+08,-7.7e+08,7.62e+08,-4.21e+08,-2.47e+08,-1.37e+08,-3.7e+07,3.41e+08,-5.5e+07,-5.4e+07,-1e+06,2.86e+08,7e+06,2.93e+08,-1e+08,1.93e+08,1.93e+08,0,1.93e+08,1.93e+08,1.687e+09,1.687e+09,1.164e+09,1.164e+09,2.83e+08,6.7e+08,6.7e+08,3.804e+09,7.8e+08,2.38e+08,3.797e+09,5.97e+08,2.187e+09,1.013e+09,4.815e+09,8.619e+09,2.156e+09,4.06e+08,1.75e+09,5e+06,2.161e+09,5.044e+09,2.062e+09,2.062e+09,7.106e+09,9.267e+09,1.76e+08,1.096e+09,-1.931e+09,-6.59e+08,1.1e+07,-6.48e+08,8.619e+09,1.93e+08,1.93e+08,7.6e+07,9e+07,1.7e+07,7.2e+07,1e+06,-1.1e+07,-8.2e+07,2e+06,1.38e+08,-6.9e+07,3.48e+08,-4.6e+07,-6.8e+07,-1.1e+07,-5.7e+07,-7e+07,-1e+06,-1e+06,-1e+06,-6.9e+07,4e+07,-1.09e+08,0,-1.4e+08,1.51e+08,1.51e+08,-9e+06,1.42e+08,4.17e+08,5.049e+09,4.6e+08,0.49739,0.22258,0.12598,-0.29784,0.02239,2.38342,1.7603,-14.30093,0.5858,1.16055,1.13797,9.21227,-3.96272,2.76609,0.42093,7,0.04069,0.07117,0.36269,8.06235,9.85924
