"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda"
"11","2014_Q4",17.23375,"Down",4.29e+08,-3.61e+08,6.8e+07,-4.7e+07,-4.7e+07,2.1e+07,-2.5e+07,-3.4e+07,9e+06,-4e+06,-4.5e+07,-4.9e+07,-4.1e+07,-9e+07,-9e+07,-3e+06,-9.3e+07,-9.3e+07,1.345e+09,1.345e+09,3.04e+08,3.04e+08,7.78e+08,8.1e+07,5.2e+07,2.508e+09,2.293e+09,5.46e+08,2.79e+08,6.4e+07,2.839e+09,5.347e+09,3.12e+08,1.39e+08,3.1e+07,1.42e+08,1.8e+07,3.3e+08,2.38e+09,4.71e+08,1.32e+08,1.62e+08,2.851e+09,3.181e+09,1.471e+09,8.35e+08,-3.25e+08,1.981e+09,1.84e+08,2.165e+09,5.346e+09,-9e+07,-9e+07,6.8e+07,6.1e+07,1.5e+07,5.4e+07,-3.9e+07,-3.9e+07,-2.9e+07,-5e+06,3e+06,-3.1e+07,-1.6e+07,-1.6e+07,-1.4e+07,-3e+07,8.9e+07,2.398e+09,1.06e+08,0.15851,0.04895,-0.21678,-0.04296,-0.01739,-1.13978,7.6,1.46928,0.44848,-0.81201,-0.81201,3.74574,17.29678,0.92552,0.25321,-0.01271,0.02105,11.83146
"12","2015_Q1",15.9775409836066,"Down",4e+08,-3.46e+08,5.4e+07,-5.4e+07,-5.4e+07,0,-1.7e+07,-3.2e+07,1.5e+07,-1.7e+07,-5e+06,-2.2e+07,-2.53e+08,-2.75e+08,-2.75e+08,-1e+06,-2.76e+08,-2.76e+08,1.276e+09,1.276e+09,2.77e+08,2.77e+08,7.7e+08,5.8e+07,4.2e+07,2.381e+09,2.285e+09,3.99e+08,2.72e+08,1.18e+08,2.684e+09,5.065e+09,3.39e+08,1.6e+08,3.2e+07,1.47e+08,1.8e+07,3.66e+08,2.375e+09,5.36e+08,1.72e+08,1.6e+08,2.911e+09,3.277e+09,1.476e+09,5.29e+08,-3.96e+08,1.609e+09,1.78e+08,1.787e+09,5.064e+09,-2.75e+08,-2.75e+08,7e+07,2.43e+08,1.4e+07,5.2e+07,-8.1e+07,-8.1e+07,-2.9e+07,-4e+06,1e+06,-3.2e+07,-6.1e+07,-6.1e+07,-5e+06,-6.6e+07,7e+07,2.393e+09,2.56e+08,0.135,0,-0.69,-0.15445,-0.05449,-0.92754,6.50546,1.8338,0.47246,-2.39887,-2.39887,3.47663,13.98474,2.22504,0.25206,-0.05236,0.05427,15.95714
"13","2015_Q2",14.3480952380952,"Down",3.85e+08,-3.5e+08,3.5e+07,-4.4e+07,-4.4e+07,-9e+06,-3e+07,-3.4e+07,4e+06,-3.9e+07,0,-3.9e+07,-7e+06,-4.6e+07,-4.6e+07,-3e+06,-4.9e+07,-4.9e+07,1.139e+09,1.139e+09,2.98e+08,2.98e+08,7.54e+08,6.49e+08,2.9e+07,2.84e+09,2.205e+09,3.91e+08,2.65e+08,1.17e+08,2.596e+09,5.436e+09,2.57e+08,1.39e+08,2.3e+07,9.5e+07,1.8e+07,2.84e+08,2.97e+09,5.24e+08,1.67e+08,1.66e+08,3.494e+09,3.778e+09,1.483e+09,4.51e+08,-4.43e+08,1.491e+09,1.66e+08,1.657e+09,5.435e+09,-4.6e+07,-4.6e+07,6.5e+07,-1e+06,-8.3e+07,-6.5e+07,-3.2e+07,-6.32e+08,-2.9e+07,5.95e+08,3e+06,5.69e+08,-1.28e+08,-1.28e+08,-9e+06,-1.37e+08,5.6e+07,2.988e+09,-5.2e+07,0.09091,-0.02338,-0.12727,-0.02957,-0.00901,1.06122,10,2.28002,0.54967,-0.42471,-0.42471,3.33697,12.92319,-0.45071,0.25136,-0.00387,-0.01006,33.01786
"14","2015_Q3",7.21078125,"Down",6.17e+08,-5.93e+08,2.4e+07,-7.2e+07,-7.2e+07,-4.8e+07,-5.7e+07,-5.2e+07,-5e+06,-1.05e+08,-2e+06,-1.07e+08,-1.1e+07,-1.18e+08,-1.18e+08,-1e+06,-1.19e+08,-1.19e+08,2.05e+08,2.05e+08,4.72e+08,4.72e+08,7.8e+08,7.5e+07,6e+07,1.532e+09,3.703e+09,3.57e+08,2.6e+08,8.9e+07,4.06e+09,5.592e+09,3.85e+08,2.03e+08,2.6e+07,1.56e+08,1.67e+08,5.6e+08,2.967e+09,5.36e+08,1.68e+08,1.78e+08,3.503e+09,4.063e+09,1.49e+09,3.02e+08,-4.32e+08,1.36e+09,1.68e+08,1.528e+09,5.591e+09,-1.18e+08,-1.18e+08,7.5e+07,2.4e+07,9.7e+07,7.8e+07,-6.1e+07,-1.114e+09,-3e+07,1.46e+08,-1.5e+07,1.01e+08,-9.35e+08,-9.35e+08,1e+06,-9.34e+08,2.7e+07,3.134e+09,7.4e+07,0.0389,-0.0778,-0.19287,-0.07788,-0.02128,-0.62185,2.73571,2.65903,0.56044,-1.02969,-1.02969,5.3388,11.76786,0.640310000000001,0.25959,-0.01712,0.01423,108.48148
"15","2015_Q4",4.44421875,"Down",5.75e+08,-5.36e+08,3.9e+07,-5.5e+07,-5.5e+07,-1.6e+07,-2.2e+07,-4.5e+07,2.3e+07,-3.8e+07,-5e+06,-4.3e+07,-1.1e+07,-5.4e+07,-5.4e+07,-6e+06,-6e+07,-6e+07,1.45e+08,1.45e+08,4.53e+08,4.53e+08,7.15e+08,7.2e+07,6.2e+07,1.385e+09,3.564e+09,3.47e+08,2.52e+08,8.9e+07,3.911e+09,5.296e+09,3.49e+08,1.79e+08,2.9e+07,1.41e+08,1.66e+08,5.21e+08,2.961e+09,4.98e+08,1.6e+08,1.76e+08,3.459e+09,3.98e+09,1.495e+09,2.12e+08,-5.31e+08,1.176e+09,1.39e+08,1.315e+09,5.295e+09,-5.4e+07,-5.4e+07,8.2e+07,-1.8e+07,2.2e+07,3.2e+07,-4.8e+07,-4.8e+07,-2.9e+07,-4e+06,0,-3.3e+07,-4.9e+07,-4.9e+07,-1.1e+07,-6e+07,6.6e+07,3.127e+09,5.1e+07,0.06783,-0.02783,-0.10435,-0.04563,-0.01133,-0.85,2.65835,3.02662,0.59045,-0.51883,-0.51883,4.97216,10.16914,0.44101,0.25077,-0.00627,0.01032,45.18182
"16","2016_Q1",3.75803278688525,"Down",-6.7e+07,-12000000.0000001,-7.9e+07,-2.8e+07,-2.8e+07,-1.07e+08,-3.9e+07,-4.5e+07,6e+06,-1.46e+08,-1.4e+07,-1.6e+08,6e+06,-1.54e+08,-9.9e+07,-2e+06,-1.01e+08,-1.01e+08,2.29e+08,2.29e+08,3.91e+08,3.91e+08,6.3e+08,5.1e+07,4.6e+07,1.301e+09,3.447e+09,2.79e+08,2.44e+08,3.5e+07,3.726e+09,5.027e+09,3.82e+08,1.59e+08,4.3e+07,1.8e+08,1.66e+08,5.48e+08,2.91e+09,4.59e+08,1.41e+08,1.75e+08,3.369e+09,3.917e+09,1.5e+09,9.3e+07,-5.96e+08,9.97e+08,1.12e+08,1.109e+09,5.026e+09,-1.54e+08,-9.9e+07,3.1e+07,1e+07,1.35e+08,2.2e+07,-2.4e+07,-2e+07,-2.9e+07,-5e+06,-999999.999999998,-3.5e+07,-33000000.0000001,91000000.0000001,-7e+06,84000000.0000001,-7.6e+07,3.076e+09,2.9e+07,1.1791,1.59701,1.50746,-0.09107,-0.02009,-0.28713,2.37409,3.53201,0.6119,-0.87312,-0.87312,-0.5792,8.61883,0.2507,0.2507,-0.0155,0.00624,-37.46053
"17","2016_Q2",4.9425,"Up",4.76e+08,-4.55e+08,2.1e+07,-5e+07,-5e+07,-2.9e+07,-5.5e+07,-4.6e+07,-9e+06,-8.4e+07,2e+06,-8.2e+07,-1.2e+07,-9.4e+07,-9.4e+07,1e+06,-9.3e+07,-9.3e+07,1.52e+08,1.52e+08,3.67e+08,3.67e+08,6.16e+08,3.9e+07,3.6e+07,1.174e+09,3.471e+09,2.62e+08,2.38e+08,2.4e+07,3.733e+09,4.907e+09,3.31e+08,1.52e+08,4.9e+07,1.3e+08,1.66e+08,4.97e+08,2.891e+09,4.73e+08,1.41e+08,1.82e+08,3.364e+09,3.861e+09,1.504e+09,-2.8e+07,-5.55e+08,9.21e+08,1.24e+08,1.045e+09,4.906e+09,-9.4e+07,-9.4e+07,5.5e+07,1.6e+07,2.4e+07,1e+06,-3.3e+07,-3.2e+07,-3e+07,-1.9e+07,0,-4.9e+07,-8e+07,-8e+07,3e+06,-7.7e+07,2.6e+07,3.057e+09,2.9e+07,0.04412,-0.06092,-0.19538,-0.089,-0.01895,-0.31183,2.36217,3.69474,0.62299,-0.80228,-0.80228,4.10628,7.94513,0.25017,0.2588,-0.01377,0.00634,111.73077
"18","2016_Q3",6.7503125,"Up",5.38e+08,-4.79e+08,5.9e+07,-5.1e+07,-5.1e+07,8e+06,-4.9e+07,-4.6e+07,-3e+06,-4.1e+07,3e+06,-3.8e+07,-1e+07,-4.8e+07,-4.8e+07,-2e+06,-5e+07,-5e+07,1.88e+08,1.88e+08,4.05e+08,4.05e+08,5.66e+08,4.5e+07,4.2e+07,1.204e+09,3.434e+09,2.55e+08,2.32e+08,2.3e+07,3.689e+09,4.893e+09,3.69e+08,1.59e+08,5.4e+07,1.56e+08,1.66e+08,5.35e+08,2.889e+09,4.69e+08,1.37e+08,1.84e+08,3.358e+09,3.893e+09,1.51e+09,-8.4e+07,-5.53e+08,8.73e+08,1.26e+08,9.99e+08,4.892e+09,-5e+07,-5e+07,6e+07,6e+06,5.2e+07,6.8e+07,-2.2e+07,-2.2e+07,-5e+06,-4e+06,-2.3283064365387e-10,-9e+06,3.7e+07,3.7e+07,-999999.999999998,3.6e+07,6.8e+07,3.055e+09,1.08e+08,0.10967,0.0148700000000002,-0.0929400000000001,-0.05005,-0.01022,-2.16,2.25047,3.8969,0.62436,-0.43035,-0.43035,4.63059,7.51394,0.92956,0.04304,-0.00995,0.02387,42.16176
"19","2016_Q4",8.80444444444444,"Up",-5.7e+07,5.7e+07,0,-3.4e+07,-3.4e+07,-3.4e+07,-5.6e+07,-4.6e+07,-1e+07,-9e+07,-3e+06,-9.3e+07,-3e+06,-9.6e+07,-4.1e+07,2e+06,-3.9e+07,-3.9e+07,2.02e+08,2.02e+08,3.94e+08,3.94e+08,5.58e+08,48000000.0000001,4.5e+07,1.202e+09,3.467e+09,2.56e+08,2.26e+08,3e+07,3.723e+09,4.925e+09,3.67e+08,1.62e+08,5.7e+07,1.48e+08,1.66e+08,5.33e+08,2.889e+09,4.96e+08,1.51e+08,1.89e+08,3.385e+09,3.918e+09,1.518e+09,-1.29e+08,-5.25e+08,8.64e+08,1.42e+08,1.006e+09,4.924e+09,-9.4e+07,-3.9e+07,1.6e+07,1.5e+07,7e+06,-5.6e+07,-4e+06,-4e+06,-5e+06,-4e+06,-1e+06,-1e+07,-7e+07,1.3e+07,1e+06,1.4e+07,-1.8e+07,3.055e+09,-1.2e+07,0,0.59649,0.68421,-0.03877,-0.00792,0.30769,2.25516,3.89463,0.6203,-0.33557,-0.33557,-0.49045,7.43418,-0.10325,0.04302,-0.00746,-0.00263,-158.5
"20","2017_Q1",13.1459677419355,"Up",3.52e+08,-2.98e+08,5.4e+07,-5.4e+07,-5.4e+07,7.45058059692383e-09,-5.2e+07,-4.7e+07,-5e+06,-5.2e+07,3e+06,-4.9e+07,1.5e+08,1.01e+08,1.25e+08,-2e+06,1.23e+08,1.23e+08,2.48e+08,2.48e+08,2.78e+08,2.78e+08,4.99e+08,1.713e+09,2.8e+07,2.738e+09,1.969e+09,2.57e+08,2.23e+08,3.4e+07,2.226e+09,4.964e+09,2.87e+08,1.36e+08,1e+06,1.5e+08,1.66e+08,5.64e+08,2.888e+09,3.59e+08,1.15e+08,9.3e+07,3.247e+09,3.811e+09,1.524e+09,-1.9e+07,-4.97e+08,1.008e+09,1.44e+08,1.152e+09,4.963e+09,9.9e+07,1.23e+08,4.6e+07,-8.9e+07,1.7e+07,7.3e+07,-2.7e+07,-2.6e+07,-6e+06,-4e+06,-2.3283064365387e-10,-1e+07,3.7e+07,4.7e+07,-1e+06,4.6e+07,4.6e+07,3.054e+09,-1.14e+08,0.15341,-2.22044604925031e-16,0.34943,0.10677,0.02478,-0.92683,4.85461,3.30816,0.61523,1.05743,1.05743,3.02613,8.66575,-0.98006,0.05158,0.02825,-0.02497,61
"21","2017_Q2",14.2542857142857,"Up",3.78e+08,-3.15e+08,6.3e+07,-6.7e+07,-6.7e+07,-4e+06,-5.3e+07,-4.5e+07,-8e+06,-5.7e+07,-1e+06,-5.8e+07,3e+06,-5.5e+07,-4e+07,-3e+06,-4.3e+07,-4.3e+07,2.65e+08,2.65e+08,4.28e+08,4.28e+08,5.1e+08,42000000.0000002,4e+07,1.245e+09,3.422e+09,2.55e+08,2.17e+08,3.8e+07,3.677e+09,4.922e+09,3.44e+08,1.98e+08,3e+06,1.43e+08,1.66e+08,5.1e+08,2.887e+09,3.81e+08,1.2e+08,1.06e+08,3.268e+09,3.778e+09,1.536e+09,-6.6e+07,-4.8e+08,9.9e+08,1.53e+08,1.143e+09,4.921e+09,-5.3e+07,-3.8e+07,4.5e+07,1.6e+07,-6e+06,2e+06,-2e+07,-2e+07,-6e+06,-4e+06,-2e+06,-1.2e+07,-3e+07,1.5e+07,1e+06,1.6e+07,4.1e+07,3.053e+09,1.2e+07,0.16667,-0.01058,-0.11376,-0.03762,-0.00874000000000001,-0.279069999999999,2.44118,3.30534,0.62028,-0.3681,-0.3681,3.23589,8.47494,0.10273,0.05136,-0.00808,0.00262,68
"22","2017_Q3",17.6469841269841,"Up",4.21e+08,-3.26e+08,9.5e+07,-6.3e+07,-6.3e+07,3.2e+07,-4.9e+07,-4.6e+07,-3e+06,-1.7e+07,-1.86264514923096e-09,-1.7e+07,0,-1.7e+07,5e+06,-2e+06,3e+06,3e+06,3.03e+08,3.03e+08,4.57e+08,4.57e+08,5.06e+08,5.6e+07,5.4e+07,1.322e+09,3.424e+09,2.48e+08,2.1e+08,3.8e+07,3.672e+09,4.994e+09,3.84e+08,2.01e+08,2e+06,1.81e+08,1.66e+08,5.5e+08,2.886e+09,3.83e+08,1.16e+08,1.06e+08,3.269e+09,3.819e+09,1.535e+09,-6.9e+07,-4.54e+08,1.012e+09,1.62e+08,1.174e+09,4.993e+09,-1.7e+07,5e+06,4.6e+07,1.1e+07,3e+06,4.3e+07,-2e+07,-19999999.9999999,-6e+06,-4e+06,-9e+06,-1.9e+07,4e+06,33999999.9999999,4e+06,37999999.9999999,7.8e+07,3.052e+09,6.1e+07,0.22565,0.07601,0.00713,0.00256,6e-04,20.33333,2.40364,3.25298,0.61113,0.0251700000000002,0.0241299999999998,3.53223,8.49079,0.5118,0.05034,0.00195,0.01323,35.24359
"23","2017_Q4",21.7365079365079,"Up",4.35e+08,-3.29e+08,1.06e+08,-5.4e+07,-5.4e+07,5.2e+07,-3.6e+07,-4.4e+07,8e+06,1.6e+07,-2.8e+07,-1.2e+07,-1.3e+07,-2.5e+07,-2.41e+08,-6e+06,-2.47e+08,-2.47e+08,1.058e+09,1.058e+09,3.09e+08,3.09e+08,4.59e+08,6.98e+08,4.4e+07,2.524e+09,1.928e+09,2.39e+08,2.03e+08,3.6e+07,2.167e+09,4.691e+09,2.88e+08,1.55e+08,2e+06,1.31e+08,1.1e+07,2.99e+08,3.129e+09,3.57e+08,1e+08,9.6e+07,3.486e+09,3.785e+09,1.542e+09,-3.21e+08,-4.74e+08,7.47e+08,1.58e+08,9.05e+08,4.69e+09,-2.5e+07,-2.41e+08,4.5e+07,4.7e+07,-1.8e+07,4.9e+07,-2.3e+07,1.302e+09,-5e+06,1.05e+08,-4.9e+07,5.1e+07,1.402e+09,1.409e+09,-3e+06,1.406e+09,9.7e+07,3.14e+09,6.9e+07,0.24368,0.11954,-0.56782,-0.27293,-0.05265,-0.279349999999997,8.44147,4.18232,0.66937,-2.04604,-2.13653,3.60335,6.18782,0.57157,0.04142,-0.05496,0.01567,21.46392
"24","2018_Q1",17.7808196721311,"Down",4.64e+08,-3.4e+08,1.24e+08,-6.7e+07,-6.7e+07,5.7e+07,-5.9e+07,-5.3e+07,-6e+06,-2e+06,3.72529029846191e-09,-2e+06,4e+06,1999999.99999999,1999999.99999997,-2e+06,-5.96046447753906e-08,-5.96046447753906e-08,1.116e+09,1.116e+09,3.29e+08,3.29e+08,4.73e+08,7.21e+08,6e+07,2.639e+09,2e+09,2.25e+08,1.98e+08,2.6e+07,2.225e+09,4.864e+09,3.31e+08,1.65e+08,3e+06,1.63e+08,2.2e+07,3.53e+08,3.125e+09,3.71e+08,1.03e+08,9.7e+07,3.496e+09,3.849e+09,1.558e+09,-3.27e+08,-4.03e+08,8.28e+08,1.86e+08,1.014e+09,4.863e+09,2e+06,1999999.99999994,4.6e+07,1.9e+07,5e+06,7.2e+07,-2.8e+07,-6.79e+08,-6e+06,-1.49011611938477e-08,1e+07,4e+06,-6.03e+08,-6.03e+08,1.1e+07,-5.92e+08,1.03e+08,3.147e+09,7.6e+07,0.26724,0.12284,0,0,0,-4.72348993175847,7.47592,3.79586,0.647,0,4.44089209850063e-16,3.82573,6.82695,0.62663,0.04947,0.00132,0.01677,19.71845
"25","2018_Q2",16.686875,"Down",4.42e+08,-3.27e+08,1.15e+08,-7.6e+07,-7.6e+07,3.9e+07,-5e+07,-4.1e+07,-9e+06,-1.1e+07,-2.5e+07,-3.6e+07,-5e+06,-4.1e+07,-4.1e+07,-3e+06,-4.4e+07,-4.4e+07,1.074e+09,1.074e+09,3.29e+08,3.29e+08,4.7e+08,7.5e+08,5.5e+07,2.623e+09,2.016e+09,2.19e+08,1.92e+08,2.7e+07,2.235e+09,4.858e+09,2.9e+08,1.46e+08,1e+06,1.43e+08,2.2e+07,3.2e+08,3.124e+09,3.81e+08,1e+08,9.8e+07,3.505e+09,3.825e+09,1.563e+09,-3.77e+08,-3.58e+08,8.28e+08,2.04e+08,1.032e+09,4.857e+09,-4.1e+07,-4.1e+07,4.8e+07,4.6e+07,-5.7e+07,-4e+06,-2.8e+07,-2.8e+07,-6e+06,-6e+06,-3e+06,-1.5e+07,-4.7e+07,-4.7e+07,7e+06,-4e+07,8.7e+07,3.146e+09,7e+06,0.26018,0.08824,-0.09955,-0.04264,-0.00906,-0.159089999999991,8.19688,3.7064,0.64759,-0.35969,-0.35969,3.61327,6.76874,0.05722,0.04905,-0.00833,0.00154,23.81609
"26","2018_Q3",14.7109523809524,"Down",4.92e+08,-3.48e+08,1.44e+08,-7.9e+07,-7.9e+07,6.5e+07,-1.2e+07,-4.1e+07,2.9e+07,5.3e+07,-3e+07,2.3e+07,2.7e+07,5e+07,5e+07,-1.4e+07,3.6e+07,3.6e+07,1.036e+09,1.036e+09,3.41e+08,3.41e+08,4.51e+08,7.77e+08,8.1e+07,2.605e+09,1.861e+09,2.67e+08,1.88e+08,3.6e+07,2.128e+09,4.733e+09,3.05e+08,1.31e+08,9e+06,1.65e+08,2.2e+07,3.35e+08,3.147e+09,3.54e+08,9.4e+07,9.5e+07,3.501e+09,3.836e+09,1.567e+09,-3.47e+08,-4.96e+08,7.24e+08,1.72e+08,8.96e+08,4.732e+09,5e+07,5e+07,4.9e+07,-1.2e+07,-5.2e+07,3.5e+07,-2.7e+07,-4.1e+07,-6e+06,2.6e+07,-2.9e+07,-9e+06,-15000000.0000001,-14999999.9999998,-2.2e+07,-3.7e+07,1.14e+08,3.169e+09,8e+06,0.29268,0.13211,0.07317,0.04018,0.00761,0.22222,7.77612,4.28125,0.66955,0.29253,0.29251,3.99795,5.88317,0.06501,0.04876,0.0095,0.00181,18.71053
"27","2018_Q4",9.47904761904762,"Down",4.56e+08,-3.35e+08,1.21e+08,-6.2e+07,-6.2e+07,5.9e+07,-3.2e+07,-3.9e+07,7e+06,2.7e+07,-6e+06,2.1e+07,-6e+06,1.5e+07,1.5e+07,-9e+06,6e+06,6e+06,1.077e+09,1.077e+09,3.26e+08,3.26e+08,4.75e+08,7.26e+08,5.9e+07,2.604e+09,1.823e+09,2.87e+08,1.82e+08,6.2e+07,2.11e+09,4.714e+09,3.24e+08,1.55e+08,1.5e+07,1.54e+08,2.2e+07,3.46e+08,3.143e+09,3.46e+08,9.1e+07,9.3e+07,3.489e+09,3.835e+09,1.574e+09,-3.46e+08,-5.22e+08,7.06e+08,1.72e+08,8.78e+08,4.713e+09,1.5e+07,1.5e+07,4.8e+07,1e+07,3.9e+07,1.12e+08,-2.8e+07,-5.2e+07,-5e+06,-5e+06,0,-1e+07,5e+07,5e+07,-6e+06,4.4e+07,1.07e+08,3.165e+09,1.24e+08,0.26535,0.12939,0.01316,0.00683000000000002,0.00127,20.66667,7.52601,4.36788,0.6714,0.04873,0.04751,3.70367,5.7342,1.00714,0.04061,0.00251,0.02825,19.51402
"28","2019_Q1",9.55950819672131,"Up",4.29e+08,-3.11e+08,1.18e+08,-5e+07,-5e+07,6.8e+07,-3.3e+07,-3.9e+07,6e+06,3.5e+07,3.72529029846191e-09,3.5e+07,-2.9e+07,6e+06,6000000.00000001,-1.1e+07,-5000000.00000001,-5000000.00000001,1.034e+09,1.034e+09,3.17e+08,3.17e+08,4.79e+08,7.14e+08,5e+07,2.544e+09,1.8e+09,2.98e+08,1.76e+08,8.5e+07,2.098e+09,4.642e+09,2.78e+08,1.33e+08,5e+06,1.4e+08,2.2e+07,3e+08,3.139e+09,3.42e+08,9.3e+07,2.49e+08,3.481e+09,3.781e+09,1.579e+09,-3.57e+08,-5.4e+08,6.82e+08,1.79e+08,8.61e+08,4.642e+09,6e+06,6000000.00000001,5e+07,1.9e+07,-4.8e+07,2.7e+07,-3.3e+07,-5.3e+07,-6e+06,-6000000.00000001,-6e+06,-1.2e+07,-3.8e+07,-3.8e+07,-2e+06,-4e+07,1.18e+08,3.161e+09,6.6e+07,0.27506,0.15851,-0.01166,-0.00581,-0.00108,-13.2,8.48,4.39141,0.68096,-0.04065,-0.04173,3.48744,5.54413,0.53653,0.04878,0.00023,0.01512,18.02542
"29","2019_Q2",11.1236507936508,"Up",3.9e+08,-3.07e+08,8.3e+07,-6.7e+07,-6.7e+07,1.6e+07,-4.2e+07,-4e+07,-2e+06,-2.6e+07,-2e+06,-2.8e+07,-2e+06,-3e+07,-3e+07,-4e+06,-3.4e+07,-3.4e+07,1.068e+09,1.068e+09,3e+08,3e+08,4.86e+08,7.17e+08,4.9e+07,2.571e+09,1.779e+09,3.76e+08,1.69e+08,1.72e+08,2.155e+09,4.726e+09,2.71e+08,1.5e+08,2e+06,1.19e+08,1.52e+08,4.42e+08,3.223e+09,3.82e+08,9.1e+07,2.91e+08,3.605e+09,4.047e+09,1.584e+09,-3.97e+08,-6.12e+08,5.75e+08,1.04e+08,6.79e+08,4.726e+09,-3e+07,-3e+07,4.7e+07,1.5e+07,7e+06,3.9e+07,-2.5e+07,-5e+07,-7e+06,2.15e+08,-1.58e+08,5e+07,3.9e+07,3.9e+07,-1e+06,3.8e+07,6.3e+07,3.375e+09,4.7e+07,0.21282,0.04103,-0.08718,-0.05007,-0.00719,-1.38235,5.81674,5.96024,0.71413,-0.27354,-0.27354,3.13767,4.62605,0.37813,0.05632,-0.00609,0.0106,36.61905
"30","2019_Q3",8.78625,"Down",7.91e+08,-6.72e+08,1.19e+08,-1.22e+08,-1.03e+08,-3e+06,-5.2e+07,-5.1e+07,-999999.999999999,-5.5e+07,-6e+06,-6.1e+07,4e+06,-5.7e+07,-5.8e+07,-6e+06,-6.4e+07,-6.4e+07,3.97e+08,3.97e+08,5.99e+08,5.99e+08,1.097e+09,1.69e+08,1.56e+08,2.262e+09,2.469e+09,6.85e+08,2.31e+08,2.63e+08,3.154e+09,5.416e+09,6.3e+08,2.97e+08,3e+06,3.3e+08,5.8e+07,7.18e+08,3.136e+09,6.34e+08,1.46e+08,3.13e+08,3.77e+09,4.488e+09,1.86e+09,-4.66e+08,-6.16e+08,7.78e+08,1.5e+08,9.28e+08,5.416e+09,-5.5e+07,-5.6e+07,8.4e+07,8.4e+07,-1.9e+07,9.4e+07,-5.6e+07,-9.41e+08,-7e+06,-2.08e+08,0,-4.67e+08,-1.314e+09,-1.33e+09,2e+06,-1.328e+09,8.1e+07,3.194e+09,2e+06,0.15044,-0.00379,-0.08091,-0.06897,-0.01182,-0.03125,3.15042,4.83621,0.58973,-0.42429,-0.42429,5.2439,5.15771,0.01326,0.04641,-0.01198,0.00042,34.53086
"31","2019_Q4",9.170625,"Up",7.68e+08,-6.35e+08,1.33e+08,-8.2e+07,-8.2e+07,5.1e+07,-4.2e+07,-4.7e+07,5e+06,9e+06,-7e+06,2e+06,-1.2e+07,-1e+07,-4e+06,-7e+06,-1.1e+07,-1.1e+07,3.05e+08,3.05e+08,5.73e+08,5.73e+08,1.035e+09,1.4e+08,1.25e+08,2.053e+09,2.52e+09,5.84e+08,2.22e+08,2.52e+08,3.104e+09,5.157e+09,5.35e+08,2.46e+08,6e+06,2.83e+08,5.5e+07,6.29e+08,3.067e+09,6.38e+08,1.44e+08,3.35e+08,3.705e+09,4.334e+09,1.838e+09,-4.86e+08,-6.86e+08,6.66e+08,1.57e+08,8.23e+08,5.157e+09,-1.2e+07,-6e+06,7.4e+07,6e+07,-1.8e+07,1.04e+08,-5.9e+07,-1.29e+08,-7e+06,-5.7e+07,0,-1e+08,-1.25e+08,-8.1e+07,-9e+06,-9e+07,1.25e+08,3.122e+09,6e+07,0.17318,0.06641,-0.01432,-0.01337,-0.00213,-5.45455,3.26391,5.2661,0.60539,-0.07728,-0.07728,5.39568,4.67907,0.42154,0.04918,-0.000869999999999999,0.01309,22.536
